Rk,Team,Date,H/A,Opp,Result,Tm_AST%,Tm_STL%,Tm_BLK%,Tm_TOV%,Opp_AST%,Opp_STL%,Opp_BLK%,Opp_TOV%
748,LAC,2025-02-20,@,MIL,"L, 110-116",68.3,14.2,18.9,12.7,57.9,5.1,8.6,16.4
749,MEM,2025-02-20,@,IND,"L, 113-127",68.3,5.8,15.2,10.7,63.0,5.8,20.0,9.8
750,MIL,2025-02-07,@,ATL,"L, 110-115",68.3,5.0,5.4,9.1,64.4,6.0,13.0,9.9
751,NOP,2025-01-20,,UTA,"W, 123-119 (OT)",68.3,10.9,13.3,11.8,59.5,5.4,7.8,10.5
752,NOP,2024-11-22,,GSW,"L, 108-112",68.3,10.2,18.0,9.0,69.2,5.1,9.4,14.6
753,OKC,2024-10-30,,SAS,"W, 105-93",68.3,18.2,12.2,13.1,62.9,6.1,12.5,19.5
754,ORL,2024-10-23,@,MIA,"W, 116-97",68.3,8.3,16.7,11.7,75.0,5.2,17.0,10.4
755,PHI,2024-12-25,@,BOS,"W, 118-114",68.3,10.3,10.9,5.9,55.8,3.1,8.3,11.4
756,PHO,2025-03-28,@,MIN,"L, 109-124",68.3,6.5,8.0,15.9,66.0,13.0,9.5,12.1
757,SAC,2025-02-12,@,NOP,"W, 119-111",68.3,4.2,11.3,9.9,63.6,7.3,11.9,8.1
758,SAS,2025-01-19,@,MIA,"L, 107-128",68.3,4.1,8.1,13.3,70.0,8.2,11.8,10.0
759,SAS,2025-01-04,,DEN,"L, 111-122 (OT)",68.3,2.7,9.3,11.1,68.1,10.1,12.5,5.6
760,TOR,2025-03-24,@,WAS,"W, 112-104",68.3,10.4,12.0,9.6,68.6,7.5,13.8,14.3
761,TOR,2025-01-13,,GSW,"W, 104-101",68.3,3.2,21.4,13.9,65.7,11.8,7.0,13.3
762,UTA,2025-01-27,,MIL,"L, 110-125",68.3,8.0,1.9,9.4,63.5,6.0,10.9,11.4
763,ATL,2024-11-08,@,DET,"L, 121-122",68.2,11.2,13.2,14.4,61.4,6.5,13.1,17.4
764,BOS,2025-01-07,@,DEN,"W, 118-106",68.2,11.7,13.7,11.0,55.0,6.4,11.3,14.6
765,BOS,2024-11-16,,TOR,"W, 126-123 (OT)",68.2,2.1,8.0,7.7,70.0,3.1,5.3,7.7
766,DEN,2025-03-14,,LAL,"W, 131-126",68.2,7.0,7.7,10.6,65.3,10.1,3.7,7.4
767,IND,2025-03-11,,MIL,"W, 115-114",68.2,11.1,6.3,9.5,74.4,4.0,4.2,14.0
768,IND,2025-01-18,,PHI,"W, 115-102",68.2,4.2,7.3,16.2,55.3,8.5,2.0,8.4
769,IND,2025-01-14,,CLE,"L, 117-127",68.2,9.8,6.7,12.2,58.1,7.9,9.5,12.8
770,IND,2024-11-17,,MIA,"W, 119-110",68.2,6.6,12.8,10.5,58.3,4.4,1.8,10.0
771,LAC,2024-12-19,@,DAL,"W, 118-95",68.2,9.1,5.4,14.0,61.8,9.1,9.6,11.7
772,LAL,2024-11-10,,TOR,"W, 123-103",68.2,9.9,7.5,4.8,70.3,2.2,4.1,16.4
773,MIL,2024-11-20,,CHI,"W, 122-106",68.2,7.3,4.7,11.4,61.0,7.3,4.5,13.3
774,BRK,2025-03-06,,GSW,"L, 119-121",68.2,7.3,10.0,11.2,77.5,3.1,7.4,15.0
775,PHO,2024-11-10,,SAC,"L, 118-127 (OT)",68.2,9.6,4.6,9.7,46.0,6.1,6.3,12.0
776,SAS,2025-02-20,,PHO,"W, 120-109",68.2,12.6,8.1,9.7,73.7,5.8,7.7,16.7
777,UTA,2024-11-23,,NYK,"W, 121-106",68.2,4.0,8.2,15.9,64.1,9.9,18.9,7.9
778,CHI,2025-03-04,,CLE,"L, 117-139",68.1,5.6,12.0,5.8,58.7,3.7,6.5,7.4
779,CLE,2024-12-05,,DEN,"W, 126-114",68.1,8.2,4.2,14.4,54.3,11.0,10.9,13.1
780,DEN,2025-01-04,@,SAS,"W, 122-111 (OT)",68.1,10.1,12.5,5.6,68.3,2.7,9.3,11.1
781,GSW,2024-11-08,@,CLE,"L, 117-136",68.1,13.1,9.3,14.0,71.7,6.6,12.5,17.0
782,MEM,2024-11-10,@,POR,"W, 134-89",68.1,13.6,22.4,19.1,52.9,8.2,7.1,18.0
783,MIN,2024-11-08,,POR,"W, 127-102",68.1,8.5,10.6,16.2,33.3,10.4,14.9,14.3
784,SAC,2024-12-01,,SAS,"L, 125-127",68.1,8.2,13.9,8.2,76.2,6.1,13.0,14.7
785,TOR,2025-01-23,@,ATL,"W, 122-119",68.1,9.6,4.0,17.9,71.4,10.6,3.3,13.0
786,WAS,2024-10-30,,ATL,"W, 133-120",68.1,9.4,8.9,13.8,62.2,9.4,5.9,14.0
787,HOU,2024-12-19,,NOP,"W, 133-113",68.0,7.0,9.4,11.2,61.0,6.0,4.2,10.4
788,MEM,2024-12-08,@,WAS,"W, 140-112",68.0,10.9,11.8,14.2,46.5,9.1,9.4,16.1
789,CHI,2024-12-26,@,ATL,"L, 133-141",67.9,7.7,2.3,13.7,69.6,8.6,9.1,11.9
790,LAC,2025-01-04,,ATL,"W, 131-105",67.9,13.6,7.1,14.1,78.9,9.9,6.7,19.4
791,CLE,2025-02-21,,NYK,"W, 142-105",67.9,11.8,3.3,13.2,59.5,7.9,5.5,14.9
792,MEM,2025-01-24,,NOP,"W, 139-126",67.9,8.0,8.2,11.1,66.7,6.0,5.1,11.8
793,MIA,2025-02-10,,BOS,"L, 85-103",67.7,2.2,6.3,3.9,61.5,4.4,10.6,8.3
794,MIA,2024-12-26,@,ORL,"W, 89-88",67.7,14.7,12.5,20.4,41.2,12.6,13.0,21.3
795,ORL,2025-02-06,@,DEN,"L, 90-112",67.7,10.3,15.1,12.6,75.0,7.2,7.5,17.8
796,UTA,2024-12-08,@,SAC,"L, 97-141",67.7,6.1,10.7,18.3,68.4,10.1,18.4,7.2
797,HOU,2025-02-04,@,BRK,"L, 97-99",67.6,6.5,10.9,15.9,68.4,10.9,17.6,13.5
798,NOP,2024-12-21,,NYK,"L, 93-104",67.6,8.8,10.0,17.2,63.2,12.1,6.1,15.4
799,ORL,2024-12-01,@,BRK,"W, 100-92",67.6,10.4,22.9,20.0,63.3,10.4,6.5,15.5
800,PHI,2025-04-01,@,NYK,"L, 91-105",67.6,11.5,9.3,18.1,63.9,10.4,8.0,16.5
801,ATL,2025-03-14,,LAC,"L, 98-121",67.6,8.1,10.2,15.9,57.4,14.2,9.1,12.9
802,BOS,2024-11-24,,MIN,"W, 107-105",67.6,5.5,14.9,7.0,51.4,2.2,3.2,7.6
803,CHO,2024-12-23,,HOU,"L, 101-114",67.6,8.3,10.5,9.9,53.5,4.2,15.1,10.1
804,DAL,2025-01-17,,OKC,"W, 106-98",67.6,11.7,15.6,16.7,68.6,7.4,5.9,13.5
805,DET,2024-11-03,@,BRK,"W, 106-92",67.6,4.2,15.0,19.2,71.9,9.5,7.3,14.2
806,LAL,2025-01-28,@,PHI,"L, 104-118",67.6,5.1,5.3,21.1,46.5,14.3,10.3,8.1
807,LAL,2024-11-26,@,PHO,"L, 100-127",67.6,6.9,10.5,11.1,60.8,8.9,5.9,8.0
808,BRK,2025-01-19,@,OKC,"L, 101-127",67.6,5.2,6.8,15.1,77.1,8.3,11.4,11.5
809,OKC,2025-02-13,@,MIN,"L, 101-116",67.6,4.2,13.2,9.2,66.7,5.3,3.4,8.4
810,SAC,2025-03-13,@,GSW,"L, 104-130",67.6,7.2,10.3,14.5,77.8,8.3,11.9,15.3
811,SAC,2024-10-28,,POR,"W, 111-98",67.6,8.2,9.8,14.8,48.6,5.1,8.7,15.8
812,WAS,2024-10-26,,CLE,"L, 116-135",67.6,5.7,18.4,12.0,57.4,12.4,18.9,14.2
813,BOS,2024-12-06,,MIL,"W, 111-105",67.5,5.4,9.2,6.0,40.0,4.3,5.9,8.1
814,CHO,2024-12-05,@,NYK,"L, 101-125",67.5,3.3,9.3,10.5,70.7,7.6,8.0,9.1
815,CHI,2025-03-08,@,MIA,"W, 114-109",67.5,5.8,7.4,9.1,61.0,6.7,10.9,7.9
816,LAC,2025-04-02,,NOP,"W, 114-98",67.5,9.3,6.3,12.9,67.4,9.3,9.1,15.9
817,MEM,2024-12-31,@,PHO,"W, 117-112",67.5,9.4,9.7,13.5,66.7,8.5,20.0,14.2
818,MIA,2025-03-12,,LAC,"L, 104-119",67.5,15.3,6.1,10.9,53.3,7.7,0.0,17.2
819,MIA,2024-11-06,@,PHO,"L, 112-115",67.5,12.6,7.3,9.0,69.0,5.2,10.3,14.8
820,NYK,2024-12-11,,ATL,"L, 100-108",67.5,8.1,15.1,13.1,62.8,5.0,13.7,8.9
821,PHI,2024-11-04,@,PHO,"L, 116-118",67.5,10.3,8.0,13.6,57.1,6.2,11.1,13.0
822,SAC,2025-03-09,@,LAC,"L, 110-111 (OT)",67.5,6.2,2.0,7.5,53.5,4.1,9.4,9.8
823,SAS,2025-03-07,@,SAC,"L, 109-127",67.5,7.5,6.9,7.6,63.3,6.4,8.9,7.1
824,TOR,2025-03-07,,UTA,"W, 118-109",67.5,12.7,9.4,7.9,53.8,4.9,17.2,19.8
825,TOR,2025-01-11,@,DET,"L, 114-123",67.5,12.0,5.9,10.4,79.5,8.0,9.3,15.4
826,UTA,2024-12-01,,LAL,"L, 104-105",67.5,4.4,7.3,14.8,59.0,7.6,10.3,4.8
827,WAS,2025-01-13,,MIN,"L, 106-120",67.5,13.2,6.5,10.1,48.8,8.1,11.8,16.4
828,DAL,2025-03-09,,PHO,"L, 116-125",67.4,8.3,3.6,6.9,67.3,4.1,8.7,12.4
829,DAL,2025-01-03,,CLE,"L, 122-134",67.4,2.9,6.9,9.6,73.1,4.9,12.5,7.0
830,LAC,2025-03-04,@,PHO,"L, 117-119",67.4,8.6,6.5,6.9,75.6,5.4,5.7,10.7
831,MEM,2024-11-04,@,BRK,"L, 104-106",67.4,5.4,16.7,13.4,70.0,7.5,1.6,13.2
832,MIA,2025-02-04,@,CHI,"L, 124-133",67.4,3.9,6.0,12.1,72.9,3.9,6.5,9.0
833,NOP,2025-04-02,@,LAC,"L, 98-114",67.4,9.3,9.1,15.9,67.5,9.3,6.3,12.9
834,NOP,2024-12-26,,HOU,"L, 111-128",67.4,11.8,4.0,13.0,41.3,6.9,14.5,13.0
835,OKC,2025-01-02,,LAC,"W, 116-98",67.4,11.2,6.1,9.5,65.8,6.1,2.1,18.4
836,OKC,2024-11-17,,DAL,"L, 119-121",67.4,11.6,8.8,7.5,45.0,4.2,11.1,13.8
837,PHO,2025-02-22,@,CHI,"W, 121-117",67.4,6.9,6.7,9.8,70.7,8.9,6.8,7.9
838,UTA,2025-03-27,,HOU,"L, 110-121",67.4,5.1,7.7,15.6,55.3,7.2,8.9,7.5
839,UTA,2025-03-10,@,BOS,"L, 108-114",67.4,3.2,10.0,10.7,70.0,11.6,14.0,8.2
840,DEN,2024-10-29,@,BRK,"W, 144-139 (OT)",67.4,2.9,9.1,4.4,75.5,3.8,9.7,7.7
841,HOU,2024-11-15,,LAC,"W, 125-104",67.4,10.6,6.0,10.4,35.3,5.8,11.8,12.6
842,IND,2025-02-23,,LAC,"W, 129-111",67.4,6.9,11.1,12.7,60.5,8.9,6.3,10.0
843,SAS,2025-01-03,@,DEN,"W, 113-110",67.4,4.0,5.2,11.0,78.6,7.0,11.1,7.1
844,TOR,2024-11-02,,SAC,"W, 131-128 (OT)",67.4,11.5,5.0,14.9,45.7,14.2,5.2,13.6
845,BOS,2025-01-20,@,GSW,"W, 125-85",67.3,8.4,23.1,9.5,87.5,8.4,6.8,11.0
846,PHO,2025-03-09,@,DAL,"W, 125-116",67.3,4.1,8.7,12.4,67.4,8.3,3.6,6.9
847,PHO,2025-01-09,,ATL,"W, 123-115",67.3,7.4,11.1,14.9,76.2,11.7,5.8,10.5
848,MIN,2025-04-01,@,DEN,"W, 140-139 (2OT)",67.3,4.4,3.8,10.3,70.2,6.2,11.5,14.6
849,OKC,2024-12-29,,MEM,"W, 130-106",67.3,9.4,19.6,8.5,81.1,5.6,6.8,16.5
850,TOR,2024-11-01,,LAL,"L, 125-131",67.3,3.8,10.7,8.9,69.0,5.8,6.9,8.6
851,ATL,2024-11-25,,DAL,"L, 119-129",66.7,9.1,10.2,11.5,51.1,5.5,11.4,14.8
852,ATL,2024-10-27,@,OKC,"L, 104-128",66.7,6.9,8.2,16.2,59.1,12.8,20.0,8.8
853,BOS,2025-01-15,@,TOR,"L, 97-110",66.7,6.5,14.5,8.3,77.8,4.3,8.9,10.3
854,BOS,2024-12-04,,DET,"W, 130-120",66.7,10.9,15.6,13.2,62.8,9.9,12.2,17.1
855,CHO,2025-02-03,,WAS,"L, 114-124",66.7,4.0,2.1,9.8,65.9,6.0,8.3,9.2
856,CHO,2025-01-27,,LAL,"L, 107-112",66.7,11.2,5.2,12.9,50.0,9.2,9.8,16.4
857,CHO,2025-01-25,,NOP,"W, 123-92",66.7,11.2,9.4,13.6,65.6,8.2,14.7,12.0
858,CHI,2025-01-25,,PHI,"L, 97-109",66.7,6.0,6.4,17.6,54.8,10.0,8.5,9.1
859,CLE,2025-02-07,@,WAS,"W, 134-124",66.7,9.0,6.0,11.8,54.3,8.0,3.6,12.5
860,CLE,2025-01-24,@,PHI,"L, 129-132",66.7,10.0,10.4,14.0,52.3,9.0,15.8,15.4
861,CLE,2024-12-07,@,CHO,"W, 116-102",66.7,6.6,12.8,11.3,56.8,6.6,10.9,10.4
862,CLE,2024-10-25,,DET,"W, 113-101",66.7,13.0,8.2,12.4,65.8,3.0,10.4,19.9
863,DAL,2025-03-12,@,SAS,"L, 116-126",66.7,7.8,0.0,16.9,64.0,10.8,4.1,13.7
864,DAL,2025-03-05,@,MIL,"L, 107-137",66.7,12.3,5.6,8.9,55.8,5.7,6.8,14.9
865,DET,2025-02-12,@,CHI,"W, 128-110",66.7,7.6,13.3,14.1,62.2,8.6,11.1,15.4
866,DET,2025-01-08,@,BRK,"W, 113-98",66.7,9.2,19.1,14.1,72.7,10.3,8.2,13.6
867,GSW,2024-12-08,,MIN,"W, 114-106",66.7,8.4,16.2,11.6,61.1,6.3,16.3,15.4
868,HOU,2024-11-13,,LAC,"W, 111-103",66.7,8.0,19.0,11.8,71.1,10.1,5.3,10.4
869,IND,2025-03-31,,SAC,"W, 111-109",66.7,5.9,7.7,12.0,51.2,6.9,4.1,10.8
870,IND,2024-12-26,,OKC,"L, 114-120",66.7,1.0,13.8,10.0,45.5,4.1,7.5,2.8
871,LAC,2025-03-16,,CHO,"W, 123-88",66.7,10.4,8.2,9.6,73.0,5.2,7.5,10.1
872,LAL,2025-03-29,@,MEM,"W, 134-127",66.7,6.7,4.8,11.4,66.0,6.7,8.7,10.4
873,LAL,2025-03-27,@,CHI,"L, 117-119",66.7,7.8,14.6,10.0,76.7,3.9,4.0,12.9
874,LAL,2025-03-04,,NOP,"W, 136-115",66.7,7.1,8.5,12.8,63.0,11.2,7.9,8.1
875,LAL,2025-02-06,,GSW,"W, 120-112",66.7,8.7,10.4,13.0,70.7,7.7,4.7,9.9
876,LAL,2024-10-26,,SAC,"W, 131-127",66.7,7.6,6.8,15.6,71.1,11.4,8.6,12.4
877,MEM,2025-02-23,@,CLE,"L, 123-129",66.7,7.8,9.6,11.7,54.3,4.9,9.4,10.9
878,MEM,2024-11-13,@,LAL,"L, 123-128",66.7,10.5,13.6,11.9,72.1,6.7,8.9,15.4
879,MIA,2025-02-12,@,OKC,"L, 101-115",66.7,7.3,10.2,15.1,51.2,10.5,6.7,11.8
880,MIA,2025-01-17,,DEN,"L, 113-133",66.7,2.0,0.0,7.6,70.0,5.1,1.7,5.6
881,MIA,2025-01-13,@,LAC,"L, 98-109",66.7,7.0,5.3,14.7,62.2,11.0,18.2,11.0
882,MIA,2024-12-16,@,DET,"L, 124-125 (OT)",66.7,14.2,4.0,10.6,72.7,7.1,7.1,18.0
883,MIA,2024-12-07,,PHO,"W, 121-111",66.7,9.7,9.8,11.1,80.6,8.6,5.6,13.1
884,MIL,2024-12-08,@,BRK,"W, 118-113",66.7,6.5,15.2,16.3,58.5,9.7,8.1,12.9
885,MIN,2025-02-13,,OKC,"W, 116-101",66.7,5.3,3.4,8.4,67.6,4.2,13.2,9.2
886,BRK,2025-01-12,@,UTA,"L, 111-112 (OT)",66.7,5.0,10.9,9.3,62.5,6.9,11.5,10.0
887,BRK,2025-01-01,@,TOR,"L, 113-130",66.7,8.1,3.6,11.9,69.2,8.1,12.0,10.5
888,BRK,2024-11-24,@,SAC,"W, 108-103",66.7,7.6,9.6,14.0,56.8,6.5,16.7,15.0
889,BRK,2024-11-11,@,NOP,"W, 107-105",66.7,4.3,7.8,15.5,73.8,14.0,9.5,10.0
890,NOP,2025-01-24,@,MEM,"L, 126-139",66.7,6.0,5.1,11.8,67.9,8.0,8.2,11.1
891,NOP,2024-11-27,,TOR,"L, 93-119",66.7,11.6,9.3,14.5,80.9,10.6,6.9,13.8
892,NYK,2024-12-23,,TOR,"W, 139-125",66.7,8.7,2.0,14.7,66.7,5.8,6.1,13.9
893,OKC,2025-02-23,@,MIN,"W, 130-123",66.7,9.3,18.2,12.1,59.0,6.2,9.8,11.4
894,OKC,2024-11-27,@,GSW,"W, 105-101",66.7,9.9,18.8,12.7,71.4,6.9,12.5,13.0
895,ORL,2024-12-15,,NYK,"L, 91-100",66.7,8.5,21.3,14.1,60.6,8.5,5.4,18.4
896,ORL,2024-10-28,,IND,"W, 119-115",66.7,7.1,10.2,13.1,61.0,7.1,9.5,11.4
897,PHI,2025-01-19,@,MIL,"L, 109-123",66.7,4.1,8.0,8.6,72.1,2.0,7.3,6.5
898,PHO,2025-01-22,@,BRK,"W, 108-84",66.7,9.8,1.8,10.5,47.1,8.7,2.1,14.9
899,PHO,2024-12-31,,MEM,"L, 112-117",66.7,8.5,20.0,14.2,67.5,9.4,9.7,13.5
900,PHO,2024-12-21,,DET,"L, 125-133",66.7,9.0,2.0,17.7,63.3,13.1,8.2,11.6
901,PHO,2024-11-20,,NYK,"L, 122-138",66.7,9.1,4.3,12.3,60.0,10.1,0.0,13.6
902,POR,2025-01-11,,MIA,"L, 98-119",66.7,6.0,12.5,14.1,70.5,13.0,10.0,10.0
903,POR,2025-01-06,@,DET,"L, 115-118",66.7,6.1,7.8,14.8,54.8,9.1,7.3,12.6
904,SAC,2025-01-06,,MIA,"W, 123-118 (2OT)",66.7,6.2,13.3,11.2,58.1,12.4,8.6,10.9
905,SAS,2025-03-15,,NOP,"W, 119-115",66.7,10.0,3.5,9.2,73.9,2.0,6.7,15.7
906,SAS,2025-02-26,@,HOU,"L, 106-118",66.7,9.9,7.8,6.8,45.8,4.0,8.2,12.9
907,SAS,2024-11-26,@,UTA,"W, 128-115",66.7,12.1,10.2,8.7,55.8,6.0,8.9,18.5
908,TOR,2025-03-28,,CHO,"W, 108-97",66.7,9.1,7.7,5.6,74.4,5.0,9.8,14.9
909,TOR,2024-12-31,@,BOS,"L, 71-125",66.7,8.5,9.1,18.8,61.7,14.8,15.2,12.2
910,TOR,2024-12-23,@,NYK,"L, 125-139",66.7,5.8,6.1,13.9,66.7,8.7,2.0,14.7
911,TOR,2024-11-12,@,MIL,"L, 85-99",66.7,11.1,15.8,18.8,65.8,16.2,14.8,14.6
912,UTA,2025-02-12,,LAL,"W, 131-119",66.7,9.9,19.0,10.7,75.6,4.9,6.7,11.7
913,UTA,2025-02-08,@,LAC,"L, 110-130",66.7,7.1,6.5,18.0,70.6,8.1,5.0,13.4
914,UTA,2025-02-01,,ORL,"W, 113-99",66.7,5.0,14.0,14.5,63.3,9.0,14.3,7.0
915,WAS,2025-01-25,@,PHO,"L, 109-119",66.7,8.3,10.0,7.8,57.5,4.1,8.2,9.7
916,WAS,2025-01-10,@,CHI,"L, 105-138",66.7,5.7,8.7,13.4,73.6,10.5,13.5,12.9
917,WAS,2024-11-24,@,IND,"L, 103-115",66.7,8.3,8.5,15.9,75.6,8.3,6.8,10.9
918,CLE,2024-10-30,,LAL,"W, 134-110",66.1,13.3,4.1,10.7,55.3,5.7,0.0,18.7
919,HOU,2025-03-30,@,PHO,"W, 148-109",66.1,13.6,7.3,8.4,59.5,7.8,7.5,16.7
920,NOP,2025-03-02,@,UTA,"W, 128-121",66.0,7.7,9.6,9.3,76.1,3.8,6.9,11.2
921,IND,2024-10-30,,BOS,"W, 135-132 (OT)",66.0,8.8,9.6,14.2,52.3,9.7,7.6,10.2
922,MEM,2025-03-29,,LAL,"L, 127-134",66.0,6.7,8.7,10.4,66.7,6.7,4.8,11.4
923,SAS,2025-03-01,@,MEM,"W, 130-128",66.0,7.8,7.0,11.0,62.0,6.8,13.3,11.1
924,BOS,2024-12-27,,IND,"W, 142-105",66.0,9.4,11.5,8.7,71.1,5.2,8.3,10.5
925,CLE,2025-01-09,,TOR,"W, 132-126",66.0,8.4,5.2,9.9,64.2,9.4,4.5,12.1
926,DET,2025-02-21,@,SAS,"W, 125-110",66.0,8.1,9.1,13.4,62.8,12.2,8.5,15.4
927,LAC,2024-11-24,@,PHI,"W, 125-99",66.0,9.4,10.6,15.6,64.7,8.4,9.8,12.6
928,MIL,2024-11-16,@,CHO,"L, 114-115",66.0,6.3,11.8,8.5,61.0,7.4,7.1,8.9
929,MIN,2025-03-28,,PHO,"W, 124-109",66.0,13.0,9.5,12.1,68.3,6.5,8.0,15.9
930,NYK,2025-01-20,,ATL,"W, 119-110",66.0,8.0,1.8,13.9,57.5,10.0,9.4,20.2
931,NYK,2025-01-01,,UTA,"W, 119-103",66.0,9.8,11.3,12.0,59.0,6.9,9.7,14.2
932,OKC,2024-11-11,,LAC,"W, 134-128",66.0,16.0,11.6,9.8,70.5,5.0,11.1,20.6
933,PHO,2025-02-07,,UTA,"W, 135-127 (OT)",66.0,5.6,21.7,6.6,60.4,4.7,14.6,8.7
934,SAC,2025-01-23,@,DEN,"L, 123-132",66.0,4.6,4.7,10.1,61.2,9.2,12.1,8.8
935,BOS,2025-03-15,@,BRK,"W, 115-113",65.9,5.9,15.9,8.0,81.0,4.8,6.5,8.6
936,CHO,2025-03-07,,CLE,"L, 117-118",65.9,6.9,7.1,10.6,50.0,6.9,7.3,12.5
937,CHI,2025-03-31,@,OKC,"L, 117-145",65.9,6.3,12.7,16.0,75.0,9.9,12.8,11.5
938,CLE,2025-03-18,@,LAC,"L, 119-132",65.9,6.3,0.0,8.1,60.9,7.4,10.2,11.9
939,CLE,2025-01-05,,CHO,"W, 115-105",65.9,5.0,10.2,10.8,50.0,9.1,8.2,13.9
940,DAL,2024-11-24,@,MIA,"L, 118-123 (OT)",65.9,5.3,13.6,10.8,58.7,5.3,9.2,7.0
941,GSW,2024-11-04,@,WAS,"W, 125-112",65.9,4.9,13.2,5.9,69.0,3.9,13.3,8.7
942,IND,2024-11-18,@,TOR,"L, 119-130",65.9,16.4,9.4,9.3,56.3,4.8,15.3,19.6
943,LAC,2025-03-28,@,BRK,"W, 132-100",65.9,10.7,9.5,12.3,81.8,9.7,7.0,13.0
944,MIN,2025-02-24,@,OKC,"W, 131-128 (OT)",65.9,5.4,8.8,10.2,60.0,8.9,12.3,8.5
945,NYK,2025-03-22,,WAS,"W, 122-103",65.9,12.6,5.8,13.5,53.8,8.7,8.9,17.2
946,NYK,2025-02-28,@,MEM,"W, 114-113",65.9,10.0,11.1,8.1,59.1,2.0,7.0,15.5
947,OKC,2024-11-06,@,DEN,"L, 122-124",65.9,13.9,11.8,11.3,81.0,7.4,10.0,14.8
948,ORL,2024-11-29,@,BRK,"W, 123-100",65.9,13.4,27.1,15.5,57.9,5.2,10.4,19.4
949,PHO,2025-02-27,,NOP,"L, 116-124",65.9,4.2,10.5,10.1,50.0,3.1,14.6,5.2
950,TOR,2025-04-03,,POR,"L, 103-112",65.9,14.0,1.9,15.5,47.6,10.0,9.7,20.9
951,WAS,2025-03-08,@,TOR,"W, 118-117",65.9,12.3,10.1,12.7,60.0,11.3,9.7,12.2
952,WAS,2025-02-03,@,CHO,"W, 124-114",65.9,6.0,8.3,9.2,66.7,4.0,2.1,9.8
953,CHO,2025-01-22,@,MEM,"L, 120-132",65.9,9.0,7.8,13.8,73.5,9.0,10.9,13.3
954,CLE,2025-01-20,,PHO,"W, 118-92",65.9,10.4,2.0,7.9,61.1,3.1,10.2,17.0
955,DEN,2025-03-02,@,BOS,"L, 103-110",65.9,11.8,4.5,11.6,70.3,7.5,7.8,13.5
956,GSW,2025-02-10,@,MIL,"W, 125-111",65.9,15.7,4.7,7.6,47.4,4.9,8.3,18.0
957,LAC,2024-11-06,,PHI,"W, 110-98",65.9,13.4,2.1,19.1,47.5,11.2,4.5,19.7
958,MIA,2024-12-08,,CLE,"W, 122-113",65.9,4.1,7.5,11.0,61.0,5.2,2.0,8.7
959,MIL,2024-12-28,@,CHI,"L, 111-116",65.9,5.8,11.9,6.9,73.3,3.8,10.5,9.7
960,BRK,2025-02-22,@,PHI,"W, 105-103",65.9,10.9,17.4,15.2,58.3,8.7,9.4,12.0
961,BRK,2024-10-30,@,MEM,"W, 119-106",65.9,10.0,3.7,17.3,71.1,9.0,7.7,19.0
962,PHI,2025-03-03,,POR,"L, 102-119",65.9,6.4,4.7,7.4,54.2,6.4,10.0,9.3
963,SAC,2025-03-20,,CHI,"L, 116-128",65.9,4.2,9.8,11.1,71.1,9.4,4.3,12.6
964,SAS,2025-03-23,@,TOR,"W, 123-89",65.9,15.2,11.3,12.3,77.1,8.1,7.0,18.4
965,SAS,2025-02-08,@,ORL,"L, 111-112",65.9,10.4,12.1,14.0,42.2,10.4,2.1,13.4
966,TOR,2025-01-06,,MIL,"L, 104-128",65.9,10.8,10.5,13.0,78.7,6.9,14.3,19.2
967,UTA,2025-02-21,,OKC,"L, 107-130",65.9,7.0,3.7,17.7,82.6,10.0,20.4,10.2
968,WAS,2024-10-24,,BOS,"L, 102-122",65.9,8.8,13.3,12.7,50.0,6.8,5.1,12.1
969,CHO,2025-03-18,,ATL,"L, 102-134",65.8,7.1,16.7,15.4,54.0,12.3,14.8,9.9
970,CHO,2024-11-19,@,BRK,"L, 115-116",65.8,6.2,18.2,20.1,73.8,8.2,17.8,13.8
971,CHI,2025-01-20,@,LAC,"W, 112-99",65.8,7.3,11.5,10.2,64.9,4.2,14.6,9.0
972,DAL,2024-12-10,@,OKC,"L, 104-118",65.8,10.1,3.9,17.7,63.0,14.1,11.4,11.9
973,DET,2024-12-26,@,SAC,"W, 114-113",65.8,6.1,9.3,8.9,51.3,3.1,12.8,13.0
974,DET,2024-10-25,@,CLE,"L, 101-113",65.8,3.0,10.4,19.9,66.7,13.0,8.2,12.4
975,GSW,2025-01-10,@,IND,"L, 96-108",65.8,11.3,3.6,12.6,62.8,8.2,15.1,14.2
976,LAC,2025-01-02,@,OKC,"L, 98-116",65.8,6.1,2.1,18.4,67.4,11.2,6.1,9.5
977,LAL,2025-03-06,,NYK,"W, 113-109 (OT)",65.8,6.7,7.8,14.4,54.1,9.6,4.3,12.9
978,LAL,2024-12-08,,POR,"W, 107-98",65.8,14.7,14.6,10.7,48.6,4.2,6.1,16.2
979,MEM,2024-12-15,@,LAL,"L, 110-116",65.8,9.1,6.3,16.0,59.0,9.1,10.1,18.8
980,MIA,2025-03-21,,HOU,"L, 98-102",65.8,8.5,8.9,21.0,35.9,18.1,8.2,15.4
981,MIL,2024-11-12,,TOR,"W, 99-85",65.8,16.2,14.8,14.6,66.7,11.1,15.8,18.8
982,BRK,2025-02-20,,CLE,"L, 97-110",65.8,6.9,18.2,13.4,47.5,7.9,8.8,13.8
983,NOP,2025-02-21,@,DAL,"L, 103-111",65.8,7.9,14.3,12.0,75.7,7.9,6.2,12.5
