Rk,Team,Date,H/A,Opp,Result,Tm_AST%,Tm_STL%,Tm_BLK%,Tm_TOV%,Opp_AST%,Opp_STL%,Opp_BLK%,Opp_TOV%
274,IND,2025-02-28,@,MIA,"L, 120-125",74.5,11.1,5.8,9.9,70.8,7.8,8.2,14.3
275,IND,2024-12-13,@,PHI,"W, 121-107",74.5,9.2,6.7,9.2,48.6,5.1,7.5,13.1
276,PHO,2025-02-28,,NOP,"W, 125-108",74.5,6.4,5.1,16.7,63.6,10.6,7.7,13.8
277,UTA,2025-02-28,,MIN,"W, 117-116",74.5,3.0,8.2,16.9,79.5,16.8,7.0,6.1
278,ATL,2025-03-25,@,HOU,"L, 114-121",74.4,7.9,1.9,11.3,40.5,7.9,3.7,13.1
279,DEN,2025-03-17,@,GSW,"W, 114-105",74.4,11.8,13.7,18.0,58.5,15.8,18.9,17.3
280,DEN,2025-01-25,@,MIN,"L, 104-133",74.4,7.2,4.6,17.6,71.7,14.5,7.1,13.6
281,DET,2024-11-12,,MIA,"W, 123-121 (OT)",74.4,3.8,7.1,15.4,53.2,13.3,5.4,10.1
282,IND,2025-02-11,,NYK,"L, 115-128",74.4,8.0,4.7,9.1,75.5,6.0,3.4,13.7
283,IND,2025-02-03,@,UTA,"W, 112-111",74.4,12.7,18.5,8.3,79.5,4.9,8.2,15.4
284,MIA,2025-01-07,@,GSW,"W, 114-98",74.4,6.1,6.3,9.2,70.0,9.1,11.8,10.7
285,MIA,2024-11-29,,TOR,"W, 121-111",74.4,10.3,0.0,9.0,79.1,4.1,7.5,17.8
286,MIL,2025-03-11,@,IND,"L, 114-115",74.4,4.0,4.2,14.0,68.2,11.1,6.3,9.5
287,BRK,2025-03-13,@,CHI,"L, 110-116",74.4,6.3,13.2,8.0,58.5,8.5,6.5,7.3
288,PHO,2024-12-05,@,NOP,"L, 124-126",74.4,9.7,5.1,15.0,48.9,12.6,10.0,10.9
289,SAS,2024-11-15,,LAL,"L, 115-120",74.4,6.3,8.8,12.0,61.4,10.4,7.0,10.9
290,SAS,2024-11-02,,MIN,"W, 113-103",74.4,6.3,11.1,12.6,53.8,7.4,4.9,12.5
291,ATL,2024-12-21,,MEM,"L, 112-128",74.4,10.1,10.7,21.6,70.0,11.9,2.4,14.9
292,CHO,2025-03-28,@,TOR,"L, 97-108",74.4,5.0,9.8,14.9,66.7,9.1,7.7,5.6
293,GSW,2024-12-23,,IND,"L, 105-111",74.4,7.2,12.3,10.0,57.8,7.2,7.7,11.0
294,MIN,2024-10-26,,TOR,"W, 112-101",74.4,9.1,13.1,12.1,70.7,9.1,8.7,17.3
295,BRK,2025-03-04,@,SAS,"L, 113-127",74.4,8.2,3.6,12.0,71.2,9.3,11.1,13.1
296,TOR,2025-01-21,,ORL,"W, 109-93",74.4,7.6,11.1,12.3,45.7,5.5,4.1,13.0
297,UTA,2025-02-10,@,LAL,"L, 113-132",74.4,5.9,6.0,16.5,56.0,10.9,4.5,11.5
298,GSW,2025-03-08,,DET,"W, 115-110",74.3,11.3,6.5,15.7,43.6,11.3,9.3,16.6
299,GSW,2025-02-13,@,HOU,"W, 105-98",74.3,12.9,10.5,9.8,63.2,7.0,10.4,16.5
300,MIA,2024-11-26,,MIL,"L, 103-106",74.3,6.9,5.7,8.1,63.9,5.8,14.6,13.3
301,SAS,2024-12-03,@,PHO,"L, 93-104",74.3,9.0,4.3,11.4,68.4,10.0,8.9,13.8
302,WAS,2025-02-24,,BRK,"W, 107-99",74.3,7.5,16.7,22.9,75.8,17.0,10.3,16.0
303,SAS,2025-01-23,@,IND,"W, 140-110",74.1,9.8,18.5,16.9,70.5,9.8,3.3,9.7
304,CLE,2024-12-27,@,DEN,"W, 149-135",74.1,9.5,11.1,9.4,73.6,7.6,6.3,11.3
305,DEN,2024-11-23,@,LAL,"W, 127-102",74.0,7.0,3.8,16.6,69.2,10.9,6.0,13.7
306,DEN,2024-11-08,,MIA,"W, 135-122",74.0,4.9,9.8,16.8,71.7,10.9,2.2,12.3
307,NOP,2024-12-22,,DEN,"L, 129-132 (OT)",74.0,13.5,14.1,11.3,69.4,8.4,11.8,16.5
308,SAS,2025-01-31,,MIL,"W, 144-118",74.0,6.9,17.5,5.0,55.8,3.0,15.4,8.2
309,BOS,2024-12-12,,DET,"W, 123-99",73.9,6.0,6.6,12.8,64.3,8.0,9.5,7.2
310,DEN,2025-03-24,,CHI,"L, 119-129",73.9,5.0,17.3,10.0,68.9,8.1,8.2,8.9
311,DEN,2024-12-07,@,WAS,"L, 113-122",73.9,10.7,11.5,12.3,68.9,8.8,17.1,14.2
312,DET,2024-11-06,@,CHO,"L, 107-108",73.9,5.0,8.7,10.1,56.4,5.0,6.5,11.0
313,GSW,2024-10-29,,NOP,"W, 124-106",73.9,15.4,17.3,7.2,57.5,4.1,11.8,22.1
314,LAC,2025-03-11,@,NOP,"L, 120-127",73.9,10.2,14.8,9.9,72.3,7.2,14.0,17.0
315,NOP,2025-03-15,@,SAS,"L, 115-119",73.9,2.0,6.7,15.7,66.7,10.0,3.5,9.2
316,WAS,2025-03-15,@,DEN,"W, 126-123",73.9,10.4,6.6,14.2,83.3,11.4,16.0,14.9
317,BRK,2024-11-19,,CHO,"W, 116-115",73.8,8.2,17.8,13.8,65.8,6.2,18.2,20.1
318,NOP,2024-11-11,,BRK,"L, 105-107",73.8,14.0,9.5,10.0,66.7,4.3,7.8,15.5
319,PHI,2025-01-04,@,BRK,"W, 123-94",73.8,10.5,4.9,15.9,64.7,5.7,9.5,19.6
320,PHO,2025-01-12,,CHO,"W, 120-113",73.8,9.1,11.5,11.0,73.2,10.1,4.3,13.7
321,TOR,2025-01-29,@,WAS,"W, 106-82",73.8,12.1,7.1,12.9,60.7,6.1,8.8,24.2
322,TOR,2025-01-25,@,ATL,"W, 117-94",73.8,10.0,14.9,17.2,84.8,12.7,8.3,20.2
323,BOS,2024-11-12,,ATL,"L, 116-117",73.7,7.1,7.5,18.7,70.0,16.2,6.7,13.3
324,GSW,2024-11-30,@,PHO,"L, 105-113",73.7,8.3,11.4,8.3,81.6,4.2,17.3,13.6
325,PHI,2025-03-29,,MIA,"L, 95-118",73.7,7.6,14.0,18.0,75.0,13.0,9.1,10.0
326,PHO,2025-02-20,@,SAS,"L, 109-120",73.7,5.8,7.7,16.7,68.2,12.6,8.1,9.7
327,TOR,2025-03-04,@,ORL,"W, 114-113",73.7,7.1,17.0,17.3,70.0,12.1,10.0,13.1
328,TOR,2025-01-03,,ORL,"L, 97-106",73.7,6.9,2.9,11.4,86.5,11.5,15.7,13.9
329,CHI,2025-01-10,,WAS,"W, 138-105",73.6,10.5,13.5,12.9,66.7,5.7,8.7,13.4
330,CLE,2025-02-02,,DAL,"W, 144-101",73.6,6.6,13.3,8.3,55.0,5.7,6.3,7.6
331,DEN,2025-02-24,@,IND,"W, 125-116",73.6,7.7,9.5,16.6,72.5,10.6,4.1,15.7
332,DEN,2024-12-27,,CLE,"L, 135-149",73.6,7.6,6.3,11.3,74.1,9.5,11.1,9.4
333,PHO,2025-02-25,@,MEM,"L, 148-151 (OT)",73.6,5.2,11.8,12.7,69.2,8.7,6.5,9.7
334,CHO,2025-02-09,@,DET,"L, 102-112",73.5,8.8,1.9,13.7,70.5,12.1,2.2,10.2
335,GSW,2025-02-03,,ORL,"W, 104-99",73.5,9.5,0.0,12.3,53.5,8.4,5.1,10.4
336,IND,2025-02-04,@,POR,"L, 89-112",73.5,11.5,10.9,17.4,56.1,8.4,7.0,16.0
337,BRK,2024-12-16,,CLE,"L, 101-130",73.5,11.1,5.9,19.4,76.7,14.2,12.8,15.3
338,WAS,2025-01-21,@,LAL,"L, 88-111",73.5,7.9,14.3,11.4,69.8,5.9,19.2,10.1
339,CHI,2024-11-22,,ATL,"W, 136-122",73.5,7.4,13.7,16.6,65.3,10.2,9.3,8.7
340,DEN,2025-03-26,,MIL,"W, 127-117",73.5,6.1,7.7,9.1,65.2,4.1,11.3,10.4
341,MEM,2025-01-22,,CHO,"W, 132-120",73.5,9.0,10.9,13.3,65.9,9.0,7.8,13.8
342,MEM,2024-12-01,,IND,"W, 136-121",73.5,8.5,12.5,8.7,65.1,7.5,6.4,12.9
343,BRK,2025-01-14,@,POR,"W, 132-114",73.5,11.2,4.2,11.7,51.3,8.1,6.1,15.0
344,WAS,2025-01-01,,CHI,"W, 125-107",73.5,10.1,6.7,14.0,68.3,10.1,9.5,16.9
345,BOS,2025-03-26,@,PHO,"W, 132-102",73.3,8.3,15.2,10.0,61.1,7.3,8.1,12.7
346,BOS,2024-11-25,,LAC,"W, 126-94",73.3,10.2,17.2,10.2,46.2,8.2,8.1,12.8
347,CHI,2024-12-28,,MIL,"W, 116-111",73.3,3.8,10.5,9.7,65.9,5.8,11.9,6.9
348,DAL,2024-11-06,,CHI,"W, 119-99",73.3,10.5,9.1,12.8,69.4,7.6,3.6,19.3
349,DEN,2025-02-10,,POR,"W, 146-117",73.3,11.7,3.9,9.1,62.5,3.9,6.1,13.9
350,LAL,2025-02-04,@,LAC,"W, 122-97",73.3,7.4,6.3,14.1,88.2,9.5,11.4,9.3
351,CHI,2025-03-22,@,LAL,"W, 146-115",73.2,16.5,11.4,8.7,56.1,7.7,1.8,18.2
352,ATL,2024-11-01,,SAC,"L, 115-123",73.2,7.7,7.1,11.5,65.1,8.7,9.5,12.0
353,CHO,2025-01-12,@,PHO,"L, 113-120",73.2,10.1,4.3,13.7,73.8,9.1,11.5,11.0
354,DAL,2024-11-30,@,UTA,"W, 106-94",73.2,12.4,10.7,13.4,58.8,10.4,13.7,12.6
355,DEN,2024-11-01,@,MIN,"L, 116-119",73.2,11.2,4.9,12.5,79.1,8.1,15.0,15.8
356,GSW,2025-01-25,,LAL,"L, 108-118",73.2,10.5,0.0,12.7,61.7,8.4,4.7,12.2
357,LAL,2024-12-25,@,GSW,"W, 115-113",73.2,6.4,9.1,8.3,63.4,2.1,16.3,11.9
358,MIA,2025-02-01,@,SAS,"W, 105-103",73.2,7.2,9.1,12.7,71.1,8.3,6.4,9.9
359,MIL,2025-03-13,,LAL,"W, 126-106",73.2,8.8,17.0,10.7,47.4,2.9,8.7,12.9
360,PHI,2024-12-20,,CHO,"W, 108-98",73.2,15.3,12.8,14.2,61.1,7.7,8.0,16.3
361,SAS,2025-03-17,@,LAL,"L, 109-125",73.2,6.0,11.9,15.3,77.3,13.0,8.0,8.2
362,CLE,2025-01-03,@,DAL,"W, 134-122",73.1,4.9,12.5,7.0,67.4,2.9,6.9,9.6
363,MEM,2025-03-25,@,UTA,"W, 140-103",73.1,7.4,11.1,7.8,70.6,6.3,5.7,13.8
364,CHO,2025-03-16,@,LAC,"L, 88-123",73.0,5.2,7.5,10.1,66.7,10.4,8.2,9.6
365,CHI,2024-12-13,,CHO,"W, 109-95",73.0,11.7,21.2,13.3,62.9,6.8,11.9,13.7
366,GSW,2024-11-18,@,LAC,"L, 99-102",73.0,11.8,8.3,17.1,82.9,9.8,15.0,18.2
367,IND,2025-02-08,@,LAL,"L, 117-124",73.0,10.0,3.6,9.8,63.0,6.0,6.1,13.3
368,MIA,2024-10-30,,NYK,"L, 107-116",73.0,6.5,7.1,9.8,75.0,8.6,9.8,10.8
369,SAC,2024-12-19,,LAL,"L, 100-113",73.0,6.8,9.8,14.9,57.9,7.8,18.9,10.8
370,ATL,2025-03-23,,PHI,"W, 132-119",72.9,10.9,7.0,15.0,60.0,7.9,8.0,10.8
371,CHI,2025-02-04,,MIA,"W, 133-124",72.9,3.9,6.5,9.0,67.4,3.9,6.0,12.1
372,DET,2024-11-29,@,IND,"W, 130-106",72.9,9.0,9.6,16.4,56.1,9.0,8.9,15.0
373,MEM,2024-11-02,@,PHI,"W, 124-107",72.9,8.9,14.0,15.0,61.1,10.9,8.3,12.5
374,OKC,2025-01-08,@,CLE,"L, 122-129",72.9,8.9,9.3,11.8,76.6,7.0,3.4,12.8
375,UTA,2024-11-04,@,CHI,"W, 135-126",72.9,3.0,10.3,11.3,80.0,6.9,13.2,7.8
376,BOS,2024-11-19,,CLE,"W, 120-117",72.7,4.3,6.3,12.4,65.2,4.3,6.7,6.5
377,CLE,2025-03-14,@,MEM,"W, 133-124",72.7,8.3,6.6,13.5,52.1,10.2,8.1,11.6
378,CLE,2025-01-12,,IND,"L, 93-108",72.7,4.1,8.8,12.5,69.8,11.1,16.7,10.7
379,DET,2025-02-07,,PHI,"W, 125-112",72.7,7.1,7.7,12.2,63.4,7.1,13.2,12.4
380,DET,2024-12-16,,MIA,"W, 125-124 (OT)",72.7,7.1,7.1,18.0,66.7,14.2,4.0,10.6
381,GSW,2025-01-04,,MEM,"W, 121-113",72.7,13.0,8.2,16.5,63.0,9.0,17.1,19.5
382,IND,2024-11-08,@,CHO,"L, 83-103",72.7,10.6,10.0,13.6,60.5,6.4,13.0,13.6
383,MIL,2025-02-02,,MEM,"L, 119-132",72.7,6.8,7.4,11.6,71.2,8.8,10.9,9.3
384,BRK,2025-01-08,,DET,"L, 98-113",72.7,10.3,8.2,13.6,66.7,9.2,19.1,14.1
385,BRK,2024-11-27,@,PHO,"W, 127-117",72.7,7.9,2.2,11.9,61.0,6.9,11.1,16.0
386,NOP,2025-03-28,,GSW,"L, 95-111",72.7,6.4,13.5,14.6,76.3,10.7,1.7,9.5
387,NOP,2024-10-30,@,GSW,"L, 89-104",72.7,7.7,12.2,13.2,78.0,5.5,16.7,13.1
388,ORL,2025-01-15,@,MIL,"L, 93-122",72.7,12.4,1.7,11.1,53.3,9.6,20.4,19.4
389,PHO,2025-02-05,@,OKC,"L, 109-140",72.7,3.0,3.3,20.7,46.2,14.9,11.8,5.0
390,SAS,2024-12-13,@,POR,"W, 118-116",72.7,5.3,14.6,13.7,59.5,9.5,9.1,15.2
391,TOR,2025-03-20,@,GSW,"L, 114-117",72.7,6.8,9.3,21.0,78.9,12.7,9.6,12.8
392,UTA,2024-11-07,@,MIL,"L, 100-123",72.7,5.2,10.2,20.6,46.5,13.6,8.3,10.2
393,DEN,2024-12-01,@,LAC,"L, 122-126",72.5,7.0,5.9,12.7,65.1,8.0,6.3,12.1
394,MEM,2024-10-28,,CHI,"L, 123-126",72.5,4.8,19.1,7.9,80.0,4.8,8.8,7.7
395,NYK,2024-11-18,,WAS,"W, 134-106",72.5,4.2,1.7,7.6,53.5,5.3,5.9,9.3
396,OKC,2025-02-28,@,ATL,"W, 135-119",72.5,9.4,1.9,10.1,62.8,7.5,9.8,16.2
397,POR,2025-02-22,,CHO,"W, 141-88",72.5,10.3,10.6,16.1,55.9,11.2,15.9,13.7
398,ATL,2025-02-24,,MIA,"W, 98-86",72.5,13.6,4.5,16.2,55.6,8.3,7.5,15.8
399,CHO,2025-03-12,@,ATL,"L, 110-123",72.5,8.7,17.3,18.0,70.3,12.6,11.3,11.7
400,IND,2025-02-24,,DEN,"L, 116-125",72.5,10.6,4.1,15.7,73.6,7.7,9.5,16.6
401,LAC,2025-01-23,,WAS,"W, 110-93",72.5,9.8,14.6,15.8,75.0,13.8,2.0,13.4
402,NYK,2025-01-21,@,BRK,"W, 99-95",72.5,11.6,6.5,11.4,65.6,4.2,15.3,14.9
403,PHI,2025-03-06,@,BOS,"L, 105-123",72.5,6.6,11.6,13.8,69.6,8.7,10.7,10.2
404,SAS,2025-01-17,,MEM,"L, 112-140",72.5,4.0,15.1,15.3,70.9,9.0,0.0,8.0
405,NOP,2025-03-11,,LAC,"W, 127-120",72.3,7.2,14.0,17.0,73.9,10.2,14.8,9.9
406,NOP,2025-01-17,,UTA,"W, 136-123",72.3,8.6,16.7,10.3,69.8,6.7,16.0,13.9
407,PHO,2025-03-19,,CHI,"W, 127-121",72.3,9.0,11.5,9.5,59.2,7.0,14.3,12.0
408,PHO,2025-03-17,,TOR,"W, 129-89",72.3,7.4,7.7,9.2,64.5,4.2,3.8,11.0
409,SAC,2025-03-03,@,DAL,"W, 122-98",72.3,4.4,7.8,6.8,80.0,5.5,1.8,13.8
410,CHO,2025-03-10,@,MIA,"W, 105-102",72.2,10.6,11.1,9.4,61.5,7.4,7.1,14.6
411,CHI,2024-11-17,,HOU,"L, 107-143",72.2,7.0,9.9,11.4,61.8,7.0,17.6,8.5
412,DEN,2025-01-31,@,PHI,"W, 137-134",72.2,7.2,4.0,17.4,58.0,12.3,5.1,12.6
413,GSW,2025-02-27,@,ORL,"W, 121-115",72.2,8.3,11.5,13.0,51.1,9.4,11.8,15.7
414,GSW,2025-01-31,,PHO,"L, 105-130",72.2,10.5,12.0,10.1,82.0,6.7,13.5,13.5
415,MIA,2025-01-09,@,UTA,"W, 97-92",72.2,10.5,14.9,12.5,60.6,9.5,17.1,15.8
416,MIA,2024-11-18,,PHI,"W, 106-89",72.2,9.9,4.7,13.4,71.4,9.9,7.0,14.4
417,BRK,2025-02-05,,WAS,"L, 102-119",72.2,7.7,7.9,9.7,90.9,6.6,6.7,14.7
418,NYK,2025-03-20,@,CHO,"L, 98-115",72.2,9.6,3.6,6.6,58.1,1.1,5.9,11.2
419,PHO,2024-10-26,,DAL,"W, 114-102",72.2,3.1,7.7,10.3,59.5,6.2,4.9,8.2
420,SAS,2024-11-27,,LAL,"L, 101-119",72.2,7.5,7.1,14.0,64.6,8.5,6.7,12.1
421,CHI,2025-03-29,,DAL,"L, 119-120",72.1,3.8,4.2,15.8,59.6,8.5,13.8,5.2
422,CLE,2024-12-03,,WAS,"W, 118-87",72.1,10.9,7.0,9.9,56.3,3.9,18.6,18.3
423,DET,2025-02-03,,ATL,"L, 130-132",72.1,6.8,4.5,12.3,64.3,7.7,12.5,12.5
424,GSW,2025-01-22,@,SAC,"L, 117-123",72.1,5.0,3.9,16.3,58.5,9.1,15.9,7.8
425,IND,2025-02-06,@,LAC,"W, 119-112",72.1,12.9,6.3,7.0,61.0,5.0,7.1,16.5
426,LAL,2024-11-13,,MEM,"W, 128-123",72.1,6.7,8.9,15.4,66.7,10.5,13.6,11.9
427,MEM,2025-01-03,@,SAC,"L, 133-138",72.1,4.8,7.7,14.0,65.3,9.5,15.4,8.4
428,MIL,2025-01-19,,PHI,"W, 123-109",72.1,2.0,7.3,6.5,66.7,4.1,8.0,8.6
429,MIN,2025-03-12,@,DEN,"W, 115-95",72.1,7.3,8.5,13.4,55.6,9.4,8.0,9.2
430,ORL,2024-11-21,@,LAL,"W, 119-118",72.1,8.2,8.9,14.5,47.7,4.1,11.8,9.2
431,SAS,2024-11-11,,SAC,"W, 116-96",72.1,5.2,9.4,16.9,46.2,11.5,10.3,10.4
432,TOR,2025-01-27,,NOP,"W, 113-104",72.1,7.5,8.2,10.6,53.8,8.4,16.4,11.3
433,TOR,2025-01-17,@,MIL,"L, 112-130",72.1,6.0,8.0,12.1,59.5,7.0,8.8,12.4
434,ATL,2025-03-30,@,MIL,"W, 145-124",72.0,9.7,4.3,7.6,53.8,4.8,4.3,12.2
435,CHI,2025-04-01,,TOR,"W, 137-118",72.0,9.9,3.8,10.7,79.5,6.9,5.6,10.5
436,IND,2024-12-22,@,SAC,"W, 122-95",72.0,7.3,8.6,11.8,60.0,3.1,6.4,8.8
437,CHI,2024-10-26,,OKC,"L, 95-114",71.9,5.2,3.0,20.4,46.7,13.1,12.8,7.9
438,LAC,2024-11-02,,OKC,"L, 92-105",71.9,10.0,15.6,19.6,69.4,10.9,6.8,11.5
439,MIA,2025-02-07,@,BRK,"L, 86-102",71.9,9.6,8.9,12.8,43.6,8.6,26.0,12.2
440,BRK,2024-11-03,,DET,"L, 92-106",71.9,9.5,7.3,14.2,67.6,4.2,15.0,19.2
441,PHO,2024-12-27,,DAL,"L, 89-98",71.9,11.9,15.2,15.0,68.6,6.5,10.4,14.6
442,GSW,2025-03-22,@,ATL,"L, 115-124",71.8,8.1,8.0,9.5,75.5,5.1,6.5,14.6
443,IND,2024-10-27,,PHI,"L, 114-118 (OT)",71.8,7.4,7.1,16.8,35.7,8.3,7.7,15.2
444,MIL,2024-12-14,,ATL,"W, 110-102",71.8,7.8,13.8,11.7,65.7,2.9,14.6,11.8
445,MIN,2025-03-02,@,PHO,"W, 116-98",71.8,18.0,5.3,7.3,68.6,2.0,17.5,19.9
446,BRK,2024-11-22,@,PHI,"L, 98-113",71.8,1.1,8.2,18.8,61.0,14.1,21.4,10.6
447,NYK,2025-03-19,@,SAS,"L, 105-120",71.8,7.4,12.7,9.8,62.2,7.4,12.7,13.2
448,ORL,2024-11-18,@,PHO,"W, 109-99",71.8,5.7,16.7,11.2,71.4,5.7,4.3,12.1
449,ORL,2024-10-25,,BRK,"W, 116-101",71.8,10.2,15.2,12.7,62.9,7.1,6.7,17.1
450,PHI,2024-11-08,@,LAL,"L, 106-116",71.8,6.1,8.0,7.0,63.6,1.0,22.8,12.5
451,POR,2025-01-18,,HOU,"L, 103-125",71.8,5.8,13.0,16.8,52.1,12.5,8.0,10.6
452,SAS,2024-12-06,,SAC,"L, 113-140",71.8,7.8,8.9,11.8,64.7,6.8,12.0,9.9
453,TOR,2025-02-05,,MEM,"L, 107-138",71.8,11.2,5.9,8.6,46.8,7.1,8.9,14.5
454,ATL,2025-03-04,,MIL,"L, 121-127",71.7,9.2,10.2,10.0,55.1,7.3,1.7,12.4
455,CHI,2024-12-06,,IND,"L, 123-132",71.7,7.8,9.7,10.5,63.5,8.7,8.5,11.8
456,CLE,2025-03-27,,SAS,"W, 124-116",71.7,6.8,7.9,11.6,62.8,9.7,5.9,8.0
457,CLE,2024-11-08,,GSW,"W, 136-117",71.7,6.6,12.5,17.0,68.1,13.1,9.3,14.0
458,DET,2025-03-17,@,NOP,"W, 127-81",71.7,10.2,13.0,12.6,64.3,7.1,12.2,14.6
459,GSW,2025-03-01,@,PHI,"L, 119-126",71.7,7.0,7.7,12.2,60.0,8.0,5.2,12.6
460,GSW,2025-02-05,@,UTA,"L, 128-131",71.7,5.8,7.3,7.4,62.5,4.8,9.6,11.1
461,HOU,2025-03-06,@,NOP,"W, 109-97",71.7,10.5,10.7,17.6,54.8,9.4,13.5,13.3
462,LAL,2024-12-28,,SAC,"W, 132-122",71.7,4.1,5.2,10.7,76.0,7.2,3.9,8.7
463,MIA,2024-11-08,@,DEN,"L, 122-135",71.7,10.9,2.2,12.3,74.0,4.9,9.8,16.8
464,SAC,2025-01-25,@,NYK,"L, 120-143",71.7,4.8,7.2,10.5,76.9,8.7,6.8,8.7
465,DEN,2024-12-30,@,UTA,"W, 132-121",71.7,12.8,6.3,5.8,63.6,5.9,2.7,14.3
466,MEM,2024-12-19,,GSW,"W, 144-93",71.7,10.5,14.8,14.0,62.5,10.5,10.0,15.2
467,MIN,2025-03-09,,SAS,"W, 141-124",71.7,7.3,7.3,11.3,55.3,8.3,5.7,11.2
468,MIN,2025-01-25,,DEN,"W, 133-104",71.7,14.5,7.1,13.6,74.4,7.2,4.6,17.6
469,ATL,2025-01-23,,TOR,"L, 119-122",71.4,10.6,3.3,13.0,68.1,9.6,4.0,17.9
470,CHO,2024-12-16,,PHI,"L, 108-121",71.4,11.8,19.0,17.8,51.2,13.7,8.9,17.7
471,CHI,2025-01-27,,DEN,"W, 129-121",71.4,10.6,6.8,14.3,69.2,12.5,11.1,12.5
472,DET,2024-11-21,@,CHO,"L, 121-123 (OT)",71.4,7.7,6.1,14.7,52.3,11.5,9.8,13.5
473,GSW,2024-11-27,,OKC,"L, 101-105",71.4,6.9,12.5,13.0,66.7,9.9,18.8,12.7
474,IND,2025-02-01,,ATL,"W, 132-127",71.4,5.8,9.4,10.6,68.9,5.8,7.0,11.1
475,LAL,2024-11-19,,UTA,"W, 124-118",71.4,9.1,9.3,13.2,62.2,9.1,0.0,14.0
476,MEM,2024-12-27,@,NOP,"W, 132-124",71.4,11.0,12.1,14.0,69.8,11.9,20.8,13.5
477,MIA,2025-01-04,,UTA,"L, 100-136",71.4,8.9,13.0,13.9,59.6,10.8,8.9,11.6
478,MIN,2025-02-27,@,LAL,"L, 102-111",71.4,9.4,7.3,11.2,61.8,7.3,4.7,11.3
479,BRK,2024-12-13,@,MEM,"L, 119-135",71.4,8.4,11.1,15.2,63.5,8.4,10.3,10.7
480,NOP,2025-03-23,@,DET,"L, 130-136",71.4,3.1,8.5,16.4,55.3,6.2,4.4,7.2
481,NOP,2024-12-30,,LAC,"L, 113-116",71.4,13.4,10.2,15.4,58.5,11.4,4.4,14.8
482,NYK,2025-03-07,@,LAC,"L, 95-105",71.4,6.2,8.0,13.2,62.2,7.2,14.0,11.1
483,NYK,2024-12-01,,NOP,"W, 118-85",71.4,10.1,13.4,14.7,57.1,14.1,19.1,12.1
484,OKC,2024-12-01,@,HOU,"L, 116-119",71.4,5.0,7.3,6.3,52.6,3.0,10.9,8.4
485,ORL,2025-01-05,,UTA,"L, 92-105",71.4,8.2,8.2,9.6,53.8,6.2,9.8,19.8
486,ORL,2024-12-19,,OKC,"L, 99-105",71.4,6.2,11.5,18.3,57.5,15.6,14.0,12.6
487,ORL,2024-10-30,@,CHI,"L, 99-102",71.4,9.1,16.0,11.2,63.9,6.1,5.0,13.6
488,PHI,2025-02-12,@,BRK,"L, 96-100",71.4,10.7,16.4,14.2,57.5,14.0,14.6,16.4
489,PHI,2024-11-18,@,MIA,"L, 89-106",71.4,9.9,7.0,14.4,72.2,9.9,4.7,13.4
490,PHO,2025-03-16,@,LAL,"L, 96-107",71.4,4.2,9.5,12.5,62.9,7.4,10.4,9.5
491,PHO,2024-11-18,,ORL,"L, 99-109",71.4,5.7,4.3,12.1,71.8,5.7,16.7,11.2
492,POR,2024-12-15,@,PHO,"L, 109-116",71.4,6.2,8.0,11.5,53.5,7.3,4.4,10.2
493,SAS,2025-02-12,@,BOS,"L, 103-116",71.4,9.1,5.6,7.3,59.5,3.0,8.8,14.5
494,TOR,2024-10-25,,PHI,"W, 115-107",71.4,10.9,27.7,21.9,65.5,10.9,9.4,13.9
495,WAS,2025-02-21,,MIL,"L, 101-104",71.4,8.9,8.0,12.4,61.5,10.9,12.5,15.4
496,WAS,2025-01-12,,OKC,"L, 95-136",71.4,5.7,10.0,15.6,57.8,10.5,10.8,10.5
497,IND,2025-01-08,,CHI,"W, 129-113",71.2,10.6,2.0,10.5,52.3,5.8,8.5,16.0
498,MEM,2025-02-02,@,MIL,"W, 132-119",71.2,8.8,10.9,9.3,72.7,6.8,7.4,11.6
499,SAS,2025-03-04,,BRK,"W, 127-113",71.2,9.3,11.1,13.1,74.4,8.2,3.6,12.0
500,TOR,2024-10-30,@,CHO,"L, 133-138",71.2,8.7,10.2,11.8,63.3,8.7,12.7,13.2
501,BOS,2025-03-29,@,SAS,"W, 121-111",71.1,2.2,8.5,9.7,65.8,6.5,2.3,4.8
502,CHI,2025-03-20,@,SAC,"W, 128-116",71.1,9.4,4.3,12.6,65.9,4.2,9.8,11.1
503,CHI,2025-02-28,,TOR,"W, 125-115 (OT)",71.1,10.0,6.1,11.8,69.8,3.6,5.8,13.2
504,CHI,2025-02-24,@,PHI,"W, 142-110",71.1,10.4,10.9,12.5,51.4,10.4,10.2,13.6
505,CHI,2024-11-15,@,CLE,"L, 126-144",71.1,6.4,8.0,14.9,64.7,10.0,13.0,11.2
506,CLE,2024-12-31,@,LAL,"W, 122-110",71.1,5.0,13.3,9.9,61.9,7.0,6.4,8.0
507,DET,2025-02-28,,DEN,"L, 119-134",71.1,14.3,5.7,9.2,59.6,4.8,12.9,17.0
508,GSW,2024-11-25,,BRK,"L, 120-128",71.1,8.0,13.2,11.5,56.1,6.0,6.4,11.1
509,OKC,2025-01-14,@,PHI,"W, 118-102",71.1,10.3,10.0,16.8,62.2,10.3,2.2,19.2
510,ORL,2025-01-27,@,MIA,"L, 119-125 (2OT)",71.1,8.1,7.8,12.1,70.8,8.1,3.4,15.1
