Rk,Team,Date,H/A,Opp,Result,Tm_ORB%,Tm_DRB%,Tm_TRB%,Opp_ORB%,Opp_DRB%,Opp_TRB%
851,UTA,2025-01-05,@,ORL,"W, 105-92",27.5,73.6,46.2,26.4,72.5,46.2
852,ATL,2025-01-27,@,MIN,"L, 92-100",27.5,72.5,50.0,27.5,72.5,50.0
853,ATL,2024-12-29,@,TOR,"W, 136-107",27.5,63.4,56.5,36.6,72.5,56.5
854,CHI,2024-12-13,,CHO,"W, 109-95",27.5,69.1,50.9,30.9,72.5,50.9
855,DET,2025-01-16,,IND,"L, 100-111",27.5,93.2,42.1,6.8,72.5,42.1
856,HOU,2024-11-23,,POR,"L, 98-104",27.5,64.4,55.2,35.6,72.5,55.2
857,LAL,2025-02-12,@,UTA,"L, 119-131",27.5,73.8,51.6,26.2,72.5,51.6
858,MEM,2025-01-15,@,SAS,"W, 129-115",27.5,84.4,45.8,15.6,72.5,45.8
859,MIA,2025-02-24,@,ATL,"L, 86-98",27.5,70.5,52.6,29.5,72.5,52.6
860,MIN,2025-01-27,,ATL,"W, 100-92",27.5,72.5,50.0,27.5,72.5,50.0
861,MIN,2024-11-26,,HOU,"L, 111-117 (OT)",27.5,84.4,45.8,15.6,72.5,45.8
862,NOP,2024-11-29,@,MEM,"L, 109-120",27.5,69.6,52.6,30.4,72.5,52.6
863,NYK,2025-03-06,@,LAL,"L, 109-113 (OT)",27.5,72.7,51.6,27.3,72.5,51.6
864,OKC,2025-01-17,@,DAL,"L, 98-106",27.5,84.2,48.3,15.8,72.5,48.3
865,ORL,2025-01-21,@,TOR,"L, 93-109",27.5,87.2,46.7,12.8,72.5,46.7
866,POR,2025-02-12,@,DEN,"L, 121-132",27.5,72.1,52.1,27.9,72.5,52.1
867,POR,2025-01-09,@,DAL,"L, 111-117",27.5,64.4,55.2,35.6,72.5,55.2
868,TOR,2025-02-05,,MEM,"L, 107-138",27.5,45.5,64.2,54.5,72.5,64.2
869,UTA,2025-03-31,@,CHO,"L, 106-110",27.5,73.0,53.4,27.0,72.5,53.4
