Rk,Team,Date,H/A,Opp,Result,MP,Tm_FG,Tm_FGA,Tm_FG%,Tm_2P,Tm_2PA,Tm_2P%,Tm_3P,Tm_3PA,Tm_3P%,Tm_FT,Tm_FTA,Tm_FT%,Tm_PTS,Opp_FG,Opp_FGA,Opp_FG%,Opp_2P,Opp_2PA,Opp_2P%,Opp_3P,Opp_3PA,Opp_3P%,Opp_FT,Opp_FTA,Opp_FT%,Opp_PTS
1172,CLE,2025-03-05,,MIA,"W, 112-107",240,41,87,.471,27,47,.574,14,40,.350,16,22,.727,112,36,83,.434,23,47,.489,13,36,.361,22,25,.880,107
1173,CLE,2025-02-05,@,DET,"W, 118-115",240,41,85,.482,25,47,.532,16,38,.421,20,24,.833,118,39,98,.398,27,61,.443,12,37,.324,25,28,.893,115
1174,CLE,2025-01-22,@,HOU,"L, 108-109",240,41,97,.423,28,56,.500,13,41,.317,13,19,.684,108,40,91,.440,25,57,.439,15,34,.441,14,20,.700,109
1175,CLE,2025-01-20,,PHO,"W, 118-92",240,41,95,.432,22,49,.449,19,46,.413,17,23,.739,118,36,77,.468,26,51,.510,10,26,.385,10,13,.769,92
1176,CLE,2024-12-08,@,MIA,"L, 113-122",240,41,86,.477,27,53,.509,14,33,.424,17,18,.944,113,41,86,.477,25,49,.510,16,37,.432,24,26,.923,122
1177,DAL,2025-03-31,,BRK,"L, 109-113",240,41,86,.477,31,56,.554,10,30,.333,17,29,.586,109,39,90,.433,19,39,.487,20,51,.392,15,20,.750,113
1178,DAL,2024-11-30,@,UTA,"W, 106-94",240,41,90,.456,26,51,.510,15,39,.385,9,15,.600,106,34,95,.358,25,56,.446,9,39,.231,17,21,.810,94
1179,DAL,2024-11-08,,PHO,"L, 113-114",240,41,80,.513,30,47,.638,11,33,.333,20,22,.909,113,43,86,.500,28,47,.596,15,39,.385,13,18,.722,114
1180,DEN,2025-03-19,@,LAL,"L, 108-120",240,41,87,.471,28,48,.583,13,39,.333,13,21,.619,108,42,83,.506,26,45,.578,16,38,.421,20,28,.714,120
1181,DEN,2025-03-02,@,BOS,"L, 103-110",240,41,86,.477,29,51,.569,12,35,.343,9,13,.692,103,37,78,.474,23,44,.523,14,34,.412,22,27,.815,110
1182,DEN,2025-02-01,@,CHO,"W, 107-104",240,41,88,.466,34,51,.667,7,37,.189,18,20,.900,107,41,95,.432,32,69,.464,9,26,.346,13,17,.765,104
1183,DEN,2025-01-29,@,NYK,"L, 112-122",240,41,84,.488,31,56,.554,10,28,.357,20,23,.870,112,48,93,.516,34,59,.576,14,34,.412,12,18,.667,122
1184,DEN,2024-11-25,,NYK,"L, 118-145",240,41,92,.446,30,59,.508,11,33,.333,25,27,.926,118,56,92,.609,37,56,.661,19,36,.528,14,16,.875,145
1185,DEN,2024-11-04,,TOR,"W, 121-119",240,41,83,.494,31,52,.596,10,31,.323,29,38,.763,121,47,103,.456,34,64,.531,13,39,.333,12,18,.667,119
1186,DEN,2024-11-01,@,MIN,"L, 116-119",240,41,92,.446,30,60,.500,11,32,.344,23,29,.793,116,43,83,.518,25,41,.610,18,42,.429,15,18,.833,119
1187,DET,2025-01-01,,ORL,"W, 105-96",240,41,79,.519,29,50,.580,12,29,.414,11,17,.647,105,37,91,.407,29,56,.518,8,35,.229,14,20,.700,96
1188,DET,2024-11-01,,NYK,"L, 98-128",240,41,81,.506,30,47,.638,11,34,.324,5,7,.714,98,52,101,.515,34,63,.540,18,38,.474,6,10,.600,128
1189,GSW,2025-03-17,,DEN,"L, 105-114",240,41,84,.488,33,51,.647,8,33,.242,15,27,.556,105,43,92,.467,29,53,.547,14,39,.359,14,18,.778,114
1190,GSW,2025-02-12,@,DAL,"L, 107-111",240,41,96,.427,31,61,.508,10,35,.286,15,18,.833,107,42,87,.483,27,51,.529,15,36,.417,12,15,.800,111
1191,GSW,2025-02-10,@,MIL,"W, 125-111",240,41,93,.441,28,48,.583,13,45,.289,30,38,.789,125,38,76,.500,28,43,.651,10,33,.303,25,34,.735,111
1192,GSW,2025-02-06,@,LAL,"L, 112-120",240,41,101,.406,25,48,.521,16,53,.302,14,20,.700,112,39,78,.500,26,43,.605,13,35,.371,29,36,.806,120
1193,GSW,2025-01-25,,LAL,"L, 108-118",240,41,89,.461,25,43,.581,16,46,.348,10,16,.625,108,47,86,.547,37,57,.649,10,29,.345,14,17,.824,118
1194,GSW,2025-01-09,@,DET,"W, 107-104",240,41,89,.461,26,43,.605,15,46,.326,10,16,.625,107,39,86,.453,25,47,.532,14,39,.359,12,16,.750,104
1195,GSW,2024-12-28,,PHO,"W, 109-105",240,41,98,.418,29,53,.547,12,45,.267,15,19,.789,109,39,92,.424,30,57,.526,9,35,.257,18,22,.818,105
1196,GSW,2024-12-25,,LAL,"L, 113-115",240,41,89,.461,23,44,.523,18,45,.400,13,17,.765,113,41,91,.451,26,49,.531,15,42,.357,18,18,1.000,115
1197,GSW,2024-10-30,,NOP,"W, 104-89",240,41,87,.471,28,49,.571,13,38,.342,9,13,.692,104,33,90,.367,22,54,.407,11,36,.306,12,20,.600,89
1198,HOU,2025-02-06,@,MIN,"L, 114-127",240,41,84,.488,29,53,.547,12,31,.387,20,28,.714,114,45,94,.479,29,55,.527,16,39,.410,21,24,.875,127
1199,HOU,2025-01-27,@,BOS,"W, 114-112",240,41,92,.446,24,51,.471,17,41,.415,15,21,.714,114,39,80,.488,24,41,.585,15,39,.385,19,20,.950,112
1200,HOU,2025-01-13,,MEM,"W, 120-118",240,41,81,.506,25,50,.500,16,31,.516,22,31,.710,120,45,84,.536,31,52,.596,14,32,.438,14,21,.667,118
1201,HOU,2025-01-09,@,MEM,"W, 119-115",240,41,96,.427,28,62,.452,13,34,.382,24,41,.585,119,42,84,.500,32,52,.615,10,32,.313,21,30,.700,115
1202,HOU,2024-12-03,@,SAC,"L, 111-120",240,41,93,.441,27,54,.500,14,39,.359,15,21,.714,111,47,91,.516,33,61,.541,14,30,.467,12,20,.600,120
1203,IND,2025-03-08,@,ATL,"L, 118-120",240,41,94,.436,31,61,.508,10,33,.303,26,30,.867,118,45,97,.464,35,63,.556,10,34,.294,20,21,.952,120
1204,IND,2025-01-16,@,DET,"W, 111-100",240,41,89,.461,28,59,.475,13,30,.433,16,22,.727,111,36,91,.396,27,55,.491,9,36,.250,19,22,.864,100
1205,IND,2024-12-15,,NOP,"W, 119-104",240,41,81,.506,25,43,.581,16,38,.421,21,24,.875,119,38,97,.392,28,64,.438,10,33,.303,18,23,.783,104
1206,IND,2024-11-29,,DET,"L, 106-130",240,41,85,.482,29,52,.558,12,33,.364,12,13,.923,106,48,83,.578,30,45,.667,18,38,.474,16,20,.800,130
1207,IND,2024-11-24,,WAS,"W, 115-103",240,41,86,.477,29,59,.492,12,27,.444,21,27,.778,115,36,79,.456,25,44,.568,11,35,.314,20,25,.800,103
1208,IND,2024-11-06,,ORL,"W, 118-111",240,41,76,.539,29,50,.580,12,26,.462,24,26,.923,118,42,82,.512,35,57,.614,7,25,.280,20,26,.769,111
1209,IND,2024-10-28,@,ORL,"L, 115-119",240,41,88,.466,28,59,.475,13,29,.448,20,30,.667,115,39,83,.470,26,42,.619,13,41,.317,28,38,.737,119
1210,IND,2024-10-25,@,NYK,"L, 98-123",240,41,83,.494,38,53,.717,3,30,.100,13,20,.650,98,44,84,.524,32,57,.561,12,27,.444,23,29,.793,123
1211,LAC,2025-02-20,@,MIL,"L, 110-116",240,41,88,.466,29,58,.500,12,30,.400,16,19,.842,110,38,80,.475,21,37,.568,17,43,.395,23,27,.852,116
1212,LAC,2025-02-06,,IND,"L, 112-119",240,41,88,.466,24,48,.500,17,40,.425,13,18,.722,112,43,95,.453,30,56,.536,13,39,.333,20,24,.833,119
1213,LAC,2025-02-02,@,TOR,"L, 108-115",240,41,88,.466,32,60,.533,9,28,.321,17,21,.810,108,44,85,.518,31,60,.517,13,25,.520,14,16,.875,115
1214,LAC,2025-01-27,@,PHO,"L, 109-111",240,41,83,.494,31,51,.608,10,32,.313,17,20,.850,109,40,85,.471,18,38,.474,22,47,.468,9,11,.818,111
1215,LAC,2024-12-30,@,NOP,"W, 116-113",240,41,86,.477,28,49,.571,13,37,.351,21,27,.778,116,42,82,.512,24,45,.533,18,37,.486,11,14,.786,113
1216,LAC,2024-12-08,,HOU,"L, 106-117",240,41,92,.446,30,58,.517,11,34,.324,13,16,.813,106,40,82,.488,25,41,.610,15,41,.366,22,26,.846,117
1217,LAC,2024-11-06,,PHI,"W, 110-98",240,41,72,.569,29,44,.659,12,28,.429,16,19,.842,110,40,73,.548,33,48,.688,7,25,.280,11,19,.579,98
1218,LAC,2024-11-04,,SAS,"W, 113-104",240,41,90,.456,22,53,.415,19,37,.514,12,17,.706,113,38,86,.442,27,45,.600,11,41,.268,17,19,.895,104
1219,LAC,2024-10-30,,POR,"L, 105-106",240,41,90,.456,28,54,.519,13,36,.361,10,18,.556,105,41,92,.446,27,59,.458,14,33,.424,10,12,.833,106
1220,LAL,2025-03-26,@,IND,"W, 120-119",240,41,79,.519,24,41,.585,17,38,.447,21,24,.875,120,44,87,.506,29,51,.569,15,36,.417,16,19,.842,119
1221,LAL,2025-03-22,,CHI,"L, 115-146",240,41,85,.482,24,44,.545,17,41,.415,16,22,.727,115,56,96,.583,37,55,.673,19,41,.463,15,20,.750,146
1222,LAL,2025-02-12,@,UTA,"L, 119-131",240,41,92,.446,21,42,.500,20,50,.400,17,30,.567,119,45,86,.523,30,45,.667,15,41,.366,26,33,.788,131
1223,LAL,2024-12-25,@,GSW,"W, 115-113",240,41,91,.451,26,49,.531,15,42,.357,18,18,1.000,115,41,89,.461,23,44,.523,18,45,.400,13,17,.765,113
1224,LAL,2024-11-06,@,MEM,"L, 114-131",240,41,93,.441,26,45,.578,15,48,.313,17,21,.810,114,48,93,.516,31,59,.525,17,34,.500,18,23,.783,131
1225,MEM,2025-03-31,,BOS,"L, 103-117",240,41,92,.446,30,48,.625,11,44,.250,10,16,.625,103,39,96,.406,18,34,.529,21,62,.339,18,19,.947,117
1226,MEM,2025-03-09,@,NOP,"W, 107-104",240,41,99,.414,28,50,.560,13,49,.265,12,19,.632,107,35,85,.412,22,51,.431,13,34,.382,21,27,.778,104
1227,MEM,2025-02-20,@,IND,"L, 113-127",240,41,99,.414,29,60,.483,12,39,.308,19,22,.864,113,46,91,.505,29,46,.630,17,45,.378,18,22,.818,127
1228,MEM,2025-01-27,@,NYK,"L, 106-143",240,41,91,.451,32,67,.478,9,24,.375,15,17,.882,106,56,108,.519,39,64,.609,17,44,.386,14,18,.778,143
1229,MEM,2024-11-20,,PHI,"W, 117-111",240,41,85,.482,22,42,.524,19,43,.442,16,16,1.000,117,39,87,.448,28,54,.519,11,33,.333,22,24,.917,111
1230,MEM,2024-11-19,,DEN,"L, 110-122",240,41,103,.398,32,65,.492,9,38,.237,19,31,.613,110,48,100,.480,36,64,.563,12,36,.333,14,22,.636,122
1231,MEM,2024-11-17,,DEN,"W, 105-90",240,41,91,.451,28,52,.538,13,39,.333,10,12,.833,105,35,84,.417,25,53,.472,10,31,.323,10,14,.714,90
1232,MIA,2025-03-08,,CHI,"L, 109-114",240,41,97,.423,28,54,.519,13,43,.302,14,19,.737,109,40,88,.455,29,46,.630,11,42,.262,23,26,.885,114
1233,MIA,2025-03-07,,MIN,"L, 104-106",240,41,89,.461,27,55,.491,14,34,.412,8,11,.727,104,40,81,.494,22,36,.611,18,45,.400,8,14,.571,106
1234,MIA,2025-02-23,@,MIL,"L, 113-120",240,41,88,.466,32,57,.561,9,31,.290,22,26,.846,113,44,86,.512,30,47,.638,14,39,.359,18,22,.818,120
1235,MIA,2025-02-01,@,SAS,"W, 105-103",240,41,89,.461,28,47,.596,13,42,.310,10,17,.588,105,38,91,.418,26,55,.473,12,36,.333,15,21,.714,103
1236,MIA,2025-01-21,,POR,"L, 107-116",240,41,93,.441,27,51,.529,14,42,.333,11,12,.917,107,43,87,.494,28,44,.636,15,43,.349,15,23,.652,116
1237,MIA,2024-12-08,,CLE,"W, 122-113",240,41,86,.477,25,49,.510,16,37,.432,24,26,.923,122,41,86,.477,27,53,.509,14,33,.424,17,18,.944,113
1238,MIL,2025-03-28,,NYK,"L, 107-116",240,41,75,.547,28,42,.667,13,33,.394,12,19,.632,107,45,93,.484,33,60,.550,12,33,.364,14,16,.875,116
1239,MIL,2025-03-13,,LAL,"W, 126-106",240,41,86,.477,24,46,.522,17,40,.425,27,33,.818,126,38,87,.437,23,47,.489,15,40,.375,15,18,.833,106
1240,MIL,2025-03-08,,ORL,"L, 109-111",240,41,75,.547,30,52,.577,11,23,.478,16,23,.696,109,42,82,.512,30,50,.600,12,32,.375,15,19,.789,111
1241,MIL,2025-02-07,@,ATL,"L, 110-115",240,41,96,.427,22,46,.478,19,50,.380,9,10,.900,110,45,92,.489,32,56,.571,13,36,.361,12,18,.667,115
1242,MIL,2025-02-05,@,CHO,"W, 112-102",240,41,81,.506,23,39,.590,18,42,.429,12,13,.923,112,38,88,.432,27,54,.500,11,34,.324,15,20,.750,102
1243,MIL,2025-01-04,,POR,"L, 102-105",240,41,95,.432,28,54,.519,13,41,.317,7,9,.778,102,41,85,.482,28,49,.571,13,36,.361,10,13,.769,105
1244,MIL,2024-12-28,@,CHI,"L, 111-116",240,41,102,.402,26,57,.456,15,45,.333,14,14,1.000,111,45,95,.474,31,59,.525,14,36,.389,12,17,.706,116
1245,MIL,2024-12-26,,BRK,"L, 105-111",240,41,83,.494,26,45,.578,15,38,.395,8,12,.667,105,39,82,.476,23,44,.523,16,38,.421,17,22,.773,111
1246,MIL,2024-10-31,@,MEM,"L, 99-122",240,41,96,.427,32,54,.593,9,42,.214,8,19,.421,99,43,82,.524,35,54,.648,8,28,.286,28,31,.903,122
1247,MIN,2025-02-21,@,HOU,"L, 115-121",240,41,92,.446,30,54,.556,11,38,.289,22,26,.846,115,42,84,.500,29,58,.500,13,26,.500,24,32,.750,121
1248,MIN,2025-01-13,@,WAS,"W, 120-106",240,41,83,.494,27,46,.587,14,37,.378,24,31,.774,120,40,91,.440,23,51,.451,17,40,.425,9,15,.600,106
1249,MIN,2025-01-06,,LAC,"W, 108-106",240,41,92,.446,25,53,.472,16,39,.410,10,17,.588,108,37,89,.416,25,54,.463,12,35,.343,20,25,.800,106
1250,MIN,2024-12-19,,NYK,"L, 107-133",240,41,89,.461,24,47,.511,17,42,.405,8,13,.615,107,50,97,.515,30,52,.577,20,45,.444,13,16,.813,133
1251,MIN,2024-12-04,@,LAC,"W, 108-80",240,41,85,.482,25,41,.610,16,44,.364,10,18,.556,108,29,83,.349,18,43,.419,11,40,.275,11,13,.846,80
1252,MIN,2024-12-02,,LAL,"W, 109-80",240,41,81,.506,26,46,.565,15,35,.429,12,15,.800,109,32,79,.405,26,48,.542,6,31,.194,10,14,.714,80
1253,MIN,2024-10-24,@,SAC,"W, 117-115",240,41,86,.477,21,36,.583,20,50,.400,15,17,.882,117,38,82,.463,27,53,.509,11,29,.379,28,35,.800,115
1254,BRK,2025-02-22,@,PHI,"W, 105-103",240,41,81,.506,34,53,.642,7,28,.250,16,19,.842,105,36,85,.424,26,46,.565,10,39,.256,21,24,.875,103
1255,BRK,2025-01-06,,IND,"L, 99-113",240,41,98,.418,31,65,.477,10,33,.303,7,11,.636,99,40,79,.506,28,48,.583,12,31,.387,21,23,.913,113
1256,BRK,2024-12-08,,MIL,"L, 113-118",240,41,81,.506,25,46,.543,16,35,.457,15,16,.938,113,39,68,.574,24,37,.649,15,31,.484,25,32,.781,118
1257,BRK,2024-11-25,@,GSW,"W, 128-120",240,41,83,.494,21,38,.553,20,45,.444,26,30,.867,128,45,93,.484,26,47,.553,19,46,.413,11,17,.647,120
1258,BRK,2024-11-08,@,BOS,"L, 104-108 (OT)",265,41,100,.410,31,62,.500,10,38,.263,12,15,.800,104,39,90,.433,25,37,.676,14,53,.264,16,19,.842,108
1259,BRK,2024-10-30,@,MEM,"W, 119-106",240,41,80,.513,26,39,.667,15,41,.366,22,25,.880,119,38,81,.469,30,54,.556,8,27,.296,22,29,.759,106
1260,NOP,2025-02-25,,SAS,"W, 109-103",240,41,94,.436,34,63,.540,7,31,.226,20,25,.800,109,38,93,.409,25,49,.510,13,44,.295,14,18,.778,103
1261,NOP,2025-01-20,,UTA,"W, 123-119 (OT)",265,41,92,.446,26,51,.510,15,41,.366,26,29,.897,123,42,106,.396,31,60,.517,11,46,.239,24,30,.800,119
1262,NOP,2024-12-19,@,HOU,"L, 113-133",240,41,92,.446,28,64,.438,13,28,.464,18,25,.720,113,50,87,.575,33,48,.688,17,39,.436,16,19,.842,133
1263,NOP,2024-11-22,,GSW,"L, 108-112",240,41,92,.446,29,53,.547,12,39,.308,14,22,.636,108,39,87,.448,27,50,.540,12,37,.324,22,29,.759,112
1264,NYK,2025-03-04,,GSW,"L, 102-114",240,41,92,.446,33,59,.559,8,33,.242,12,15,.800,102,43,88,.489,30,51,.588,13,37,.351,15,19,.789,114
1265,NYK,2024-12-05,,CHO,"W, 125-101",240,41,76,.539,23,43,.535,18,33,.545,25,32,.781,125,40,89,.449,25,50,.500,15,39,.385,6,10,.600,101
1266,NYK,2024-11-06,@,ATL,"L, 116-121",240,41,84,.488,19,37,.514,22,47,.468,12,15,.800,116,45,100,.450,30,62,.484,15,38,.395,16,22,.727,121
1267,OKC,2024-11-19,@,SAS,"L, 104-110",240,41,100,.410,25,47,.532,16,53,.302,6,7,.857,104,39,83,.470,20,37,.541,19,46,.413,13,19,.684,110
1268,OKC,2024-10-30,,SAS,"W, 105-93",240,41,89,.461,24,48,.500,17,41,.415,6,8,.750,105,35,85,.412,23,49,.469,12,36,.333,11,13,.846,93
1269,ORL,2025-03-25,@,CHO,"W, 111-104",240,41,90,.456,28,48,.583,13,42,.310,16,19,.842,111,37,88,.420,23,54,.426,14,34,.412,16,21,.762,104
1270,ORL,2025-03-19,,HOU,"L, 108-116",240,41,92,.446,32,57,.561,9,35,.257,17,20,.850,108,38,81,.469,27,46,.587,11,35,.314,29,32,.906,116
1271,ORL,2025-02-20,@,ATL,"W, 114-108",240,41,85,.482,35,60,.583,6,25,.240,26,38,.684,114,39,100,.390,28,65,.431,11,35,.314,19,28,.679,108
1272,ORL,2024-12-10,@,MIL,"L, 109-114",240,41,93,.441,35,66,.530,6,27,.222,21,27,.778,109,42,77,.545,31,47,.660,11,30,.367,19,25,.760,114
1273,ORL,2024-12-04,@,PHI,"W, 106-102",240,41,84,.488,33,55,.600,8,29,.276,16,21,.762,106,40,82,.488,29,52,.558,11,30,.367,11,19,.579,102
1274,ORL,2024-11-10,,WAS,"W, 121-94",240,41,91,.451,24,43,.558,17,48,.354,22,25,.880,121,33,72,.458,23,39,.590,10,33,.303,18,25,.720,94
1275,ORL,2024-11-01,@,CLE,"L, 109-120",240,41,90,.456,30,57,.526,11,33,.333,16,24,.667,109,44,87,.506,29,49,.592,15,38,.395,17,20,.850,120
1276,ORL,2024-10-23,@,MIA,"W, 116-97",240,41,96,.427,23,47,.489,18,49,.367,16,22,.727,116,32,82,.390,21,48,.438,11,34,.324,22,29,.759,97
1277,PHI,2025-03-12,@,TOR,"L, 105-118",240,41,96,.427,34,61,.557,7,35,.200,16,22,.727,105,44,100,.440,28,60,.467,16,40,.400,14,18,.778,118
1278,PHI,2025-03-03,,POR,"L, 102-119",240,41,95,.432,30,60,.500,11,35,.314,9,13,.692,102,48,99,.485,37,64,.578,11,35,.314,12,19,.632,119
1279,PHI,2025-02-07,@,DET,"L, 112-125",240,41,83,.494,28,52,.538,13,31,.419,17,20,.850,112,44,97,.454,27,53,.509,17,44,.386,20,26,.769,125
1280,PHI,2024-12-25,@,BOS,"W, 118-114",240,41,88,.466,24,48,.500,17,40,.425,19,19,1.000,118,43,95,.453,23,46,.500,20,49,.408,8,13,.615,114
1281,PHI,2024-12-20,,CHO,"W, 108-98",240,41,83,.494,29,50,.580,12,33,.364,14,18,.778,108,36,78,.462,26,47,.553,10,31,.323,16,21,.762,98
1282,PHI,2024-12-16,@,CHO,"W, 121-108",240,41,80,.513,25,42,.595,16,38,.421,23,30,.767,121,42,83,.506,30,45,.667,12,38,.316,12,21,.571,108
1283,PHI,2024-11-22,,BRK,"W, 113-98",240,41,92,.446,25,49,.510,16,43,.372,15,20,.750,113,39,79,.494,26,42,.619,13,37,.351,7,7,1.000,98
1284,PHI,2024-11-13,,CLE,"L, 106-114",240,41,92,.446,27,49,.551,14,43,.326,10,11,.909,106,42,85,.494,26,45,.578,16,40,.400,14,17,.824,114
1285,PHI,2024-10-23,,MIL,"L, 109-124",240,41,98,.418,33,67,.493,8,31,.258,19,27,.704,109,43,80,.538,27,43,.628,16,37,.432,22,31,.710,124
1286,PHO,2025-03-28,@,MIN,"L, 109-124",240,41,79,.519,23,42,.548,18,37,.486,9,13,.692,109,47,89,.528,28,50,.560,19,39,.487,11,13,.846,124
1287,PHO,2025-03-14,,SAC,"W, 122-106",240,41,79,.519,17,36,.472,24,43,.558,16,19,.842,122,40,81,.494,32,49,.653,8,32,.250,18,20,.900,106
1288,PHO,2025-03-10,@,MEM,"L, 118-120",240,41,90,.456,21,52,.404,20,38,.526,16,22,.727,118,40,86,.465,23,40,.575,17,46,.370,23,27,.852,120
1289,PHO,2025-03-04,,LAC,"W, 119-117",240,41,80,.513,27,46,.587,14,34,.412,23,27,.852,119,43,83,.518,35,53,.660,8,30,.267,23,27,.852,117
1290,PHO,2025-02-11,,MEM,"L, 112-119",240,41,92,.446,29,48,.604,12,44,.273,18,22,.818,112,43,100,.430,31,61,.508,12,39,.308,21,27,.778,119
1291,PHO,2025-01-06,@,PHI,"W, 109-99",240,41,81,.506,27,50,.540,14,31,.452,13,19,.684,109,34,87,.391,19,47,.404,15,40,.375,16,26,.615,99
1292,PHO,2024-12-25,,DEN,"W, 110-100",240,41,88,.466,30,52,.577,11,36,.306,17,20,.850,110,36,78,.462,28,49,.571,8,29,.276,20,28,.714,100
1293,PHO,2024-11-27,,BRK,"L, 117-127",240,41,77,.532,29,46,.630,12,31,.387,23,28,.821,117,44,87,.506,26,45,.578,18,42,.429,21,22,.955,127
1294,POR,2025-02-24,@,UTA,"W, 114-112",240,41,98,.418,27,54,.500,14,44,.318,18,24,.750,114,39,98,.398,21,54,.389,18,44,.409,16,19,.842,112
1295,POR,2025-02-04,,IND,"W, 112-89",240,41,92,.446,27,55,.491,14,37,.378,16,17,.941,112,34,81,.420,29,57,.509,5,24,.208,16,21,.762,89
1296,POR,2025-01-30,,ORL,"W, 119-90",240,41,78,.526,29,53,.547,12,25,.480,25,31,.806,119,34,81,.420,29,55,.527,5,26,.192,17,20,.850,90
1297,POR,2025-01-04,@,MIL,"W, 105-102",240,41,85,.482,28,49,.571,13,36,.361,10,13,.769,105,41,95,.432,28,54,.519,13,41,.317,7,9,.778,102
1298,POR,2024-12-03,@,LAC,"L, 105-127",240,41,80,.513,31,51,.608,10,29,.345,13,16,.813,105,47,85,.553,28,48,.583,19,37,.514,14,17,.824,127
1299,POR,2024-11-07,@,SAS,"L, 105-118",240,41,86,.477,32,54,.593,9,32,.281,14,22,.636,105,44,82,.537,28,43,.651,16,39,.410,14,18,.778,118
1300,POR,2024-10-30,@,LAC,"W, 106-105",240,41,92,.446,27,59,.458,14,33,.424,10,12,.833,106,41,90,.456,28,54,.519,13,36,.361,10,18,.556,105
1301,SAC,2025-03-22,,MIL,"L, 108-114",240,41,91,.451,32,53,.604,9,38,.237,17,22,.773,108,44,84,.524,31,53,.585,13,31,.419,13,20,.650,114
1302,SAC,2025-03-20,,CHI,"L, 116-128",240,41,86,.477,26,47,.553,15,39,.385,19,23,.826,116,45,86,.523,30,51,.588,15,35,.429,23,26,.885,128
1303,SAC,2025-02-12,@,NOP,"W, 119-111",240,41,87,.471,25,42,.595,16,45,.356,21,29,.724,119,44,94,.468,36,62,.581,8,32,.250,15,18,.833,111
1304,SAC,2025-01-22,,GSW,"W, 123-117",240,41,81,.506,30,51,.588,11,30,.367,30,32,.938,123,43,92,.467,21,44,.477,22,48,.458,9,13,.692,117
1305,SAC,2025-01-01,,PHI,"W, 113-107",240,41,84,.488,32,53,.604,9,31,.290,22,24,.917,113,40,84,.476,25,44,.568,15,40,.375,12,14,.857,107
1306,SAS,2025-03-23,@,TOR,"W, 123-89",240,41,86,.477,27,43,.628,14,43,.326,27,32,.844,123,35,92,.380,25,53,.472,10,39,.256,9,13,.692,89
1307,SAS,2025-03-17,@,LAL,"L, 109-125",240,41,88,.466,26,50,.520,15,38,.395,12,14,.857,109,44,90,.489,25,42,.595,19,48,.396,18,24,.750,125
1308,SAS,2025-02-08,@,ORL,"L, 111-112",240,41,77,.532,28,47,.596,13,30,.433,16,20,.800,111,45,88,.511,35,58,.603,10,30,.333,12,20,.600,112
1309,SAS,2025-02-03,@,MEM,"L, 109-128",240,41,91,.451,29,55,.527,12,36,.333,15,20,.750,109,48,99,.485,34,63,.540,14,36,.389,18,20,.900,128
1310,SAS,2025-01-19,@,MIA,"L, 107-128",240,41,91,.451,26,51,.510,15,40,.375,10,16,.625,107,50,95,.526,32,62,.516,18,33,.545,10,10,1.000,128
1311,SAS,2025-01-04,,DEN,"L, 111-122 (OT)",265,41,104,.394,28,56,.500,13,48,.271,16,18,.889,111,47,108,.435,37,75,.493,10,33,.303,18,23,.783,122
1312,SAS,2024-11-21,,UTA,"W, 126-118",240,41,88,.466,32,56,.571,9,32,.281,35,46,.761,126,41,98,.418,28,53,.528,13,45,.289,23,26,.885,118
1313,TOR,2025-03-24,@,WAS,"W, 112-104",240,41,101,.406,31,65,.477,10,36,.278,20,27,.741,112,35,87,.402,24,50,.480,11,37,.297,23,34,.676,104
1314,TOR,2025-01-13,,GSW,"W, 104-101",240,41,86,.477,29,57,.509,12,29,.414,10,15,.667,104,35,88,.398,19,42,.452,16,46,.348,15,22,.682,101
1315,TOR,2025-01-06,,MIL,"L, 104-128",240,41,91,.451,32,56,.571,9,35,.257,13,21,.619,104,47,82,.573,25,38,.658,22,44,.500,12,15,.800,128
1316,TOR,2024-12-12,@,MIA,"L, 104-114",240,41,92,.446,30,60,.500,11,32,.344,11,15,.733,104,40,83,.482,27,51,.529,13,32,.406,21,32,.656,114
1317,TOR,2024-11-25,@,DET,"L, 100-102",240,41,104,.394,31,69,.449,10,35,.286,8,10,.800,100,34,76,.447,22,39,.564,12,37,.324,22,31,.710,102
1318,TOR,2024-10-26,@,MIN,"L, 101-112",240,41,90,.456,31,61,.508,10,29,.345,9,13,.692,101,39,83,.470,25,46,.543,14,37,.378,20,26,.769,112
1319,UTA,2025-02-21,,OKC,"L, 107-130",240,41,90,.456,26,49,.531,15,41,.366,10,18,.556,107,46,97,.474,27,54,.500,19,43,.442,19,20,.950,130
1320,UTA,2025-01-27,,MIL,"L, 110-125",240,41,100,.410,23,46,.500,18,54,.333,10,13,.769,110,52,86,.605,40,52,.769,12,34,.353,9,17,.529,125
1321,UTA,2024-12-26,@,POR,"L, 120-122",240,41,86,.477,20,44,.455,21,42,.500,17,25,.680,120,45,89,.506,30,51,.588,15,38,.395,17,22,.773,122
1322,UTA,2024-12-21,@,BRK,"W, 105-94",240,41,86,.477,27,45,.600,14,41,.341,9,17,.529,105,38,94,.404,31,54,.574,7,40,.175,11,12,.917,94
1323,UTA,2024-11-21,@,SAS,"L, 118-126",240,41,98,.418,28,53,.528,13,45,.289,23,26,.885,118,41,88,.466,32,56,.571,9,32,.281,35,46,.761,126
1324,WAS,2025-02-08,,ATL,"L, 111-125",240,41,93,.441,32,57,.561,9,36,.250,20,21,.952,111,47,97,.485,29,53,.547,18,44,.409,13,17,.765,125
1325,WAS,2025-01-07,,HOU,"L, 112-135",240,41,89,.461,26,49,.531,15,40,.375,15,20,.750,112,50,97,.515,35,59,.593,15,38,.395,20,23,.870,135
