Rk,Team,Date,SoTA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SoTA,Saves,Save%,Match Report
2387,Sevilla,2024-09-24,2,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,2,1,50.0,Match Report
2388,Dortmund,2025-04-05,2,@,Freiburg,de Bundesliga,W 4-1,4,1,+3,46,4,0,0,0,2,1,50.0,Match Report
2389,Dortmund,2025-03-30,2,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,2,1,50.0,Match Report
2390,Dortmund,2025-02-08,2,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,2,1,0.0,Match Report
2391,Dortmund,2024-11-23,2,,Freiburg,de Bundesliga,W 4-0,4,0,+4,59,4,0,0,0,2,2,100.0,Match Report
2392,Dortmund,2024-11-02,2,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,2,1,50.0,Match Report
2393,Dortmund,2024-08-24,2,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,69,2,0,0,0,2,2,100.0,Match Report
2394,Venezia,2024-11-25,2,,Lecce,it Serie A,L 0-1,0,1,-1,61,0,0,0,0,2,1,50.0,Match Report
2395,Venezia,2024-10-27,2,@,Monza,it Serie A,D 2-2,2,2,0,54,2,0,0,0,2,0,0.0,Match Report
2396,Newcastle Utd,2025-04-07,2,@,Leicester City,eng Premier League,W 3-0,3,0,+3,42,3,0,0,0,2,2,100.0,Match Report
2397,Newcastle Utd,2025-03-10,2,@,West Ham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,2,2,100.0,Match Report
2398,Newcastle Utd,2024-12-21,2,@,Ipswich Town,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,2,2,100.0,Match Report
2399,Newcastle Utd,2024-10-05,2,@,Everton,eng Premier League,D 0-0,0,0,0,67,0,0,1,1,2,2,100.0,Match Report
2400,Rennes,2024-12-08,2,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,53,0,0,0,0,2,1,50.0,Match Report
2401,Rennes,2024-11-24,2,@,Lille,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,2,1,50.0,Match Report
2402,Rennes,2024-10-19,2,@,Brest,fr Ligue 1,D 1-1,1,1,0,44,1,0,0,0,2,1,100.0,Match Report
2403,Rennes,2024-10-05,2,,Monaco,fr Ligue 1,L 1-2,1,2,-1,58,1,0,0,0,2,0,0.0,Match Report
2404,Rennes,2024-09-21,2,,Lens,fr Ligue 1,D 1-1,1,1,0,40,0,1,1,0,2,1,50.0,Match Report
2405,Rennes,2024-08-18,2,,Lyon,fr Ligue 1,W 3-0,3,0,+3,47,3,0,0,0,2,1,100.0,Match Report
2406,Bochum,2025-03-01,2,,Hoffenheim,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,2,1,50.0,Match Report
2407,Bochum,2025-02-15,2,,Dortmund,de Bundesliga,W 2-0,2,0,+2,31,2,0,0,0,2,2,100.0,Match Report
2408,Bochum,2024-12-22,2,,Heidenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,2,2,100.0,Match Report
2409,Manchester City,2025-04-06,2,@,Manchester Utd,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,2,2,100.0,Match Report
2410,Manchester City,2024-10-26,2,,Southampton,eng Premier League,W 1-0,1,0,+1,57,1,0,0,0,2,2,100.0,Match Report
2411,Manchester City,2024-10-20,2,@,Wolves,eng Premier League,W 2-1,2,1,+1,77,2,0,0,0,2,1,50.0,Match Report
2412,Manchester City,2024-08-31,2,@,West Ham,eng Premier League,W 3-1,3,1,+2,67,3,0,0,0,2,2,50.0,Match Report
2413,Strasbourg,2025-03-09,2,@,Nantes,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,2,2,100.0,Match Report
2414,Strasbourg,2025-02-23,2,,Brest,fr Ligue 1,D 0-0,0,0,0,57,0,0,0,0,2,2,100.0,Match Report
2415,Strasbourg,2025-02-09,2,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,59,2,0,0,0,2,2,100.0,Match Report
2416,Strasbourg,2024-09-15,2,,Angers,fr Ligue 1,D 1-1,1,1,0,52,1,0,0,0,2,1,50.0,Match Report
2417,Cagliari,2025-03-07,2,,Genoa,it Serie A,D 1-1,1,1,0,47,1,0,0,0,2,1,50.0,Match Report
2418,Cagliari,2025-02-15,2,@,Atalanta,it Serie A,D 0-0,0,0,0,41,0,0,0,0,2,2,100.0,Match Report
2419,Cagliari,2025-01-19,2,,Lecce,it Serie A,W 4-1,4,1,+3,50,4,0,0,0,2,1,50.0,Match Report
2420,Cagliari,2025-01-05,2,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,2,1,100.0,Match Report
2421,Cagliari,2024-12-14,2,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,2,1,50.0,Match Report
2422,Cagliari,2024-11-29,2,,Hellas Verona,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,2,2,100.0,Match Report
2423,Leverkusen,2025-04-05,2,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,2,2,100.0,Match Report
2424,Leverkusen,2024-12-21,2,,Freiburg,de Bundesliga,W 5-1,5,1,+4,67,5,0,1,1,2,1,50.0,Match Report
2425,Leverkusen,2024-11-30,2,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,62,2,0,0,0,2,1,50.0,Match Report
2426,Lille,2025-03-15,2,@,Nantes,fr Ligue 1,L 0-1,0,1,-1,68,0,0,0,0,2,1,50.0,Match Report
2427,Lille,2025-02-01,2,,Saint-Étienne,fr Ligue 1,W 4-1,4,1,+3,67,3,1,1,0,2,1,100.0,Match Report
2428,Lille,2025-01-04,2,,Nantes,fr Ligue 1,D 1-1,1,1,0,71,1,0,0,0,2,1,100.0,Match Report
2429,Lille,2024-10-05,2,,Toulouse,fr Ligue 1,W 2-1,2,1,+1,57,2,0,0,0,2,1,50.0,Match Report
2430,Lille,2024-08-24,2,,Angers,fr Ligue 1,W 2-0,2,0,+2,64,2,0,0,0,2,2,100.0,Match Report
2431,Brentford,2025-02-02,2,,Tottenham,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,2,1,0.0,Match Report
2432,Roma,2025-02-24,2,,Monza,it Serie A,W 4-0,4,0,+4,65,4,0,0,0,2,2,100.0,Match Report
2433,Roma,2025-02-02,2,,Napoli,it Serie A,D 1-1,1,1,0,51,1,0,0,0,2,1,50.0,Match Report
2434,Roma,2024-11-24,2,@,Napoli,it Serie A,L 0-1,0,1,-1,37,0,0,0,0,2,1,50.0,Match Report
2435,Roma,2024-10-31,2,,Torino,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,2,2,100.0,Match Report
2436,Roma,2024-09-22,2,,Udinese,it Serie A,W 3-0,3,0,+3,62,2,1,1,0,2,2,100.0,Match Report
2437,Roma,2024-08-18,2,@,Cagliari,it Serie A,D 0-0,0,0,0,57,0,0,0,0,2,2,100.0,Match Report
2438,Chelsea,2025-04-06,2,@,Brentford,eng Premier League,D 0-0,0,0,0,58,0,0,0,0,2,2,100.0,Match Report
2439,Chelsea,2025-04-03,2,,Tottenham,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,2,2,100.0,Match Report
2440,Chelsea,2025-02-25,2,,Southampton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,2,2,100.0,Match Report
2441,Chelsea,2024-10-27,2,,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,2,1,50.0,Match Report
2442,Brighton,2024-12-05,2,@,Fulham,eng Premier League,L 1-3,1,3,-2,57,1,0,0,0,2,0,-50.0,Match Report
2443,Brighton,2024-11-29,2,,Southampton,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,2,1,50.0,Match Report
2444,Everton,2024-12-04,2,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,2,2,100.0,Match Report
2445,Everton,2024-11-23,2,,Brentford,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,2,2,100.0,Match Report
2446,Everton,2024-11-02,2,@,Southampton,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,2,1,50.0,Match Report
2447,Everton,2024-10-19,2,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,2,2,100.0,Match Report
2448,Everton,2024-10-05,2,,Newcastle Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,2,1,100.0,Match Report
2449,Everton,2024-09-21,2,@,Leicester City,eng Premier League,D 1-1,1,1,0,42,1,0,0,0,2,1,50.0,Match Report
2450,Napoli,2025-03-09,2,,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,2,1,50.0,Match Report
2451,Napoli,2025-02-02,2,@,Roma,it Serie A,D 1-1,1,1,0,49,1,0,0,0,2,1,50.0,Match Report
2452,Napoli,2025-01-25,2,,Juventus,it Serie A,W 2-1,2,1,+1,49,1,1,1,0,2,1,50.0,Match Report
2453,Napoli,2025-01-12,2,,Hellas Verona,it Serie A,W 2-0,2,0,+2,69,1,0,0,0,2,2,100.0,Match Report
2454,Napoli,2025-01-04,2,@,Fiorentina,it Serie A,W 3-0,3,0,+3,52,2,1,1,0,2,2,100.0,Match Report
2455,Napoli,2024-12-29,2,,Venezia,it Serie A,W 1-0,1,0,+1,66,1,0,1,1,2,2,100.0,Match Report
2456,Napoli,2024-10-04,2,,Como,it Serie A,W 3-1,3,1,+2,41,2,1,1,0,2,1,50.0,Match Report
2457,Napoli,2024-08-31,2,,Parma,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,2,1,100.0,Match Report
2458,Napoli,2024-08-25,2,,Bologna,it Serie A,W 3-0,3,0,+3,39,3,0,0,0,2,2,100.0,Match Report
2459,Lyon,2025-02-09,2,,Reims,fr Ligue 1,W 4-0,4,0,+4,67,4,0,0,0,2,2,100.0,Match Report
2460,Lyon,2024-12-07,2,@,Angers,fr Ligue 1,W 3-0,3,0,+3,63,3,0,0,0,2,2,100.0,Match Report
2461,Lyon,2024-11-01,2,@,Lille,fr Ligue 1,D 1-1,1,1,0,53,1,0,0,0,2,1,50.0,Match Report
2462,Inter,2025-02-22,2,,Genoa,it Serie A,W 1-0,1,0,+1,62,1,0,0,0,2,2,100.0,Match Report
2463,Inter,2025-02-10,2,,Fiorentina,it Serie A,W 2-1,2,1,+1,62,1,0,0,0,2,1,100.0,Match Report
2464,Inter,2025-01-12,2,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,2,2,100.0,Match Report
2465,Inter,2024-12-16,2,@,Lazio,it Serie A,W 6-0,6,0,+6,48,5,1,1,0,2,2,100.0,Match Report
2466,Inter,2024-11-23,2,@,Hellas Verona,it Serie A,W 5-0,5,0,+5,69,5,0,0,0,2,2,100.0,Match Report
2467,Inter,2024-11-10,2,,Napoli,it Serie A,D 1-1,1,1,0,53,1,0,1,1,2,1,50.0,Match Report
2468,Inter,2024-11-03,2,,Venezia,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,2,2,100.0,Match Report
2469,Inter,2024-09-15,2,@,Monza,it Serie A,D 1-1,1,1,0,60,1,0,0,0,2,1,50.0,Match Report
2470,Nantes,2025-02-02,2,@,Reims,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,2,2,50.0,Match Report
2471,Nantes,2025-01-19,2,@,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,25,1,0,0,0,2,1,50.0,Match Report
2472,Atlético Madrid,2025-02-22,2,@,Valencia,es La Liga,W 3-0,3,0,+3,51,3,0,0,0,2,2,100.0,Match Report
2473,Atlético Madrid,2024-10-20,2,,Leganés,es La Liga,W 3-1,3,1,+2,63,3,0,0,0,2,1,50.0,Match Report
2474,Milan,2025-02-15,2,,Hellas Verona,it Serie A,W 1-0,1,0,+1,73,1,0,0,0,2,2,100.0,Match Report
2475,Milan,2025-01-11,2,,Cagliari,it Serie A,D 1-1,1,1,0,68,1,0,0,0,2,1,50.0,Match Report
2476,Milan,2024-12-20,2,@,Hellas Verona,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,2,2,100.0,Match Report
2477,Milan,2024-11-23,2,,Juventus,it Serie A,D 0-0,0,0,0,44,0,0,0,0,2,2,100.0,Match Report
2478,Milan,2024-11-02,2,@,Monza,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,2,2,100.0,Match Report
2479,Valencia,2025-03-30,2,,Mallorca,es La Liga,W 1-0,1,0,+1,44,1,0,0,0,2,2,100.0,Match Report
2480,Valencia,2025-02-02,2,,Celta Vigo,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,2,1,50.0,Match Report
2481,Valencia,2024-09-24,2,,Osasuna,es La Liga,D 0-0,0,0,0,52,0,0,0,0,2,2,100.0,Match Report
2482,Valencia,2024-08-31,2,,Villarreal,es La Liga,D 1-1,1,1,0,58,1,0,0,0,2,1,50.0,Match Report
2483,Juventus,2025-03-03,2,,Hellas Verona,it Serie A,W 2-0,2,0,+2,75,2,0,0,0,2,2,100.0,Match Report
2484,Juventus,2025-02-23,2,@,Cagliari,it Serie A,W 1-0,1,0,+1,60,1,0,0,0,2,2,100.0,Match Report
2485,Juventus,2025-02-16,2,,Inter,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,2,2,100.0,Match Report
2486,Juventus,2025-01-11,2,@,Torino,it Serie A,D 1-1,1,1,0,59,1,0,0,0,2,1,50.0,Match Report
2487,Juventus,2024-12-14,2,,Venezia,it Serie A,D 2-2,2,2,0,69,1,1,1,0,2,0,0.0,Match Report
2488,Juventus,2024-11-02,2,@,Udinese,it Serie A,W 2-0,2,0,+2,61,1,0,0,0,2,2,100.0,Match Report
2489,Juventus,2024-10-06,2,,Cagliari,it Serie A,D 1-1,1,1,0,73,0,1,1,0,2,1,100.0,Match Report
2490,Juventus,2024-09-28,2,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,2,2,100.0,Match Report
2491,Paris S-G,2025-03-29,2,@,Saint-Étienne,fr Ligue 1,W 6-1,6,1,+5,53,5,1,1,0,2,1,50.0,Match Report
2492,Paris S-G,2025-03-16,2,,Marseille,fr Ligue 1,W 3-1,3,1,+2,60,2,0,0,0,2,1,50.0,Match Report
2493,Paris S-G,2025-03-01,2,,Lille,fr Ligue 1,W 4-1,4,1,+3,58,4,0,0,0,2,1,50.0,Match Report
2494,Paris S-G,2024-12-06,2,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,73,0,0,0,0,2,2,100.0,Match Report
2495,Paris S-G,2024-11-30,2,,Nantes,fr Ligue 1,D 1-1,1,1,0,84,1,0,0,0,2,1,50.0,Match Report
2496,Paris S-G,2024-11-22,2,,Toulouse,fr Ligue 1,W 3-0,3,0,+3,72,3,0,0,0,2,2,100.0,Match Report
2497,Paris S-G,2024-11-02,2,,Lens,fr Ligue 1,W 1-0,1,0,+1,68,1,0,0,0,2,2,100.0,Match Report
2498,Paris S-G,2024-08-16,2,@,Le Havre,fr Ligue 1,W 4-1,4,1,+3,76,3,1,1,0,2,1,50.0,Match Report
2499,Real Sociedad,2025-02-23,2,,Leganés,es La Liga,W 3-0,3,0,+3,55,3,0,0,0,2,2,100.0,Match Report
2500,Real Sociedad,2025-01-19,2,@,Valencia,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,2,1,50.0,Match Report
2501,Real Sociedad,2024-12-08,2,@,Leganés,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,2,2,100.0,Match Report
2502,Real Sociedad,2024-12-01,2,,Betis,es La Liga,W 2-0,2,0,+2,41,0,1,1,0,2,2,100.0,Match Report
2503,Real Sociedad,2024-09-21,2,@,Valladolid,es La Liga,D 0-0,0,0,0,64,0,0,0,0,2,2,100.0,Match Report
2504,Nott'ham Forest,2024-12-29,2,@,Everton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,2,2,100.0,Match Report
2505,Nott'ham Forest,2024-12-14,2,,Aston Villa,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,2,1,50.0,Match Report
2506,Nott'ham Forest,2024-11-30,2,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,45,0,1,1,0,2,2,100.0,Match Report
2507,Nott'ham Forest,2024-09-28,2,,Fulham,eng Premier League,L 0-1,0,1,-1,41,0,0,0,0,2,1,100.0,Match Report
2508,Nott'ham Forest,2024-08-31,2,,Wolves,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,2,1,50.0,Match Report
2509,Parma,2025-03-08,2,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,2,0,0.0,Match Report
2510,Parma,2025-01-19,2,,Venezia,it Serie A,D 1-1,1,1,0,59,0,1,1,0,2,1,100.0,Match Report
2511,Eint Frankfurt,2025-03-29,2,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,2,2,100.0,Match Report
2512,Eint Frankfurt,2025-02-02,2,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,2,2,50.0,Match Report
2513,Celta Vigo,2025-04-05,2,@,Mallorca,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,2,1,50.0,Match Report
2514,Celta Vigo,2025-03-31,2,,Las Palmas,es La Liga,D 1-1,1,1,0,61,1,0,0,0,2,1,50.0,Match Report
2515,Celta Vigo,2025-03-15,2,@,Valladolid,es La Liga,W 1-0,1,0,+1,61,0,1,1,0,2,2,100.0,Match Report
2516,Celta Vigo,2024-11-04,2,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,2,2,100.0,Match Report
2517,Celta Vigo,2024-09-26,2,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,2,1,50.0,Match Report
2518,Celta Vigo,2024-09-15,2,,Valladolid,es La Liga,W 3-1,3,1,+2,54,3,0,0,0,2,1,50.0,Match Report
2519,Celta Vigo,2024-08-16,2,,Alavés,es La Liga,W 2-1,2,1,+1,63,2,0,0,0,2,1,50.0,Match Report
2520,Brest,2025-04-05,2,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,2,1,100.0,Match Report
2521,Brest,2025-03-16,2,,Reims,fr Ligue 1,D 0-0,0,0,0,71,0,0,0,0,2,2,100.0,Match Report
2522,Brest,2025-02-07,2,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,42,2,0,0,0,2,2,100.0,Match Report
2523,Brest,2025-01-05,2,@,Angers,fr Ligue 1,L 0-2,0,2,-2,61,0,0,0,0,2,0,0.0,Match Report
2524,Betis,2025-03-30,2,,Sevilla,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,2,1,50.0,Match Report
2525,Betis,2025-03-01,2,,Real Madrid,es La Liga,W 2-1,2,1,+1,42,1,1,1,0,2,1,50.0,Match Report
2526,Betis,2024-11-10,2,,Celta Vigo,es La Liga,D 2-2,2,2,0,56,2,0,0,0,2,0,0.0,Match Report
2527,Betis,2024-09-26,2,@,Las Palmas,es La Liga,D 1-1,1,1,0,45,1,0,0,0,2,1,50.0,Match Report
2528,Betis,2024-08-15,2,,Girona,es La Liga,D 1-1,1,1,0,39,1,0,0,0,2,1,50.0,Match Report
2529,Lens,2025-01-31,2,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,51,2,0,0,0,2,2,100.0,Match Report
2530,Lens,2024-08-25,2,,Brest,fr Ligue 1,W 2-0,2,0,+2,52,1,0,0,0,2,2,100.0,Match Report
2531,Monaco,2025-03-15,2,@,Angers,fr Ligue 1,W 2-0,2,0,+2,56,1,1,1,0,2,2,100.0,Match Report
2532,Monaco,2025-02-15,2,,Nantes,fr Ligue 1,W 7-1,7,1,+6,65,6,1,1,0,2,1,50.0,Match Report
2533,Monaco,2024-11-09,2,@,Strasbourg,fr Ligue 1,W 3-1,3,1,+2,57,2,1,1,0,2,1,50.0,Match Report
2534,Fulham,2025-02-15,2,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,2,1,50.0,Match Report
2535,Fulham,2024-11-04,2,,Brentford,eng Premier League,W 2-1,2,1,+1,68,2,0,0,0,2,1,50.0,Match Report
2536,Lecce,2025-03-14,2,@,Genoa,it Serie A,L 1-2,1,2,-1,56,0,1,1,0,2,0,0.0,Match Report
2537,Lecce,2025-02-09,2,,Bologna,it Serie A,D 0-0,0,0,0,42,0,0,0,0,2,2,100.0,Match Report
2538,Lecce,2024-08-31,2,,Cagliari,it Serie A,W 1-0,1,0,+1,35,1,0,0,0,2,2,100.0,Match Report
2539,Las Palmas,2024-10-05,1,,Celta Vigo,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,1,0,0.0,Match Report
2540,Osasuna,2024-08-24,1,,Mallorca,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,1,1,100.0,Match Report
2541,Udinese,2025-02-21,1,@,Lecce,it Serie A,W 1-0,1,0,+1,55,0,1,1,0,1,1,100.0,Match Report
2542,Bayern Munich,2024-12-20,1,,RB Leipzig,de Bundesliga,W 5-1,5,1,+4,71,5,0,0,0,1,0,0.0,Match Report
2543,Bayern Munich,2024-11-22,1,,Augsburg,de Bundesliga,W 3-0,3,0,+3,80,1,2,2,0,1,1,100.0,Match Report
2544,Bayern Munich,2024-11-02,1,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,77,2,1,1,0,1,1,100.0,Match Report
2545,Bayern Munich,2024-10-27,1,@,Bochum,de Bundesliga,W 5-0,5,0,+5,72,5,0,0,0,1,1,100.0,Match Report
2546,Bayern Munich,2024-10-19,1,,Stuttgart,de Bundesliga,W 4-0,4,0,+4,65,4,0,0,0,1,1,100.0,Match Report
2547,Bayern Munich,2024-09-14,1,@,Holstein Kiel,de Bundesliga,W 6-1,6,1,+5,70,4,1,1,0,1,0,0.0,Match Report
2548,Augsburg,2025-03-08,1,@,Dortmund,de Bundesliga,W 1-0,1,0,+1,29,1,0,0,0,1,1,100.0,Match Report
2549,Augsburg,2025-02-01,1,@,St. Pauli,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,1,1,0.0,Match Report
2550,Augsburg,2024-11-30,1,,Bochum,de Bundesliga,W 1-0,1,0,+1,52,0,1,1,0,1,1,100.0,Match Report
2551,Hellas Verona,2025-03-31,1,,Parma,it Serie A,D 0-0,0,0,0,42,0,0,0,0,1,1,100.0,Match Report
2552,Hellas Verona,2025-01-27,1,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,1,0,0.0,Match Report
2553,Hellas Verona,2024-09-01,1,@,Genoa,it Serie A,W 2-0,2,0,+2,42,1,1,1,0,1,1,100.0,Match Report
2554,Torino,2025-04-06,1,,Hellas Verona,it Serie A,D 1-1,1,1,0,61,1,0,1,1,1,0,0.0,Match Report
2555,Torino,2025-01-24,1,,Cagliari,it Serie A,W 2-0,2,0,+2,50,2,0,0,0,1,1,100.0,Match Report
2556,Torino,2024-12-07,1,@,Genoa,it Serie A,D 0-0,0,0,0,48,0,0,0,0,1,1,100.0,Match Report
2557,Nice,2025-02-23,1,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,56,2,0,0,0,1,1,100.0,Match Report
2558,Nice,2024-12-07,1,,Le Havre,fr Ligue 1,W 2-1,2,1,+1,51,1,1,1,0,1,0,0.0,Match Report
2559,Valladolid,2025-03-15,1,,Celta Vigo,es La Liga,L 0-1,0,1,-1,39,0,0,0,0,1,0,100.0,Match Report
2560,Valladolid,2024-12-13,1,,Valencia,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,1,1,100.0,Match Report
2561,Valladolid,2024-11-10,1,,Athletic Club,es La Liga,D 1-1,1,1,0,34,1,0,0,0,1,0,0.0,Match Report
2562,Valladolid,2024-08-28,1,,Leganés,es La Liga,D 0-0,0,0,0,58,0,0,0,0,1,1,100.0,Match Report
2563,Heidenheim,2024-09-28,1,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,50,2,0,0,0,1,1,100.0,Match Report
2564,Manchester Utd,2024-10-06,1,@,Aston Villa,eng Premier League,D 0-0,0,0,0,47,0,0,0,0,1,1,100.0,Match Report
2565,Bologna,2025-03-02,1,,Cagliari,it Serie A,W 2-1,2,1,+1,61,1,1,1,0,1,0,0.0,Match Report
2566,Bologna,2025-02-09,1,@,Lecce,it Serie A,D 0-0,0,0,0,58,0,0,0,0,1,1,100.0,Match Report
2567,Bologna,2025-02-01,1,,Como,it Serie A,W 2-0,2,0,+2,50,2,0,0,0,1,1,100.0,Match Report
2568,Bologna,2025-01-25,1,@,Empoli,it Serie A,D 1-1,1,1,0,63,1,0,0,0,1,0,0.0,Match Report
2569,Bologna,2025-01-18,1,,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,1,0,0.0,Match Report
2570,Bologna,2024-11-30,1,,Venezia,it Serie A,W 3-0,3,0,+3,60,1,2,2,0,1,1,100.0,Match Report
2571,Barcelona,2024-12-03,1,@,Mallorca,es La Liga,W 5-1,5,1,+4,59,4,1,1,0,1,0,0.0,Match Report
2572,Barcelona,2024-10-20,1,,Sevilla,es La Liga,W 5-1,5,1,+4,67,4,1,1,0,1,0,0.0,Match Report
2573,Barcelona,2024-09-25,1,,Getafe,es La Liga,W 1-0,1,0,+1,76,1,0,0,0,1,1,100.0,Match Report
2574,Barcelona,2024-08-31,1,,Valladolid,es La Liga,W 7-0,7,0,+7,70,7,0,0,0,1,1,100.0,Match Report
2575,Barcelona,2024-08-17,1,@,Valencia,es La Liga,W 2-1,2,1,+1,63,1,1,1,0,1,0,0.0,Match Report
2576,Monza,2025-01-13,1,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,1,0,100.0,Match Report
2577,Monza,2024-08-24,1,,Genoa,it Serie A,L 0-1,0,1,-1,69,0,0,0,0,1,0,0.0,Match Report
2578,Montpellier,2025-01-04,1,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,43,0,0,0,0,1,1,0.0,Match Report
2579,Como,2024-12-30,1,,Lecce,it Serie A,W 2-0,2,0,+2,56,2,0,1,1,1,1,100.0,Match Report
2580,Como,2024-12-15,1,,Roma,it Serie A,W 2-0,2,0,+2,38,2,0,0,0,1,1,100.0,Match Report
2581,Mallorca,2024-12-14,1,,Girona,es La Liga,W 2-1,2,1,+1,32,2,0,0,0,1,0,0.0,Match Report
2582,Mallorca,2024-11-29,1,,Valencia,es La Liga,W 2-1,2,1,+1,48,2,0,0,0,1,0,100.0,Match Report
2583,Mallorca,2024-10-28,1,,Athletic Club,es La Liga,D 0-0,0,0,0,33,0,0,0,0,1,1,100.0,Match Report
2584,Mallorca,2024-09-27,1,@,Valladolid,es La Liga,W 2-1,2,1,+1,49,2,0,0,0,1,0,0.0,Match Report
2585,Athletic Club,2025-02-08,1,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,1,1,100.0,Match Report
2586,Athletic Club,2025-01-19,1,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,41,2,0,0,0,1,0,0.0,Match Report
2587,Athletic Club,2024-12-08,1,,Villarreal,es La Liga,W 2-0,2,0,+2,42,2,0,0,0,1,1,100.0,Match Report
2588,Athletic Club,2024-11-24,1,,Real Sociedad,es La Liga,W 1-0,1,0,+1,41,1,0,0,0,1,1,100.0,Match Report
2589,Athletic Club,2024-10-28,1,@,Mallorca,es La Liga,D 0-0,0,0,0,67,0,0,0,0,1,1,100.0,Match Report
2590,Southampton,2024-08-17,1,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,77,0,0,0,0,1,0,0.0,Match Report
2591,Tottenham,2024-11-03,1,,Aston Villa,eng Premier League,W 4-1,4,1,+3,51,4,0,0,0,1,0,0.0,Match Report
2592,Tottenham,2024-08-24,1,,Everton,eng Premier League,W 4-0,4,0,+4,70,4,0,0,0,1,1,100.0,Match Report
