Rk,Team,Date,SoTA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,SoTA,Saves,Save%,Match Report
2183,Augsburg,2025-01-15,2,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,45,2,0,0,0,2,2,100.0,Match Report
2184,Augsburg,2024-11-10,2,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,44,0,0,0,0,2,2,100.0,Match Report
2185,Hellas Verona,2025-02-01,2,@,Monza,it Serie A,W 1-0,1,0,+1,34,0,0,0,0,2,2,100.0,Match Report
2186,Hellas Verona,2025-01-12,2,@,Napoli,it Serie A,L 0-2,0,2,-2,31,0,0,0,0,2,1,0.0,Match Report
2187,Hellas Verona,2024-10-04,2,,Venezia,it Serie A,W 2-1,2,1,+1,51,1,0,0,0,2,1,50.0,Match Report
2188,Torino,2025-03-15,2,,Empoli,it Serie A,W 1-0,1,0,+1,50,1,0,0,0,2,2,100.0,Match Report
2189,Torino,2025-03-02,2,@,Monza,it Serie A,W 2-0,2,0,+2,47,2,0,0,0,2,2,100.0,Match Report
2190,Torino,2025-02-08,2,,Genoa,it Serie A,D 1-1,1,1,0,57,0,0,0,0,2,1,50.0,Match Report
2191,Torino,2024-09-20,2,@,Hellas Verona,it Serie A,W 3-2,3,2,+1,70,3,0,1,1,2,0,0.0,Match Report
2192,Nice,2024-09-20,2,,Saint-Étienne,fr Ligue 1,W 8-0,8,0,+8,59,6,1,1,0,2,2,100.0,Match Report
2193,Valladolid,2025-03-29,2,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,2,0,0.0,Match Report
2194,Valladolid,2024-08-19,2,,Espanyol,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,2,2,100.0,Match Report
2195,Arsenal,2025-04-05,2,@,Everton,eng Premier League,D 1-1,1,1,0,69,1,0,0,0,2,1,100.0,Match Report
2196,Arsenal,2025-03-16,2,,Chelsea,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,2,2,100.0,Match Report
2197,Arsenal,2025-02-26,2,@,Nott'ham Forest,eng Premier League,D 0-0,0,0,0,64,0,0,0,0,2,2,100.0,Match Report
2198,Arsenal,2025-02-22,2,,West Ham,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,2,1,50.0,Match Report
2199,Arsenal,2025-02-15,2,@,Leicester City,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,2,2,100.0,Match Report
2200,Arsenal,2025-01-15,2,,Tottenham,eng Premier League,W 2-1,2,1,+1,53,1,0,0,0,2,1,50.0,Match Report
2201,Arsenal,2025-01-01,2,@,Brentford,eng Premier League,W 3-1,3,1,+2,50,3,0,0,0,2,1,50.0,Match Report
2202,Arsenal,2024-12-08,2,@,Fulham,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,2,1,50.0,Match Report
2203,Arsenal,2024-12-04,2,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,2,2,100.0,Match Report
2204,Arsenal,2024-10-05,2,,Southampton,eng Premier League,W 3-1,3,1,+2,59,3,0,0,0,2,1,50.0,Match Report
2205,Heidenheim,2025-04-05,2,,Leverkusen,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,2,1,50.0,Match Report
2206,Heidenheim,2025-03-29,2,@,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,39,0,1,1,0,2,2,100.0,Match Report
2207,Heidenheim,2024-10-06,2,,RB Leipzig,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,2,1,50.0,Match Report
2208,Manchester Utd,2025-04-01,2,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,2,1,50.0,Match Report
2209,Manchester Utd,2025-01-26,2,@,Fulham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,2,2,100.0,Match Report
2210,Manchester Utd,2024-12-01,2,,Everton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,2,2,100.0,Match Report
2211,Manchester Utd,2024-10-19,2,,Brentford,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,2,1,50.0,Match Report
2212,Manchester Utd,2024-08-16,2,,Fulham,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,2,2,100.0,Match Report
2213,Bologna,2025-04-07,2,,Napoli,it Serie A,D 1-1,1,1,0,61,1,0,0,0,2,1,50.0,Match Report
2214,Bologna,2025-03-16,2,,Lazio,it Serie A,W 5-0,5,0,+5,51,5,0,0,0,2,2,100.0,Match Report
2215,Bologna,2025-03-09,2,@,Hellas Verona,it Serie A,W 2-1,2,1,+1,67,2,0,0,0,2,1,50.0,Match Report
2216,Bologna,2024-10-29,2,@,Cagliari,it Serie A,W 2-0,2,0,+2,58,2,0,0,0,2,2,100.0,Match Report
2217,Bologna,2024-10-06,2,,Parma,it Serie A,D 0-0,0,0,0,71,0,0,0,0,2,2,100.0,Match Report
2218,Bologna,2024-08-31,2,,Empoli,it Serie A,D 1-1,1,1,0,69,1,0,0,0,2,1,50.0,Match Report
2219,Bologna,2024-08-18,2,,Udinese,it Serie A,D 1-1,1,1,0,73,0,1,1,0,2,0,50.0,Match Report
2220,Barcelona,2025-04-05,2,,Betis,es La Liga,D 1-1,1,1,0,73,1,0,0,0,2,1,50.0,Match Report
2221,Barcelona,2025-03-30,2,,Girona,es La Liga,W 4-1,4,1,+3,69,3,0,0,0,2,1,50.0,Match Report
2222,Barcelona,2025-03-16,2,@,Atlético Madrid,es La Liga,W 4-2,4,2,+2,65,4,0,0,0,2,0,0.0,Match Report
2223,Barcelona,2025-02-22,2,@,Las Palmas,es La Liga,W 2-0,2,0,+2,69,2,0,0,0,2,2,100.0,Match Report
2224,Barcelona,2025-01-26,2,,Valencia,es La Liga,W 7-1,7,1,+6,71,6,0,0,0,2,1,50.0,Match Report
2225,Barcelona,2024-10-06,2,@,Alavés,es La Liga,W 3-0,3,0,+3,71,3,0,0,0,2,2,100.0,Match Report
2226,Barcelona,2024-08-24,2,,Athletic Club,es La Liga,W 2-1,2,1,+1,64,2,0,0,0,2,1,100.0,Match Report
2227,Monza,2024-10-27,2,,Venezia,it Serie A,D 2-2,2,2,0,46,2,0,0,0,2,0,0.0,Match Report
2228,Monza,2024-09-29,2,@,Napoli,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,2,0,0.0,Match Report
2229,Monza,2024-09-15,2,,Inter,it Serie A,D 1-1,1,1,0,40,1,0,0,0,2,1,50.0,Match Report
2230,Monza,2024-08-17,2,@,Empoli,it Serie A,D 0-0,0,0,0,61,0,0,0,0,2,2,100.0,Match Report
2231,Como,2025-01-20,2,,Udinese,it Serie A,W 4-1,4,1,+3,51,3,0,0,0,2,1,50.0,Match Report
2232,Como,2024-10-25,2,@,Torino,it Serie A,L 0-1,0,1,-1,68,0,0,0,0,2,1,50.0,Match Report
2233,Como,2024-09-01,2,@,Udinese,it Serie A,L 0-1,0,1,-1,56,0,0,1,1,2,1,50.0,Match Report
2234,Villarreal,2025-04-06,2,,Athletic Club,es La Liga,D 0-0,0,0,0,56,0,0,0,0,2,2,100.0,Match Report
2235,Villarreal,2025-02-01,2,,Valladolid,es La Liga,W 5-1,5,1,+4,53,5,0,0,0,2,1,50.0,Match Report
2236,Villarreal,2025-01-20,2,,Mallorca,es La Liga,W 4-0,4,0,+4,43,4,0,0,0,2,2,100.0,Match Report
2237,Villarreal,2024-12-18,2,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,45,1,0,0,0,2,1,50.0,Match Report
2238,Villarreal,2024-10-05,2,@,Real Madrid,es La Liga,L 0-2,0,2,-2,45,0,0,0,0,2,0,0.0,Match Report
2239,Villarreal,2024-09-26,2,@,Espanyol,es La Liga,W 2-1,2,1,+1,44,2,0,0,0,2,1,50.0,Match Report
2240,Mallorca,2025-03-30,2,@,Valencia,es La Liga,L 0-1,0,1,-1,56,0,0,0,0,2,1,50.0,Match Report
2241,Mallorca,2025-03-09,2,@,Athletic Club,es La Liga,D 1-1,1,1,0,45,1,0,0,0,2,1,50.0,Match Report
2242,Mallorca,2024-11-10,2,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,2,1,50.0,Match Report
2243,Mallorca,2024-10-20,2,,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,2,2,100.0,Match Report
2244,Mallorca,2024-08-31,2,@,Leganés,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,2,2,100.0,Match Report
2245,Holstein Kiel,2025-03-08,2,,Stuttgart,de Bundesliga,D 2-2,2,2,0,52,2,0,0,0,2,0,0.0,Match Report
2246,Athletic Club,2025-03-30,2,,Osasuna,es La Liga,D 0-0,0,0,0,61,0,0,0,0,2,2,100.0,Match Report
2247,Athletic Club,2025-03-09,2,,Mallorca,es La Liga,D 1-1,1,1,0,55,1,0,0,0,2,1,50.0,Match Report
2248,Athletic Club,2025-01-26,2,,Leganés,es La Liga,D 0-0,0,0,0,68,0,0,0,0,2,2,100.0,Match Report
2249,Athletic Club,2024-10-19,2,,Espanyol,es La Liga,W 4-1,4,1,+3,56,4,0,0,0,2,1,50.0,Match Report
2250,Athletic Club,2024-08-31,2,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,53,0,0,0,0,2,1,50.0,Match Report
2251,Athletic Club,2024-08-15,2,,Getafe,es La Liga,D 1-1,1,1,0,68,1,0,0,0,2,1,50.0,Match Report
2252,Gladbach,2025-03-15,2,@,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,47,3,1,1,0,2,0,50.0,Match Report
2253,Gladbach,2024-09-28,2,,Union Berlin,de Bundesliga,W 1-0,1,0,+1,62,1,0,0,0,2,2,100.0,Match Report
2254,Southampton,2024-12-26,2,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,2,1,50.0,Match Report
2255,Tottenham,2024-09-29,2,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,61,3,0,0,0,2,2,100.0,Match Report
2256,Toulouse,2025-01-12,2,,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,53,0,0,0,0,2,0,0.0,Match Report
2257,Toulouse,2024-12-13,2,,Saint-Étienne,fr Ligue 1,W 2-1,2,1,+1,39,2,0,0,0,2,1,50.0,Match Report
2258,Toulouse,2024-11-03,2,,Reims,fr Ligue 1,W 1-0,1,0,+1,51,1,0,0,0,2,2,100.0,Match Report
2259,Toulouse,2024-10-27,2,@,Montpellier,fr Ligue 1,W 3-0,3,0,+3,49,3,0,0,0,2,2,100.0,Match Report
2260,Toulouse,2024-08-18,2,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,2,2,100.0,Match Report
2261,Fiorentina,2025-03-16,2,,Juventus,it Serie A,W 3-0,3,0,+3,38,3,0,0,0,2,2,100.0,Match Report
2262,Fiorentina,2025-02-06,2,,Inter,it Serie A,W 3-0,3,0,+3,29,3,0,0,0,2,2,100.0,Match Report
2263,Fiorentina,2024-11-10,2,,Hellas Verona,it Serie A,W 3-1,3,1,+2,61,3,0,0,0,2,1,50.0,Match Report
2264,Fiorentina,2024-10-20,2,@,Lecce,it Serie A,W 6-0,6,0,+6,61,6,0,0,0,2,2,100.0,Match Report
2265,Crystal Palace,2025-04-02,2,@,Southampton,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,2,1,50.0,Match Report
2266,Crystal Palace,2025-02-25,2,,Aston Villa,eng Premier League,W 4-1,4,1,+3,36,4,0,0,0,2,1,50.0,Match Report
2267,Crystal Palace,2025-02-02,2,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,2,2,100.0,Match Report
2268,Crystal Palace,2024-12-03,2,@,Ipswich Town,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,2,2,100.0,Match Report
2269,Crystal Palace,2024-09-28,2,@,Everton,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,2,0,0.0,Match Report
2270,Bournemouth,2025-04-02,2,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,63,1,0,0,0,2,0,0.0,Match Report
2271,Bournemouth,2024-10-05,2,@,Leicester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,2,1,50.0,Match Report
2272,Wolfsburg,2025-03-15,2,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,2,1,50.0,Match Report
2273,Wolfsburg,2025-01-24,2,,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,69,2,0,0,0,2,0,0.0,Match Report
2274,Wolfsburg,2025-01-11,2,@,Hoffenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,2,2,100.0,Match Report
2275,Real Madrid,2025-04-05,2,,Valencia,es La Liga,L 1-2,1,2,-1,65,1,0,1,1,2,0,0.0,Match Report
2276,Real Madrid,2025-02-23,2,,Girona,es La Liga,W 2-0,2,0,+2,63,2,0,0,0,2,2,100.0,Match Report
2277,Real Madrid,2025-02-01,2,@,Espanyol,es La Liga,L 0-1,0,1,-1,76,0,0,0,0,2,1,50.0,Match Report
2278,Real Madrid,2025-01-25,2,@,Valladolid,es La Liga,W 3-0,3,0,+3,68,2,1,1,0,2,2,100.0,Match Report
2279,Real Madrid,2025-01-19,2,,Las Palmas,es La Liga,W 4-1,4,1,+3,61,3,1,1,0,2,1,50.0,Match Report
2280,Real Madrid,2024-09-14,2,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,52,0,2,2,0,2,2,100.0,Match Report
2281,Real Madrid,2024-09-01,2,,Betis,es La Liga,W 2-0,2,0,+2,60,1,1,1,0,2,2,100.0,Match Report
2282,Real Madrid,2024-08-29,2,@,Las Palmas,es La Liga,D 1-1,1,1,0,57,0,1,1,0,2,1,50.0,Match Report
2283,St. Pauli,2025-01-26,2,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,2,2,100.0,Match Report
2284,St. Pauli,2024-12-07,2,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,2,0,0.0,Match Report
2285,St. Pauli,2024-09-28,2,@,Freiburg,de Bundesliga,W 3-0,3,0,+3,27,3,0,0,0,2,1,100.0,Match Report
2286,Marseille,2025-03-08,2,,Lens,fr Ligue 1,L 0-1,0,1,-1,75,0,0,0,0,2,1,50.0,Match Report
2287,Marseille,2025-03-02,2,,Nantes,fr Ligue 1,W 2-0,2,0,+2,74,2,0,0,0,2,2,100.0,Match Report
2288,Marseille,2025-02-15,2,,Saint-Étienne,fr Ligue 1,W 5-1,5,1,+4,70,4,1,1,0,2,1,50.0,Match Report
2289,Marseille,2024-12-08,2,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,68,2,0,1,1,2,2,100.0,Match Report
2290,Stuttgart,2025-04-05,2,@,Bochum,de Bundesliga,W 4-0,4,0,+4,46,4,0,0,0,2,2,100.0,Match Report
2291,Stuttgart,2025-02-23,2,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,55,1,0,0,0,2,1,50.0,Match Report
2292,Stuttgart,2025-01-12,2,@,Augsburg,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,2,2,100.0,Match Report
2293,Stuttgart,2024-12-15,2,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,66,2,1,1,0,2,1,50.0,Match Report
2294,Stuttgart,2024-11-23,2,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,2,2,100.0,Match Report
2295,Stuttgart,2024-09-28,2,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,69,2,0,1,1,2,0,0.0,Match Report
2296,Auxerre,2025-02-22,2,,Marseille,fr Ligue 1,W 3-0,3,0,+3,21,2,1,1,0,2,2,100.0,Match Report
2297,Auxerre,2024-08-18,2,,Nice,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,2,1,50.0,Match Report
2298,Le Havre,2025-03-30,2,,Nantes,fr Ligue 1,W 3-2,3,2,+1,52,1,2,2,0,2,0,0.0,Match Report
2299,Le Havre,2025-03-09,2,,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,46,1,0,1,1,2,1,50.0,Match Report
2300,Werder Bremen,2025-01-31,2,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,38,1,0,1,1,2,2,100.0,Match Report
2301,Werder Bremen,2024-12-07,2,@,Bochum,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,2,2,100.0,Match Report
2302,Genoa,2025-04-04,2,,Udinese,it Serie A,W 1-0,1,0,+1,54,1,0,0,0,2,2,100.0,Match Report
2303,Genoa,2025-03-14,2,,Lecce,it Serie A,W 2-1,2,1,+1,44,2,0,0,0,2,1,100.0,Match Report
2304,Genoa,2024-12-21,2,,Napoli,it Serie A,L 1-2,1,2,-1,38,1,0,0,0,2,0,0.0,Match Report
2305,Genoa,2024-12-01,2,@,Udinese,it Serie A,W 2-0,2,0,+2,54,1,0,0,0,2,2,100.0,Match Report
2306,Genoa,2024-08-24,2,@,Monza,it Serie A,W 1-0,1,0,+1,31,1,0,0,0,2,2,100.0,Match Report
2307,Lazio,2025-04-06,2,@,Atalanta,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,2,2,100.0,Match Report
2308,Lazio,2025-03-31,2,,Torino,it Serie A,D 1-1,1,1,0,58,1,0,0,0,2,1,50.0,Match Report
2309,Lazio,2025-02-22,2,@,Venezia,it Serie A,D 0-0,0,0,0,63,0,0,0,0,2,2,100.0,Match Report
2310,Lazio,2025-02-15,2,,Napoli,it Serie A,D 2-2,2,2,0,53,2,0,0,0,2,1,0.0,Match Report
2311,Lazio,2024-12-21,2,@,Lecce,it Serie A,W 2-1,2,1,+1,59,1,1,1,0,2,1,50.0,Match Report
2312,Lazio,2024-11-10,2,@,Monza,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,2,2,100.0,Match Report
2313,Lazio,2024-10-31,2,@,Como,it Serie A,W 5-1,5,1,+4,49,4,1,1,0,2,1,50.0,Match Report
2314,Lazio,2024-10-27,2,,Genoa,it Serie A,W 3-0,3,0,+3,61,3,0,0,0,2,2,100.0,Match Report
2315,Lazio,2024-10-06,2,,Empoli,it Serie A,W 2-1,2,1,+1,58,2,0,1,1,2,1,50.0,Match Report
2316,Lazio,2024-09-16,2,,Hellas Verona,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,2,1,50.0,Match Report
2317,Lazio,2024-08-18,2,,Venezia,it Serie A,W 3-1,3,1,+2,67,1,1,1,0,2,1,50.0,Match Report
2318,Getafe,2025-03-09,2,,Atlético Madrid,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,2,1,100.0,Match Report
2319,Getafe,2024-12-21,2,,Mallorca,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,2,1,100.0,Match Report
2320,Getafe,2024-11-10,2,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,2,1,50.0,Match Report
2321,Getafe,2024-10-05,2,,Osasuna,es La Liga,D 1-1,1,1,0,41,1,0,0,0,2,1,50.0,Match Report
2322,Getafe,2024-09-22,2,,Leganés,es La Liga,D 1-1,1,1,0,59,0,1,1,0,2,1,50.0,Match Report
2323,Union Berlin,2025-02-01,2,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,2,2,100.0,Match Report
2324,Union Berlin,2024-09-28,2,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,2,1,50.0,Match Report
2325,West Ham,2025-04-01,2,@,Wolves,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,2,1,50.0,Match Report
2326,West Ham,2025-02-27,2,,Leicester City,eng Premier League,W 2-0,2,0,+2,58,1,0,0,0,2,2,100.0,Match Report
2327,West Ham,2025-02-22,2,@,Arsenal,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,2,2,100.0,Match Report
2328,West Ham,2024-11-25,2,@,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,2,2,100.0,Match Report
2329,West Ham,2024-10-05,2,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,52,4,0,0,0,2,1,50.0,Match Report
2330,West Ham,2024-08-24,2,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,2,2,100.0,Match Report
2331,Leganés,2024-11-09,2,,Sevilla,es La Liga,W 1-0,1,0,+1,43,0,1,1,0,2,2,100.0,Match Report
2332,Leganés,2024-08-28,2,@,Valladolid,es La Liga,D 0-0,0,0,0,42,0,0,0,0,2,2,100.0,Match Report
2333,Reims,2025-02-16,2,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,1,1,2,1,50.0,Match Report
2334,Reims,2025-01-19,2,,Le Havre,fr Ligue 1,D 1-1,1,1,0,55,1,0,0,0,2,1,50.0,Match Report
2335,Reims,2024-12-08,2,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,2,2,100.0,Match Report
2336,Liverpool,2024-12-01,2,,Manchester City,eng Premier League,W 2-0,2,0,+2,44,1,1,1,0,2,2,100.0,Match Report
2337,Liverpool,2024-11-09,2,,Aston Villa,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,2,2,100.0,Match Report
2338,Liverpool,2024-10-20,2,,Chelsea,eng Premier League,W 2-1,2,1,+1,43,1,1,1,0,2,1,50.0,Match Report
2339,Liverpool,2024-08-25,2,,Brentford,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,2,2,100.0,Match Report
2340,Liverpool,2024-08-17,2,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,2,2,100.0,Match Report
2341,Aston Villa,2025-01-15,2,@,Everton,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,2,2,100.0,Match Report
2342,Aston Villa,2025-01-04,2,,Leicester City,eng Premier League,W 2-1,2,1,+1,60,2,0,0,0,2,1,50.0,Match Report
2343,Aston Villa,2024-09-14,2,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,2,0,0.0,Match Report
2344,Wolves,2025-04-05,2,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,2,1,50.0,Match Report
2345,Alavés,2025-03-08,2,,Villarreal,es La Liga,W 1-0,1,0,+1,32,1,0,0,0,2,2,100.0,Match Report
2346,Alavés,2025-02-22,2,,Espanyol,es La Liga,L 0-1,0,1,-1,62,0,0,0,0,2,1,50.0,Match Report
2347,Alavés,2025-01-27,2,,Celta Vigo,es La Liga,D 1-1,1,1,0,49,0,1,1,0,2,1,50.0,Match Report
2348,Alavés,2025-01-18,2,@,Betis,es La Liga,W 3-1,3,1,+2,50,2,1,1,0,2,1,50.0,Match Report
2349,Alavés,2024-12-15,2,,Athletic Club,es La Liga,D 1-1,1,1,0,52,1,0,0,0,2,1,50.0,Match Report
2350,Alavés,2024-11-01,2,,Mallorca,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,2,2,100.0,Match Report
2351,Alavés,2024-09-20,2,,Sevilla,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,2,1,50.0,Match Report
2352,Girona,2025-03-15,2,,Valencia,es La Liga,D 1-1,1,1,0,57,1,0,0,0,2,1,50.0,Match Report
2353,Girona,2025-02-03,2,,Las Palmas,es La Liga,W 2-1,2,1,+1,47,2,0,1,1,2,1,50.0,Match Report
2354,Girona,2025-01-11,2,@,Alavés,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,2,2,100.0,Match Report
2355,Girona,2024-12-14,2,@,Mallorca,es La Liga,L 1-2,1,2,-1,68,1,0,0,0,2,0,0.0,Match Report
2356,Girona,2024-09-29,2,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,2,1,50.0,Match Report
2357,Girona,2024-09-21,2,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,2,0,0.0,Match Report
2358,Atalanta,2025-03-09,2,@,Juventus,it Serie A,W 4-0,4,0,+4,37,3,1,1,0,2,2,100.0,Match Report
2359,Atalanta,2025-03-01,2,,Venezia,it Serie A,D 0-0,0,0,0,60,0,0,0,0,2,2,100.0,Match Report
2360,Atalanta,2024-12-06,2,,Milan,it Serie A,W 2-1,2,1,+1,52,2,0,0,0,2,1,50.0,Match Report
2361,Atalanta,2024-10-26,2,,Hellas Verona,it Serie A,W 6-1,6,1,+5,69,6,0,0,0,2,1,50.0,Match Report
2362,Atalanta,2024-10-05,2,,Genoa,it Serie A,W 5-1,5,1,+4,63,4,1,1,0,2,1,50.0,Match Report
2363,Rayo Vallecano,2024-09-16,2,,Osasuna,es La Liga,W 3-1,3,1,+2,65,3,0,0,0,2,1,50.0,Match Report
2364,Mainz 05,2025-02-08,2,,Augsburg,de Bundesliga,D 0-0,0,0,0,66,0,0,0,0,2,2,100.0,Match Report
2365,Mainz 05,2025-01-11,2,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,2,2,100.0,Match Report
2366,Mainz 05,2024-12-01,2,,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,2,2,100.0,Match Report
2367,Mainz 05,2024-11-24,2,@,Holstein Kiel,de Bundesliga,W 3-0,3,0,+3,62,2,1,1,0,2,2,100.0,Match Report
2368,Mainz 05,2024-11-03,2,@,Freiburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,2,2,100.0,Match Report
2369,Leicester City,2025-02-27,2,@,West Ham,eng Premier League,L 0-2,0,2,-2,42,0,0,0,0,2,1,0.0,Match Report
2370,Leicester City,2025-01-18,2,,Fulham,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,2,0,0.0,Match Report
2371,Leicester City,2024-11-02,2,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,2,1,50.0,Match Report
2372,Leicester City,2024-10-05,2,,Bournemouth,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,2,2,100.0,Match Report
2373,Empoli,2024-11-04,2,,Como,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,2,2,100.0,Match Report
2374,Empoli,2024-09-20,2,@,Cagliari,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,2,2,100.0,Match Report
2375,Freiburg,2024-11-03,2,,Mainz 05,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,2,2,100.0,Match Report
2376,Freiburg,2024-08-24,2,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,33,3,0,0,0,2,1,50.0,Match Report
2377,Espanyol,2025-03-29,2,,Atlético Madrid,es La Liga,D 1-1,1,1,0,39,0,1,1,0,2,1,50.0,Match Report
2378,Espanyol,2024-11-30,2,,Celta Vigo,es La Liga,W 3-1,3,1,+2,22,3,0,0,0,2,1,100.0,Match Report
2379,RB Leipzig,2025-03-08,2,@,Freiburg,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,2,2,100.0,Match Report
2380,RB Leipzig,2025-02-23,2,,Heidenheim,de Bundesliga,D 2-2,2,2,0,74,1,1,1,0,2,0,50.0,Match Report
2381,RB Leipzig,2025-02-14,2,@,Augsburg,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,2,2,100.0,Match Report
2382,RB Leipzig,2025-01-12,2,,Werder Bremen,de Bundesliga,W 4-2,4,2,+2,49,4,0,0,0,2,0,0.0,Match Report
2383,RB Leipzig,2024-10-19,2,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,47,2,0,0,0,2,2,100.0,Match Report
2384,Sevilla,2025-03-09,2,@,Real Sociedad,es La Liga,W 1-0,1,0,+1,39,1,0,0,0,2,2,100.0,Match Report
2385,Sevilla,2025-02-24,2,,Mallorca,es La Liga,D 1-1,1,1,0,53,1,0,0,0,2,1,50.0,Match Report
2386,Sevilla,2024-12-14,2,,Celta Vigo,es La Liga,W 1-0,1,0,+1,45,1,0,0,0,2,2,100.0,Match Report
