Rk,Team,Date,Off,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Off,PKwon,PKcon,OG,Recov,Match Report
2320,Monza,2024-10-27,0,,Venezia,it Serie A,D 2-2,2,2,0,46,2,0,0,0,0,0,0,0,39,Match Report
2321,Monza,2024-09-29,0,@,Napoli,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,0,0,0,0,33,Match Report
2322,Monza,2024-09-01,0,@,Fiorentina,it Serie A,D 2-2,2,2,0,32,2,0,0,0,0,0,0,0,26,Match Report
2323,Montpellier,2025-01-04,0,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,1,42,Match Report
2324,Montpellier,2024-11-23,0,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,67,0,0,0,0,0,0,0,0,36,Match Report
2325,Montpellier,2024-11-03,0,@,Le Havre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,0,0,1,0,50,Match Report
2326,Montpellier,2024-10-27,0,,Toulouse,fr Ligue 1,L 0-3,0,3,-3,51,0,0,0,0,0,0,0,0,43,Match Report
2327,Montpellier,2024-10-06,0,@,Reims,fr Ligue 1,L 2-4,2,4,-2,52,2,0,0,0,0,0,1,0,35,Match Report
2328,Montpellier,2024-08-31,0,,Nantes,fr Ligue 1,L 1-3,1,3,-2,69,1,0,0,0,0,0,1,0,38,Match Report
2329,Montpellier,2024-08-18,0,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,42,0,1,1,0,0,1,0,0,46,Match Report
2330,Como,2025-04-05,0,@,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,0,0,0,0,35,Match Report
2331,Como,2025-03-08,0,,Venezia,it Serie A,D 1-1,1,1,0,55,1,0,0,0,0,0,1,0,41,Match Report
2332,Como,2025-01-10,0,@,Lazio,it Serie A,D 1-1,1,1,0,63,1,0,0,0,0,0,0,0,49,Match Report
2333,Como,2024-12-08,0,@,Venezia,it Serie A,D 2-2,2,2,0,65,1,0,0,0,0,0,0,0,45,Match Report
2334,Como,2024-11-30,0,,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,0,0,1,0,38,Match Report
2335,Como,2024-11-24,0,,Fiorentina,it Serie A,L 0-2,0,2,-2,57,0,0,0,0,0,0,0,0,43,Match Report
2336,Como,2024-10-04,0,@,Napoli,it Serie A,L 1-3,1,3,-2,59,1,0,0,0,0,0,1,0,44,Match Report
2337,Como,2024-09-24,0,@,Atalanta,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,0,0,1,0,46,Match Report
2338,Villarreal,2025-03-08,0,@,Alavés,es La Liga,L 0-1,0,1,-1,68,0,0,0,0,0,0,0,0,38,Match Report
2339,Villarreal,2025-02-22,0,@,Rayo Vallecano,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,0,0,0,0,40,Match Report
2340,Villarreal,2025-01-25,0,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,41,0,1,1,0,0,1,0,0,33,Match Report
2341,Villarreal,2024-12-18,0,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,45,1,0,0,0,0,0,0,0,45,Match Report
2342,Villarreal,2024-10-26,0,@,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,0,0,1,0,32,Match Report
2343,Mallorca,2025-03-02,0,,Alavés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,0,0,0,0,34,Match Report
2344,Mallorca,2025-02-24,0,@,Sevilla,es La Liga,D 1-1,1,1,0,47,1,0,0,0,0,0,0,0,41,Match Report
2345,Mallorca,2025-02-01,0,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,47,0,0,0,0,0,0,0,0,31,Match Report
2346,Mallorca,2024-11-23,0,@,Las Palmas,es La Liga,W 3-2,3,2,+1,39,3,0,0,0,0,0,1,0,33,Match Report
2347,Mallorca,2024-10-05,0,@,Espanyol,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,0,0,0,0,39,Match Report
2348,Mallorca,2024-08-31,0,@,Leganés,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,0,0,0,0,33,Match Report
2349,Mallorca,2024-08-24,0,@,Osasuna,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,40,Match Report
2350,Mallorca,2024-08-18,0,,Real Madrid,es La Liga,D 1-1,1,1,0,34,1,0,0,0,0,0,0,0,42,Match Report
2351,Holstein Kiel,2025-02-09,0,,Bochum,de Bundesliga,D 2-2,2,2,0,48,1,1,1,0,0,0,0,0,39,Match Report
2352,Holstein Kiel,2025-02-01,0,@,Bayern Munich,de Bundesliga,L 3-4,3,4,-1,29,3,0,0,0,0,0,0,0,35,Match Report
2353,Holstein Kiel,2025-01-18,0,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,0,0,0,0,33,Match Report
2354,Holstein Kiel,2025-01-14,0,,Dortmund,de Bundesliga,W 4-2,4,2,+2,25,4,0,0,0,0,0,0,0,34,Match Report
2355,Holstein Kiel,2024-11-29,0,@,St. Pauli,de Bundesliga,L 1-3,1,3,-2,51,1,0,1,1,0,1,0,0,48,Match Report
2356,Holstein Kiel,2024-09-14,0,,Bayern Munich,de Bundesliga,L 1-6,1,6,-5,30,1,0,0,0,0,0,1,1,35,Match Report
2357,Athletic Club,2025-03-01,0,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,49,Match Report
2358,Athletic Club,2025-02-08,0,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,0,1,0,0,47,Match Report
2359,Athletic Club,2025-01-26,0,,Leganés,es La Liga,D 0-0,0,0,0,68,0,0,0,0,0,0,0,0,46,Match Report
2360,Athletic Club,2025-01-19,0,@,Celta Vigo,es La Liga,W 2-1,2,1,+1,41,2,0,0,0,0,0,0,0,66,Match Report
2361,Athletic Club,2024-12-21,0,@,Osasuna,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,0,0,0,0,41,Match Report
2362,Athletic Club,2024-12-01,0,@,Rayo Vallecano,es La Liga,W 2-1,2,1,+1,52,2,0,0,0,0,0,0,0,54,Match Report
2363,Athletic Club,2024-10-19,0,,Espanyol,es La Liga,W 4-1,4,1,+3,56,4,0,0,0,0,0,0,0,42,Match Report
2364,Athletic Club,2024-10-06,0,@,Girona,es La Liga,L 1-2,1,2,-1,34,1,0,2,2,0,2,1,0,37,Match Report
2365,Gladbach,2025-04-06,0,@,St. Pauli,de Bundesliga,D 1-1,1,1,0,37,1,0,0,0,0,0,0,0,35,Match Report
2366,Gladbach,2025-02-22,0,,Augsburg,de Bundesliga,L 0-3,0,3,-3,49,0,0,0,0,0,0,0,0,37,Match Report
2367,Gladbach,2025-02-15,0,@,Union Berlin,de Bundesliga,W 2-1,2,1,+1,48,2,0,0,0,0,0,1,0,34,Match Report
2368,Gladbach,2025-01-25,0,,Bochum,de Bundesliga,W 3-0,3,0,+3,57,3,0,1,1,0,1,0,0,37,Match Report
2369,Gladbach,2025-01-14,0,@,Wolfsburg,de Bundesliga,L 1-5,1,5,-4,65,1,0,0,0,0,0,1,0,34,Match Report
2370,Gladbach,2024-11-30,0,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,52,1,0,0,0,0,0,0,0,42,Match Report
2371,Gladbach,2024-10-25,0,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,0,0,0,1,44,Match Report
2372,Gladbach,2024-10-19,0,,Heidenheim,de Bundesliga,W 3-2,3,2,+1,66,2,1,1,0,0,1,1,0,30,Match Report
2373,Southampton,2025-02-25,0,@,Chelsea,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,0,0,0,0,36,Match Report
2374,Southampton,2025-02-15,0,,Bournemouth,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,0,0,0,0,48,Match Report
2375,Southampton,2025-01-19,0,@,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,55,2,0,0,0,0,0,0,0,40,Match Report
2376,Southampton,2025-01-16,0,@,Manchester Utd,eng Premier League,L 1-3,1,3,-2,40,0,0,0,0,0,0,0,0,47,Match Report
2377,Southampton,2024-12-26,0,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,45,Match Report
2378,Southampton,2024-11-24,0,,Liverpool,eng Premier League,L 2-3,2,3,-1,38,2,0,1,1,0,1,1,0,32,Match Report
2379,Southampton,2024-11-09,0,@,Wolves,eng Premier League,L 0-2,0,2,-2,71,0,0,0,0,0,0,0,0,39,Match Report
2380,Southampton,2024-10-05,0,@,Arsenal,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,0,0,0,0,26,Match Report
2381,Southampton,2024-09-14,0,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,44,0,0,1,1,0,1,0,0,32,Match Report
2382,Southampton,2024-08-24,0,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,0,0,0,0,39,Match Report
2383,Tottenham,2025-03-09,0,,Bournemouth,eng Premier League,D 2-2,2,2,0,61,1,1,1,0,0,1,0,0,42,Match Report
2384,Tottenham,2025-02-26,0,,Manchester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,44,Match Report
2385,Tottenham,2025-02-16,0,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,0,0,0,0,44,Match Report
2386,Tottenham,2024-12-15,0,@,Southampton,eng Premier League,W 5-0,5,0,+5,58,5,0,0,0,0,0,0,0,43,Match Report
2387,Tottenham,2024-11-10,0,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,66,1,0,0,0,0,0,0,0,48,Match Report
2388,Tottenham,2024-11-03,0,,Aston Villa,eng Premier League,W 4-1,4,1,+3,51,4,0,0,0,0,0,0,0,51,Match Report
2389,Tottenham,2024-08-24,0,,Everton,eng Premier League,W 4-0,4,0,+4,70,4,0,0,0,0,0,0,0,43,Match Report
2390,Toulouse,2025-02-02,0,,Nice,fr Ligue 1,D 1-1,1,1,0,54,1,0,0,0,0,0,1,0,42,Match Report
2391,Toulouse,2025-01-05,0,@,Lens,fr Ligue 1,W 1-0,1,0,+1,34,0,1,1,0,0,1,0,0,50,Match Report
2392,Toulouse,2024-12-13,0,,Saint-Étienne,fr Ligue 1,W 2-1,2,1,+1,39,2,0,0,0,0,0,0,0,48,Match Report
2393,Toulouse,2024-11-22,0,@,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,28,0,0,0,0,0,0,0,0,46,Match Report
2394,Toulouse,2024-11-03,0,,Reims,fr Ligue 1,W 1-0,1,0,+1,51,1,0,0,0,0,0,0,0,43,Match Report
2395,Toulouse,2024-10-20,0,,Angers,fr Ligue 1,D 1-1,1,1,0,65,1,0,0,0,0,0,1,0,55,Match Report
2396,Toulouse,2024-09-22,0,@,Brest,fr Ligue 1,L 0-2,0,2,-2,57,0,0,1,1,0,1,0,0,50,Match Report
2397,Toulouse,2024-09-15,0,,Le Havre,fr Ligue 1,W 2-0,2,0,+2,54,2,0,0,0,0,0,0,0,58,Match Report
2398,Toulouse,2024-08-31,0,,Marseille,fr Ligue 1,L 1-3,1,3,-2,24,1,0,0,0,0,0,0,1,36,Match Report
2399,Toulouse,2024-08-18,0,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,0,0,0,0,40,Match Report
2400,Fiorentina,2025-01-19,0,,Torino,it Serie A,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,34,Match Report
2401,Fiorentina,2024-09-22,0,,Lazio,it Serie A,W 2-1,2,1,+1,46,0,2,2,0,0,2,0,0,30,Match Report
2402,Crystal Palace,2025-03-08,0,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,0,0,0,0,46,Match Report
2403,Crystal Palace,2025-01-18,0,@,West Ham,eng Premier League,W 2-0,2,0,+2,47,1,1,1,0,0,1,0,0,37,Match Report
2404,Crystal Palace,2024-09-28,0,@,Everton,eng Premier League,L 1-2,1,2,-1,59,1,0,0,0,0,0,0,0,51,Match Report
2405,Bournemouth,2025-04-02,0,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,63,1,0,0,0,0,0,0,0,56,Match Report
2406,Bournemouth,2025-02-15,0,@,Southampton,eng Premier League,W 3-1,3,1,+2,56,3,0,0,0,0,0,0,0,42,Match Report
2407,Bournemouth,2025-01-18,0,@,Newcastle Utd,eng Premier League,W 4-1,4,1,+3,44,4,0,0,0,0,0,0,0,45,Match Report
2408,Bournemouth,2024-12-29,0,@,Fulham,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,0,0,0,0,50,Match Report
2409,Bournemouth,2024-12-08,0,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,56,2,0,0,0,0,0,0,0,64,Match Report
2410,Bournemouth,2024-08-25,0,,Newcastle Utd,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,60,Match Report
2411,Wolfsburg,2025-04-06,0,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,17,Match Report
2412,Wolfsburg,2025-01-18,0,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,29,2,0,0,0,0,0,0,0,34,Match Report
2413,Wolfsburg,2024-12-22,0,,Dortmund,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,0,0,0,0,50,Match Report
2414,Wolfsburg,2024-12-08,0,,Mainz 05,de Bundesliga,W 4-3,4,3,+1,44,4,0,0,0,0,0,0,0,33,Match Report
2415,Wolfsburg,2024-11-30,0,@,RB Leipzig,de Bundesliga,W 5-1,5,1,+4,37,5,0,0,0,0,0,0,0,39,Match Report
2416,Wolfsburg,2024-11-10,0,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,35,3,0,0,0,0,0,0,0,40,Match Report
2417,Wolfsburg,2024-11-02,0,,Augsburg,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,0,0,0,0,36,Match Report
2418,Wolfsburg,2024-09-14,0,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,0,0,1,0,47,Match Report
2419,Real Madrid,2025-03-01,0,@,Betis,es La Liga,L 1-2,1,2,-1,58,1,0,0,0,0,0,1,0,43,Match Report
2420,Real Madrid,2025-02-23,0,,Girona,es La Liga,W 2-0,2,0,+2,63,2,0,0,0,0,0,0,0,34,Match Report
2421,Real Madrid,2024-09-29,0,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,49,1,0,0,0,0,0,0,0,43,Match Report
2422,Real Madrid,2024-08-29,0,@,Las Palmas,es La Liga,D 1-1,1,1,0,57,0,1,1,0,0,0,0,0,43,Match Report
2423,Real Madrid,2024-08-18,0,@,Mallorca,es La Liga,D 1-1,1,1,0,66,1,0,0,0,0,0,0,0,38,Match Report
2424,St. Pauli,2025-04-06,0,,Gladbach,de Bundesliga,D 1-1,1,1,0,63,1,0,0,0,0,0,0,0,54,Match Report
2425,St. Pauli,2025-02-15,0,,Freiburg,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0,0,1,1,36,Match Report
2426,St. Pauli,2024-11-09,0,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,25,0,0,0,0,0,0,0,0,37,Match Report
2427,St. Pauli,2024-11-02,0,@,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,33,2,0,0,0,0,0,0,0,41,Match Report
2428,Marseille,2025-03-08,0,,Lens,fr Ligue 1,L 0-1,0,1,-1,75,0,0,0,0,0,0,0,0,52,Match Report
2429,Marseille,2025-02-02,0,,Lyon,fr Ligue 1,W 3-2,3,2,+1,63,3,0,0,0,0,0,1,0,43,Match Report
2430,Marseille,2025-01-26,0,@,Nice,fr Ligue 1,L 0-2,0,2,-2,71,0,0,0,0,0,0,0,0,47,Match Report
2431,Marseille,2025-01-11,0,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,64,2,0,0,0,0,0,1,0,44,Match Report
2432,Marseille,2025-01-05,0,,Le Havre,fr Ligue 1,W 5-1,5,1,+4,70,5,0,0,0,0,0,0,0,48,Match Report
2433,Marseille,2024-12-08,0,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,68,2,0,1,1,0,1,0,0,48,Match Report
2434,Marseille,2024-12-01,0,,Monaco,fr Ligue 1,W 2-1,2,1,+1,63,1,1,1,0,0,0,0,0,55,Match Report
2435,Marseille,2024-10-04,0,,Angers,fr Ligue 1,D 1-1,1,1,0,76,1,0,0,0,0,0,0,0,30,Match Report
2436,Marseille,2024-08-31,0,@,Toulouse,fr Ligue 1,W 3-1,3,1,+2,76,2,0,0,0,0,0,0,0,36,Match Report
2437,Marseille,2024-08-17,0,@,Brest,fr Ligue 1,W 5-1,5,1,+4,50,3,2,2,0,0,2,1,0,43,Match Report
2438,Stuttgart,2025-02-15,0,,Wolfsburg,de Bundesliga,L 1-2,1,2,-1,57,1,0,0,0,0,0,1,0,47,Match Report
2439,Stuttgart,2025-01-12,0,@,Augsburg,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,43,Match Report
2440,Stuttgart,2024-12-15,0,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,66,2,1,1,0,0,1,0,0,45,Match Report
2441,Stuttgart,2024-11-01,0,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,36,Match Report
2442,Stuttgart,2024-10-06,0,,Hoffenheim,de Bundesliga,D 1-1,1,1,0,67,1,0,1,1,0,0,0,0,35,Match Report
2443,Stuttgart,2024-08-24,0,@,Freiburg,de Bundesliga,L 1-3,1,3,-2,67,1,0,0,0,0,0,0,0,41,Match Report
2444,Auxerre,2025-03-30,0,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,53,1,0,0,0,0,0,0,0,36,Match Report
2445,Auxerre,2025-03-14,0,@,Nice,fr Ligue 1,D 1-1,1,1,0,49,1,0,0,0,0,0,0,0,42,Match Report
2446,Auxerre,2025-02-09,0,,Toulouse,fr Ligue 1,D 2-2,2,2,0,53,2,0,0,0,0,0,0,0,43,Match Report
2447,Auxerre,2025-01-24,0,,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,37,1,0,0,0,0,0,0,0,50,Match Report
2448,Auxerre,2025-01-10,0,,Lille,fr Ligue 1,D 0-0,0,0,0,30,0,0,0,0,0,0,1,0,46,Match Report
2449,Auxerre,2025-01-05,0,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,0,0,1,0,44,Match Report
2450,Auxerre,2024-12-14,0,,Lens,fr Ligue 1,D 2-2,2,2,0,40,2,0,0,0,0,0,0,0,44,Match Report
2451,Auxerre,2024-11-24,0,,Angers,fr Ligue 1,W 1-0,1,0,+1,48,1,0,0,0,0,0,0,0,56,Match Report
2452,Auxerre,2024-09-01,0,@,Le Havre,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,0,0,1,1,30,Match Report
2453,Le Havre,2025-03-16,0,@,Lyon,fr Ligue 1,L 2-4,2,4,-2,33,1,1,1,0,0,1,1,0,35,Match Report
2454,Le Havre,2025-03-09,0,,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,46,1,0,1,1,0,0,0,0,43,Match Report
2455,Le Havre,2025-02-08,0,@,Lille,fr Ligue 1,W 2-1,2,1,+1,34,2,0,0,0,0,0,0,0,38,Match Report
2456,Le Havre,2025-02-02,0,@,Angers,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,0,0,0,0,31,Match Report
2457,Le Havre,2025-01-26,0,,Brest,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,0,0,0,0,40,Match Report
2458,Le Havre,2025-01-12,0,,Lens,fr Ligue 1,L 1-2,1,2,-1,31,1,0,0,0,0,0,0,0,40,Match Report
2459,Le Havre,2024-12-01,0,,Angers,fr Ligue 1,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,48,Match Report
2460,Le Havre,2024-09-15,0,@,Toulouse,fr Ligue 1,L 0-2,0,2,-2,46,0,0,0,0,0,0,0,0,58,Match Report
2461,Werder Bremen,2024-12-07,0,@,Bochum,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,0,0,0,0,44,Match Report
2462,Werder Bremen,2024-11-30,0,,Stuttgart,de Bundesliga,D 2-2,2,2,0,43,2,0,0,0,0,0,0,0,43,Match Report
2463,Werder Bremen,2024-11-09,0,,Holstein Kiel,de Bundesliga,W 2-1,2,1,+1,60,2,0,0,0,0,0,0,0,45,Match Report
2464,Werder Bremen,2024-10-20,0,@,Wolfsburg,de Bundesliga,W 4-2,4,2,+2,57,4,0,0,0,0,0,0,0,43,Match Report
2465,Werder Bremen,2024-10-05,0,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,35,Match Report
2466,Werder Bremen,2024-09-21,0,,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,31,0,0,0,0,0,0,0,0,38,Match Report
2467,Genoa,2025-03-02,0,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,0,0,0,0,0,0,42,Match Report
2468,Genoa,2025-02-22,0,@,Inter,it Serie A,L 0-1,0,1,-1,38,0,0,0,0,0,0,0,0,49,Match Report
2469,Genoa,2025-02-02,0,@,Fiorentina,it Serie A,L 1-2,1,2,-1,59,1,0,0,0,0,0,0,0,45,Match Report
2470,Genoa,2024-12-21,0,,Napoli,it Serie A,L 1-2,1,2,-1,38,1,0,0,0,0,0,0,0,38,Match Report
2471,Genoa,2024-10-27,0,@,Lazio,it Serie A,L 0-3,0,3,-3,39,0,0,0,0,0,0,0,0,33,Match Report
2472,Genoa,2024-09-28,0,,Juventus,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,0,0,1,0,23,Match Report
2473,Genoa,2024-08-17,0,,Inter,it Serie A,D 2-2,2,2,0,32,2,0,1,1,0,0,0,0,27,Match Report
2474,Angers,2024-10-26,0,,Saint-Étienne,fr Ligue 1,W 4-2,4,2,+2,42,3,1,1,0,0,1,1,0,46,Match Report
2475,Angers,2024-09-22,0,,Nantes,fr Ligue 1,D 1-1,1,1,0,50,0,1,1,0,0,1,0,0,35,Match Report
2476,Angers,2024-09-01,0,,Nice,fr Ligue 1,L 1-4,1,4,-3,54,0,1,1,0,0,1,0,0,51,Match Report
2477,Lazio,2025-03-31,0,,Torino,it Serie A,D 1-1,1,1,0,58,1,0,0,0,0,0,0,0,44,Match Report
2478,Lazio,2025-01-26,0,,Fiorentina,it Serie A,L 1-2,1,2,-1,70,1,0,0,0,0,0,0,0,37,Match Report
2479,Lazio,2025-01-19,0,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,64,3,0,0,0,0,0,0,0,36,Match Report
2480,Lazio,2024-12-28,0,,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,0,0,0,0,40,Match Report
2481,Lazio,2024-12-08,0,@,Napoli,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,0,0,0,0,37,Match Report
2482,Lazio,2024-11-10,0,@,Monza,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,0,0,0,0,40,Match Report
2483,Lazio,2024-11-04,0,,Cagliari,it Serie A,W 2-1,2,1,+1,54,1,1,1,0,0,1,0,0,45,Match Report
2484,Lazio,2024-10-19,0,@,Juventus,it Serie A,L 0-1,0,1,-1,31,0,0,0,0,0,0,0,1,27,Match Report
2485,Lazio,2024-09-16,0,,Hellas Verona,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,28,Match Report
2486,Lazio,2024-08-18,0,,Venezia,it Serie A,W 3-1,3,1,+2,67,1,1,1,0,0,1,0,0,36,Match Report
2487,Getafe,2025-02-01,0,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,0,0,0,0,30,Match Report
2488,Getafe,2024-12-15,0,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,41,Match Report
2489,Getafe,2024-09-22,0,,Leganés,es La Liga,D 1-1,1,1,0,59,0,1,1,0,0,1,0,0,41,Match Report
2490,Getafe,2024-08-24,0,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,48,0,0,0,0,0,0,0,0,36,Match Report
2491,Union Berlin,2025-02-22,0,@,Dortmund,de Bundesliga,L 0-6,0,6,-6,36,0,0,0,0,0,0,0,1,35,Match Report
2492,Union Berlin,2025-01-26,0,@,St. Pauli,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,0,0,0,0,38,Match Report
2493,Union Berlin,2024-12-06,0,@,Stuttgart,de Bundesliga,L 2-3,2,3,-1,36,2,0,0,0,0,0,0,0,41,Match Report
2494,West Ham,2025-04-01,0,@,Wolves,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,37,Match Report
2495,West Ham,2025-03-15,0,@,Everton,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,39,Match Report
2496,West Ham,2024-12-26,0,@,Southampton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,0,0,0,0,40,Match Report
2497,West Ham,2024-11-25,0,@,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,0,0,0,0,46,Match Report
2498,West Ham,2024-08-31,0,,Manchester City,eng Premier League,L 1-3,1,3,-2,33,0,0,0,0,0,0,0,0,29,Match Report
2499,Leganés,2025-03-29,0,@,Real Madrid,es La Liga,L 2-3,2,3,-1,30,2,0,0,0,0,0,1,0,33,Match Report
2500,Leganés,2024-11-02,0,@,Girona,es La Liga,L 3-4,3,4,-1,46,3,0,0,0,0,0,1,1,34,Match Report
2501,Reims,2025-04-06,0,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,0,0,0,0,34,Match Report
2502,Reims,2025-02-09,0,@,Lyon,fr Ligue 1,L 0-4,0,4,-4,33,0,0,0,0,0,0,0,0,46,Match Report
2503,Reims,2025-01-11,0,,Nice,fr Ligue 1,L 2-4,2,4,-2,54,2,0,0,0,0,0,1,0,48,Match Report
2504,Reims,2025-01-04,0,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,47,1,0,0,0,0,0,0,0,42,Match Report
2505,Reims,2024-09-01,0,,Rennes,fr Ligue 1,W 2-1,2,1,+1,53,2,0,0,0,0,0,0,0,44,Match Report
2506,Reims,2024-08-17,0,,Lille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,0,0,0,0,37,Match Report
2507,Liverpool,2025-03-08,0,,Southampton,eng Premier League,W 3-1,3,1,+2,71,1,2,2,0,0,1,0,0,45,Match Report
2508,Liverpool,2025-02-26,0,,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,0,0,0,0,36,Match Report
2509,Liverpool,2025-01-25,0,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,70,4,0,0,0,0,0,0,0,47,Match Report
2510,Liverpool,2025-01-18,0,@,Brentford,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,0,0,0,0,45,Match Report
2511,Liverpool,2025-01-05,0,,Manchester Utd,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,0,0,0,0,41,Match Report
2512,Liverpool,2024-12-29,0,@,West Ham,eng Premier League,W 5-0,5,0,+5,54,5,0,0,0,0,0,0,0,45,Match Report
2513,Liverpool,2024-12-04,0,@,Newcastle Utd,eng Premier League,D 3-3,3,3,0,58,3,0,0,0,0,0,0,0,40,Match Report
2514,Liverpool,2024-10-05,0,@,Crystal Palace,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,0,0,0,0,43,Match Report
2515,Liverpool,2024-09-21,0,,Bournemouth,eng Premier League,W 3-0,3,0,+3,58,3,0,0,0,0,0,0,0,44,Match Report
