Rk,Team,Date,Off,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Off,PKwon,PKcon,OG,Recov,Match Report
2122,Nott'ham Forest,2024-12-07,1,@,Manchester Utd,eng Premier League,W 3-2,3,2,+1,29,3,0,0,0,1,0,0,0,41,Match Report
2123,Nott'ham Forest,2024-11-02,1,,West Ham,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,1,0,0,0,41,Match Report
2124,Nott'ham Forest,2024-10-25,1,@,Leicester City,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,1,0,0,0,46,Match Report
2125,Nott'ham Forest,2024-08-24,1,@,Southampton,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,1,0,0,0,50,Match Report
2126,Nott'ham Forest,2024-08-17,1,,Bournemouth,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,1,0,0,0,49,Match Report
2127,Parma,2025-03-31,1,@,Hellas Verona,it Serie A,D 0-0,0,0,0,58,0,0,0,0,1,0,0,0,37,Match Report
2128,Parma,2025-03-08,1,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,1,0,0,0,21,Match Report
2129,Parma,2025-03-01,1,@,Udinese,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,1,0,1,0,30,Match Report
2130,Parma,2025-02-22,1,,Bologna,it Serie A,W 2-0,2,0,+2,26,1,1,1,0,1,0,0,0,25,Match Report
2131,Parma,2025-02-16,1,,Roma,it Serie A,L 0-1,0,1,-1,29,0,0,0,0,1,0,0,0,41,Match Report
2132,Parma,2025-02-09,1,@,Cagliari,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,1,0,0,1,41,Match Report
2133,Parma,2025-01-31,1,,Lecce,it Serie A,L 1-3,1,3,-2,47,0,1,1,0,1,0,0,0,40,Match Report
2134,Parma,2025-01-05,1,@,Torino,it Serie A,D 0-0,0,0,0,38,0,0,0,0,1,0,0,0,45,Match Report
2135,Parma,2024-12-15,1,,Hellas Verona,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,1,0,0,0,41,Match Report
2136,Parma,2024-11-09,1,@,Venezia,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,1,0,0,0,38,Match Report
2137,Parma,2024-10-27,1,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,1,1,1,1,0,1,34,Match Report
2138,Parma,2024-09-30,1,,Cagliari,it Serie A,L 2-3,2,3,-1,60,1,1,1,0,1,1,0,0,43,Match Report
2139,Parma,2024-09-21,1,@,Lecce,it Serie A,D 2-2,2,2,0,61,2,0,0,0,1,0,0,0,38,Match Report
2140,Parma,2024-08-17,1,,Fiorentina,it Serie A,D 1-1,1,1,0,39,1,0,0,0,1,0,0,0,35,Match Report
2141,Eint Frankfurt,2025-03-29,1,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,1,0,0,0,43,Match Report
2142,Eint Frankfurt,2025-02-23,1,@,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,37,0,0,0,0,1,0,0,0,64,Match Report
2143,Eint Frankfurt,2025-02-16,1,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,51,3,0,1,1,1,0,0,0,42,Match Report
2144,Eint Frankfurt,2025-02-02,1,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,1,0,0,1,47,Match Report
2145,Eint Frankfurt,2025-01-17,1,,Dortmund,de Bundesliga,W 2-0,2,0,+2,33,2,0,0,0,1,0,0,0,49,Match Report
2146,Eint Frankfurt,2024-12-21,1,,Mainz 05,de Bundesliga,L 1-3,1,3,-2,70,1,0,0,0,1,0,0,1,46,Match Report
2147,Eint Frankfurt,2024-12-07,1,,Augsburg,de Bundesliga,D 2-2,2,2,0,66,2,0,0,0,1,0,0,0,54,Match Report
2148,Eint Frankfurt,2024-11-23,1,,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,50,1,0,0,0,1,0,0,0,53,Match Report
2149,Eint Frankfurt,2024-10-27,1,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,52,1,0,0,0,1,0,0,0,37,Match Report
2150,Eint Frankfurt,2024-09-29,1,@,Holstein Kiel,de Bundesliga,W 4-2,4,2,+2,53,4,0,0,0,1,0,1,0,37,Match Report
2151,Eint Frankfurt,2024-08-31,1,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,1,0,0,0,37,Match Report
2152,Eint Frankfurt,2024-08-24,1,@,Dortmund,de Bundesliga,L 0-2,0,2,-2,31,0,0,0,0,1,0,0,0,29,Match Report
2153,Celta Vigo,2025-03-08,1,,Leganés,es La Liga,W 2-1,2,1,+1,56,2,0,0,0,1,0,0,0,45,Match Report
2154,Celta Vigo,2025-02-15,1,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,66,0,1,1,0,1,1,0,0,38,Match Report
2155,Celta Vigo,2024-08-26,1,@,Villarreal,es La Liga,L 3-4,3,4,-1,55,3,0,0,0,1,0,1,1,31,Match Report
2156,Brest,2025-03-30,1,@,Toulouse,fr Ligue 1,W 4-2,4,2,+2,47,4,0,0,0,1,0,0,0,46,Match Report
2157,Brest,2025-03-16,1,,Reims,fr Ligue 1,D 0-0,0,0,0,71,0,0,0,0,1,0,0,0,39,Match Report
2158,Brest,2025-03-09,1,,Angers,fr Ligue 1,W 2-0,2,0,+2,50,2,0,0,0,1,0,0,0,33,Match Report
2159,Brest,2025-02-23,1,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,43,0,0,0,0,1,0,0,0,43,Match Report
2160,Brest,2025-01-26,1,@,Le Havre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,1,0,0,0,39,Match Report
2161,Brest,2025-01-05,1,@,Angers,fr Ligue 1,L 0-2,0,2,-2,61,0,0,0,0,1,0,0,0,44,Match Report
2162,Brest,2024-12-06,1,@,Lille,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,1,0,1,0,49,Match Report
2163,Brest,2024-11-22,1,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,49,2,0,0,0,1,0,0,0,56,Match Report
2164,Brest,2024-11-10,1,@,Montpellier,fr Ligue 1,L 1-3,1,3,-2,67,1,0,0,0,1,0,2,0,34,Match Report
2165,Brest,2024-11-02,1,,Nice,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,1,0,0,0,52,Match Report
2166,Brest,2024-10-26,1,@,Reims,fr Ligue 1,W 2-1,2,1,+1,47,1,1,1,0,1,0,0,0,43,Match Report
2167,Brest,2024-09-27,1,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,61,0,0,0,0,1,0,1,0,41,Match Report
2168,Brest,2024-09-14,1,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,33,0,1,1,0,1,1,0,0,55,Match Report
2169,Brest,2024-08-25,1,@,Lens,fr Ligue 1,L 0-2,0,2,-2,48,0,0,0,0,1,0,0,1,42,Match Report
2170,Betis,2025-03-30,1,,Sevilla,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,1,0,0,0,41,Match Report
2171,Betis,2025-03-16,1,@,Leganés,es La Liga,W 3-2,3,2,+1,64,2,1,1,0,1,1,0,0,40,Match Report
2172,Betis,2025-01-25,1,@,Mallorca,es La Liga,W 1-0,1,0,+1,52,1,0,0,0,1,0,0,0,51,Match Report
2173,Betis,2024-12-01,1,@,Real Sociedad,es La Liga,L 0-2,0,2,-2,59,0,0,0,0,1,0,1,1,43,Match Report
2174,Betis,2024-11-10,1,,Celta Vigo,es La Liga,D 2-2,2,2,0,56,2,0,0,0,1,0,0,0,54,Match Report
2175,Betis,2024-10-06,1,@,Sevilla,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,1,0,1,0,32,Match Report
2176,Betis,2024-09-23,1,,Mallorca,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,1,0,0,0,39,Match Report
2177,Betis,2024-08-25,1,@,Alavés,es La Liga,D 0-0,0,0,0,62,0,0,0,0,1,0,0,0,47,Match Report
2178,Betis,2024-08-15,1,,Girona,es La Liga,D 1-1,1,1,0,39,1,0,0,0,1,0,0,0,43,Match Report
2179,Lens,2025-03-30,1,@,Lille,fr Ligue 1,L 0-1,0,1,-1,55,0,0,0,0,1,0,0,0,44,Match Report
2180,Lens,2025-01-26,1,,Angers,fr Ligue 1,W 1-0,1,0,+1,64,1,0,0,0,1,0,0,0,58,Match Report
2181,Lens,2024-09-28,1,,Nice,fr Ligue 1,D 0-0,0,0,0,56,0,0,0,0,1,0,0,0,54,Match Report
2182,Lens,2024-09-01,1,@,Monaco,fr Ligue 1,D 1-1,1,1,0,38,0,1,1,0,1,0,0,0,53,Match Report
2183,Monaco,2025-04-05,1,@,Brest,fr Ligue 1,L 1-2,1,2,-1,59,0,1,1,0,1,0,0,0,42,Match Report
2184,Monaco,2025-02-28,1,,Reims,fr Ligue 1,W 3-0,3,0,+3,56,3,0,0,0,1,0,0,0,56,Match Report
2185,Monaco,2025-01-25,1,,Rennes,fr Ligue 1,W 3-2,3,2,+1,52,3,0,0,0,1,0,0,0,51,Match Report
2186,Monaco,2024-12-01,1,@,Marseille,fr Ligue 1,L 1-2,1,2,-1,37,1,0,0,0,1,0,1,0,57,Match Report
2187,Monaco,2024-10-27,1,@,Nice,fr Ligue 1,L 1-2,1,2,-1,59,1,0,0,0,1,0,0,0,50,Match Report
2188,Monaco,2024-10-05,1,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,42,2,0,0,0,1,0,0,0,58,Match Report
2189,Monaco,2024-08-24,1,@,Lyon,fr Ligue 1,W 2-0,2,0,+2,60,2,0,0,0,1,0,0,0,51,Match Report
2190,Fulham,2025-03-16,1,,Tottenham,eng Premier League,W 2-0,2,0,+2,57,2,0,0,0,1,0,0,0,50,Match Report
2191,Fulham,2025-03-08,1,@,Brighton,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,1,0,1,0,44,Match Report
2192,Fulham,2025-02-15,1,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,1,0,0,0,45,Match Report
2193,Fulham,2024-12-26,1,@,Chelsea,eng Premier League,W 2-1,2,1,+1,53,2,0,0,0,1,0,0,0,49,Match Report
2194,Fulham,2024-12-22,1,,Southampton,eng Premier League,D 0-0,0,0,0,57,0,0,0,0,1,0,0,0,35,Match Report
2195,Fulham,2024-12-01,1,@,Tottenham,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,1,0,0,0,52,Match Report
2196,Fulham,2024-09-28,1,@,Nott'ham Forest,eng Premier League,W 1-0,1,0,+1,59,0,1,1,0,1,1,0,0,29,Match Report
2197,Fulham,2024-09-21,1,,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,1,0,0,0,38,Match Report
2198,Fulham,2024-08-16,1,@,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,1,0,0,0,53,Match Report
2199,Lecce,2025-03-29,1,,Roma,it Serie A,L 0-1,0,1,-1,45,0,0,0,0,1,0,0,0,41,Match Report
2200,Lecce,2025-01-26,1,,Inter,it Serie A,L 0-4,0,4,-4,49,0,0,0,0,1,0,1,0,39,Match Report
2201,Lecce,2025-01-05,1,,Genoa,it Serie A,D 0-0,0,0,0,63,0,0,0,0,1,0,0,0,41,Match Report
2202,Lecce,2024-12-30,1,@,Como,it Serie A,L 0-2,0,2,-2,44,0,0,0,0,1,0,1,0,47,Match Report
2203,Lecce,2024-12-21,1,,Lazio,it Serie A,L 1-2,1,2,-1,41,1,0,0,0,1,0,1,0,37,Match Report
2204,Lecce,2024-12-01,1,,Juventus,it Serie A,D 1-1,1,1,0,39,1,0,0,0,1,0,0,0,38,Match Report
2205,Lecce,2024-11-25,1,@,Venezia,it Serie A,W 1-0,1,0,+1,39,1,0,0,0,1,0,0,0,48,Match Report
2206,Lecce,2024-11-08,1,,Empoli,it Serie A,D 1-1,1,1,0,58,1,0,0,0,1,0,0,0,45,Match Report
2207,Lecce,2024-08-19,1,,Atalanta,it Serie A,L 0-4,0,4,-4,48,0,0,0,0,1,0,1,0,41,Match Report
2208,Las Palmas,2025-02-28,0,@,Valladolid,es La Liga,D 1-1,1,1,0,36,1,0,0,0,0,0,0,0,31,Match Report
2209,Las Palmas,2025-02-08,0,,Villarreal,es La Liga,L 1-2,1,2,-1,56,1,0,0,0,0,0,0,0,41,Match Report
2210,Las Palmas,2025-01-19,0,@,Real Madrid,es La Liga,L 1-4,1,4,-3,39,1,0,0,0,0,0,1,0,25,Match Report
2211,Las Palmas,2024-12-07,0,,Valladolid,es La Liga,W 2-1,2,1,+1,58,2,0,0,0,0,0,0,0,43,Match Report
2212,Las Palmas,2024-11-03,0,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,0,0,0,0,37,Match Report
2213,Las Palmas,2024-10-26,0,,Girona,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,0,0,0,0,33,Match Report
2214,Las Palmas,2024-10-21,0,@,Valencia,es La Liga,W 3-2,3,2,+1,52,3,0,0,0,0,0,1,0,43,Match Report
2215,Las Palmas,2024-09-15,0,,Athletic Club,es La Liga,L 2-3,2,3,-1,64,2,0,0,0,0,0,0,0,55,Match Report
2216,Las Palmas,2024-09-01,0,@,Alavés,es La Liga,L 0-2,0,2,-2,70,0,0,0,0,0,0,1,0,28,Match Report
2217,Las Palmas,2024-08-25,0,@,Leganés,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,0,0,1,0,34,Match Report
2218,Hoffenheim,2025-03-01,0,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,32,Match Report
2219,Hoffenheim,2025-02-23,0,,Stuttgart,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,0,0,0,0,53,Match Report
2220,Hoffenheim,2025-02-08,0,,Union Berlin,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,0,0,0,0,43,Match Report
2221,Hoffenheim,2024-10-27,0,@,Heidenheim,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,51,Match Report
2222,Hoffenheim,2024-10-06,0,@,Stuttgart,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,0,0,1,0,37,Match Report
2223,Hoffenheim,2024-09-21,0,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,49,1,0,0,0,0,0,0,0,36,Match Report
2224,Osasuna,2025-02-10,0,@,Mallorca,es La Liga,D 1-1,1,1,0,54,1,0,0,0,0,0,1,0,38,Match Report
2225,Osasuna,2024-12-14,0,@,Espanyol,es La Liga,D 0-0,0,0,0,58,0,0,0,0,0,0,0,0,40,Match Report
2226,Osasuna,2024-11-24,0,,Villarreal,es La Liga,D 2-2,2,2,0,41,1,1,1,0,0,1,1,0,46,Match Report
2227,Osasuna,2024-11-02,0,,Valladolid,es La Liga,W 1-0,1,0,+1,49,0,1,1,0,0,1,0,0,49,Match Report
2228,Osasuna,2024-10-27,0,@,Real Sociedad,es La Liga,W 2-0,2,0,+2,26,2,0,0,0,0,0,0,0,37,Match Report
2229,Osasuna,2024-10-05,0,@,Getafe,es La Liga,D 1-1,1,1,0,59,1,0,0,0,0,0,0,0,27,Match Report
2230,Osasuna,2024-09-16,0,@,Rayo Vallecano,es La Liga,L 1-3,1,3,-2,35,1,0,0,0,0,0,0,0,31,Match Report
2231,Udinese,2025-03-30,0,@,Inter,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,0,0,0,0,35,Match Report
2232,Udinese,2025-02-16,0,,Empoli,it Serie A,W 3-0,3,0,+3,56,3,0,0,0,0,0,0,0,45,Match Report
2233,Udinese,2025-01-11,0,,Atalanta,it Serie A,D 0-0,0,0,0,46,0,0,0,0,0,0,0,0,46,Match Report
2234,Udinese,2024-12-14,0,,Napoli,it Serie A,L 1-3,1,3,-2,30,1,0,1,1,0,0,0,1,35,Match Report
2235,Udinese,2024-12-01,0,,Genoa,it Serie A,L 0-2,0,2,-2,46,0,0,0,0,0,0,0,1,40,Match Report
2236,Udinese,2024-11-25,0,@,Empoli,it Serie A,D 1-1,1,1,0,70,1,0,0,0,0,0,0,0,52,Match Report
2237,Udinese,2024-11-10,0,@,Atalanta,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,0,0,0,1,45,Match Report
2238,Udinese,2024-10-30,0,@,Venezia,it Serie A,L 2-3,2,3,-1,43,2,0,0,0,0,0,2,0,44,Match Report
2239,Udinese,2024-10-05,0,,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,0,0,0,0,50,Match Report
2240,Udinese,2024-09-28,0,,Inter,it Serie A,L 2-3,2,3,-1,40,2,0,0,0,0,0,0,0,25,Match Report
2241,Bayern Munich,2025-01-18,0,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,71,3,0,0,0,0,0,0,0,50,Match Report
2242,Bayern Munich,2024-12-14,0,@,Mainz 05,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,0,0,0,0,51,Match Report
2243,Bayern Munich,2024-09-28,0,,Leverkusen,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,0,0,0,0,50,Match Report
2244,Bayern Munich,2024-09-14,0,@,Holstein Kiel,de Bundesliga,W 6-1,6,1,+5,70,4,1,1,0,0,1,0,0,54,Match Report
2245,Augsburg,2025-04-04,0,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,31,1,0,0,0,0,0,0,1,36,Match Report
2246,Augsburg,2025-02-14,0,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,0,0,0,0,38,Match Report
2247,Augsburg,2025-01-25,0,,Heidenheim,de Bundesliga,W 2-1,2,1,+1,60,2,0,0,0,0,0,0,0,39,Match Report
2248,Augsburg,2024-11-22,0,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,20,0,0,0,0,0,0,2,0,39,Match Report
2249,Hellas Verona,2025-04-06,0,@,Torino,it Serie A,D 1-1,1,1,0,39,1,0,0,0,0,0,1,0,26,Match Report
2250,Hellas Verona,2025-02-23,0,,Fiorentina,it Serie A,W 1-0,1,0,+1,43,1,0,0,0,0,0,0,0,28,Match Report
2251,Hellas Verona,2025-02-01,0,@,Monza,it Serie A,W 1-0,1,0,+1,34,0,0,0,0,0,0,0,0,49,Match Report
2252,Hellas Verona,2024-12-20,0,,Milan,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,0,0,0,0,33,Match Report
2253,Hellas Verona,2024-12-08,0,,Empoli,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,0,0,0,0,37,Match Report
2254,Hellas Verona,2024-10-29,0,@,Lecce,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,0,0,0,0,34,Match Report
2255,Hellas Verona,2024-09-20,0,,Torino,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,0,0,1,0,35,Match Report
2256,Torino,2025-04-06,0,,Hellas Verona,it Serie A,D 1-1,1,1,0,61,1,0,1,1,0,0,0,0,27,Match Report
2257,Torino,2025-03-08,0,@,Parma,it Serie A,D 2-2,2,2,0,47,2,0,0,0,0,0,0,0,24,Match Report
2258,Torino,2025-02-01,0,@,Atalanta,it Serie A,D 1-1,1,1,0,35,1,0,0,0,0,0,1,0,49,Match Report
2259,Torino,2024-12-29,0,@,Udinese,it Serie A,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,29,Match Report
2260,Torino,2024-12-07,0,@,Genoa,it Serie A,D 0-0,0,0,0,48,0,0,0,0,0,0,0,0,49,Match Report
2261,Torino,2024-10-31,0,@,Roma,it Serie A,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,28,Match Report
2262,Torino,2024-09-29,0,,Lazio,it Serie A,L 2-3,2,3,-1,57,2,0,0,0,0,0,0,0,39,Match Report
2263,Nice,2025-03-29,0,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,42,1,0,0,0,0,0,1,0,44,Match Report
2264,Nice,2025-03-09,0,,Lyon,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,0,0,0,0,50,Match Report
2265,Nice,2025-02-08,0,,Lens,fr Ligue 1,W 2-0,2,0,+2,60,1,1,1,0,0,1,0,0,50,Match Report
2266,Nice,2025-02-02,0,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,46,0,1,1,0,0,1,0,0,41,Match Report
2267,Nice,2025-01-17,0,@,Lille,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,0,0,0,0,53,Match Report
2268,Nice,2024-12-15,0,@,Montpellier,fr Ligue 1,D 2-2,2,2,0,48,2,0,0,0,0,0,0,0,44,Match Report
2269,Nice,2024-12-07,0,,Le Havre,fr Ligue 1,W 2-1,2,1,+1,51,1,1,1,0,0,0,0,0,46,Match Report
2270,Nice,2024-11-24,0,,Strasbourg,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,0,0,0,0,63,Match Report
2271,Nice,2024-09-01,0,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,0,0,1,0,40,Match Report
2272,Valladolid,2025-03-08,0,@,Valencia,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,0,0,0,0,33,Match Report
2273,Valladolid,2025-01-17,0,@,Espanyol,es La Liga,L 1-2,1,2,-1,64,1,0,0,0,0,0,0,0,42,Match Report
2274,Valladolid,2024-09-21,0,,Real Sociedad,es La Liga,D 0-0,0,0,0,36,0,0,0,0,0,0,0,0,34,Match Report
2275,Valladolid,2024-08-28,0,,Leganés,es La Liga,D 0-0,0,0,0,58,0,0,0,0,0,0,0,0,35,Match Report
2276,Valladolid,2024-08-25,0,@,Real Madrid,es La Liga,L 0-3,0,3,-3,37,0,0,0,0,0,0,0,0,36,Match Report
2277,Arsenal,2025-01-25,0,@,Wolves,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,0,0,0,0,42,Match Report
2278,Arsenal,2024-12-21,0,@,Crystal Palace,eng Premier League,W 5-1,5,1,+4,58,5,0,0,0,0,0,0,0,33,Match Report
2279,Arsenal,2024-11-02,0,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,0,0,0,0,43,Match Report
2280,Arsenal,2024-09-28,0,,Leicester City,eng Premier League,W 4-2,4,2,+2,74,3,0,0,0,0,0,0,0,42,Match Report
2281,Arsenal,2024-08-17,0,,Wolves,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,0,0,0,0,30,Match Report
2282,Heidenheim,2025-02-23,0,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,26,1,1,1,0,0,1,1,0,26,Match Report
2283,Heidenheim,2025-01-11,0,,Union Berlin,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,0,0,0,0,54,Match Report
2284,Heidenheim,2024-12-22,0,@,Bochum,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,0,0,0,0,38,Match Report
2285,Heidenheim,2024-12-07,0,@,Bayern Munich,de Bundesliga,L 2-4,2,4,-2,18,2,0,0,0,0,0,0,0,41,Match Report
2286,Heidenheim,2024-11-02,0,@,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,37,Match Report
2287,Heidenheim,2024-10-27,0,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,50,Match Report
2288,Heidenheim,2024-08-25,0,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,40,2,0,0,0,0,0,0,0,47,Match Report
2289,Manchester Utd,2025-03-09,0,,Arsenal,eng Premier League,D 1-1,1,1,0,32,1,0,0,0,0,0,0,0,34,Match Report
2290,Manchester Utd,2025-02-26,0,,Ipswich Town,eng Premier League,W 3-2,3,2,+1,45,2,0,0,0,0,0,0,0,43,Match Report
2291,Manchester Utd,2025-02-22,0,@,Everton,eng Premier League,D 2-2,2,2,0,62,2,0,0,0,0,0,0,0,46,Match Report
2292,Manchester Utd,2025-02-02,0,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,66,0,0,0,0,0,0,0,0,51,Match Report
2293,Manchester Utd,2024-12-22,0,,Bournemouth,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,0,0,1,0,53,Match Report
2294,Manchester Utd,2024-12-07,0,,Nott'ham Forest,eng Premier League,L 2-3,2,3,-1,71,2,0,0,0,0,0,0,0,47,Match Report
2295,Manchester Utd,2024-09-21,0,@,Crystal Palace,eng Premier League,D 0-0,0,0,0,67,0,0,0,0,0,0,0,0,44,Match Report
2296,Manchester Utd,2024-09-14,0,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,0,0,1,0,45,Match Report
2297,Manchester Utd,2024-09-01,0,,Liverpool,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,0,0,0,0,51,Match Report
2298,Bologna,2025-04-07,0,,Napoli,it Serie A,D 1-1,1,1,0,61,1,0,0,0,0,0,0,0,44,Match Report
2299,Bologna,2025-03-29,0,@,Venezia,it Serie A,W 1-0,1,0,+1,59,1,0,0,0,0,0,0,0,44,Match Report
2300,Bologna,2025-03-16,0,,Lazio,it Serie A,W 5-0,5,0,+5,51,5,0,0,0,0,0,0,0,37,Match Report
2301,Bologna,2025-01-25,0,@,Empoli,it Serie A,D 1-1,1,1,0,63,1,0,0,0,0,0,0,0,40,Match Report
2302,Bologna,2025-01-18,0,,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,0,0,0,0,47,Match Report
2303,Bologna,2024-12-07,0,@,Juventus,it Serie A,D 2-2,2,2,0,46,2,0,0,0,0,0,0,0,42,Match Report
2304,Bologna,2024-11-24,0,@,Lazio,it Serie A,L 0-3,0,3,-3,30,0,0,0,0,0,0,0,0,31,Match Report
2305,Bologna,2024-11-10,0,@,Roma,it Serie A,W 3-2,3,2,+1,46,3,0,0,0,0,0,0,0,36,Match Report
2306,Barcelona,2025-03-16,0,@,Atlético Madrid,es La Liga,W 4-2,4,2,+2,65,4,0,0,0,0,0,0,0,45,Match Report
2307,Barcelona,2025-03-02,0,,Real Sociedad,es La Liga,W 4-0,4,0,+4,76,4,0,0,0,0,0,0,0,40,Match Report
2308,Barcelona,2025-01-26,0,,Valencia,es La Liga,W 7-1,7,1,+6,71,6,0,0,0,0,0,0,0,48,Match Report
2309,Barcelona,2024-12-03,0,@,Mallorca,es La Liga,W 5-1,5,1,+4,59,4,1,1,0,0,1,0,0,46,Match Report
2310,Barcelona,2024-09-28,0,@,Osasuna,es La Liga,L 2-4,2,4,-2,73,2,0,0,0,0,0,1,0,45,Match Report
2311,Barcelona,2024-09-22,0,@,Villarreal,es La Liga,W 5-1,5,1,+4,63,5,0,1,1,0,1,0,0,29,Match Report
2312,Barcelona,2024-09-15,0,@,Girona,es La Liga,W 4-1,4,1,+3,55,4,0,0,0,0,0,0,0,36,Match Report
2313,Monza,2025-03-08,0,@,Inter,it Serie A,L 2-3,2,3,-1,31,2,0,0,0,0,0,0,1,21,Match Report
2314,Monza,2025-02-24,0,@,Roma,it Serie A,L 0-4,0,4,-4,35,0,0,0,0,0,0,0,0,31,Match Report
2315,Monza,2025-02-01,0,,Hellas Verona,it Serie A,L 0-1,0,1,-1,66,0,0,0,0,0,0,0,1,41,Match Report
2316,Monza,2025-01-13,0,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,0,0,1,0,43,Match Report
2317,Monza,2024-12-22,0,,Juventus,it Serie A,L 1-2,1,2,-1,45,1,0,0,0,0,0,0,0,51,Match Report
2318,Monza,2024-11-30,0,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,0,0,0,0,34,Match Report
2319,Monza,2024-11-24,0,@,Torino,it Serie A,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,39,Match Report
