Rk,Team,Date,Cmp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Match Report
2423,Montpellier,2024-12-01,261,,Lille,fr Ligue 1,D 2-2,2,2,0,42,2,0,0,0,261,356,73.3,10,17,5,2,16,5209,1903,95,117,81.2,112,129,86.8,44,89,49.4,Match Report
2424,Athletic Club,2024-11-24,261,,Real Sociedad,es La Liga,W 1-0,1,0,+1,41,1,0,0,0,261,367,71.1,10,30,6,2,41,5042,2012,100,122,82.0,128,149,85.9,32,73,43.8,Match Report
2425,Athletic Club,2024-10-06,261,@,Girona,es La Liga,L 1-2,1,2,-1,34,1,0,2,2,261,332,78.6,8,19,5,1,20,4703,2043,122,139,87.8,107,131,81.7,28,51,54.9,Match Report
2426,Auxerre,2024-10-27,261,@,Lyon,fr Ligue 1,D 2-2,2,2,0,38,2,0,0,0,261,359,72.7,14,22,9,6,25,5232,2361,115,140,82.1,95,125,76.0,45,75,60.0,Match Report
2427,Brentford,2025-03-15,261,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,261,386,67.6,7,27,8,0,34,4701,2380,117,157,74.5,91,118,77.1,36,75,48.0,Match Report
2428,Hoffenheim,2025-04-05,260,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,260,335,77.6,6,18,6,2,19,4548,2109,132,146,90.4,74,94,78.7,38,65,58.5,Match Report
2429,Osasuna,2024-09-21,260,,Las Palmas,es La Liga,W 2-1,2,1,+1,40,1,1,1,0,260,363,71.6,10,24,5,3,39,4780,2048,107,129,82.9,130,160,81.3,20,59,33.9,Match Report
2430,Heidenheim,2025-02-01,260,,Dortmund,de Bundesliga,L 1-2,1,2,-1,37,1,0,0,0,260,375,69.3,8,19,2,0,19,4832,2122,114,133,85.7,102,135,75.6,37,75,49.3,Match Report
2431,Monza,2025-03-08,260,@,Inter,it Serie A,L 2-3,2,3,-1,31,2,0,0,0,260,316,82.3,7,15,2,0,16,5220,1937,87,103,84.5,139,151,92.1,33,60,55.0,Match Report
2432,Monza,2025-01-27,260,@,Genoa,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,260,366,71.0,4,15,2,1,21,4986,1627,93,107,86.9,120,140,85.7,35,83,42.2,Match Report
2433,Mallorca,2024-12-03,260,,Barcelona,es La Liga,L 1-5,1,5,-4,41,1,0,0,0,260,370,70.3,3,18,2,1,26,4784,1878,120,139,86.3,93,124,75.0,39,74,52.7,Match Report
2434,Marseille,2024-10-27,260,,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,26,0,0,0,0,260,333,78.1,3,10,3,0,12,4565,2070,127,146,87.0,94,112,83.9,31,56,55.4,Match Report
2435,Le Havre,2024-10-20,260,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,260,344,75.6,3,25,6,3,30,4984,1817,114,132,86.4,103,124,83.1,37,68,54.4,Match Report
2436,Union Berlin,2025-02-22,260,@,Dortmund,de Bundesliga,L 0-6,0,6,-6,36,0,0,0,0,260,355,73.2,4,12,7,2,22,5056,1958,100,124,80.6,127,156,81.4,29,61,47.5,Match Report
2437,Leganés,2025-01-18,260,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,260,336,77.4,5,19,5,0,18,4694,1714,125,133,94.0,95,110,86.4,35,77,45.5,Match Report
2438,Rayo Vallecano,2024-12-14,260,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,260,348,74.7,11,25,5,1,33,4952,2088,112,138,81.2,114,134,85.1,34,66,51.5,Match Report
2439,Strasbourg,2024-10-06,260,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,260,343,75.8,5,17,2,0,13,4952,2100,104,117,88.9,122,138,88.4,31,68,45.6,Match Report
2440,Hellas Verona,2025-01-19,259,,Lazio,it Serie A,L 0-3,0,3,-3,36,0,0,0,0,259,351,73.8,10,27,11,5,27,4656,1782,110,135,81.5,113,132,85.6,26,55,47.3,Match Report
2441,Heidenheim,2025-03-16,259,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,259,357,72.5,9,22,6,3,21,5153,2162,97,115,84.3,114,141,80.9,39,73,53.4,Match Report
2442,Montpellier,2024-10-20,259,,Marseille,fr Ligue 1,L 0-5,0,5,-5,35,0,0,0,0,259,326,79.4,9,24,3,2,19,4874,2051,106,126,84.1,117,132,88.6,33,54,61.1,Match Report
2443,Getafe,2025-03-09,259,,Atlético Madrid,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,259,355,73.0,6,33,5,0,32,5316,2314,95,119,79.8,124,145,85.5,39,79,49.4,Match Report
2444,Alavés,2024-12-08,259,@,Osasuna,es La Liga,D 2-2,2,2,0,40,2,0,0,0,259,366,70.8,4,18,3,1,20,4932,2448,111,136,81.6,109,141,77.3,33,69,47.8,Match Report
2445,Hellas Verona,2024-09-01,258,@,Genoa,it Serie A,W 2-0,2,0,+2,42,1,1,1,0,258,362,71.3,7,19,6,2,24,4450,1881,134,157,85.4,89,118,75.4,26,69,37.7,Match Report
2446,Fiorentina,2024-10-06,258,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,258,339,76.1,7,19,4,1,20,4787,1810,111,125,88.8,120,145,82.8,24,54,44.4,Match Report
2447,Marseille,2024-09-22,258,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,258,336,76.8,7,10,2,1,12,4482,1784,119,132,90.2,112,136,82.4,21,49,42.9,Match Report
2448,Genoa,2024-12-28,258,@,Empoli,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,258,367,70.3,9,15,6,1,26,5108,2418,104,131,79.4,110,148,74.3,40,67,59.7,Match Report
2449,Leicester City,2025-02-15,258,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,258,362,71.3,4,20,7,4,18,4597,1659,109,134,81.3,121,148,81.8,24,66,36.4,Match Report
2450,Empoli,2024-12-22,258,@,Atalanta,it Serie A,L 2-3,2,3,-1,35,1,1,1,0,258,343,75.2,5,25,5,1,27,4707,2096,104,123,84.6,124,143,86.7,24,57,42.1,Match Report
2451,Nott'ham Forest,2024-11-30,258,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,45,0,1,1,0,258,354,72.9,9,19,4,2,26,4206,1555,131,159,82.4,95,121,78.5,20,50,40.0,Match Report
2452,Monza,2025-01-13,257,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,257,332,77.4,5,18,4,1,16,4800,1884,112,130,86.2,100,116,86.2,37,65,56.9,Match Report
2453,Holstein Kiel,2025-02-01,257,@,Bayern Munich,de Bundesliga,L 3-4,3,4,-1,29,3,0,0,0,257,318,80.8,9,8,5,0,11,4971,2080,96,105,91.4,115,127,90.6,35,65,53.8,Match Report
2454,Getafe,2024-09-01,257,,Real Sociedad,es La Liga,D 0-0,0,0,0,53,0,0,0,0,257,398,64.6,12,38,3,0,32,4893,2118,114,155,73.5,98,135,72.6,36,81,44.4,Match Report
2455,West Ham,2025-02-22,257,@,Arsenal,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,257,334,76.9,5,14,3,2,13,4933,1828,112,130,86.2,114,128,89.1,30,68,44.1,Match Report
2456,Empoli,2024-09-29,257,,Fiorentina,it Serie A,D 0-0,0,0,0,38,0,0,0,0,257,350,73.4,8,17,2,0,19,4801,2019,104,123,84.6,129,161,80.1,23,51,45.1,Match Report
2457,Athletic Club,2024-08-24,256,@,Barcelona,es La Liga,L 1-2,1,2,-1,36,0,1,1,0,256,336,76.2,5,19,5,1,25,4659,1910,127,145,87.6,90,104,86.5,35,73,47.9,Match Report
2458,Werder Bremen,2025-04-05,256,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,38,2,0,0,0,256,377,67.9,7,18,3,0,28,4833,2089,115,138,83.3,100,136,73.5,37,78,47.4,Match Report
2459,Genoa,2025-01-27,256,,Monza,it Serie A,W 2-0,2,0,+2,50,2,0,1,1,256,368,69.6,13,18,3,2,32,4626,2048,111,140,79.3,100,130,76.9,34,67,50.7,Match Report
2460,Reims,2024-12-14,256,,Monaco,fr Ligue 1,D 0-0,0,0,0,36,0,0,0,0,256,370,69.2,6,20,7,3,35,4875,2281,117,152,77.0,98,125,78.4,38,81,46.9,Match Report
2461,Leicester City,2024-12-26,256,@,Liverpool,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,256,338,75.7,3,9,3,3,11,4716,2017,116,132,87.9,107,126,84.9,29,62,46.8,Match Report
2462,Everton,2025-02-22,256,,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,256,355,72.1,7,21,11,5,27,5178,2136,99,126,78.6,109,125,87.2,42,81,51.9,Match Report
2463,Nantes,2025-03-15,256,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,256,329,77.8,7,14,6,3,19,4984,1919,96,110,87.3,116,127,91.3,39,78,50.0,Match Report
2464,Betis,2024-12-07,256,,Barcelona,es La Liga,D 2-2,2,2,0,38,1,1,1,0,256,351,72.9,9,18,7,4,29,4885,1882,114,133,85.7,91,117,77.8,42,77,54.5,Match Report
2465,Holstein Kiel,2025-02-22,255,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,38,0,0,0,0,255,364,70.1,4,18,2,0,20,4740,2074,110,137,80.3,118,151,78.1,25,64,39.1,Match Report
2466,Athletic Club,2025-03-16,255,@,Sevilla,es La Liga,W 1-0,1,0,+1,39,1,0,1,1,255,362,70.4,5,14,2,0,21,4768,1733,99,129,76.7,124,142,87.3,27,70,38.6,Match Report
2467,Le Havre,2025-03-16,255,@,Lyon,fr Ligue 1,L 2-4,2,4,-2,33,1,1,1,0,255,324,78.7,12,14,6,1,22,4565,1724,113,130,86.9,106,122,86.9,30,51,58.8,Match Report
2468,Angers,2024-11-01,255,@,Monaco,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,255,353,72.2,8,15,4,1,18,4064,1906,139,158,88.0,90,127,70.9,18,46,39.1,Match Report
2469,Leganés,2025-03-16,255,,Betis,es La Liga,L 2-3,2,3,-1,36,2,0,0,0,255,337,75.7,9,20,5,4,22,4658,1806,106,121,87.6,106,125,84.8,32,71,45.1,Match Report
2470,Empoli,2024-11-08,255,@,Lecce,it Serie A,D 1-1,1,1,0,42,1,0,0,0,255,358,71.2,8,18,3,2,24,4188,1662,123,140,87.9,109,138,79.0,15,62,24.2,Match Report
2471,Lille,2024-10-26,255,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,255,351,72.6,6,20,6,1,21,4552,1754,119,142,83.8,105,133,78.9,26,62,41.9,Match Report
2472,Monza,2024-10-06,254,,Roma,it Serie A,D 1-1,1,1,0,35,1,0,0,0,254,343,74.1,0,17,5,2,22,5319,2279,89,110,80.9,120,150,80.0,41,66,62.1,Match Report
2473,Angers,2025-01-26,254,@,Lens,fr Ligue 1,L 0-1,0,1,-1,36,0,0,0,0,254,364,69.8,1,9,2,0,16,4103,1742,127,157,80.9,102,127,80.3,16,46,34.8,Match Report
2474,Union Berlin,2025-04-06,254,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,254,373,68.1,8,23,9,4,28,4465,2058,124,151,82.1,91,122,74.6,28,68,41.2,Match Report
2475,Aston Villa,2025-03-08,254,@,Brentford,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,254,346,73.4,7,19,6,1,22,4505,1786,120,139,86.3,100,122,82.0,26,59,44.1,Match Report
2476,Alavés,2024-11-01,254,,Mallorca,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,254,372,68.3,8,27,5,1,29,4769,1868,110,142,77.5,113,142,79.6,28,76,36.8,Match Report
2477,Alavés,2024-08-28,254,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,47,1,1,1,0,254,352,72.2,10,19,8,4,33,4908,1754,100,122,82.0,114,140,81.4,37,72,51.4,Match Report
2478,Ipswich Town,2025-01-25,254,@,Liverpool,eng Premier League,L 1-4,1,4,-3,30,1,0,0,0,254,337,75.4,2,8,1,1,9,4492,1908,135,157,86.0,96,108,88.9,22,53,41.5,Match Report
2479,Leverkusen,2024-09-28,254,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,254,342,74.3,3,15,0,0,14,4618,1897,112,132,84.8,86,105,81.9,37,73,50.7,Match Report
2480,Holstein Kiel,2024-11-02,253,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,253,364,69.5,9,17,5,1,21,4844,2043,102,126,81.0,120,149,80.5,28,73,38.4,Match Report
2481,Athletic Club,2024-09-15,253,@,Las Palmas,es La Liga,W 3-2,3,2,+1,36,3,0,0,0,253,372,68.0,8,22,2,2,31,4542,1904,117,158,74.1,104,131,79.4,27,61,44.3,Match Report
2482,Getafe,2024-12-09,253,,Espanyol,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,253,360,70.3,9,30,5,3,31,4910,2429,117,137,85.4,100,131,76.3,36,82,43.9,Match Report
2483,Union Berlin,2025-02-08,253,@,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,253,354,71.5,17,19,10,3,36,5078,2364,93,116,80.2,109,137,79.6,40,73,54.8,Match Report
2484,Union Berlin,2024-12-06,253,@,Stuttgart,de Bundesliga,L 2-3,2,3,-1,36,2,0,0,0,253,361,70.1,12,20,7,0,27,4666,2030,107,134,79.9,110,135,81.5,27,67,40.3,Match Report
2485,Leicester City,2025-04-02,253,@,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,253,320,79.1,2,12,2,1,18,4598,1681,110,125,88.0,109,123,88.6,28,56,50.0,Match Report
2486,Espanyol,2025-03-10,253,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,253,316,80.1,6,15,1,1,17,4989,1764,83,95,87.4,133,150,88.7,32,59,54.2,Match Report
2487,Nott'ham Forest,2024-11-23,253,@,Arsenal,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,253,327,77.4,5,13,2,2,24,4600,1812,125,139,89.9,94,116,81.0,30,58,51.7,Match Report
2488,Mallorca,2024-11-01,252,@,Alavés,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,252,355,71.0,5,19,7,3,24,4530,2010,124,141,87.9,86,114,75.4,30,77,39.0,Match Report
2489,Leganés,2024-11-24,252,,Real Madrid,es La Liga,L 0-3,0,3,-3,33,0,0,0,0,252,329,76.6,3,24,1,0,23,4203,1708,131,141,92.9,91,111,82.0,22,59,37.3,Match Report
2490,Everton,2025-03-08,252,@,Wolves,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,252,337,74.8,10,13,5,1,18,4922,1983,95,114,83.3,118,133,88.7,34,68,50.0,Match Report
2491,Holstein Kiel,2025-03-02,251,@,Union Berlin,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,251,359,69.9,8,10,4,2,23,4870,1971,91,113,80.5,113,143,79.0,36,79,45.6,Match Report
2492,Genoa,2025-01-05,251,@,Lecce,it Serie A,D 0-0,0,0,0,37,0,0,0,0,251,348,72.1,2,11,2,1,13,4552,1727,104,130,80.0,115,140,82.1,26,56,46.4,Match Report
2493,Getafe,2025-02-01,251,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,251,351,71.5,5,34,5,2,28,5022,2142,87,102,85.3,121,143,84.6,34,85,40.0,Match Report
2494,Getafe,2024-12-21,251,,Mallorca,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,251,394,63.7,11,23,8,5,34,4915,2173,91,121,75.2,128,167,76.6,31,83,37.3,Match Report
2495,Empoli,2024-10-06,251,@,Lazio,it Serie A,L 1-2,1,2,-1,42,1,0,0,0,251,339,74.0,6,15,5,3,22,4464,1810,107,121,88.4,102,125,81.6,29,64,45.3,Match Report
2496,Freiburg,2024-08-24,251,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,33,3,0,0,0,251,344,73.0,10,13,5,1,23,4333,1703,102,122,83.6,106,124,85.5,28,62,45.2,Match Report
2497,Cagliari,2024-10-25,251,@,Udinese,it Serie A,L 0-2,0,2,-2,36,0,0,0,0,251,322,78.0,2,15,1,1,19,4799,1783,82,95,86.3,144,165,87.3,24,57,42.1,Match Report
2498,Brest,2025-03-02,251,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,34,0,1,1,0,251,342,73.4,10,20,9,2,31,5368,2785,96,119,80.7,101,123,82.1,51,78,65.4,Match Report
2499,Hellas Verona,2024-12-20,250,,Milan,it Serie A,L 0-1,0,1,-1,36,0,0,0,0,250,332,75.3,8,24,7,3,20,4367,1671,115,131,87.8,97,111,87.4,27,62,43.5,Match Report
2500,Le Havre,2024-09-22,250,@,Monaco,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,250,343,72.9,7,22,6,2,25,4351,1755,125,149,83.9,86,115,74.8,31,60,51.7,Match Report
2501,Union Berlin,2024-08-24,250,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,250,367,68.1,10,29,12,2,29,5158,2557,99,121,81.8,107,144,74.3,40,85,47.1,Match Report
2502,Roma,2025-02-09,250,@,Venezia,it Serie A,W 1-0,1,0,+1,38,0,1,1,0,250,362,69.1,10,24,12,1,36,4131,1849,141,168,83.9,64,91,70.3,34,82,41.5,Match Report
2503,Mallorca,2024-12-14,249,,Girona,es La Liga,W 2-1,2,1,+1,32,2,0,0,0,249,318,78.3,5,18,6,3,24,4882,1917,96,104,92.3,113,125,90.4,33,69,47.8,Match Report
2504,Sevilla,2024-10-20,249,@,Barcelona,es La Liga,L 1-5,1,5,-4,33,1,0,0,0,249,321,77.6,6,8,2,0,11,3860,1427,141,151,93.4,80,96,83.3,17,43,39.5,Match Report
2505,Venezia,2025-03-16,249,,Napoli,it Serie A,D 0-0,0,0,0,43,0,0,0,0,249,344,72.4,11,15,11,1,31,4340,1394,114,127,89.8,97,117,82.9,28,77,36.4,Match Report
2506,Venezia,2024-08-18,249,@,Lazio,it Serie A,L 1-3,1,3,-2,33,1,0,0,0,249,316,78.8,8,16,5,1,15,4055,1543,110,124,88.7,114,138,82.6,15,31,48.4,Match Report
2507,Nott'ham Forest,2024-10-06,249,@,Chelsea,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,249,339,73.5,9,20,6,3,20,3992,1708,141,162,87.0,80,101,79.2,18,54,33.3,Match Report
2508,Nice,2024-10-06,248,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,29,1,0,0,0,248,313,79.2,8,14,7,3,28,4028,1825,121,136,89.0,99,118,83.9,20,42,47.6,Match Report
2509,St. Pauli,2024-09-22,248,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,31,0,0,0,0,248,362,68.5,14,32,8,2,43,4912,2372,103,128,80.5,101,132,76.5,38,77,49.4,Match Report
2510,Valladolid,2024-12-20,247,@,Girona,es La Liga,L 0-3,0,3,-3,30,0,0,0,0,247,325,76.0,1,14,1,0,11,4632,1822,106,125,84.8,108,124,87.1,27,58,46.6,Match Report
2511,Mallorca,2024-11-23,247,@,Las Palmas,es La Liga,W 3-2,3,2,+1,39,3,0,0,0,247,338,73.1,7,18,5,4,24,4475,1819,112,134,83.6,106,138,76.8,25,50,50.0,Match Report
2512,Fiorentina,2025-02-02,247,,Genoa,it Serie A,W 2-1,2,1,+1,41,2,0,0,0,247,334,74.0,6,12,4,0,16,4649,2047,98,112,87.5,107,133,80.5,29,62,46.8,Match Report
2513,Crystal Palace,2024-12-15,247,@,Brighton,eng Premier League,W 3-1,3,1,+2,36,3,0,0,0,247,339,72.9,12,11,4,1,21,4423,1718,108,120,90.0,116,135,85.9,20,67,29.9,Match Report
2514,Bochum,2024-11-02,247,@,Eint Frankfurt,de Bundesliga,L 2-7,2,7,-5,36,2,0,0,0,247,354,69.8,9,20,2,1,24,5196,2270,97,115,84.3,103,133,77.4,44,89,49.4,Match Report
2515,Brest,2025-01-11,247,,Lyon,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,247,340,72.6,9,23,7,3,30,4876,2045,92,123,74.8,121,144,84.0,33,64,51.6,Match Report
2516,Auxerre,2025-02-14,246,@,Brest,fr Ligue 1,D 2-2,2,2,0,36,2,0,0,0,246,342,71.9,7,24,8,0,26,4935,2157,86,101,85.1,121,154,78.6,34,72,47.2,Match Report
2517,Everton,2024-10-05,246,,Newcastle Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,246,340,72.4,6,24,3,0,25,4629,1800,105,127,82.7,110,125,88.0,29,67,43.3,Match Report
2518,Eint Frankfurt,2024-10-06,246,,Bayern Munich,de Bundesliga,D 3-3,3,3,0,26,3,0,0,0,246,320,76.9,6,8,2,0,14,3757,1752,133,147,90.5,90,115,78.3,14,40,35.0,Match Report
2519,RB Leipzig,2024-12-20,245,@,Bayern Munich,de Bundesliga,L 1-5,1,5,-4,29,1,0,0,0,245,311,78.8,3,15,4,0,17,4398,1713,115,129,89.1,108,122,88.5,22,47,46.8,Match Report
2520,Rennes,2024-09-21,245,,Lens,fr Ligue 1,D 1-1,1,1,0,40,0,1,1,0,245,368,66.6,9,15,4,1,24,4417,1956,92,122,75.4,130,161,80.7,17,55,30.9,Match Report
2521,Nott'ham Forest,2024-12-21,245,@,Brentford,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,245,336,72.9,8,24,4,1,29,4187,1788,126,145,86.9,84,105,80.0,27,64,42.2,Match Report
2522,Nott'ham Forest,2024-12-04,245,@,Manchester City,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,245,318,77.0,9,22,7,2,22,3880,1461,131,146,89.7,80,99,80.8,20,49,40.8,Match Report
2523,Mainz 05,2024-08-31,244,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,37,2,1,1,0,244,326,74.8,6,17,8,2,27,4442,1784,115,132,87.1,92,108,85.2,31,70,44.3,Match Report
2524,Saint-Étienne,2025-02-01,244,@,Lille,fr Ligue 1,L 1-4,1,4,-3,33,0,1,1,0,244,333,73.3,7,14,2,0,14,3623,1348,140,165,84.8,77,93,82.8,15,46,32.6,Match Report
2525,Empoli,2025-02-02,243,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,243,350,69.4,6,12,4,1,16,4297,1908,91,109,83.5,107,134,79.9,29,69,42.0,Match Report
2526,Lecce,2025-02-09,243,,Bologna,it Serie A,D 0-0,0,0,0,42,0,0,0,0,243,366,66.4,4,12,2,0,20,4723,1865,90,111,81.1,100,145,69.0,40,86,46.5,Match Report
2527,Holstein Kiel,2025-04-05,242,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,242,359,67.4,7,19,5,1,25,4984,2133,86,107,80.4,112,140,80.0,39,94,41.5,Match Report
2528,Werder Bremen,2025-01-31,242,,Mainz 05,de Bundesliga,W 1-0,1,0,+1,38,1,0,1,1,242,360,67.2,7,13,2,1,14,4234,1847,98,126,77.8,95,121,78.5,29,70,41.4,Match Report
2529,Empoli,2025-01-19,242,@,Inter,it Serie A,L 1-3,1,3,-2,32,1,0,0,0,242,330,73.3,3,13,3,1,21,4547,1866,95,112,84.8,94,116,81.0,38,71,53.5,Match Report
2530,Las Palmas,2025-02-28,241,@,Valladolid,es La Liga,D 1-1,1,1,0,36,1,0,0,0,241,339,71.1,3,25,6,0,25,4836,1993,93,108,86.1,115,137,83.9,33,81,40.7,Match Report
2531,Heidenheim,2024-09-01,241,,Augsburg,de Bundesliga,W 4-0,4,0,+4,36,3,1,1,0,241,328,73.5,10,19,6,2,21,4663,2080,103,130,79.2,98,113,86.7,34,61,55.7,Match Report
2532,Alavés,2024-08-16,241,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,241,344,70.1,7,24,5,3,30,4733,2036,102,129,79.1,104,128,81.3,33,79,41.8,Match Report
2533,Dortmund,2024-11-30,241,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,33,1,0,0,0,241,329,73.3,5,13,7,2,18,4459,1717,97,114,85.1,110,125,88.0,24,58,41.4,Match Report
2534,Nott'ham Forest,2025-04-01,241,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,241,336,71.7,7,29,4,2,24,4326,1897,116,137,84.7,92,115,80.0,23,62,37.1,Match Report
2535,Hellas Verona,2024-09-20,240,,Torino,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,240,338,71.0,7,14,1,0,23,4205,1474,109,135,80.7,102,116,87.9,21,69,30.4,Match Report
2536,Freiburg,2025-02-01,240,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,240,351,68.4,7,29,5,0,34,4977,2518,84,111,75.7,109,138,79.0,41,76,53.9,Match Report
2537,Venezia,2025-04-06,240,@,Lecce,it Serie A,D 1-1,1,1,0,50,0,0,0,0,240,350,68.6,11,20,6,1,38,4282,1938,114,135,84.4,91,114,79.8,24,69,34.8,Match Report
2538,Nantes,2024-08-25,240,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,240,346,69.4,5,22,7,2,27,4204,1974,103,129,79.8,111,142,78.2,21,51,41.2,Match Report
2539,Nott'ham Forest,2024-10-25,240,@,Leicester City,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,240,338,71.0,10,24,5,1,31,4348,2030,127,147,86.4,76,97,78.4,33,73,45.2,Match Report
2540,Lecce,2025-04-06,240,,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,240,357,67.2,19,34,8,5,29,5230,2415,79,92,85.9,105,133,78.9,53,100,53.0,Match Report
2541,Bologna,2024-09-28,239,,Atalanta,it Serie A,D 1-1,1,1,0,36,1,0,0,0,239,321,74.5,4,15,3,1,17,5195,2089,73,89,82.0,124,144,86.1,40,74,54.1,Match Report
2542,Holstein Kiel,2025-01-24,239,@,Wolfsburg,de Bundesliga,D 2-2,2,2,0,31,2,0,0,0,239,325,73.5,5,14,4,2,16,4581,1993,111,127,87.4,87,109,79.8,36,67,53.7,Match Report
2543,Crystal Palace,2024-09-21,239,,Manchester Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,239,342,69.9,8,13,6,3,17,4339,1936,109,132,82.6,89,108,82.4,28,70,40.0,Match Report
2544,St. Pauli,2024-11-02,239,@,Hoffenheim,de Bundesliga,W 2-0,2,0,+2,33,2,0,0,0,239,339,70.5,6,24,4,1,22,4475,2210,94,118,79.7,105,128,82.0,31,68,45.6,Match Report
2545,Bochum,2025-02-15,239,,Dortmund,de Bundesliga,W 2-0,2,0,+2,31,2,0,0,0,239,334,71.6,11,21,5,0,31,4856,2257,99,116,85.3,99,119,83.2,37,79,46.8,Match Report
2546,Leverkusen,2025-01-10,239,@,Dortmund,de Bundesliga,W 3-2,3,2,+1,30,3,0,0,0,239,324,73.8,7,18,4,1,17,3801,1649,125,141,88.7,83,107,77.6,21,50,42.0,Match Report
2547,Everton,2025-01-04,239,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,239,371,64.4,6,18,6,1,21,4295,2022,119,145,82.1,75,114,65.8,33,85,38.8,Match Report
2548,Augsburg,2025-04-04,238,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,31,1,0,0,0,238,321,74.1,5,17,6,0,28,4870,2017,86,101,85.1,115,139,82.7,33,61,54.1,Match Report
2549,Torino,2025-02-22,238,,Milan,it Serie A,W 2-1,2,1,+1,36,1,0,0,0,238,313,76.0,8,18,3,1,16,4763,2008,94,104,90.4,111,131,84.7,29,68,42.6,Match Report
