Rk,Team,Date,Cmp,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Cmp,Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Match Report
215,Chelsea,2025-02-25,585,,Southampton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,585,648,90.3,17,54,13,1,46,9386,3039,287,303,94.7,232,249,93.2,41,63,65.1,Match Report
216,Liverpool,2024-10-05,584,@,Crystal Palace,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,584,691,84.5,16,46,8,0,54,10190,3431,258,283,91.2,260,286,90.9,50,85,58.8,Match Report
217,Real Madrid,2025-03-29,583,,Leganés,es La Liga,W 3-2,3,2,+1,70,2,1,1,0,583,651,89.6,19,56,16,1,81,9484,3094,308,329,93.6,221,240,92.1,42,59,71.2,Match Report
218,Lille,2025-02-01,583,,Saint-Étienne,fr Ligue 1,W 4-1,4,1,+3,67,3,1,1,0,583,669,87.1,22,61,19,4,60,10108,3311,234,263,89.0,252,278,90.6,62,73,84.9,Match Report
219,Roma,2025-03-16,583,,Cagliari,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,583,685,85.1,10,40,10,3,55,9847,3409,282,311,90.7,232,257,90.3,54,88,61.4,Match Report
220,Freiburg,2024-09-28,582,,St. Pauli,de Bundesliga,L 0-3,0,3,-3,73,0,0,1,1,582,699,83.3,7,57,15,5,61,10135,2911,265,288,92.0,259,290,89.3,44,72,61.1,Match Report
221,Inter,2025-04-05,582,@,Parma,it Serie A,D 2-2,2,2,0,63,2,0,0,0,582,663,87.8,13,41,14,6,47,10463,3346,253,277,91.3,281,301,93.4,47,63,74.6,Match Report
222,Barcelona,2024-11-30,581,,Las Palmas,es La Liga,L 1-2,1,2,-1,69,1,0,0,0,581,672,86.5,20,59,14,4,70,10105,3294,238,264,90.2,264,295,89.5,54,72,75.0,Match Report
223,Real Madrid,2024-12-01,581,,Getafe,es La Liga,W 2-0,2,0,+2,69,1,1,1,0,581,659,88.2,12,36,7,0,42,9669,3349,265,281,94.3,246,269,91.4,46,72,63.9,Match Report
224,Nantes,2024-11-24,581,,Le Havre,fr Ligue 1,L 0-2,0,2,-2,70,0,0,0,0,581,699,83.1,11,67,12,4,80,10230,3361,229,268,85.4,302,333,90.7,41,71,57.7,Match Report
225,Atlético Madrid,2025-01-18,581,@,Leganés,es La Liga,L 0-1,0,1,-1,67,0,0,1,1,581,684,84.9,10,48,16,3,69,9402,2872,291,320,90.9,222,248,89.5,50,79,63.3,Match Report
226,Monaco,2025-01-10,581,@,Nantes,fr Ligue 1,D 2-2,2,2,0,68,2,0,0,0,581,674,86.2,11,49,10,4,59,9976,3470,265,295,89.8,258,285,90.5,48,75,64.0,Match Report
227,Manchester Utd,2024-12-01,580,,Everton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,580,653,88.8,8,21,9,0,25,9402,2779,285,301,94.7,245,267,91.8,38,57,66.7,Match Report
228,Marseille,2025-04-06,580,,Toulouse,fr Ligue 1,W 3-2,3,2,+1,67,2,0,0,0,580,660,87.9,7,32,9,3,38,9313,2808,276,298,92.6,262,285,91.9,25,45,55.6,Match Report
229,Lyon,2025-03-16,580,,Le Havre,fr Ligue 1,W 4-2,4,2,+2,67,3,1,1,0,580,655,88.5,13,51,15,2,59,9017,2954,293,314,93.3,241,259,93.1,24,46,52.2,Match Report
230,Chelsea,2024-12-01,579,,Aston Villa,eng Premier League,W 3-0,3,0,+3,64,3,0,0,0,579,656,88.3,10,45,5,0,40,9447,2768,289,309,93.5,257,278,92.4,25,49,51.0,Match Report
231,Udinese,2024-11-25,578,@,Empoli,it Serie A,D 1-1,1,1,0,70,1,0,0,0,578,704,82.1,12,44,16,3,66,10896,3689,227,260,87.3,263,307,85.7,76,110,69.1,Match Report
232,Barcelona,2024-10-20,578,,Sevilla,es La Liga,W 5-1,5,1,+4,67,4,1,1,0,578,652,88.7,14,56,9,1,59,10233,2909,249,271,91.9,285,304,93.8,40,56,71.4,Match Report
233,Real Madrid,2025-01-03,578,@,Valencia,es La Liga,W 2-1,2,1,+1,62,2,0,1,1,578,663,87.2,11,42,9,3,58,10145,2807,255,273,93.4,261,288,90.6,53,76,69.7,Match Report
234,Newcastle Utd,2024-12-14,578,,Leicester City,eng Premier League,W 4-0,4,0,+4,59,4,0,0,0,578,668,86.5,22,43,13,2,61,9893,3294,272,302,90.1,256,291,88.0,44,61,72.1,Match Report
235,Juventus,2024-10-19,578,,Lazio,it Serie A,W 1-0,1,0,+1,69,0,0,0,0,578,658,87.8,13,55,15,8,62,10696,2865,240,257,93.4,273,301,90.7,59,83,71.1,Match Report
236,Manchester Utd,2024-09-14,576,@,Southampton,eng Premier League,W 3-0,3,0,+3,56,3,0,0,0,576,640,90.0,17,41,15,1,54,9585,2992,283,308,91.9,264,279,94.6,27,44,61.4,Match Report
237,Lyon,2025-03-02,576,,Brest,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,576,653,88.2,8,52,11,3,61,9091,2708,295,317,93.1,230,247,93.1,33,55,60.0,Match Report
238,Paris S-G,2025-03-16,576,,Marseille,fr Ligue 1,W 3-1,3,1,+2,60,2,0,0,0,576,646,89.2,12,27,11,5,46,9935,2819,234,250,93.6,286,304,94.1,42,64,65.6,Match Report
239,Barcelona,2024-09-22,575,@,Villarreal,es La Liga,W 5-1,5,1,+4,63,5,0,1,1,575,644,89.3,14,32,11,3,57,10477,3127,235,260,90.4,283,297,95.3,50,66,75.8,Match Report
240,Como,2024-10-25,575,@,Torino,it Serie A,L 0-1,0,1,-1,68,0,0,0,0,575,671,85.7,12,45,10,1,48,9559,3140,270,286,94.4,235,268,87.7,46,73,63.0,Match Report
241,Lille,2024-12-06,575,,Brest,fr Ligue 1,W 3-1,3,1,+2,61,2,1,1,0,575,661,87.0,7,35,7,0,44,10280,3000,220,243,90.5,292,319,91.5,50,71,70.4,Match Report
242,Lyon,2025-01-11,575,@,Brest,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,575,682,84.3,7,50,9,0,62,10233,3279,259,299,86.6,257,279,92.1,49,77,63.6,Match Report
243,Tottenham,2024-08-24,574,,Everton,eng Premier League,W 4-0,4,0,+4,70,4,0,0,0,574,658,87.2,11,33,12,3,52,8899,2733,294,324,90.7,218,240,90.8,36,56,64.3,Match Report
244,Aston Villa,2025-01-04,574,,Leicester City,eng Premier League,W 2-1,2,1,+1,60,2,0,0,0,574,657,87.4,7,34,10,3,43,9605,2549,285,305,93.4,249,270,92.2,33,53,62.3,Match Report
245,Lyon,2024-10-06,574,,Nantes,fr Ligue 1,W 2-0,2,0,+2,61,1,0,0,0,574,666,86.2,14,34,19,1,60,9557,3247,270,293,92.2,239,273,87.5,44,68,64.7,Match Report
246,Inter,2025-02-02,574,@,Milan,it Serie A,D 1-1,1,1,0,63,1,0,0,0,574,649,88.4,16,50,13,6,68,10373,3166,201,220,91.4,326,346,94.2,37,56,66.1,Match Report
247,Bayern Munich,2024-12-14,573,@,Mainz 05,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,573,693,82.7,9,52,11,3,42,9782,2816,258,289,89.3,269,305,88.2,38,73,52.1,Match Report
248,Southampton,2024-08-31,573,@,Brentford,eng Premier League,L 1-3,1,3,-2,63,1,0,0,0,573,664,86.3,14,45,9,1,43,8784,2478,313,337,92.9,220,245,89.8,29,56,51.8,Match Report
249,Girona,2024-09-21,573,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,573,660,86.8,7,42,2,0,46,11299,3042,189,207,91.3,313,329,95.1,68,106,64.2,Match Report
250,Bayern Munich,2024-11-30,572,@,Dortmund,de Bundesliga,D 1-1,1,1,0,67,1,0,0,0,572,667,85.8,10,40,7,2,59,9600,3003,275,300,91.7,264,292,90.4,30,54,55.6,Match Report
251,Barcelona,2024-08-31,571,,Valladolid,es La Liga,W 7-0,7,0,+7,70,7,0,0,0,571,636,89.8,17,54,14,2,62,10026,2987,239,261,91.6,297,316,94.0,31,44,70.5,Match Report
252,Lazio,2024-08-18,571,,Venezia,it Serie A,W 3-1,3,1,+2,67,1,1,1,0,571,646,88.4,9,39,10,4,43,10138,3107,246,269,91.4,242,261,92.7,64,86,74.4,Match Report
253,Liverpool,2024-08-25,571,,Brentford,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,571,638,89.5,17,49,18,2,59,9545,3284,296,309,95.8,231,245,94.3,39,71,54.9,Match Report
254,Girona,2024-09-29,571,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,571,642,88.9,8,34,10,1,45,9194,2807,266,280,95.0,259,275,94.2,31,58,53.4,Match Report
255,Manchester City,2025-03-08,571,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,69,0,0,0,0,571,652,87.6,10,43,5,0,57,8993,2488,272,293,92.8,254,281,90.4,24,39,61.5,Match Report
256,Manchester City,2024-11-02,570,@,Bournemouth,eng Premier League,L 1-2,1,2,-1,64,1,0,0,0,570,652,87.4,13,38,13,4,47,9282,2753,293,312,93.9,222,247,89.9,43,70,61.4,Match Report
257,Juventus,2024-08-26,570,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,60,2,1,1,0,570,646,88.2,7,22,6,1,24,10021,2914,239,260,91.9,274,299,91.6,48,66,72.7,Match Report
258,Nice,2025-02-08,569,,Lens,fr Ligue 1,W 2-0,2,0,+2,60,1,1,1,0,569,659,86.3,14,52,13,1,52,8987,3091,309,340,90.9,218,243,89.7,32,51,62.7,Match Report
259,Como,2025-04-05,569,@,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,569,616,92.4,13,50,5,0,45,9437,3097,286,297,96.3,251,268,93.7,30,43,69.8,Match Report
260,Atlético Madrid,2025-03-29,569,@,Espanyol,es La Liga,D 1-1,1,1,0,61,1,0,0,0,569,669,85.1,9,38,8,2,46,9031,2580,304,338,89.9,218,244,89.3,34,54,63.0,Match Report
261,Juventus,2025-04-06,568,@,Roma,it Serie A,D 1-1,1,1,0,59,1,0,0,0,568,655,86.7,7,62,9,2,62,9824,3139,281,305,92.1,242,272,89.0,43,66,65.2,Match Report
262,Tottenham,2024-12-26,567,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,70,0,0,0,0,567,662,85.6,11,62,12,1,62,8888,2999,268,291,92.1,247,274,90.1,26,52,50.0,Match Report
263,Inter,2025-02-06,567,@,Fiorentina,it Serie A,L 0-3,0,3,-3,71,0,0,0,0,567,673,84.2,9,56,12,4,44,9780,3089,249,279,89.2,263,298,88.3,45,67,67.2,Match Report
264,Tottenham,2024-12-15,566,@,Southampton,eng Premier League,W 5-0,5,0,+5,58,5,0,0,0,566,632,89.6,13,28,12,3,36,9267,2596,244,257,94.9,269,292,92.1,32,52,61.5,Match Report
265,Lazio,2024-11-24,566,,Bologna,it Serie A,W 3-0,3,0,+3,70,3,0,0,0,566,666,85.0,9,44,10,1,63,10231,3561,238,263,90.5,272,292,93.2,50,76,65.8,Match Report
266,Juventus,2024-10-30,566,,Parma,it Serie A,D 2-2,2,2,0,61,2,0,0,0,566,645,87.8,17,65,14,5,71,10018,3004,220,248,88.7,307,328,93.6,36,57,63.2,Match Report
267,Paris S-G,2024-09-01,566,@,Lille,fr Ligue 1,W 3-1,3,1,+2,58,2,1,1,0,566,641,88.3,10,32,7,1,38,9736,2727,255,269,94.8,268,290,92.4,38,63,60.3,Match Report
268,Juventus,2025-02-23,565,@,Cagliari,it Serie A,W 1-0,1,0,+1,60,1,0,0,0,565,649,87.1,11,62,6,2,54,10216,3224,223,242,92.1,297,321,92.5,41,70,58.6,Match Report
269,Monaco,2025-02-15,565,,Nantes,fr Ligue 1,W 7-1,7,1,+6,65,6,1,1,0,565,653,86.5,16,70,28,4,93,9227,3270,281,298,94.3,219,247,88.7,50,74,67.6,Match Report
270,Southampton,2025-03-15,564,,Wolves,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,564,645,87.4,9,41,7,1,49,9257,2378,263,284,92.6,255,273,93.4,30,58,51.7,Match Report
271,Real Madrid,2024-12-04,564,@,Athletic Club,es La Liga,L 1-2,1,2,-1,63,1,0,1,1,564,656,86.0,7,34,5,0,43,9584,2942,239,258,92.6,264,285,92.6,43,76,56.6,Match Report
272,Liverpool,2024-11-09,564,,Aston Villa,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,564,644,87.6,12,38,10,1,43,9391,3109,268,291,92.1,242,267,90.6,39,61,63.9,Match Report
273,Newcastle Utd,2024-12-21,564,@,Ipswich Town,eng Premier League,W 4-0,4,0,+4,58,4,0,0,0,564,649,86.9,13,27,15,2,38,9420,3021,276,296,93.2,244,266,91.7,35,67,52.2,Match Report
