Rk,Team,Date,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Match Report
1810,Las Palmas,2025-03-31,338,@,Celta Vigo,es La Liga,D 1-1,1,1,0,39,1,0,0,0,338,13,252,1186,541,13,2,3,12,6,Match Report
1811,Hoffenheim,2024-10-19,338,,Bochum,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,338,35,275,1223,617,11,9,7,9,6,Match Report
1812,Udinese,2024-09-01,338,,Como,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,338,22,272,1425,715,12,10,0,13,14,Match Report
1813,Augsburg,2025-01-15,338,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,45,2,0,0,0,338,34,326,1482,676,15,14,6,20,17,Match Report
1814,Aston Villa,2024-11-03,338,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,338,23,300,1799,891,13,11,3,11,7,Match Report
1815,Rennes,2025-01-25,338,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,338,47,232,1299,652,16,8,4,12,11,Match Report
1816,Lille,2025-02-22,338,,Monaco,fr Ligue 1,W 2-1,2,1,+1,43,2,0,0,0,338,28,290,1392,695,10,11,1,12,7,Match Report
1817,Valencia,2024-08-28,338,@,Athletic Club,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,338,22,280,1339,590,8,6,1,16,8,Match Report
1818,Betis,2025-01-25,338,@,Mallorca,es La Liga,W 1-0,1,0,+1,52,1,0,0,0,338,36,333,1811,1015,14,11,2,22,12,Match Report
1819,Athletic Club,2024-12-08,337,,Villarreal,es La Liga,W 2-0,2,0,+2,42,2,0,0,0,337,37,247,1332,731,17,12,7,15,9,Match Report
1820,Toulouse,2024-09-29,337,,Lyon,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,337,36,333,1667,780,16,11,3,13,7,Match Report
1821,Auxerre,2024-09-14,337,,Monaco,fr Ligue 1,L 0-3,0,3,-3,41,0,0,0,0,337,49,359,1825,901,22,19,1,16,14,Match Report
1822,Genoa,2025-03-02,337,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,0,0,337,20,298,1246,472,8,6,2,20,9,Match Report
1823,Getafe,2024-11-04,337,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,337,26,230,1275,613,9,4,0,22,7,Match Report
1824,Valencia,2025-01-11,337,@,Sevilla,es La Liga,D 1-1,1,1,0,46,1,0,0,0,337,22,278,1476,898,23,13,7,12,8,Match Report
1825,Juventus,2025-02-07,337,@,Como,it Serie A,W 2-1,2,1,+1,48,1,1,1,0,337,27,293,1313,525,9,6,4,21,9,Match Report
1826,Lens,2024-11-23,337,,Marseille,fr Ligue 1,L 1-3,1,3,-2,45,1,0,0,0,337,25,366,1814,872,18,10,5,22,12,Match Report
1827,Lecce,2024-09-15,337,@,Torino,it Serie A,D 0-0,0,0,0,47,0,0,0,0,337,28,303,1499,623,9,11,2,14,4,Match Report
1828,Osasuna,2025-02-15,336,,Real Madrid,es La Liga,D 1-1,1,1,0,45,0,1,1,0,336,35,336,1631,872,17,19,5,11,4,Match Report
1829,Monza,2024-12-15,336,@,Lecce,it Serie A,L 1-2,1,2,-1,55,0,0,0,0,336,33,349,2007,971,20,19,4,12,9,Match Report
1830,Crystal Palace,2024-12-21,336,,Arsenal,eng Premier League,L 1-5,1,5,-4,42,1,0,0,0,336,20,293,1457,737,12,13,2,11,11,Match Report
1831,Mainz 05,2024-10-05,336,@,St. Pauli,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,336,14,224,1014,439,11,4,4,16,5,Match Report
1832,Venezia,2025-01-04,336,,Empoli,it Serie A,D 1-1,1,1,0,50,1,0,0,0,336,29,359,1804,867,11,11,2,12,16,Match Report
1833,Rennes,2024-09-27,336,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,39,0,1,1,0,336,28,300,1380,680,19,10,3,9,10,Match Report
1834,Las Palmas,2024-11-03,335,@,Atlético Madrid,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,335,19,232,1195,507,5,9,1,15,3,Match Report
1835,Augsburg,2024-08-24,335,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,2,0,0,0,335,34,288,1247,647,9,16,1,15,8,Match Report
1836,West Ham,2024-09-28,335,@,Brentford,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,335,39,281,1343,631,18,14,11,15,17,Match Report
1837,Dortmund,2025-03-30,335,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,335,39,266,1233,649,12,11,4,15,9,Match Report
1838,Newcastle Utd,2025-04-02,335,,Brentford,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,335,37,233,1442,893,21,13,8,12,8,Match Report
1839,Cagliari,2025-03-16,335,@,Roma,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,335,31,310,1618,739,13,7,2,10,5,Match Report
1840,Augsburg,2025-03-29,334,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,44,1,0,0,0,334,26,326,1246,540,8,9,2,12,4,Match Report
1841,Crystal Palace,2025-03-08,334,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,334,37,309,1697,725,17,13,4,19,7,Match Report
1842,St. Pauli,2024-12-07,334,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,334,34,214,1383,751,16,8,4,9,3,Match Report
1843,Everton,2024-10-19,334,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,334,32,298,1589,756,23,9,8,12,7,Match Report
1844,Augsburg,2025-01-12,333,,Stuttgart,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,333,29,304,1270,664,10,9,2,18,12,Match Report
1845,Manchester Utd,2024-09-29,333,,Tottenham,eng Premier League,L 0-3,0,3,-3,39,0,0,0,0,333,31,308,1440,624,7,6,6,14,1,Match Report
1846,Le Havre,2024-12-07,333,@,Nice,fr Ligue 1,L 1-2,1,2,-1,49,1,0,0,0,333,46,307,1617,681,18,5,1,18,11,Match Report
1847,Getafe,2024-11-10,333,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,333,36,288,1528,597,8,6,2,18,5,Match Report
1848,Aston Villa,2024-08-31,333,@,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,333,19,251,1675,750,17,13,3,19,15,Match Report
1849,Rayo Vallecano,2024-12-01,333,,Athletic Club,es La Liga,L 1-2,1,2,-1,48,1,0,0,0,333,26,272,1375,616,12,9,4,15,16,Match Report
1850,Lecce,2024-08-24,333,@,Inter,it Serie A,L 0-2,0,2,-2,39,0,0,0,0,333,30,315,1703,877,19,15,5,9,8,Match Report
1851,Torino,2025-01-11,332,,Juventus,it Serie A,D 1-1,1,1,0,41,1,0,0,0,332,32,343,1737,832,14,11,2,11,4,Match Report
1852,Athletic Club,2025-02-02,332,@,Betis,es La Liga,D 2-2,2,2,0,47,2,0,0,0,332,40,263,1106,535,14,6,7,24,15,Match Report
1853,Fiorentina,2024-09-22,332,,Lazio,it Serie A,W 2-1,2,1,+1,46,0,2,2,0,332,25,292,1590,855,14,11,3,9,8,Match Report
1854,Nott'ham Forest,2025-01-19,332,,Southampton,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,332,36,293,1379,673,19,16,4,14,6,Match Report
1855,Udinese,2024-12-23,331,@,Fiorentina,it Serie A,W 2-1,2,1,+1,49,2,0,0,0,331,31,290,1585,778,12,6,2,15,6,Match Report
1856,Le Havre,2024-09-28,331,,Lille,fr Ligue 1,L 0-3,0,3,-3,38,0,0,0,0,331,33,288,1608,880,12,8,2,12,9,Match Report
1857,West Ham,2024-10-27,331,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,42,1,1,1,0,331,34,284,1459,694,21,12,6,13,13,Match Report
1858,Sevilla,2024-09-24,331,,Valladolid,es La Liga,W 2-1,2,1,+1,54,1,0,0,0,331,25,261,1428,730,15,11,6,16,13,Match Report
1859,Toulouse,2025-02-09,330,@,Auxerre,fr Ligue 1,D 2-2,2,2,0,47,2,0,0,0,330,26,275,1305,689,11,3,2,21,13,Match Report
1860,Wolfsburg,2024-12-08,330,,Mainz 05,de Bundesliga,W 4-3,4,3,+1,44,4,0,0,0,330,31,329,1328,661,10,8,4,22,4,Match Report
1861,Sevilla,2025-03-30,330,@,Betis,es La Liga,L 1-2,1,2,-1,45,1,0,0,0,330,23,228,1168,580,9,8,1,13,5,Match Report
1862,Ipswich Town,2024-11-30,330,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,330,31,257,1784,996,21,13,5,15,10,Match Report
1863,Saint-Étienne,2024-08-31,330,@,Brest,fr Ligue 1,L 0-4,0,4,-4,53,0,0,0,0,330,40,264,1502,742,11,9,0,24,10,Match Report
1864,Napoli,2024-09-21,330,@,Juventus,it Serie A,D 0-0,0,0,0,36,0,0,0,0,330,23,226,1412,777,17,17,4,12,9,Match Report
1865,Parma,2024-10-30,330,@,Juventus,it Serie A,D 2-2,2,2,0,39,2,0,0,0,330,23,293,1771,1092,19,15,9,15,7,Match Report
1866,Monza,2024-09-22,329,,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,329,23,255,1397,615,15,8,3,12,12,Match Report
1867,Gladbach,2024-11-09,329,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,329,21,281,1236,474,10,5,3,13,19,Match Report
1868,Southampton,2025-01-16,329,@,Manchester Utd,eng Premier League,L 1-3,1,3,-2,40,0,0,0,0,329,27,277,1392,663,13,18,6,19,14,Match Report
1869,Alavés,2025-02-15,329,@,Leganés,es La Liga,D 3-3,3,3,0,57,2,1,1,0,329,36,242,981,522,7,7,1,14,4,Match Report
1870,Brentford,2024-12-07,329,,Newcastle Utd,eng Premier League,W 4-2,4,2,+2,43,4,0,0,0,329,44,293,1440,792,19,14,12,16,5,Match Report
1871,Milan,2024-12-29,329,,Roma,it Serie A,D 1-1,1,1,0,46,1,0,0,0,329,37,301,1672,923,23,16,7,11,11,Match Report
1872,Valencia,2024-09-24,329,,Osasuna,es La Liga,D 0-0,0,0,0,52,0,0,0,0,329,35,300,1872,1066,17,11,6,23,8,Match Report
1873,Udinese,2025-04-04,328,@,Genoa,it Serie A,L 0-1,0,1,-1,46,0,0,0,0,328,26,292,1313,517,8,7,2,21,8,Match Report
1874,Mallorca,2025-02-24,328,@,Sevilla,es La Liga,D 1-1,1,1,0,47,1,0,0,0,328,34,297,1580,773,16,13,0,14,12,Match Report
1875,Holstein Kiel,2025-01-18,328,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,328,34,262,1427,742,10,10,1,21,16,Match Report
1876,Brentford,2024-11-09,328,,Bournemouth,eng Premier League,W 3-2,3,2,+1,51,3,0,0,0,328,38,235,1328,560,10,11,2,19,11,Match Report
1877,Brentford,2024-08-31,328,,Southampton,eng Premier League,W 3-1,3,1,+2,37,3,0,0,0,328,38,291,1435,739,20,5,9,12,10,Match Report
1878,Everton,2024-10-26,328,,Fulham,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,328,33,253,1322,695,8,10,1,15,10,Match Report
1879,Milan,2025-01-18,328,@,Juventus,it Serie A,L 0-2,0,2,-2,40,0,0,0,0,328,22,223,1382,754,16,11,5,10,9,Match Report
1880,Real Sociedad,2025-04-06,328,@,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,328,24,285,1457,685,13,8,6,22,9,Match Report
1881,Hoffenheim,2024-12-01,327,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,327,26,297,1155,515,8,4,2,21,20,Match Report
1882,Augsburg,2024-09-28,327,@,RB Leipzig,de Bundesliga,L 0-4,0,4,-4,41,0,0,1,1,327,25,214,1059,555,11,5,0,26,5,Match Report
1883,Nice,2024-09-01,327,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,327,32,286,1774,1037,16,10,4,17,13,Match Report
1884,Monza,2025-01-18,327,@,Bologna,it Serie A,L 1-3,1,3,-2,42,1,0,0,0,327,18,330,1600,602,10,10,1,17,13,Match Report
1885,Fiorentina,2024-12-23,327,,Udinese,it Serie A,L 1-2,1,2,-1,51,0,1,1,0,327,44,303,1463,733,15,11,3,15,7,Match Report
1886,Auxerre,2024-12-01,327,@,Toulouse,fr Ligue 1,L 0-2,0,2,-2,48,0,0,0,0,327,39,254,1439,601,10,12,0,18,5,Match Report
1887,Leicester City,2025-02-21,327,,Brentford,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,327,32,338,1831,915,27,16,3,12,5,Match Report
1888,Freiburg,2025-01-18,327,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,327,17,216,1161,526,7,6,1,13,5,Match Report
1889,Bochum,2024-12-22,327,,Heidenheim,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,327,42,269,1543,773,20,19,3,14,11,Match Report
1890,Bochum,2024-10-05,327,,Wolfsburg,de Bundesliga,L 1-3,1,3,-2,58,1,0,0,0,327,34,287,1419,645,16,16,4,12,7,Match Report
1891,Atlético Madrid,2024-12-21,327,@,Barcelona,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,327,19,277,1503,802,17,9,2,14,8,Match Report
1892,Celta Vigo,2024-11-23,327,,Barcelona,es La Liga,D 2-2,2,2,0,41,2,0,0,0,327,35,338,1513,767,17,9,5,21,5,Match Report
1893,Lecce,2024-12-01,327,,Juventus,it Serie A,D 1-1,1,1,0,39,1,0,0,0,327,28,254,1439,793,18,16,4,9,11,Match Report
1894,Nice,2024-11-10,326,,Lille,fr Ligue 1,D 2-2,2,2,0,43,2,0,0,0,326,37,258,1656,1052,30,13,9,13,6,Match Report
1895,Monza,2025-01-05,326,,Cagliari,it Serie A,L 1-2,1,2,-1,53,0,1,1,0,326,30,354,1806,896,17,13,6,18,10,Match Report
1896,Monza,2024-11-02,326,,Milan,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,326,27,308,1475,761,9,12,1,17,3,Match Report
1897,Mallorca,2024-08-24,326,@,Osasuna,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,326,46,269,1708,913,17,11,2,14,9,Match Report
1898,Toulouse,2024-10-05,326,@,Lille,fr Ligue 1,L 1-2,1,2,-1,43,1,0,0,0,326,36,278,1382,714,15,6,5,10,9,Match Report
1899,Auxerre,2025-04-06,326,@,Rennes,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,326,26,313,1487,634,14,8,5,14,7,Match Report
1900,RB Leipzig,2024-12-07,326,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,44,1,1,1,0,326,25,309,1321,695,10,6,5,16,8,Match Report
1901,Cagliari,2025-02-23,326,,Juventus,it Serie A,L 0-1,0,1,-1,40,0,0,0,0,326,35,271,1652,903,19,15,4,15,7,Match Report
1902,Cagliari,2024-12-14,326,,Atalanta,it Serie A,L 0-1,0,1,-1,44,0,0,0,0,326,28,318,1719,822,17,14,1,27,9,Match Report
1903,Nantes,2025-03-30,326,@,Le Havre,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,326,25,281,1243,573,9,6,2,17,9,Match Report
1904,Nantes,2025-02-02,326,@,Reims,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,326,26,347,1858,943,13,14,3,15,4,Match Report
1905,Fulham,2024-12-05,326,,Brighton,eng Premier League,W 3-1,3,1,+2,43,2,0,0,0,326,25,264,1077,493,8,2,4,17,4,Match Report
1906,Wolfsburg,2025-04-06,325,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,325,44,322,1638,958,18,9,2,17,7,Match Report
1907,Le Havre,2025-02-02,325,@,Angers,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,325,23,277,2061,1178,27,15,3,8,3,Match Report
1908,Rayo Vallecano,2025-01-19,325,@,Osasuna,es La Liga,D 1-1,1,1,0,48,1,0,0,0,325,25,253,1222,713,12,5,4,14,9,Match Report
1909,Newcastle Utd,2025-02-26,325,@,Liverpool,eng Premier League,L 0-2,0,2,-2,39,0,0,0,0,325,25,221,1389,612,18,9,7,16,14,Match Report
1910,Strasbourg,2024-09-29,325,,Marseille,fr Ligue 1,W 1-0,1,0,+1,41,1,0,0,0,325,37,206,861,464,15,8,6,14,7,Match Report
1911,Brentford,2024-08-18,325,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,46,2,0,0,0,325,31,318,1617,814,16,12,3,9,14,Match Report
1912,Parma,2025-04-05,325,,Inter,it Serie A,D 2-2,2,2,0,37,2,0,0,0,325,22,291,1483,693,13,7,2,13,6,Match Report
1913,Betis,2024-08-15,325,,Girona,es La Liga,D 1-1,1,1,0,39,1,0,0,0,325,28,334,1634,767,17,7,9,13,13,Match Report
1914,Como,2024-09-14,324,,Bologna,it Serie A,D 2-2,2,2,0,44,1,0,0,0,324,26,242,1482,745,19,12,9,11,11,Match Report
1915,Southampton,2025-04-02,324,,Crystal Palace,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,324,29,307,1344,587,15,15,3,20,9,Match Report
1916,Fiorentina,2024-09-15,324,@,Atalanta,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,324,24,277,1703,838,17,11,3,14,6,Match Report
1917,Bournemouth,2024-08-31,324,@,Everton,eng Premier League,W 3-2,3,2,+1,53,3,0,0,0,324,36,317,1945,1142,22,12,5,17,6,Match Report
1918,Aston Villa,2025-04-02,324,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,324,18,278,1338,627,13,6,6,20,10,Match Report
1919,Sevilla,2025-02-01,324,@,Getafe,es La Liga,D 0-0,0,0,0,55,0,0,0,0,324,23,217,1023,501,8,7,1,24,11,Match Report
1920,Napoli,2024-10-29,324,@,Milan,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,324,24,213,1131,560,12,9,3,10,15,Match Report
1921,Nantes,2024-10-06,324,@,Lyon,fr Ligue 1,L 0-2,0,2,-2,39,0,0,0,0,324,27,314,1427,705,15,11,5,13,6,Match Report
1922,Eint Frankfurt,2024-09-21,324,,Gladbach,de Bundesliga,W 2-0,2,0,+2,37,2,0,0,0,324,31,244,1539,927,22,12,12,22,7,Match Report
1923,Monaco,2024-12-18,324,,Paris S-G,fr Ligue 1,L 2-4,2,4,-2,40,1,1,1,0,324,43,328,1520,801,21,15,7,18,5,Match Report
1924,Torino,2024-12-07,323,@,Genoa,it Serie A,D 0-0,0,0,0,48,0,0,0,0,323,34,333,1641,847,17,11,0,11,11,Match Report
1925,Montpellier,2025-01-04,323,@,Lyon,fr Ligue 1,L 0-1,0,1,-1,43,0,0,0,0,323,34,230,1610,768,18,8,5,20,5,Match Report
1926,Southampton,2025-02-01,323,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,323,19,259,1250,563,13,10,4,17,8,Match Report
1927,Southampton,2024-11-24,323,,Liverpool,eng Premier League,L 2-3,2,3,-1,38,2,0,1,1,323,20,255,1541,839,12,6,3,10,3,Match Report
1928,Fiorentina,2024-11-24,323,@,Como,it Serie A,W 2-0,2,0,+2,43,2,0,0,0,323,36,268,1890,1060,22,13,5,11,11,Match Report
1929,West Ham,2024-11-02,323,@,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,323,20,300,1696,896,17,11,2,9,11,Match Report
1930,Aston Villa,2025-01-26,323,,West Ham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,323,37,279,1868,1000,25,12,5,13,14,Match Report
1931,Sevilla,2024-10-06,323,,Betis,es La Liga,W 1-0,1,0,+1,51,0,1,1,0,323,22,328,1602,826,25,12,8,13,8,Match Report
1932,Valencia,2025-01-03,323,,Real Madrid,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,323,32,256,1397,805,19,10,3,13,10,Match Report
1933,Hellas Verona,2025-02-08,322,,Atalanta,it Serie A,L 0-5,0,5,-5,38,0,0,0,0,322,29,303,1450,587,13,7,3,22,6,Match Report
1934,Monza,2024-11-30,322,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,322,23,239,1172,646,17,4,1,9,11,Match Report
1935,Angers,2025-01-12,322,@,Montpellier,fr Ligue 1,W 3-1,3,1,+2,42,3,0,0,0,322,35,328,1941,1088,22,21,10,20,5,Match Report
1936,Brest,2024-12-06,322,@,Lille,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,322,21,302,1377,655,9,6,1,9,5,Match Report
1937,Betis,2024-10-27,322,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,42,0,0,0,0,322,42,300,1394,734,25,18,8,20,2,Match Report
1938,Fulham,2024-08-16,322,@,Manchester Utd,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,322,28,329,1746,927,17,19,7,17,9,Match Report
1939,Heidenheim,2025-03-09,321,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,45,1,0,0,0,321,26,353,1979,921,19,10,5,14,4,Match Report
1940,Heidenheim,2025-01-25,321,@,Augsburg,de Bundesliga,L 1-2,1,2,-1,40,1,0,0,0,321,28,270,1276,634,12,6,4,12,12,Match Report
1941,Como,2024-09-24,321,@,Atalanta,it Serie A,W 3-2,3,2,+1,41,2,0,0,0,321,24,295,1592,732,15,5,4,13,11,Match Report
1942,Holstein Kiel,2024-09-29,321,,Eint Frankfurt,de Bundesliga,L 2-4,2,4,-2,47,1,1,1,0,321,24,182,1030,543,12,10,2,10,5,Match Report
1943,Wolfsburg,2024-10-20,321,,Werder Bremen,de Bundesliga,L 2-4,2,4,-2,43,2,0,0,0,321,35,264,1406,721,21,8,9,13,5,Match Report
1944,St. Pauli,2025-02-22,321,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,47,0,0,0,0,321,27,290,1496,740,12,10,1,17,11,Match Report
1945,Le Havre,2025-01-26,321,,Brest,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,321,37,246,1866,1023,20,9,3,17,14,Match Report
1946,Lazio,2025-04-06,321,@,Atalanta,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,321,25,322,1824,855,18,10,6,18,11,Match Report
1947,Wolves,2025-01-15,321,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,321,31,292,1657,783,15,9,5,23,6,Match Report
1948,Rayo Vallecano,2024-11-24,321,@,Sevilla,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,321,30,245,1115,486,4,9,2,15,7,Match Report
1949,Empoli,2025-01-04,321,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,321,45,278,1178,545,12,11,4,19,6,Match Report
1950,Venezia,2025-01-12,321,,Inter,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,321,27,297,1532,826,11,7,5,17,9,Match Report
1951,Brest,2025-03-30,321,@,Toulouse,fr Ligue 1,W 4-2,4,2,+2,47,4,0,0,0,321,24,203,1179,571,12,3,3,13,6,Match Report
1952,Lecce,2025-02-16,321,@,Monza,it Serie A,D 0-0,0,0,0,44,0,0,0,0,321,35,261,1212,555,11,8,3,16,5,Match Report
1953,Las Palmas,2025-04-06,320,,Real Sociedad,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,320,34,224,1143,632,19,10,9,15,6,Match Report
1954,Las Palmas,2024-10-26,320,,Girona,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,320,27,251,1353,555,13,10,2,12,12,Match Report
1955,Arsenal,2025-03-16,320,,Chelsea,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,320,37,255,1453,775,18,12,6,16,6,Match Report
1956,Arsenal,2024-10-27,320,,Liverpool,eng Premier League,D 2-2,2,2,0,45,2,0,0,0,320,39,230,1434,684,19,13,9,17,10,Match Report
1957,Villarreal,2024-12-01,320,,Girona,es La Liga,D 2-2,2,2,0,36,2,0,0,0,320,33,309,1481,775,22,9,8,11,7,Match Report
1958,West Ham,2024-12-16,320,@,Bournemouth,eng Premier League,D 1-1,1,1,0,48,0,1,1,0,320,34,285,1572,854,19,13,6,13,3,Match Report
1959,Nantes,2025-03-09,320,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,40,0,0,0,0,320,27,331,1807,721,14,11,3,13,4,Match Report
1960,Milan,2025-01-14,320,@,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,320,36,247,1633,772,17,7,6,11,10,Match Report
1961,Lecce,2024-12-07,320,@,Roma,it Serie A,L 1-4,1,4,-3,41,0,1,1,0,320,34,273,1659,664,7,9,2,21,12,Match Report
1962,Heidenheim,2024-10-27,319,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,319,29,338,2030,930,17,11,3,18,15,Match Report
1963,Monza,2025-02-09,319,@,Lazio,it Serie A,L 1-5,1,5,-4,39,0,1,1,0,319,28,320,1452,708,7,9,1,7,5,Match Report
1964,Holstein Kiel,2024-08-24,319,@,Hoffenheim,de Bundesliga,L 2-3,2,3,-1,46,2,0,0,0,319,28,236,1004,470,14,7,3,18,10,Match Report
1965,Toulouse,2024-11-03,319,,Reims,fr Ligue 1,W 1-0,1,0,+1,51,1,0,0,0,319,37,234,1289,753,18,9,6,16,12,Match Report
1966,Rayo Vallecano,2024-10-26,319,,Alavés,es La Liga,W 1-0,1,0,+1,51,0,0,0,0,319,27,337,2021,1101,24,22,8,13,7,Match Report
1967,Ipswich Town,2025-01-19,319,,Manchester City,eng Premier League,L 0-6,0,6,-6,33,0,0,0,0,319,21,283,1354,556,13,9,3,12,7,Match Report
1968,Eint Frankfurt,2025-03-29,319,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,319,38,279,1450,795,19,11,9,15,12,Match Report
1969,Augsburg,2025-03-15,318,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,318,30,305,1589,747,15,14,2,14,7,Match Report
1970,Valladolid,2024-08-25,318,@,Real Madrid,es La Liga,L 0-3,0,3,-3,37,0,0,0,0,318,23,268,1541,811,15,4,5,16,10,Match Report
1971,Heidenheim,2024-09-28,318,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,50,2,0,0,0,318,25,301,1230,575,10,9,1,11,12,Match Report
1972,Southampton,2025-02-15,318,,Bournemouth,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,318,32,226,1334,711,21,17,9,16,9,Match Report
1973,St. Pauli,2025-01-26,318,,Union Berlin,de Bundesliga,W 3-0,3,0,+3,44,3,0,0,0,318,28,290,996,463,8,11,3,13,8,Match Report
1974,Auxerre,2025-02-01,318,@,Monaco,fr Ligue 1,L 2-4,2,4,-2,43,1,1,1,0,318,34,324,1573,720,12,6,5,12,14,Match Report
1975,Leganés,2025-02-23,318,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,45,0,0,0,0,318,26,304,1123,454,6,11,4,24,8,Match Report
1976,Wolves,2024-08-17,318,@,Arsenal,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,318,24,306,1620,738,12,8,6,16,10,Match Report
1977,Mainz 05,2024-08-24,318,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,318,23,221,1015,452,11,4,1,15,7,Match Report
1978,Rennes,2025-01-11,318,,Marseille,fr Ligue 1,L 1-2,1,2,-1,36,1,0,1,1,318,20,199,879,378,11,5,4,15,12,Match Report
1979,Nantes,2025-01-26,318,,Lyon,fr Ligue 1,D 1-1,1,1,0,38,1,0,0,0,318,35,259,1720,895,21,16,3,16,9,Match Report
