Rk,Team,Date,Rec,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Rec,PrgR,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Match Report
2329,Hellas Verona,2025-02-23,271,,Fiorentina,it Serie A,W 1-0,1,0,+1,43,1,0,0,0,271,34,263,1519,815,15,6,2,17,4,Match Report
2330,Hellas Verona,2024-10-29,271,@,Lecce,it Serie A,L 0-1,0,1,-1,42,0,0,0,0,271,27,241,1409,644,8,11,1,12,10,Match Report
2331,Como,2024-12-23,271,@,Inter,it Serie A,L 0-2,0,2,-2,38,0,0,0,0,271,22,291,1392,697,13,9,2,22,7,Match Report
2332,Genoa,2025-03-14,271,,Lecce,it Serie A,W 2-1,2,1,+1,44,2,0,0,0,271,24,281,1633,587,9,14,1,18,12,Match Report
2333,Leganés,2024-09-13,271,@,Betis,es La Liga,L 0-2,0,2,-2,36,0,0,0,0,271,22,209,771,389,3,8,0,15,5,Match Report
2334,Brentford,2025-01-26,271,@,Crystal Palace,eng Premier League,W 2-1,2,1,+1,53,1,1,1,0,271,28,225,1411,697,17,11,5,14,5,Match Report
2335,Valencia,2024-08-17,271,,Barcelona,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,271,18,179,1211,623,17,9,2,13,5,Match Report
2336,Hoffenheim,2025-01-18,270,@,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,47,3,0,0,0,270,31,251,1031,486,7,8,0,25,9,Match Report
2337,Toulouse,2024-08-25,270,@,Nice,fr Ligue 1,D 1-1,1,1,0,43,1,0,0,0,270,27,211,1093,654,18,10,5,13,7,Match Report
2338,Wolves,2024-08-25,270,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,270,27,230,1389,794,17,10,4,11,6,Match Report
2339,Venezia,2025-02-22,270,,Lazio,it Serie A,D 0-0,0,0,0,37,0,0,0,0,270,27,277,1415,705,15,10,6,9,7,Match Report
2340,Venezia,2024-11-30,270,@,Bologna,it Serie A,L 0-3,0,3,-3,40,0,0,0,0,270,23,230,1304,594,12,7,3,17,12,Match Report
2341,Cagliari,2025-01-05,270,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,270,31,247,1117,563,13,9,5,12,7,Match Report
2342,Saint-Étienne,2024-10-19,270,,Lens,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,270,26,203,937,364,9,4,3,16,2,Match Report
2343,Heidenheim,2024-08-25,269,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,40,2,0,0,0,269,20,234,1245,571,15,12,2,17,13,Match Report
2344,Mallorca,2025-03-02,269,,Alavés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,269,27,223,1050,484,10,7,2,19,12,Match Report
2345,Athletic Club,2024-09-22,269,,Celta Vigo,es La Liga,W 3-1,3,1,+2,33,3,0,0,0,269,35,197,1253,658,14,12,3,15,10,Match Report
2346,Freiburg,2024-09-01,269,@,Bayern Munich,de Bundesliga,L 0-2,0,2,-2,34,0,0,1,1,269,15,271,1486,704,12,9,1,9,7,Match Report
2347,Cagliari,2025-03-30,269,,Monza,it Serie A,W 3-0,3,0,+3,42,3,0,0,0,269,29,243,1143,526,13,9,4,26,5,Match Report
2348,Brighton,2025-03-15,269,@,Manchester City,eng Premier League,D 2-2,2,2,0,40,1,0,0,0,269,23,187,869,476,12,11,5,13,11,Match Report
2349,Nantes,2025-02-15,269,@,Monaco,fr Ligue 1,L 1-7,1,7,-6,35,1,0,0,0,269,24,250,1309,608,12,7,4,9,11,Match Report
2350,Parma,2024-12-28,269,,Monza,it Serie A,W 2-1,2,1,+1,44,1,1,1,0,269,17,229,1191,655,15,9,4,13,6,Match Report
2351,Osasuna,2025-03-30,268,@,Athletic Club,es La Liga,D 0-0,0,0,0,39,0,0,0,0,268,21,243,1134,546,7,6,1,13,9,Match Report
2352,Hellas Verona,2025-01-12,268,@,Napoli,it Serie A,L 0-2,0,2,-2,31,0,0,0,0,268,22,270,1525,649,11,6,1,12,6,Match Report
2353,Valladolid,2025-02-23,268,@,Athletic Club,es La Liga,L 1-7,1,7,-6,43,1,0,0,0,268,14,174,1119,555,7,6,2,8,5,Match Report
2354,Valladolid,2024-10-05,268,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,40,1,0,0,0,268,32,264,1812,1028,21,6,4,25,6,Match Report
2355,Empoli,2024-11-04,268,,Como,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,268,29,278,1443,518,8,4,4,10,14,Match Report
2356,Real Sociedad,2025-01-26,268,,Getafe,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,268,40,245,1316,633,14,6,6,25,8,Match Report
2357,Eint Frankfurt,2024-08-24,268,@,Dortmund,de Bundesliga,L 0-2,0,2,-2,31,0,0,0,0,268,28,216,1165,492,12,6,3,17,10,Match Report
2358,Torino,2024-12-13,267,@,Empoli,it Serie A,W 1-0,1,0,+1,41,1,0,0,0,267,23,242,1364,543,9,13,2,14,13,Match Report
2359,Real Madrid,2024-10-26,267,,Barcelona,es La Liga,L 0-4,0,4,-4,43,0,0,0,0,267,19,248,1132,507,9,9,8,11,9,Match Report
2360,Aston Villa,2024-12-26,267,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,38,0,0,0,0,267,18,200,1127,599,11,6,0,10,7,Match Report
2361,Alavés,2024-09-24,267,@,Real Madrid,es La Liga,L 2-3,2,3,-1,32,2,0,0,0,267,20,285,1727,866,14,11,3,9,8,Match Report
2362,Parma,2025-01-26,267,@,Milan,it Serie A,L 2-3,2,3,-1,39,2,0,0,0,267,21,257,1424,755,18,6,5,7,6,Match Report
2363,Augsburg,2024-09-15,266,,St. Pauli,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,266,28,198,984,453,12,5,4,27,7,Match Report
2364,Montpellier,2024-08-18,266,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,42,0,1,1,0,266,35,190,1261,512,11,7,2,18,14,Match Report
2365,Crystal Palace,2025-02-22,266,@,Fulham,eng Premier League,W 2-0,2,0,+2,38,1,0,0,0,266,20,230,1236,725,9,9,0,19,10,Match Report
2366,Bournemouth,2024-12-22,266,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,40,2,1,1,0,266,29,259,1424,825,16,15,2,16,10,Match Report
2367,Wolfsburg,2024-08-31,266,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,46,2,0,0,0,266,40,265,1232,418,7,5,6,15,11,Match Report
2368,Ipswich Town,2024-12-08,266,,Bournemouth,eng Premier League,L 1-2,1,2,-1,44,1,0,0,0,266,20,208,1319,628,15,7,7,22,16,Match Report
2369,Brentford,2025-04-06,266,,Chelsea,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,266,24,230,1345,724,13,13,7,19,7,Match Report
2370,Brest,2025-04-05,266,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,266,35,190,1254,623,18,9,5,19,3,Match Report
2371,Brest,2024-08-31,266,,Saint-Étienne,fr Ligue 1,W 4-0,4,0,+4,47,2,2,2,0,266,25,206,1090,552,9,5,3,14,8,Match Report
2372,Nice,2024-10-27,265,,Monaco,fr Ligue 1,W 2-1,2,1,+1,41,2,0,0,0,265,42,208,1303,764,23,22,8,16,10,Match Report
2373,Holstein Kiel,2024-09-14,265,,Bayern Munich,de Bundesliga,L 1-6,1,6,-5,30,1,0,0,0,265,13,189,871,309,5,2,1,10,3,Match Report
2374,West Ham,2024-11-30,265,,Arsenal,eng Premier League,L 2-5,2,5,-3,40,2,0,0,0,265,28,190,912,446,6,7,4,12,9,Match Report
2375,Ipswich Town,2025-04-05,265,,Wolves,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,265,27,153,824,379,3,6,1,18,5,Match Report
2376,Ipswich Town,2025-03-08,265,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,45,0,0,0,0,265,21,185,1053,544,10,10,4,21,13,Match Report
2377,Ipswich Town,2024-11-02,265,,Leicester City,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,265,23,222,1304,566,13,6,7,16,10,Match Report
2378,Saint-Étienne,2025-04-06,265,@,Lens,fr Ligue 1,L 0-1,0,1,-1,40,0,0,1,1,265,26,275,1421,780,14,9,5,19,4,Match Report
2379,Atlético Madrid,2025-03-16,265,,Barcelona,es La Liga,L 2-4,2,4,-2,35,2,0,0,0,265,24,255,1224,601,15,11,5,15,6,Match Report
2380,Milan,2025-02-27,265,@,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,265,26,267,1544,822,18,11,7,23,6,Match Report
2381,Athletic Club,2024-09-29,264,,Sevilla,es La Liga,D 1-1,1,1,0,39,1,0,0,0,264,28,221,1184,567,12,11,4,9,9,Match Report
2382,Gladbach,2025-04-06,264,@,St. Pauli,de Bundesliga,D 1-1,1,1,0,37,1,0,0,0,264,12,198,1248,642,6,6,1,14,6,Match Report
2383,Fiorentina,2024-12-15,264,@,Bologna,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,264,21,244,1218,558,12,9,8,10,8,Match Report
2384,Empoli,2025-03-15,264,@,Torino,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,264,25,218,948,367,8,6,2,14,9,Match Report
2385,Leverkusen,2025-01-25,264,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,35,2,0,0,0,264,24,239,1305,711,12,8,6,9,3,Match Report
2386,Nantes,2024-11-09,264,@,Lens,fr Ligue 1,L 2-3,2,3,-1,33,1,1,1,0,264,20,217,1175,477,12,8,2,15,14,Match Report
2387,Atlético Madrid,2025-02-15,264,,Celta Vigo,es La Liga,D 1-1,1,1,0,34,1,0,0,0,264,14,269,1411,580,8,10,4,12,5,Match Report
2388,Brest,2024-09-14,264,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,33,0,1,1,0,264,18,160,882,370,7,5,2,13,8,Match Report
2389,Fiorentina,2024-12-29,263,@,Juventus,it Serie A,D 2-2,2,2,0,38,2,0,0,0,263,33,243,1218,534,12,8,3,19,8,Match Report
2390,Venezia,2025-02-01,263,@,Udinese,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,263,23,232,941,360,7,2,2,20,9,Match Report
2391,Venezia,2024-12-14,263,@,Juventus,it Serie A,D 2-2,2,2,0,31,2,0,0,0,263,20,221,1151,617,10,10,1,16,4,Match Report
2392,Brentford,2025-01-18,263,,Liverpool,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,263,22,230,1585,943,19,14,8,13,9,Match Report
2393,Inter,2025-03-01,263,@,Napoli,it Serie A,D 1-1,1,1,0,38,1,0,0,0,263,16,229,986,453,2,5,1,17,9,Match Report
2394,Atlético Madrid,2024-10-06,263,@,Real Sociedad,es La Liga,D 1-1,1,1,0,34,1,0,0,0,263,12,210,809,422,7,6,0,10,8,Match Report
2395,Hoffenheim,2025-02-16,262,@,Werder Bremen,de Bundesliga,W 3-1,3,1,+2,37,3,0,0,0,262,29,260,1162,605,15,5,4,11,5,Match Report
2396,Toulouse,2025-04-06,262,@,Marseille,fr Ligue 1,L 2-3,2,3,-1,33,2,0,0,0,262,17,254,1142,538,8,5,4,15,8,Match Report
2397,Reims,2025-02-09,262,@,Lyon,fr Ligue 1,L 0-4,0,4,-4,33,0,0,0,0,262,33,241,1777,1028,24,15,8,17,7,Match Report
2398,Freiburg,2025-01-14,262,@,Eint Frankfurt,de Bundesliga,L 1-4,1,4,-3,36,1,0,0,0,262,23,173,987,508,12,4,3,11,11,Match Report
2399,Freiburg,2024-12-21,262,@,Leverkusen,de Bundesliga,L 1-5,1,5,-4,33,1,0,0,0,262,22,206,846,372,7,6,1,13,12,Match Report
2400,Bochum,2025-01-11,262,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,262,30,190,967,517,12,2,2,16,9,Match Report
2401,Cagliari,2025-04-06,262,@,Empoli,it Serie A,D 0-0,0,0,0,54,0,0,0,0,262,21,245,966,429,6,5,3,12,13,Match Report
2402,Lecce,2024-12-15,262,,Monza,it Serie A,W 2-1,2,1,+1,45,2,0,1,1,262,33,226,1104,476,16,8,6,14,9,Match Report
2403,Valladolid,2025-03-08,261,@,Valencia,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,261,16,214,1193,552,16,7,7,10,10,Match Report
2404,Rayo Vallecano,2025-03-29,261,@,Alavés,es La Liga,W 2-0,2,0,+2,45,2,0,0,0,261,26,216,1224,559,14,6,3,16,15,Match Report
2405,Venezia,2025-03-29,261,,Bologna,it Serie A,L 0-1,0,1,-1,41,0,0,0,0,261,16,267,1365,566,6,9,0,22,11,Match Report
2406,Brighton,2025-02-14,261,,Chelsea,eng Premier League,W 3-0,3,0,+3,31,3,0,0,0,261,17,245,1195,463,13,4,5,9,12,Match Report
2407,Everton,2024-11-02,261,@,Southampton,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,261,24,202,1088,580,17,17,5,11,10,Match Report
2408,Lens,2024-11-02,261,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,32,0,0,0,0,261,33,289,1685,830,23,16,8,20,7,Match Report
2409,Osasuna,2025-04-07,260,@,Leganés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,260,26,225,1039,493,10,2,3,15,0,Match Report
2410,Osasuna,2025-02-02,260,,Real Sociedad,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,260,28,229,1086,490,12,8,1,15,11,Match Report
2411,Crystal Palace,2025-04-05,260,,Brighton,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,260,18,226,1221,547,17,8,7,10,11,Match Report
2412,Bournemouth,2025-01-18,260,@,Newcastle Utd,eng Premier League,W 4-1,4,1,+3,44,4,0,0,0,260,31,264,1612,868,23,12,9,19,11,Match Report
2413,Le Havre,2024-08-24,260,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,41,1,1,1,0,260,37,239,1370,695,15,12,5,17,1,Match Report
2414,Werder Bremen,2025-02-07,260,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,25,0,0,0,0,260,9,242,1032,430,5,4,1,11,6,Match Report
2415,Rayo Vallecano,2024-12-14,260,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,260,33,217,1223,627,15,9,1,14,8,Match Report
2416,Ipswich Town,2024-12-27,260,@,Arsenal,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,260,17,221,1076,569,9,7,1,10,17,Match Report
2417,Brentford,2024-12-15,260,@,Chelsea,eng Premier League,L 1-2,1,2,-1,38,1,0,0,0,260,38,170,820,372,8,3,1,15,8,Match Report
2418,Betis,2024-10-19,260,@,Osasuna,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,260,24,242,1211,619,10,12,4,14,8,Match Report
2419,Osasuna,2024-09-21,259,,Las Palmas,es La Liga,W 2-1,2,1,+1,40,1,1,1,0,259,39,200,1438,853,17,11,6,14,12,Match Report
2420,Valladolid,2024-09-24,259,@,Sevilla,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,259,23,211,1281,517,7,10,2,14,10,Match Report
2421,Monza,2025-03-08,259,@,Inter,it Serie A,L 2-3,2,3,-1,31,2,0,0,0,259,16,245,1209,664,15,9,4,17,9,Match Report
2422,Athletic Club,2024-10-06,259,@,Girona,es La Liga,L 1-2,1,2,-1,34,1,0,2,2,259,19,270,1325,672,15,12,6,18,9,Match Report
2423,Bournemouth,2024-08-25,259,,Newcastle Utd,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,259,30,211,1085,559,16,9,8,13,9,Match Report
2424,Marseille,2024-10-27,259,,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,26,0,0,0,0,259,12,226,1127,433,7,3,3,18,12,Match Report
2425,Hoffenheim,2025-04-05,258,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,258,18,206,916,471,7,6,2,15,7,Match Report
2426,Heidenheim,2025-02-01,258,,Dortmund,de Bundesliga,L 1-2,1,2,-1,37,1,0,0,0,258,18,260,1408,772,17,14,2,18,9,Match Report
2427,Mallorca,2024-12-03,258,,Barcelona,es La Liga,L 1-5,1,5,-4,41,1,0,0,0,258,26,178,1056,425,10,4,3,12,7,Match Report
2428,Gladbach,2025-01-11,258,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,33,0,0,0,0,258,15,185,1058,426,5,3,3,9,7,Match Report
2429,Fiorentina,2024-10-06,258,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,258,20,210,1280,512,11,10,4,4,5,Match Report
2430,Auxerre,2024-10-27,258,@,Lyon,fr Ligue 1,D 2-2,2,2,0,38,2,0,0,0,258,25,204,1386,652,13,13,1,10,7,Match Report
2431,Getafe,2025-03-09,258,,Atlético Madrid,es La Liga,W 2-1,2,1,+1,39,2,0,0,0,258,32,206,943,469,5,4,2,18,12,Match Report
2432,Osasuna,2024-08-24,257,,Mallorca,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,257,31,206,1265,620,18,10,5,11,15,Match Report
2433,Hellas Verona,2025-01-19,257,,Lazio,it Serie A,L 0-3,0,3,-3,36,0,0,0,0,257,27,244,1060,437,5,4,3,13,7,Match Report
2434,Montpellier,2024-12-01,257,,Lille,fr Ligue 1,D 2-2,2,2,0,42,2,0,0,0,257,16,200,1278,650,15,5,1,10,12,Match Report
2435,Union Berlin,2025-02-22,257,@,Dortmund,de Bundesliga,L 0-6,0,6,-6,36,0,0,0,0,257,22,243,1188,509,10,7,1,15,5,Match Report
2436,Leganés,2025-01-18,257,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,257,18,249,1033,519,12,6,1,8,6,Match Report
2437,Alavés,2024-12-08,257,@,Osasuna,es La Liga,D 2-2,2,2,0,40,2,0,0,0,257,20,229,1095,566,8,9,0,15,7,Match Report
2438,Leicester City,2025-02-15,257,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,257,17,280,1546,829,23,8,8,15,9,Match Report
2439,Nott'ham Forest,2024-11-30,257,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,45,0,1,1,0,257,26,247,1456,749,17,11,3,13,7,Match Report
2440,Hellas Verona,2024-09-01,256,@,Genoa,it Serie A,W 2-0,2,0,+2,42,1,1,1,0,256,24,202,1175,614,12,9,4,15,10,Match Report
2441,Heidenheim,2025-03-16,256,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,39,3,0,0,0,256,18,255,1167,669,11,9,3,11,8,Match Report
2442,Monza,2025-01-27,256,@,Genoa,it Serie A,L 0-2,0,2,-2,50,0,0,0,0,256,19,213,877,346,6,8,2,17,11,Match Report
2443,Montpellier,2024-10-20,256,,Marseille,fr Ligue 1,L 0-5,0,5,-5,35,0,0,0,0,256,19,242,1654,827,19,7,9,10,8,Match Report
2444,Getafe,2024-09-01,256,,Real Sociedad,es La Liga,D 0-0,0,0,0,53,0,0,0,0,256,32,244,1269,579,16,11,5,23,6,Match Report
2445,Everton,2025-02-22,256,,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,256,27,239,1168,504,9,8,2,5,12,Match Report
2446,Osasuna,2024-10-05,255,@,Getafe,es La Liga,D 1-1,1,1,0,59,1,0,0,0,255,26,227,991,420,8,6,2,20,4,Match Report
2447,Monza,2025-01-13,255,,Fiorentina,it Serie A,W 2-1,2,1,+1,35,2,0,0,0,255,16,249,1397,669,12,5,2,15,9,Match Report
2448,Athletic Club,2024-11-24,255,,Real Sociedad,es La Liga,W 1-0,1,0,+1,41,1,0,0,0,255,40,225,1265,642,19,8,6,16,15,Match Report
2449,Marseille,2024-09-22,255,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,255,12,155,988,448,11,1,1,14,4,Match Report
2450,Genoa,2025-01-27,255,,Monza,it Serie A,W 2-0,2,0,+2,50,2,0,1,1,255,32,243,1163,475,11,8,4,19,4,Match Report
2451,West Ham,2025-02-22,255,@,Arsenal,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,255,13,185,1081,559,14,9,3,12,7,Match Report
2452,Leicester City,2024-12-26,255,@,Liverpool,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,255,11,181,1017,535,7,6,0,9,9,Match Report
2453,Brentford,2025-03-15,255,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,42,2,0,0,0,255,34,187,955,424,12,6,5,12,6,Match Report
2454,Holstein Kiel,2025-02-01,254,@,Bayern Munich,de Bundesliga,L 3-4,3,4,-1,29,3,0,0,0,254,11,189,867,396,9,7,4,15,5,Match Report
2455,Le Havre,2024-10-20,254,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,254,29,185,1093,613,16,9,0,10,4,Match Report
2456,Werder Bremen,2025-04-05,254,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,38,2,0,0,0,254,28,269,1443,660,17,9,6,15,8,Match Report
2457,Empoli,2024-11-08,254,@,Lecce,it Serie A,D 1-1,1,1,0,42,1,0,0,0,254,24,187,938,437,12,6,3,18,9,Match Report
2458,Ipswich Town,2025-01-25,254,@,Liverpool,eng Premier League,L 1-4,1,4,-3,30,1,0,0,0,254,9,202,1154,494,8,4,3,14,8,Match Report
2459,Holstein Kiel,2025-02-22,253,,Leverkusen,de Bundesliga,L 0-2,0,2,-2,38,0,0,0,0,253,19,210,938,430,6,4,0,17,6,Match Report
2460,Genoa,2024-12-28,253,@,Empoli,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,253,24,203,1099,407,8,7,5,22,11,Match Report
2461,Union Berlin,2025-04-06,253,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,253,27,242,1184,550,16,8,3,17,5,Match Report
2462,Empoli,2024-09-29,253,,Fiorentina,it Serie A,D 0-0,0,0,0,38,0,0,0,0,253,19,193,1312,673,21,9,4,12,12,Match Report
2463,Leverkusen,2024-09-28,253,@,Bayern Munich,de Bundesliga,D 1-1,1,1,0,31,1,0,0,0,253,14,178,741,297,5,3,1,12,9,Match Report
2464,Nantes,2025-03-15,253,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,253,18,240,1420,696,12,5,4,9,9,Match Report
2465,Betis,2024-12-07,253,,Barcelona,es La Liga,D 2-2,2,2,0,38,1,1,1,0,253,29,223,1042,465,12,6,4,12,6,Match Report
2466,Athletic Club,2025-03-16,252,@,Sevilla,es La Liga,W 1-0,1,0,+1,39,1,0,1,1,252,20,238,993,457,6,7,2,10,10,Match Report
2467,Athletic Club,2024-09-15,252,@,Las Palmas,es La Liga,W 3-2,3,2,+1,36,3,0,0,0,252,31,206,1325,670,17,10,6,14,8,Match Report
2468,Angers,2024-11-01,252,@,Monaco,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,252,18,226,1428,743,19,15,4,15,8,Match Report
2469,Everton,2025-03-08,252,@,Wolves,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,252,18,226,890,412,8,4,3,12,9,Match Report
2470,Holstein Kiel,2024-11-02,251,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,45,1,0,0,0,251,21,184,1303,710,18,16,5,14,6,Match Report
2471,Athletic Club,2024-08-24,251,@,Barcelona,es La Liga,L 1-2,1,2,-1,36,0,1,1,0,251,24,244,1319,649,11,9,5,11,9,Match Report
2472,Angers,2025-01-26,251,@,Lens,fr Ligue 1,L 0-1,0,1,-1,36,0,0,0,0,251,16,234,1347,706,18,14,3,19,11,Match Report
2473,Leganés,2025-03-16,251,,Betis,es La Liga,L 2-3,2,3,-1,36,2,0,0,0,251,22,253,1009,543,12,6,3,21,4,Match Report
2474,Reims,2024-12-14,251,,Monaco,fr Ligue 1,D 0-0,0,0,0,36,0,0,0,0,251,32,217,1416,748,17,11,4,23,8,Match Report
2475,Leicester City,2025-04-02,251,@,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,251,18,190,985,444,4,3,0,13,4,Match Report
2476,Lille,2024-10-26,251,@,Lens,fr Ligue 1,W 2-0,2,0,+2,42,1,1,1,0,251,21,213,1105,569,10,5,3,24,14,Match Report
2477,Nott'ham Forest,2024-11-23,251,@,Arsenal,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,251,24,182,1238,635,13,13,5,9,9,Match Report
2478,Monza,2024-10-06,250,,Roma,it Serie A,D 1-1,1,1,0,35,1,0,0,0,250,20,176,809,284,5,6,1,12,18,Match Report
2479,Le Havre,2025-03-16,250,@,Lyon,fr Ligue 1,L 2-4,2,4,-2,33,1,1,1,0,250,20,238,1248,554,12,7,2,11,11,Match Report
2480,Genoa,2025-01-05,250,@,Lecce,it Serie A,D 0-0,0,0,0,37,0,0,0,0,250,13,184,1070,534,12,7,3,14,14,Match Report
2481,Getafe,2024-12-09,250,,Espanyol,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,250,31,222,1417,685,15,18,7,24,9,Match Report
2482,Union Berlin,2024-12-06,250,@,Stuttgart,de Bundesliga,L 2-3,2,3,-1,36,2,0,0,0,250,26,254,1474,734,10,3,3,15,2,Match Report
2483,Empoli,2024-10-06,250,@,Lazio,it Serie A,L 1-2,1,2,-1,42,1,0,0,0,250,22,229,1227,558,12,6,2,11,16,Match Report
2484,Mallorca,2024-12-14,249,,Girona,es La Liga,W 2-1,2,1,+1,32,2,0,0,0,249,24,204,1250,560,8,8,2,10,7,Match Report
2485,Holstein Kiel,2025-03-02,249,@,Union Berlin,de Bundesliga,W 1-0,1,0,+1,48,1,0,0,0,249,23,201,1012,461,11,5,1,14,2,Match Report
2486,Getafe,2024-12-21,249,,Mallorca,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,249,33,245,1248,730,13,12,1,14,8,Match Report
2487,Leganés,2024-11-24,249,,Real Madrid,es La Liga,L 0-3,0,3,-3,33,0,0,0,0,249,21,223,1185,624,10,9,4,10,6,Match Report
2488,Aston Villa,2025-03-08,249,@,Brentford,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,249,21,217,1127,591,14,12,4,11,5,Match Report
2489,Empoli,2024-12-22,249,@,Atalanta,it Serie A,L 2-3,2,3,-1,35,1,1,1,0,249,27,216,1223,613,7,5,3,18,8,Match Report
2490,Espanyol,2025-03-10,249,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,249,16,213,1264,612,12,10,1,12,6,Match Report
2491,Strasbourg,2024-10-06,249,,Lens,fr Ligue 1,D 2-2,2,2,0,37,1,1,1,0,249,13,231,987,461,10,5,4,14,7,Match Report
2492,Brest,2025-03-02,249,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,34,0,1,1,0,249,31,135,805,416,12,6,5,14,5,Match Report
2493,Getafe,2025-02-01,248,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,248,27,231,1018,494,6,6,1,28,14,Match Report
2494,Union Berlin,2025-02-08,248,@,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,248,35,229,1131,619,18,6,8,14,8,Match Report
2495,Alavés,2024-11-01,248,,Mallorca,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,248,28,198,1115,627,15,7,3,11,8,Match Report
2496,Freiburg,2024-08-24,248,,Stuttgart,de Bundesliga,W 3-1,3,1,+2,33,3,0,0,0,248,23,231,1274,618,11,8,7,18,5,Match Report
2497,Sevilla,2024-10-20,248,@,Barcelona,es La Liga,L 1-5,1,5,-4,33,1,0,0,0,248,11,275,1461,725,13,10,6,18,8,Match Report
2498,Cagliari,2024-10-25,248,@,Udinese,it Serie A,L 0-2,0,2,-2,36,0,0,0,0,248,18,218,1194,514,8,4,1,14,3,Match Report
