Rk,Team,Date,Won,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Won,Lost,Won%,Match Report
2100,Betis,2024-12-07,10,,Barcelona,es La Liga,D 2-2,2,2,0,38,1,1,1,0,10,10,50.0,Match Report
2101,Betis,2024-12-01,10,@,Real Sociedad,es La Liga,L 0-2,0,2,-2,59,0,0,0,0,10,20,33.3,Match Report
2102,Lens,2024-12-08,10,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,55,1,0,0,0,10,10,50.0,Match Report
2103,Monaco,2025-03-15,10,@,Angers,fr Ligue 1,W 2-0,2,0,+2,56,1,1,1,0,10,11,47.6,Match Report
2104,Monaco,2025-02-01,10,,Auxerre,fr Ligue 1,W 4-2,4,2,+2,57,4,0,0,0,10,8,55.6,Match Report
2105,Monaco,2024-10-18,10,,Lille,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,10,11,47.6,Match Report
2106,Lecce,2024-12-07,10,@,Roma,it Serie A,L 1-4,1,4,-3,41,0,1,1,0,10,14,41.7,Match Report
2107,Lecce,2024-12-01,10,,Juventus,it Serie A,D 1-1,1,1,0,39,1,0,0,0,10,8,55.6,Match Report
2108,Las Palmas,2025-02-22,9,,Barcelona,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,9,13,40.9,Match Report
2109,Las Palmas,2024-11-30,9,@,Barcelona,es La Liga,W 2-1,2,1,+1,31,2,0,0,0,9,13,40.9,Match Report
2110,Bayern Munich,2025-04-04,9,@,Augsburg,de Bundesliga,W 3-1,3,1,+2,69,2,0,0,0,9,11,45.0,Match Report
2111,Augsburg,2024-08-24,9,,Werder Bremen,de Bundesliga,D 2-2,2,2,0,46,2,0,0,0,9,13,40.9,Match Report
2112,Torino,2025-02-22,9,,Milan,it Serie A,W 2-1,2,1,+1,36,1,0,0,0,9,16,36.0,Match Report
2113,Torino,2025-02-01,9,@,Atalanta,it Serie A,D 1-1,1,1,0,35,1,0,0,0,9,22,29.0,Match Report
2114,Torino,2024-11-03,9,,Fiorentina,it Serie A,L 0-1,0,1,-1,54,0,0,0,0,9,14,39.1,Match Report
2115,Torino,2024-10-25,9,,Como,it Serie A,W 1-0,1,0,+1,32,1,0,0,0,9,20,31.0,Match Report
2116,Torino,2024-08-25,9,,Atalanta,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,9,17,34.6,Match Report
2117,Nice,2025-01-11,9,@,Reims,fr Ligue 1,W 4-2,4,2,+2,46,3,1,1,0,9,15,37.5,Match Report
2118,Nice,2025-01-03,9,,Rennes,fr Ligue 1,W 3-2,3,2,+1,47,3,0,0,0,9,13,40.9,Match Report
2119,Nice,2024-09-01,9,@,Angers,fr Ligue 1,W 4-1,4,1,+3,46,4,0,0,0,9,14,39.1,Match Report
2120,Nice,2024-08-18,9,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,55,1,0,0,0,9,9,50.0,Match Report
2121,Valladolid,2024-08-19,9,,Espanyol,es La Liga,W 1-0,1,0,+1,46,1,0,0,0,9,18,33.3,Match Report
2122,Arsenal,2025-04-01,9,,Fulham,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,9,18,33.3,Match Report
2123,Arsenal,2024-10-05,9,,Southampton,eng Premier League,W 3-1,3,1,+2,59,3,0,0,0,9,14,39.1,Match Report
2124,Manchester Utd,2025-01-16,9,,Southampton,eng Premier League,W 3-1,3,1,+2,60,3,0,0,0,9,20,31.0,Match Report
2125,Manchester Utd,2024-12-26,9,@,Wolves,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,9,16,36.0,Match Report
2126,Manchester Utd,2024-12-04,9,@,Arsenal,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,9,12,42.9,Match Report
2127,Manchester Utd,2024-12-01,9,,Everton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,9,10,47.4,Match Report
2128,Barcelona,2025-03-30,9,,Girona,es La Liga,W 4-1,4,1,+3,69,3,0,0,0,9,5,64.3,Match Report
2129,Barcelona,2025-01-26,9,,Valencia,es La Liga,W 7-1,7,1,+6,71,6,0,0,0,9,6,60.0,Match Report
2130,Barcelona,2024-12-21,9,,Atlético Madrid,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,9,15,37.5,Match Report
2131,Barcelona,2024-08-17,9,@,Valencia,es La Liga,W 2-1,2,1,+1,63,1,1,1,0,9,13,40.9,Match Report
2132,Monza,2025-02-24,9,@,Roma,it Serie A,L 0-4,0,4,-4,35,0,0,0,0,9,7,56.3,Match Report
2133,Montpellier,2024-09-15,9,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,49,0,0,0,0,9,10,47.4,Match Report
2134,Como,2025-01-14,9,,Milan,it Serie A,L 1-2,1,2,-1,52,1,0,0,0,9,7,56.3,Match Report
2135,Villarreal,2024-12-08,9,@,Athletic Club,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,9,10,47.4,Match Report
2136,Athletic Club,2025-02-08,9,,Girona,es La Liga,W 3-0,3,0,+3,45,2,1,1,0,9,6,60.0,Match Report
2137,Athletic Club,2024-10-06,9,@,Girona,es La Liga,L 1-2,1,2,-1,34,1,0,2,2,9,17,34.6,Match Report
2138,Athletic Club,2024-09-19,9,@,Leganés,es La Liga,W 2-0,2,0,+2,52,2,0,0,0,9,20,31.0,Match Report
2139,Gladbach,2025-02-22,9,,Augsburg,de Bundesliga,L 0-3,0,3,-3,49,0,0,0,0,9,8,52.9,Match Report
2140,Gladbach,2025-01-11,9,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,33,0,0,0,0,9,13,40.9,Match Report
2141,Gladbach,2024-09-14,9,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,44,1,0,0,0,9,14,39.1,Match Report
2142,Gladbach,2024-08-23,9,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,43,2,0,0,0,9,16,36.0,Match Report
2143,Southampton,2025-03-08,9,@,Liverpool,eng Premier League,L 1-3,1,3,-2,29,1,0,0,0,9,3,75.0,Match Report
2144,Southampton,2024-12-15,9,,Tottenham,eng Premier League,L 0-5,0,5,-5,42,0,0,0,0,9,4,69.2,Match Report
2145,Southampton,2024-11-29,9,@,Brighton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,9,10,47.4,Match Report
2146,Southampton,2024-08-17,9,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,77,0,0,0,0,9,7,56.3,Match Report
2147,Tottenham,2025-02-16,9,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,55,1,0,0,0,9,11,45.0,Match Report
2148,Tottenham,2024-10-19,9,,West Ham,eng Premier League,W 4-1,4,1,+3,57,3,0,0,0,9,7,56.3,Match Report
2149,Tottenham,2024-08-19,9,@,Leicester City,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,9,8,52.9,Match Report
2150,Fiorentina,2025-02-10,9,@,Inter,it Serie A,L 1-2,1,2,-1,38,0,1,1,0,9,21,30.0,Match Report
2151,Crystal Palace,2025-04-05,9,,Brighton,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,9,19,32.1,Match Report
2152,Crystal Palace,2025-02-25,9,,Aston Villa,eng Premier League,W 4-1,4,1,+3,36,4,0,0,0,9,13,40.9,Match Report
2153,Crystal Palace,2025-02-22,9,@,Fulham,eng Premier League,W 2-0,2,0,+2,38,1,0,0,0,9,16,36.0,Match Report
2154,Bournemouth,2025-01-25,9,,Nott'ham Forest,eng Premier League,W 5-0,5,0,+5,50,5,0,0,0,9,20,31.0,Match Report
2155,Bournemouth,2024-09-30,9,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,9,16,36.0,Match Report
2156,Wolfsburg,2025-01-18,9,@,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,29,2,0,0,0,9,14,39.1,Match Report
2157,Wolfsburg,2024-09-14,9,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,9,15,37.5,Match Report
2158,Real Madrid,2024-09-21,9,,Espanyol,es La Liga,W 4-1,4,1,+3,73,3,1,1,0,9,6,60.0,Match Report
2159,Real Madrid,2024-09-01,9,,Betis,es La Liga,W 2-0,2,0,+2,60,1,1,1,0,9,6,60.0,Match Report
2160,St. Pauli,2024-10-18,9,@,Dortmund,de Bundesliga,L 1-2,1,2,-1,26,1,0,0,0,9,14,39.1,Match Report
2161,Marseille,2025-02-15,9,,Saint-Étienne,fr Ligue 1,W 5-1,5,1,+4,70,4,1,1,0,9,5,64.3,Match Report
2162,Marseille,2025-01-19,9,,Strasbourg,fr Ligue 1,D 1-1,1,1,0,69,0,1,1,0,9,5,64.3,Match Report
2163,Marseille,2025-01-05,9,,Le Havre,fr Ligue 1,W 5-1,5,1,+4,70,5,0,0,0,9,7,56.3,Match Report
2164,Marseille,2024-11-23,9,@,Lens,fr Ligue 1,W 3-1,3,1,+2,55,3,0,0,0,9,6,60.0,Match Report
2165,Stuttgart,2025-03-08,9,@,Holstein Kiel,de Bundesliga,D 2-2,2,2,0,48,2,0,0,0,9,10,47.4,Match Report
2166,Stuttgart,2024-11-30,9,@,Werder Bremen,de Bundesliga,D 2-2,2,2,0,57,2,0,0,0,9,14,39.1,Match Report
2167,Auxerre,2025-02-22,9,,Marseille,fr Ligue 1,W 3-0,3,0,+3,21,2,1,1,0,9,10,47.4,Match Report
2168,Auxerre,2024-11-08,9,@,Marseille,fr Ligue 1,W 3-1,3,1,+2,26,3,0,0,0,9,15,37.5,Match Report
2169,Auxerre,2024-10-27,9,@,Lyon,fr Ligue 1,D 2-2,2,2,0,38,2,0,0,0,9,10,47.4,Match Report
2170,Auxerre,2024-09-14,9,,Monaco,fr Ligue 1,L 0-3,0,3,-3,41,0,0,0,0,9,14,39.1,Match Report
2171,Auxerre,2024-08-18,9,,Nice,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,9,9,50.0,Match Report
2172,Le Havre,2024-12-07,9,@,Nice,fr Ligue 1,L 1-2,1,2,-1,49,1,0,0,0,9,13,40.9,Match Report
2173,Le Havre,2024-09-22,9,@,Monaco,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,9,17,34.6,Match Report
2174,Genoa,2025-02-02,9,@,Fiorentina,it Serie A,L 1-2,1,2,-1,59,1,0,0,0,9,17,34.6,Match Report
2175,Genoa,2024-12-01,9,@,Udinese,it Serie A,W 2-0,2,0,+2,54,1,0,0,0,9,14,39.1,Match Report
2176,Angers,2024-09-15,9,@,Strasbourg,fr Ligue 1,D 1-1,1,1,0,48,1,0,0,0,9,9,50.0,Match Report
2177,Lazio,2025-04-06,9,@,Atalanta,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,9,7,56.3,Match Report
2178,Lazio,2025-03-31,9,,Torino,it Serie A,D 1-1,1,1,0,58,1,0,0,0,9,14,39.1,Match Report
2179,Lazio,2024-11-10,9,@,Monza,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,9,12,42.9,Match Report
2180,Getafe,2025-02-14,9,@,Girona,es La Liga,W 2-1,2,1,+1,29,2,0,0,0,9,10,47.4,Match Report
2181,Getafe,2024-12-01,9,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,9,8,52.9,Match Report
2182,West Ham,2024-09-21,9,,Chelsea,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,9,10,47.4,Match Report
2183,West Ham,2024-08-31,9,,Manchester City,eng Premier League,L 1-3,1,3,-2,33,0,0,0,0,9,7,56.3,Match Report
2184,Leganés,2025-03-16,9,,Betis,es La Liga,L 2-3,2,3,-1,36,2,0,0,0,9,10,47.4,Match Report
2185,Leganés,2024-09-28,9,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,9,13,40.9,Match Report
2186,Reims,2025-02-28,9,@,Monaco,fr Ligue 1,L 0-3,0,3,-3,44,0,0,0,0,9,18,33.3,Match Report
2187,Reims,2024-08-17,9,,Lille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,9,13,40.9,Match Report
2188,Liverpool,2025-02-26,9,,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,9,4,69.2,Match Report
2189,Liverpool,2024-12-04,9,@,Newcastle Utd,eng Premier League,D 3-3,3,3,0,58,3,0,0,0,9,9,50.0,Match Report
2190,Liverpool,2024-09-21,9,,Bournemouth,eng Premier League,W 3-0,3,0,+3,58,3,0,0,0,9,6,60.0,Match Report
2191,Aston Villa,2024-12-07,9,,Southampton,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,9,8,52.9,Match Report
2192,Aston Villa,2024-08-24,9,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,9,7,56.3,Match Report
2193,Wolves,2025-04-01,9,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,9,11,45.0,Match Report
2194,Wolves,2025-03-08,9,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,9,15,37.5,Match Report
2195,Wolves,2025-01-20,9,@,Chelsea,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,9,12,42.9,Match Report
2196,Alavés,2024-08-25,9,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,9,14,39.1,Match Report
2197,Girona,2025-03-15,9,,Valencia,es La Liga,D 1-1,1,1,0,57,1,0,0,0,9,11,45.0,Match Report
2198,Girona,2025-03-01,9,,Celta Vigo,es La Liga,D 2-2,2,2,0,51,2,0,0,0,9,11,45.0,Match Report
2199,Girona,2025-01-18,9,,Sevilla,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,9,7,56.3,Match Report
2200,Atalanta,2025-03-30,9,@,Fiorentina,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,9,7,56.3,Match Report
2201,Atalanta,2025-03-09,9,@,Juventus,it Serie A,W 4-0,4,0,+4,37,3,1,1,0,9,12,42.9,Match Report
2202,Rayo Vallecano,2025-01-26,9,,Girona,es La Liga,W 2-1,2,1,+1,57,2,0,0,0,9,10,47.4,Match Report
2203,Rayo Vallecano,2024-11-24,9,@,Sevilla,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,9,19,32.1,Match Report
2204,Leicester City,2025-02-21,9,,Brentford,eng Premier League,L 0-4,0,4,-4,48,0,0,0,0,9,21,30.0,Match Report
2205,Leicester City,2024-08-31,9,,Aston Villa,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,9,10,47.4,Match Report
2206,Empoli,2025-02-02,9,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,9,23,28.1,Match Report
2207,Empoli,2024-12-13,9,,Torino,it Serie A,L 0-1,0,1,-1,59,0,0,0,0,9,19,32.1,Match Report
2208,Espanyol,2025-03-10,9,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,9,14,39.1,Match Report
2209,RB Leipzig,2025-01-15,9,@,Stuttgart,de Bundesliga,L 1-2,1,2,-1,42,1,0,0,0,9,14,39.1,Match Report
2210,Dortmund,2025-01-10,9,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,70,1,1,1,0,9,11,45.0,Match Report
2211,Dortmund,2024-11-02,9,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,9,13,40.9,Match Report
2212,Venezia,2024-12-08,9,,Como,it Serie A,D 2-2,2,2,0,35,2,0,0,0,9,4,69.2,Match Report
2213,Newcastle Utd,2024-12-30,9,@,Manchester Utd,eng Premier League,W 2-0,2,0,+2,48,2,0,0,0,9,10,47.4,Match Report
2214,Newcastle Utd,2024-12-07,9,@,Brentford,eng Premier League,L 2-4,2,4,-2,57,2,0,0,0,9,10,47.4,Match Report
2215,Newcastle Utd,2024-12-04,9,,Liverpool,eng Premier League,D 3-3,3,3,0,42,3,0,0,0,9,9,50.0,Match Report
2216,Newcastle Utd,2024-09-01,9,,Tottenham,eng Premier League,W 2-1,2,1,+1,35,2,0,0,0,9,13,40.9,Match Report
2217,Rennes,2025-02-02,9,,Strasbourg,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,9,16,36.0,Match Report
2218,Ipswich Town,2024-11-24,9,,Manchester Utd,eng Premier League,D 1-1,1,1,0,40,1,0,0,0,9,13,40.9,Match Report
2219,Manchester City,2024-12-26,9,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,1,1,9,9,50.0,Match Report
2220,Strasbourg,2025-03-02,9,@,Auxerre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,9,15,37.5,Match Report
2221,Strasbourg,2024-12-08,9,,Reims,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,9,13,40.9,Match Report
2222,Strasbourg,2024-09-21,9,@,Lille,fr Ligue 1,D 3-3,3,3,0,37,3,0,0,0,9,8,52.9,Match Report
2223,Strasbourg,2024-09-15,9,,Angers,fr Ligue 1,D 1-1,1,1,0,52,1,0,0,0,9,9,50.0,Match Report
2224,Cagliari,2025-02-15,9,@,Atalanta,it Serie A,D 0-0,0,0,0,41,0,0,0,0,9,14,39.1,Match Report
2225,Leverkusen,2025-03-28,9,,Bochum,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,9,13,40.9,Match Report
2226,Leverkusen,2025-02-15,9,,Bayern Munich,de Bundesliga,D 0-0,0,0,0,57,0,0,0,0,9,14,39.1,Match Report
2227,Leverkusen,2024-11-09,9,@,Bochum,de Bundesliga,D 1-1,1,1,0,70,1,0,0,0,9,12,42.9,Match Report
2228,Lille,2025-02-22,9,,Monaco,fr Ligue 1,W 2-1,2,1,+1,43,2,0,0,0,9,15,37.5,Match Report
2229,Lille,2024-08-24,9,,Angers,fr Ligue 1,W 2-0,2,0,+2,64,2,0,0,0,9,8,52.9,Match Report
2230,Brentford,2024-08-31,9,,Southampton,eng Premier League,W 3-1,3,1,+2,37,3,0,0,0,9,3,75.0,Match Report
2231,Roma,2025-01-17,9,,Genoa,it Serie A,W 3-1,3,1,+2,52,2,0,0,0,9,10,47.4,Match Report
2232,Roma,2025-01-12,9,@,Bologna,it Serie A,D 2-2,2,2,0,46,1,1,1,0,9,10,47.4,Match Report
2233,Roma,2024-10-06,9,@,Monza,it Serie A,D 1-1,1,1,0,65,1,0,0,0,9,23,28.1,Match Report
2234,Chelsea,2024-12-22,9,@,Everton,eng Premier League,D 0-0,0,0,0,75,0,0,0,0,9,9,50.0,Match Report
2235,Chelsea,2024-11-10,9,,Arsenal,eng Premier League,D 1-1,1,1,0,49,1,0,0,0,9,10,47.4,Match Report
2236,Everton,2024-12-26,9,@,Manchester City,eng Premier League,D 1-1,1,1,0,34,1,0,0,0,9,9,50.0,Match Report
2237,Everton,2024-12-22,9,,Chelsea,eng Premier League,D 0-0,0,0,0,25,0,0,0,0,9,9,50.0,Match Report
2238,Everton,2024-12-14,9,@,Arsenal,eng Premier League,D 0-0,0,0,0,24,0,0,0,0,9,14,39.1,Match Report
2239,Napoli,2024-12-14,9,@,Udinese,it Serie A,W 3-1,3,1,+2,70,2,0,0,0,9,16,36.0,Match Report
2240,Napoli,2024-11-10,9,@,Inter,it Serie A,D 1-1,1,1,0,47,1,0,0,0,9,12,42.9,Match Report
2241,Lyon,2025-03-16,9,,Le Havre,fr Ligue 1,W 4-2,4,2,+2,67,3,1,1,0,9,11,45.0,Match Report
2242,Lyon,2024-11-23,9,@,Reims,fr Ligue 1,D 1-1,1,1,0,59,1,0,0,0,9,6,60.0,Match Report
2243,Nantes,2025-03-15,9,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,9,8,52.9,Match Report
2244,Nantes,2024-09-15,9,,Reims,fr Ligue 1,L 1-2,1,2,-1,45,1,0,0,0,9,8,52.9,Match Report
2245,Atlético Madrid,2024-11-30,9,@,Valladolid,es La Liga,W 5-0,5,0,+5,55,5,0,0,0,9,14,39.1,Match Report
2246,Atlético Madrid,2024-09-29,9,,Real Madrid,es La Liga,D 1-1,1,1,0,51,1,0,0,0,9,14,39.1,Match Report
2247,Atlético Madrid,2024-09-26,9,@,Celta Vigo,es La Liga,W 1-0,1,0,+1,42,1,0,0,0,9,6,60.0,Match Report
2248,Milan,2025-03-15,9,,Como,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,9,8,52.9,Match Report
2249,Milan,2025-01-11,9,,Cagliari,it Serie A,D 1-1,1,1,0,68,1,0,0,0,9,17,34.6,Match Report
2250,Milan,2024-09-14,9,,Venezia,it Serie A,W 4-0,4,0,+4,62,2,2,2,0,9,7,56.3,Match Report
2251,Valencia,2025-02-15,9,@,Villarreal,es La Liga,D 1-1,1,1,0,50,1,0,0,0,9,10,47.4,Match Report
2252,Valencia,2024-09-21,9,,Girona,es La Liga,W 2-0,2,0,+2,33,2,0,0,0,9,6,60.0,Match Report
2253,Valencia,2024-08-23,9,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,9,10,47.4,Match Report
2254,Juventus,2024-08-26,9,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,60,2,1,1,0,9,2,81.8,Match Report
2255,Paris S-G,2025-03-16,9,,Marseille,fr Ligue 1,W 3-1,3,1,+2,60,2,0,0,0,9,4,69.2,Match Report
2256,Paris S-G,2025-02-01,9,@,Brest,fr Ligue 1,W 5-2,5,2,+3,65,5,0,0,0,9,14,39.1,Match Report
2257,Paris S-G,2025-01-12,9,,Saint-Étienne,fr Ligue 1,W 2-1,2,1,+1,59,1,1,1,0,9,2,81.8,Match Report
2258,Paris S-G,2024-12-15,9,,Lyon,fr Ligue 1,W 3-1,3,1,+2,68,2,1,1,0,9,2,81.8,Match Report
2259,Real Sociedad,2025-03-29,9,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,9,20,31.0,Match Report
2260,Real Sociedad,2025-03-09,9,,Sevilla,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,9,23,28.1,Match Report
2261,Nott'ham Forest,2024-09-22,9,@,Brighton,eng Premier League,D 2-2,2,2,0,30,1,1,1,0,9,18,33.3,Match Report
2262,Parma,2024-08-24,9,,Milan,it Serie A,W 2-1,2,1,+1,39,2,0,0,0,9,3,75.0,Match Report
2263,Eint Frankfurt,2025-01-14,9,,Freiburg,de Bundesliga,W 4-1,4,1,+3,64,4,0,0,0,9,13,40.9,Match Report
2264,Celta Vigo,2024-11-30,9,@,Espanyol,es La Liga,L 1-3,1,3,-2,78,0,1,1,0,9,7,56.3,Match Report
2265,Celta Vigo,2024-10-05,9,@,Las Palmas,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,9,22,29.0,Match Report
2266,Celta Vigo,2024-09-22,9,@,Athletic Club,es La Liga,L 1-3,1,3,-2,67,0,1,1,0,9,5,64.3,Match Report
2267,Brest,2024-09-14,9,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,33,0,1,1,0,9,5,64.3,Match Report
2268,Betis,2024-11-10,9,,Celta Vigo,es La Liga,D 2-2,2,2,0,56,2,0,0,0,9,12,42.9,Match Report
2269,Lens,2024-10-06,9,@,Strasbourg,fr Ligue 1,D 2-2,2,2,0,63,2,0,0,0,9,11,45.0,Match Report
2270,Monaco,2024-09-01,9,,Lens,fr Ligue 1,D 1-1,1,1,0,62,1,0,0,0,9,13,40.9,Match Report
2271,Monaco,2024-08-24,9,@,Lyon,fr Ligue 1,W 2-0,2,0,+2,60,2,0,0,0,9,4,69.2,Match Report
2272,Fulham,2024-12-14,9,@,Liverpool,eng Premier League,D 2-2,2,2,0,39,2,0,0,0,9,13,40.9,Match Report
2273,Lecce,2025-03-08,9,,Milan,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,9,15,37.5,Match Report
2274,Lecce,2024-12-21,9,,Lazio,it Serie A,L 1-2,1,2,-1,41,1,0,0,0,9,16,36.0,Match Report
2275,Las Palmas,2025-03-09,8,@,Betis,es La Liga,L 0-1,0,1,-1,33,0,0,0,0,8,19,29.6,Match Report
2276,Hoffenheim,2024-09-14,8,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,40,1,0,0,0,8,15,34.8,Match Report
2277,Osasuna,2024-08-29,8,@,Girona,es La Liga,L 0-4,0,4,-4,40,0,0,0,0,8,3,72.7,Match Report
2278,Udinese,2025-03-10,8,@,Lazio,it Serie A,D 1-1,1,1,0,51,1,0,0,0,8,13,38.1,Match Report
2279,Udinese,2025-01-26,8,,Roma,it Serie A,L 1-2,1,2,-1,49,1,0,0,0,8,12,40.0,Match Report
2280,Bayern Munich,2025-01-25,8,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,65,2,0,0,0,8,15,34.8,Match Report
2281,Augsburg,2025-02-22,8,@,Gladbach,de Bundesliga,W 3-0,3,0,+3,51,3,0,0,0,8,9,47.1,Match Report
2282,Augsburg,2025-02-14,8,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,8,8,50.0,Match Report
2283,Torino,2024-08-17,8,@,Milan,it Serie A,D 2-2,2,2,0,44,1,0,0,0,8,20,28.6,Match Report
2284,Valladolid,2024-10-05,8,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,40,1,0,0,0,8,11,42.1,Match Report
2285,Manchester Utd,2025-01-05,8,@,Liverpool,eng Premier League,D 2-2,2,2,0,47,2,0,0,0,8,11,42.1,Match Report
2286,Manchester Utd,2024-11-03,8,,Chelsea,eng Premier League,D 1-1,1,1,0,46,0,1,1,0,8,17,32.0,Match Report
2287,Barcelona,2025-03-16,8,@,Atlético Madrid,es La Liga,W 4-2,4,2,+2,65,4,0,0,0,8,12,40.0,Match Report
2288,Barcelona,2025-03-02,8,,Real Sociedad,es La Liga,W 4-0,4,0,+4,76,4,0,0,0,8,11,42.1,Match Report
2289,Monza,2025-03-15,8,,Parma,it Serie A,D 1-1,1,1,0,45,1,0,0,0,8,8,50.0,Match Report
2290,Monza,2025-03-08,8,@,Inter,it Serie A,L 2-3,2,3,-1,31,2,0,0,0,8,26,23.5,Match Report
2291,Como,2025-03-15,8,@,Milan,it Serie A,L 1-2,1,2,-1,58,1,0,0,0,8,9,47.1,Match Report
2292,Como,2025-01-25,8,,Atalanta,it Serie A,L 1-2,1,2,-1,54,1,0,0,0,8,13,38.1,Match Report
2293,Como,2024-12-15,8,,Roma,it Serie A,W 2-0,2,0,+2,38,2,0,0,0,8,12,40.0,Match Report
2294,Villarreal,2024-09-30,8,,Las Palmas,es La Liga,W 3-1,3,1,+2,43,3,0,1,1,8,5,61.5,Match Report
2295,Holstein Kiel,2024-12-14,8,@,Gladbach,de Bundesliga,L 1-4,1,4,-3,44,1,0,0,0,8,17,32.0,Match Report
2296,Athletic Club,2024-10-19,8,,Espanyol,es La Liga,W 4-1,4,1,+3,56,4,0,0,0,8,7,53.3,Match Report
2297,Athletic Club,2024-08-24,8,@,Barcelona,es La Liga,L 1-2,1,2,-1,36,0,1,1,0,8,11,42.1,Match Report
2298,Gladbach,2024-11-09,8,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,8,8,50.0,Match Report
2299,Southampton,2025-02-25,8,@,Chelsea,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,8,11,42.1,Match Report
2300,Southampton,2024-12-07,8,@,Aston Villa,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,8,9,47.1,Match Report
2301,Southampton,2024-11-09,8,@,Wolves,eng Premier League,L 0-2,0,2,-2,71,0,0,0,0,8,5,61.5,Match Report
2302,Southampton,2024-10-26,8,@,Manchester City,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,8,6,57.1,Match Report
2303,Southampton,2024-09-21,8,,Ipswich Town,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,8,18,30.8,Match Report
2304,Tottenham,2025-02-26,8,,Manchester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,8,5,61.5,Match Report
