Rk,Team,Date,PSxG,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PSxG,PSxG/SoT,PSxG+/-,Match Report
2379,Girona,2024-09-01,0.4,@,Sevilla,es La Liga,W 2-0,2,0,+2,50,1,1,1,0,0.4,0.07,+0.4,Match Report
2380,Rayo Vallecano,2025-02-07,0.4,,Valladolid,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,0.4,0.12,+0.4,Match Report
2381,Mainz 05,2025-01-11,0.4,,Bochum,de Bundesliga,W 2-0,2,0,+2,58,2,0,0,0,0.4,0.22,+0.4,Match Report
2382,Mainz 05,2024-11-03,0.4,@,Freiburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0.4,0.18,+0.4,Match Report
2383,Leicester City,2024-11-10,0.4,@,Manchester Utd,eng Premier League,L 0-3,0,3,-3,49,0,0,0,0,0.4,0.14,-1.6,Match Report
2384,Empoli,2025-03-02,0.4,@,Genoa,it Serie A,D 1-1,1,1,0,40,1,0,0,0,0.4,0.39,-0.6,Match Report
2385,Espanyol,2024-12-22,0.4,@,Las Palmas,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0.4,0.14,-0.6,Match Report
2386,RB Leipzig,2025-02-14,0.4,@,Augsburg,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,0.4,0.21,+0.4,Match Report
2387,RB Leipzig,2024-11-09,0.4,,Gladbach,de Bundesliga,D 0-0,0,0,0,61,0,0,0,0,0.4,0.11,+0.4,Match Report
2388,RB Leipzig,2024-09-14,0.4,,Union Berlin,de Bundesliga,D 0-0,0,0,0,67,0,0,1,1,0.4,0.14,+0.4,Match Report
2389,Sevilla,2025-02-01,0.4,@,Getafe,es La Liga,D 0-0,0,0,0,55,0,0,0,0,0.4,0.43,+0.4,Match Report
2390,Sevilla,2024-09-14,0.4,,Getafe,es La Liga,W 1-0,1,0,+1,60,1,0,0,0,0.4,0.10,+0.4,Match Report
2391,Dortmund,2025-03-30,0.4,,Mainz 05,de Bundesliga,W 3-1,3,1,+2,44,3,0,0,0,0.4,0.22,-0.6,Match Report
2392,Venezia,2025-02-22,0.4,,Lazio,it Serie A,D 0-0,0,0,0,37,0,0,0,0,0.4,0.14,+0.4,Match Report
2393,Newcastle Utd,2025-04-07,0.4,@,Leicester City,eng Premier League,W 3-0,3,0,+3,42,3,0,0,0,0.4,0.18,+0.4,Match Report
2394,Newcastle Utd,2024-08-17,0.4,,Southampton,eng Premier League,W 1-0,1,0,+1,23,1,0,0,0,0.4,0.14,+0.4,Match Report
2395,Rennes,2025-02-08,0.4,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,47,2,0,0,0,0.4,0.12,+0.4,Match Report
2396,Ipswich Town,2025-02-01,0.4,,Southampton,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,0.4,0.11,-1.6,Match Report
2397,Manchester City,2025-02-15,0.4,,Newcastle Utd,eng Premier League,W 4-0,4,0,+4,61,4,0,0,0,0.4,0.38,+0.4,Match Report
2398,Cagliari,2025-03-30,0.4,,Monza,it Serie A,W 3-0,3,0,+3,42,3,0,0,0,0.4,0.13,+0.4,Match Report
2399,Leverkusen,2025-04-05,0.4,@,Heidenheim,de Bundesliga,W 1-0,1,0,+1,51,1,0,0,0,0.4,0.20,+0.4,Match Report
2400,Lille,2024-12-06,0.4,,Brest,fr Ligue 1,W 3-1,3,1,+2,61,2,1,1,0,0.4,0.15,-0.6,Match Report
2401,Brentford,2025-02-21,0.4,@,Leicester City,eng Premier League,W 4-0,4,0,+4,52,4,0,0,0,0.4,0.12,+0.4,Match Report
2402,Brentford,2025-02-02,0.4,,Tottenham,eng Premier League,L 0-2,0,2,-2,54,0,0,0,0,0.4,0.22,-0.6,Match Report
2403,Roma,2025-02-09,0.4,@,Venezia,it Serie A,W 1-0,1,0,+1,38,0,1,1,0,0.4,0.14,+0.4,Match Report
2404,Roma,2024-10-31,0.4,,Torino,it Serie A,W 1-0,1,0,+1,57,1,0,0,0,0.4,0.20,+0.4,Match Report
2405,Chelsea,2025-02-03,0.4,,West Ham,eng Premier League,W 2-1,2,1,+1,68,1,0,0,0,0.4,0.08,-0.6,Match Report
2406,Brighton,2025-01-04,0.4,,Arsenal,eng Premier League,D 1-1,1,1,0,45,0,1,1,0,0.4,0.12,-0.6,Match Report
2407,Brighton,2024-11-29,0.4,,Southampton,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,0.4,0.22,-0.6,Match Report
2408,Brighton,2024-08-24,0.4,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,48,2,0,0,0,0.4,0.14,-0.6,Match Report
2409,Saint-Étienne,2024-12-13,0.4,@,Toulouse,fr Ligue 1,L 1-2,1,2,-1,61,1,0,0,0,0.4,0.10,-1.6,Match Report
2410,Saint-Étienne,2024-11-23,0.4,,Montpellier,fr Ligue 1,W 1-0,1,0,+1,33,1,0,0,0,0.4,0.14,+0.4,Match Report
2411,Everton,2024-12-04,0.4,,Wolves,eng Premier League,W 4-0,4,0,+4,44,2,0,0,0,0.4,0.19,+0.4,Match Report
2412,Everton,2024-11-23,0.4,,Brentford,eng Premier League,D 0-0,0,0,0,59,0,0,0,0,0.4,0.19,+0.4,Match Report
2413,Napoli,2024-12-29,0.4,,Venezia,it Serie A,W 1-0,1,0,+1,66,1,0,1,1,0.4,0.22,+0.4,Match Report
2414,Napoli,2024-12-01,0.4,@,Torino,it Serie A,W 1-0,1,0,+1,52,1,0,0,0,0.4,0.37,+0.4,Match Report
2415,Napoli,2024-10-04,0.4,,Como,it Serie A,W 3-1,3,1,+2,41,2,1,1,0,0.4,0.21,-0.6,Match Report
2416,Napoli,2024-08-25,0.4,,Bologna,it Serie A,W 3-0,3,0,+3,39,3,0,0,0,0.4,0.20,+0.4,Match Report
2417,Inter,2024-12-23,0.4,,Como,it Serie A,W 2-0,2,0,+2,62,2,0,0,0,0.4,0.10,+0.4,Match Report
2418,Inter,2024-08-24,0.4,,Lecce,it Serie A,W 2-0,2,0,+2,61,1,1,1,0,0.4,0.11,+0.4,Match Report
2419,Atlético Madrid,2025-03-01,0.4,,Athletic Club,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,0.4,0.14,+0.4,Match Report
2420,Milan,2025-01-11,0.4,,Cagliari,it Serie A,D 1-1,1,1,0,68,1,0,0,0,0.4,0.18,-0.6,Match Report
2421,Milan,2024-12-20,0.4,@,Hellas Verona,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,0.4,0.18,+0.4,Match Report
2422,Valencia,2025-02-02,0.4,,Celta Vigo,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,0.4,0.19,-0.6,Match Report
2423,Valencia,2024-12-13,0.4,@,Valladolid,es La Liga,L 0-1,0,1,-1,67,0,0,0,0,0.4,0.39,-0.6,Match Report
2424,Juventus,2025-01-18,0.4,,Milan,it Serie A,W 2-0,2,0,+2,60,2,0,0,0,0.4,0.40,+0.4,Match Report
2425,Juventus,2024-11-02,0.4,@,Udinese,it Serie A,W 2-0,2,0,+2,61,1,0,0,0,0.4,0.22,+0.4,Match Report
2426,Real Sociedad,2024-10-06,0.4,,Atlético Madrid,es La Liga,D 1-1,1,1,0,66,1,0,0,0,0.4,0.39,-0.6,Match Report
2427,Nott'ham Forest,2025-04-01,0.4,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,0.4,0.08,+0.4,Match Report
2428,Nott'ham Forest,2025-02-26,0.4,,Arsenal,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,0.4,0.39,+0.4,Match Report
2429,Nott'ham Forest,2024-11-30,0.4,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,45,0,1,1,0,0.4,0.19,+0.4,Match Report
2430,Parma,2025-02-09,0.4,@,Cagliari,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,0.4,0.14,-0.6,Match Report
2431,Eint Frankfurt,2025-03-29,0.4,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,0.4,0.19,+0.4,Match Report
2432,Eint Frankfurt,2025-02-08,0.4,@,Gladbach,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,0.4,0.15,-0.6,Match Report
2433,Eint Frankfurt,2024-12-07,0.4,,Augsburg,de Bundesliga,D 2-2,2,2,0,66,2,0,0,0,0.4,0.12,-1.6,Match Report
2434,Eint Frankfurt,2024-12-01,0.4,@,Heidenheim,de Bundesliga,W 4-0,4,0,+4,54,4,0,0,0,0.4,0.41,+0.4,Match Report
2435,Brest,2025-02-07,0.4,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,42,2,0,0,0,0.4,0.19,+0.4,Match Report
2436,Betis,2024-12-22,0.4,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,0.4,0.11,-0.6,Match Report
2437,Lens,2025-01-31,0.4,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,51,2,0,0,0,0.4,0.21,+0.4,Match Report
2438,Lens,2024-10-19,0.4,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,63,2,0,0,0,0.4,0.39,+0.4,Match Report
2439,Fulham,2025-03-16,0.4,,Tottenham,eng Premier League,W 2-0,2,0,+2,57,2,0,0,0,0.4,0.11,+0.4,Match Report
2440,Fulham,2025-02-25,0.4,@,Wolves,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,0.4,0.09,-0.6,Match Report
2441,Fulham,2024-08-31,0.4,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,0.4,0.10,-0.6,Match Report
2442,Lecce,2024-08-31,0.4,,Cagliari,it Serie A,W 1-0,1,0,+1,35,1,0,0,0,0.4,0.21,+0.4,Match Report
2443,Hoffenheim,2024-11-10,0.3,@,Augsburg,de Bundesliga,D 0-0,0,0,0,56,0,0,0,0,0.3,0.08,+0.3,Match Report
2444,Osasuna,2024-09-24,0.3,@,Valencia,es La Liga,D 0-0,0,0,0,48,0,0,0,0,0.3,0.09,+0.3,Match Report
2445,Udinese,2025-01-04,0.3,@,Hellas Verona,it Serie A,D 0-0,0,0,0,63,0,0,0,0,0.3,0.11,+0.3,Match Report
2446,Udinese,2024-09-01,0.3,,Como,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,0.3,0.08,+0.3,Match Report
2447,Bayern Munich,2025-02-23,0.3,,Eint Frankfurt,de Bundesliga,W 4-0,4,0,+4,63,4,0,0,0,0.3,0.15,+0.3,Match Report
2448,Augsburg,2025-01-15,0.3,@,Union Berlin,de Bundesliga,W 2-0,2,0,+2,45,2,0,0,0,0.3,0.16,+0.3,Match Report
2449,Augsburg,2024-11-30,0.3,,Bochum,de Bundesliga,W 1-0,1,0,+1,52,0,1,1,0,0.3,0.32,+0.3,Match Report
2450,Augsburg,2024-11-10,0.3,,Hoffenheim,de Bundesliga,D 0-0,0,0,0,44,0,0,0,0,0.3,0.15,+0.3,Match Report
2451,Hellas Verona,2025-01-27,0.3,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,0.3,0.27,-0.7,Match Report
2452,Hellas Verona,2025-01-12,0.3,@,Napoli,it Serie A,L 0-2,0,2,-2,31,0,0,0,0,0.3,0.13,-0.7,Match Report
2453,Torino,2024-11-03,0.3,,Fiorentina,it Serie A,L 0-1,0,1,-1,54,0,0,0,0,0.3,0.10,-0.7,Match Report
2454,Nice,2024-12-07,0.3,,Le Havre,fr Ligue 1,W 2-1,2,1,+1,51,1,1,1,0,0.3,0.30,-0.7,Match Report
2455,Arsenal,2024-11-10,0.3,@,Chelsea,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,0.3,0.10,-0.7,Match Report
2456,Arsenal,2024-09-15,0.3,@,Tottenham,eng Premier League,W 1-0,1,0,+1,37,1,0,0,0,0.3,0.06,+0.3,Match Report
2457,Heidenheim,2025-03-29,0.3,@,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,39,0,1,1,0,0.3,0.15,+0.3,Match Report
2458,Heidenheim,2024-09-28,0.3,@,Mainz 05,de Bundesliga,W 2-0,2,0,+2,50,2,0,0,0,0.3,0.27,+0.3,Match Report
2459,Manchester Utd,2025-04-06,0.3,,Manchester City,eng Premier League,D 0-0,0,0,0,42,0,0,0,0,0.3,0.06,+0.3,Match Report
2460,Barcelona,2024-08-31,0.3,,Valladolid,es La Liga,W 7-0,7,0,+7,70,7,0,0,0,0.3,0.34,+0.3,Match Report
2461,Como,2025-02-16,0.3,@,Fiorentina,it Serie A,W 2-0,2,0,+2,49,2,0,0,0,0.3,0.10,+0.3,Match Report
2462,Villarreal,2025-01-20,0.3,,Mallorca,es La Liga,W 4-0,4,0,+4,43,4,0,0,0,0.3,0.17,+0.3,Match Report
2463,Villarreal,2024-09-14,0.3,@,Mallorca,es La Liga,W 2-1,2,1,+1,47,2,0,0,0,0.3,0.08,+0.3,Match Report
2464,Athletic Club,2024-10-28,0.3,@,Mallorca,es La Liga,D 0-0,0,0,0,67,0,0,0,0,0.3,0.28,+0.3,Match Report
2465,Athletic Club,2024-09-29,0.3,,Sevilla,es La Liga,D 1-1,1,1,0,39,1,0,0,0,0.3,0.09,+0.3,Match Report
2466,Gladbach,2025-03-01,0.3,@,Heidenheim,de Bundesliga,W 3-0,3,0,+3,55,3,0,0,0,0.3,0.08,+0.3,Match Report
2467,Tottenham,2025-01-15,0.3,@,Arsenal,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,0.3,0.07,-0.7,Match Report
2468,Tottenham,2024-09-29,0.3,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,61,3,0,0,0,0.3,0.14,+0.3,Match Report
2469,Toulouse,2024-09-29,0.3,,Lyon,fr Ligue 1,L 1-2,1,2,-1,46,1,0,0,0,0.3,0.26,-0.7,Match Report
2470,Fiorentina,2025-02-28,0.3,,Lecce,it Serie A,W 1-0,1,0,+1,48,1,0,1,1,0.3,0.11,+0.3,Match Report
2471,Fiorentina,2025-01-19,0.3,,Torino,it Serie A,D 1-1,1,1,0,53,1,0,0,0,0.3,0.10,-0.7,Match Report
2472,Fiorentina,2024-12-08,0.3,,Cagliari,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,0.3,0.32,+0.3,Match Report
2473,Bournemouth,2024-10-19,0.3,,Arsenal,eng Premier League,W 2-0,2,0,+2,49,1,1,1,0,0.3,0.32,+0.3,Match Report
2474,Marseille,2025-03-02,0.3,,Nantes,fr Ligue 1,W 2-0,2,0,+2,74,2,0,0,0,0.3,0.17,+0.3,Match Report
2475,Marseille,2024-10-04,0.3,,Angers,fr Ligue 1,D 1-1,1,1,0,76,1,0,0,0,0.3,0.11,-0.7,Match Report
2476,Auxerre,2024-10-20,0.3,,Reims,fr Ligue 1,W 2-1,2,1,+1,35,2,0,1,1,0.3,0.11,-0.7,Match Report
2477,Werder Bremen,2024-10-05,0.3,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0.3,0.12,-0.7,Match Report
2478,Genoa,2025-04-04,0.3,,Udinese,it Serie A,W 1-0,1,0,+1,54,1,0,0,0,0.3,0.17,+0.3,Match Report
2479,Genoa,2025-02-17,0.3,,Venezia,it Serie A,W 2-0,2,0,+2,51,2,0,0,0,0.3,0.09,+0.3,Match Report
2480,Lazio,2024-11-10,0.3,@,Monza,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,0.3,0.16,+0.3,Match Report
2481,Union Berlin,2025-04-06,0.3,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,0.3,0.08,+0.3,Match Report
2482,Union Berlin,2024-09-28,0.3,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,0.3,0.15,-0.7,Match Report
2483,West Ham,2025-02-03,0.3,@,Chelsea,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,0.3,0.11,-0.7,Match Report
2484,West Ham,2024-08-24,0.3,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,0.3,0.13,+0.3,Match Report
2485,Alavés,2024-11-01,0.3,,Mallorca,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,0.3,0.15,+0.3,Match Report
2486,Girona,2024-10-19,0.3,,Real Sociedad,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0.3,0.07,-0.7,Match Report
2487,Girona,2024-09-21,0.3,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,0.3,0.16,-1.7,Match Report
2488,Empoli,2024-08-31,0.3,@,Bologna,it Serie A,D 1-1,1,1,0,31,1,0,0,0,0.3,0.12,-0.7,Match Report
2489,Freiburg,2025-03-02,0.3,@,Augsburg,de Bundesliga,D 0-0,0,0,0,49,0,0,0,0,0.3,0.06,+0.3,Match Report
2490,Freiburg,2024-11-03,0.3,,Mainz 05,de Bundesliga,D 0-0,0,0,0,51,0,0,0,0,0.3,0.17,+0.3,Match Report
2491,Sevilla,2025-01-11,0.3,,Valencia,es La Liga,D 1-1,1,1,0,54,1,0,0,0,0.3,0.27,-0.7,Match Report
2492,Dortmund,2025-02-08,0.3,,Stuttgart,de Bundesliga,L 1-2,1,2,-1,68,1,0,0,0,0.3,0.17,-0.7,Match Report
2493,Dortmund,2024-11-02,0.3,,RB Leipzig,de Bundesliga,W 2-1,2,1,+1,57,2,0,0,0,0.3,0.16,-0.7,Match Report
2494,Dortmund,2024-08-24,0.3,,Eint Frankfurt,de Bundesliga,W 2-0,2,0,+2,69,2,0,0,0,0.3,0.15,+0.3,Match Report
2495,Rennes,2024-10-25,0.3,,Le Havre,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,0.3,0.30,+0.3,Match Report
2496,Manchester City,2024-08-24,0.3,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,75,3,1,1,0,0.3,0.29,-0.7,Match Report
2497,Strasbourg,2025-03-09,0.3,@,Nantes,fr Ligue 1,W 1-0,1,0,+1,60,1,0,0,0,0.3,0.16,+0.3,Match Report
2498,Strasbourg,2024-09-29,0.3,,Marseille,fr Ligue 1,W 1-0,1,0,+1,41,1,0,0,0,0.3,0.11,+0.3,Match Report
2499,Leverkusen,2025-03-28,0.3,,Bochum,de Bundesliga,W 3-1,3,1,+2,66,3,0,0,0,0.3,0.12,-0.7,Match Report
2500,Brentford,2025-02-15,0.3,@,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,0.3,0.10,+0.3,Match Report
2501,Roma,2025-03-29,0.3,@,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,0.3,0.08,+0.3,Match Report
2502,Roma,2025-01-17,0.3,,Genoa,it Serie A,W 3-1,3,1,+2,52,2,0,0,0,0.3,0.11,-0.7,Match Report
2503,Saint-Étienne,2024-11-02,0.3,,Strasbourg,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,0.3,0.09,+0.3,Match Report
2504,Everton,2025-04-02,0.3,@,Liverpool,eng Premier League,L 0-1,0,1,-1,27,0,0,0,0,0.3,0.09,-0.7,Match Report
2505,Everton,2025-02-22,0.3,,Manchester Utd,eng Premier League,D 2-2,2,2,0,38,2,0,0,0,0.3,0.09,-1.7,Match Report
2506,Everton,2024-10-19,0.3,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,45,2,0,0,0,0.3,0.16,+0.3,Match Report
2507,Napoli,2025-03-16,0.3,@,Venezia,it Serie A,D 0-0,0,0,0,57,0,0,0,0,0.3,0.09,+0.3,Match Report
2508,Napoli,2024-11-10,0.3,@,Inter,it Serie A,D 1-1,1,1,0,47,1,0,0,0,0.3,0.08,-0.7,Match Report
2509,Lyon,2025-03-09,0.3,@,Nice,fr Ligue 1,W 2-0,2,0,+2,63,2,0,0,0,0.3,0.11,+0.3,Match Report
2510,Nantes,2025-03-09,0.3,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,40,0,0,0,0,0.3,0.30,-0.7,Match Report
2511,Nantes,2025-01-19,0.3,@,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,25,1,0,0,0,0.3,0.15,-0.7,Match Report
2512,Nantes,2024-08-25,0.3,,Auxerre,fr Ligue 1,W 2-0,2,0,+2,36,2,0,0,0,0.3,0.11,+0.3,Match Report
2513,Atlético Madrid,2025-01-18,0.3,@,Leganés,es La Liga,L 0-1,0,1,-1,67,0,0,1,1,0.3,0.09,-0.7,Match Report
2514,Atlético Madrid,2024-10-20,0.3,,Leganés,es La Liga,W 3-1,3,1,+2,63,3,0,0,0,0.3,0.17,-0.7,Match Report
2515,Valencia,2025-01-11,0.3,@,Sevilla,es La Liga,D 1-1,1,1,0,46,1,0,0,0,0.3,0.06,-0.7,Match Report
2516,Juventus,2025-01-11,0.3,@,Torino,it Serie A,D 1-1,1,1,0,59,1,0,0,0,0.3,0.16,-0.7,Match Report
2517,Paris S-G,2024-11-22,0.3,,Toulouse,fr Ligue 1,W 3-0,3,0,+3,72,3,0,0,0,0.3,0.14,+0.3,Match Report
2518,Paris S-G,2024-08-23,0.3,,Montpellier,fr Ligue 1,W 6-0,6,0,+6,68,6,0,0,0,0.3,0.11,+0.3,Match Report
2519,Nott'ham Forest,2024-12-14,0.3,,Aston Villa,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,0.3,0.13,-0.7,Match Report
2520,Parma,2024-10-06,0.3,@,Bologna,it Serie A,D 0-0,0,0,0,29,0,0,0,0,0.3,0.10,+0.3,Match Report
2521,Eint Frankfurt,2024-09-14,0.3,@,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,40,1,1,1,0,0.3,0.06,-0.7,Match Report
2522,Celta Vigo,2025-03-15,0.3,@,Valladolid,es La Liga,W 1-0,1,0,+1,61,0,1,1,0,0.3,0.13,+0.3,Match Report
2523,Celta Vigo,2024-11-04,0.3,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,0.3,0.15,+0.3,Match Report
2524,Brest,2025-03-16,0.3,,Reims,fr Ligue 1,D 0-0,0,0,0,71,0,0,0,0,0.3,0.15,+0.3,Match Report
2525,Brest,2025-02-23,0.3,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,43,0,0,0,0,0.3,0.31,+0.3,Match Report
2526,Brest,2024-10-26,0.3,@,Reims,fr Ligue 1,W 2-1,2,1,+1,47,1,1,1,0,0.3,0.10,-0.7,Match Report
2527,Betis,2024-10-27,0.3,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,42,0,0,0,0,0.3,0.10,+0.3,Match Report
2528,Lens,2024-09-15,0.3,,Lyon,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,0.3,0.10,+0.3,Match Report
2529,Lecce,2025-02-16,0.3,@,Monza,it Serie A,D 0-0,0,0,0,44,0,0,0,0,0.3,0.11,+0.3,Match Report
2530,Lecce,2025-02-09,0.3,,Bologna,it Serie A,D 0-0,0,0,0,42,0,0,0,0,0.3,0.14,+0.3,Match Report
2531,Udinese,2025-01-11,0.2,,Atalanta,it Serie A,D 0-0,0,0,0,46,0,0,0,0,0.2,0.11,+0.2,Match Report
2532,Udinese,2024-11-25,0.2,@,Empoli,it Serie A,D 1-1,1,1,0,70,1,0,0,0,0.2,0.09,-0.8,Match Report
2533,Udinese,2024-10-05,0.2,,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,0.2,0.07,+0.2,Match Report
2534,Augsburg,2025-03-15,0.2,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,0.2,0.12,+0.2,Match Report
2535,Augsburg,2025-01-19,0.2,@,Werder Bremen,de Bundesliga,W 2-0,2,0,+2,29,2,0,0,0,0.2,0.11,+0.2,Match Report
2536,Torino,2024-12-07,0.2,@,Genoa,it Serie A,D 0-0,0,0,0,48,0,0,0,0,0.2,0.19,+0.2,Match Report
2537,Arsenal,2025-03-16,0.2,,Chelsea,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,0.2,0.10,+0.2,Match Report
2538,Arsenal,2024-09-28,0.2,,Leicester City,eng Premier League,W 4-2,4,2,+2,74,3,0,0,0,0.2,0.07,-1.8,Match Report
2539,Arsenal,2024-08-17,0.2,,Wolves,eng Premier League,W 2-0,2,0,+2,53,2,0,0,0,0.2,0.06,+0.2,Match Report
2540,Manchester Utd,2025-01-26,0.2,@,Fulham,eng Premier League,W 1-0,1,0,+1,49,1,0,0,0,0.2,0.09,+0.2,Match Report
2541,Manchester Utd,2024-12-01,0.2,,Everton,eng Premier League,W 4-0,4,0,+4,60,4,0,0,0,0.2,0.08,+0.2,Match Report
2542,Bologna,2025-02-09,0.2,@,Lecce,it Serie A,D 0-0,0,0,0,58,0,0,0,0,0.2,0.21,+0.2,Match Report
2543,Bologna,2024-10-06,0.2,,Parma,it Serie A,D 0-0,0,0,0,71,0,0,0,0,0.2,0.12,+0.2,Match Report
2544,Barcelona,2025-04-05,0.2,,Betis,es La Liga,D 1-1,1,1,0,73,1,0,0,0,0.2,0.12,-0.8,Match Report
2545,Monza,2024-08-17,0.2,@,Empoli,it Serie A,D 0-0,0,0,0,61,0,0,0,0,0.2,0.09,+0.2,Match Report
2546,Mallorca,2025-03-09,0.2,@,Athletic Club,es La Liga,D 1-1,1,1,0,45,1,0,0,0,0.2,0.11,-0.8,Match Report
2547,Mallorca,2024-09-17,0.2,,Real Sociedad,es La Liga,W 1-0,1,0,+1,40,0,1,1,0,0.2,0.05,+0.2,Match Report
2548,Athletic Club,2025-03-30,0.2,,Osasuna,es La Liga,D 0-0,0,0,0,61,0,0,0,0,0.2,0.12,+0.2,Match Report
2549,Gladbach,2025-03-29,0.2,,RB Leipzig,de Bundesliga,W 1-0,1,0,+1,40,1,0,0,0,0.2,0.07,+0.2,Match Report
2550,Toulouse,2025-03-02,0.2,@,Angers,fr Ligue 1,W 4-0,4,0,+4,54,4,0,0,0,0.2,0.17,+0.2,Match Report
2551,Toulouse,2025-01-18,0.2,@,Lyon,fr Ligue 1,D 0-0,0,0,0,38,0,0,0,0,0.2,0.07,+0.2,Match Report
2552,Toulouse,2025-01-05,0.2,@,Lens,fr Ligue 1,W 1-0,1,0,+1,34,0,1,1,0,0.2,0.16,+0.2,Match Report
2553,Toulouse,2024-11-03,0.2,,Reims,fr Ligue 1,W 1-0,1,0,+1,51,1,0,0,0,0.2,0.11,+0.2,Match Report
2554,Fiorentina,2025-03-16,0.2,,Juventus,it Serie A,W 3-0,3,0,+3,38,3,0,0,0,0.2,0.10,+0.2,Match Report
2555,Fiorentina,2025-02-06,0.2,,Inter,it Serie A,W 3-0,3,0,+3,29,3,0,0,0,0.2,0.09,+0.2,Match Report
2556,Real Madrid,2025-02-23,0.2,,Girona,es La Liga,W 2-0,2,0,+2,63,2,0,0,0,0.2,0.09,+0.2,Match Report
2557,Real Madrid,2024-12-07,0.2,@,Girona,es La Liga,W 3-0,3,0,+3,58,3,0,0,0,0.2,0.04,+0.2,Match Report
2558,Real Madrid,2024-09-21,0.2,,Espanyol,es La Liga,W 4-1,4,1,+3,73,3,1,1,0,0.2,0.19,+0.2,Match Report
2559,Auxerre,2025-02-22,0.2,,Marseille,fr Ligue 1,W 3-0,3,0,+3,21,2,1,1,0,0.2,0.11,+0.2,Match Report
2560,Le Havre,2024-11-24,0.2,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,30,1,0,0,0,0.2,0.04,+0.2,Match Report
2561,Werder Bremen,2024-12-14,0.2,@,St. Pauli,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,0.2,0.05,+0.2,Match Report
2562,Genoa,2025-03-02,0.2,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,0,0,0.2,0.19,-0.8,Match Report
2563,Angers,2025-02-16,0.2,@,Reims,fr Ligue 1,W 1-0,1,0,+1,37,1,0,0,0,0.2,0.05,+0.2,Match Report
