Rk,Team,Date,PSxG,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PSxG,PSxG/SoT,PSxG+/-,Match Report
180,Brighton,2024-09-28,3.1,@,Chelsea,eng Premier League,L 2-4,2,4,-2,59,2,0,0,0,3.1,0.39,-0.9,Match Report
181,Saint-Étienne,2024-12-08,3.1,,Marseille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,3.1,0.21,+1.1,Match Report
182,Valencia,2024-09-15,3.1,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,47,0,0,0,0,3.1,0.77,+0.1,Match Report
183,Paris S-G,2025-02-23,3.1,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,65,3,0,0,0,3.1,0.46,+1.1,Match Report
184,Eint Frankfurt,2025-03-01,3.1,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,41,1,0,0,0,3.1,0.36,-0.9,Match Report
185,Lens,2025-02-23,3.1,@,Nantes,fr Ligue 1,L 1-3,1,3,-2,65,0,1,1,0,3.1,0.33,+0.1,Match Report
186,Augsburg,2024-12-21,3.0,@,Holstein Kiel,de Bundesliga,L 1-5,1,5,-4,63,1,0,0,0,3.0,0.50,-2.0,Match Report
187,Augsburg,2024-09-01,3.0,@,Heidenheim,de Bundesliga,L 0-4,0,4,-4,64,0,0,0,0,3.0,0.28,-1.0,Match Report
188,Torino,2025-02-01,3.0,@,Atalanta,it Serie A,D 1-1,1,1,0,35,1,0,0,0,3.0,0.22,+2.0,Match Report
189,Gladbach,2024-09-14,3.0,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,44,1,0,0,0,3.0,0.45,0.0,Match Report
190,Southampton,2025-02-25,3.0,@,Chelsea,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,3.0,0.31,-1.0,Match Report
191,Toulouse,2024-11-22,3.0,@,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,28,0,0,0,0,3.0,0.37,0.0,Match Report
192,Fiorentina,2024-10-06,3.0,,Milan,it Serie A,W 2-1,2,1,+1,41,2,0,1,1,3.0,0.16,+2.0,Match Report
193,Le Havre,2025-03-01,3.0,@,Lens,fr Ligue 1,W 4-3,4,3,+1,31,3,1,1,0,3.0,0.28,0.0,Match Report
194,Werder Bremen,2025-01-12,3.0,@,RB Leipzig,de Bundesliga,L 2-4,2,4,-2,51,2,0,0,0,3.0,0.43,-1.0,Match Report
195,Union Berlin,2024-12-06,3.0,@,Stuttgart,de Bundesliga,L 2-3,2,3,-1,36,2,0,0,0,3.0,0.61,0.0,Match Report
196,West Ham,2024-12-03,3.0,@,Leicester City,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,3.0,0.50,0.0,Match Report
197,Wolves,2024-08-25,3.0,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,3.0,0.40,-3.0,Match Report
198,Mainz 05,2025-03-30,3.0,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,3.0,0.44,0.0,Match Report
199,Mainz 05,2025-03-15,3.0,,Freiburg,de Bundesliga,D 2-2,2,2,0,44,2,0,0,0,3.0,0.38,+1.0,Match Report
200,Sevilla,2025-03-01,3.0,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,36,1,0,0,0,3.0,0.38,+2.0,Match Report
201,Newcastle Utd,2024-09-21,3.0,@,Fulham,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,3.0,0.29,0.0,Match Report
202,Rennes,2024-11-03,3.0,@,Auxerre,fr Ligue 1,L 0-4,0,4,-4,61,0,0,0,0,3.0,0.28,-1.0,Match Report
203,Bochum,2024-10-05,3.0,,Wolfsburg,de Bundesliga,L 1-3,1,3,-2,58,1,0,0,0,3.0,0.39,0.0,Match Report
204,Manchester City,2025-02-02,3.0,@,Arsenal,eng Premier League,L 1-5,1,5,-4,54,1,0,0,0,3.0,0.43,-2.0,Match Report
205,Lille,2024-09-21,3.0,,Strasbourg,fr Ligue 1,D 3-3,3,3,0,63,2,1,1,0,3.0,0.37,0.0,Match Report
206,Napoli,2024-08-18,3.0,@,Hellas Verona,it Serie A,L 0-3,0,3,-3,67,0,0,0,0,3.0,0.75,0.0,Match Report
207,Nantes,2024-11-30,3.0,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,16,1,0,0,0,3.0,0.30,+2.0,Match Report
208,Parma,2024-09-30,3.0,,Cagliari,it Serie A,L 2-3,2,3,-1,60,1,1,1,0,3.0,0.74,0.0,Match Report
209,Brest,2024-08-17,3.0,,Marseille,fr Ligue 1,L 1-5,1,5,-4,50,1,0,1,1,3.0,0.24,-2.0,Match Report
210,Lens,2025-03-01,3.0,,Le Havre,fr Ligue 1,L 3-4,3,4,-1,69,2,1,1,0,3.0,0.56,-1.0,Match Report
211,Lecce,2025-03-08,3.0,,Milan,it Serie A,L 2-3,2,3,-1,30,2,0,0,0,3.0,0.23,+1.0,Match Report
212,Lecce,2025-01-19,3.0,@,Cagliari,it Serie A,L 1-4,1,4,-3,50,1,0,0,0,3.0,0.52,-1.0,Match Report
213,Heidenheim,2024-12-15,2.9,,Stuttgart,de Bundesliga,L 1-3,1,3,-2,34,1,0,0,0,2.9,0.27,-0.1,Match Report
214,Manchester Utd,2024-12-04,2.9,@,Arsenal,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,2.9,0.48,+0.9,Match Report
215,Barcelona,2024-09-28,2.9,@,Osasuna,es La Liga,L 2-4,2,4,-2,73,2,0,0,0,2.9,0.39,-1.1,Match Report
216,Monza,2025-03-08,2.9,@,Inter,it Serie A,L 2-3,2,3,-1,31,2,0,0,0,2.9,0.32,+0.9,Match Report
217,Montpellier,2025-01-17,2.9,,Monaco,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,2.9,0.28,+1.9,Match Report
218,Wolfsburg,2024-08-25,2.9,,Bayern Munich,de Bundesliga,L 2-3,2,3,-1,30,1,1,1,0,2.9,0.37,+0.9,Match Report
219,Stuttgart,2024-10-19,2.9,@,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,35,0,0,0,0,2.9,0.33,-1.1,Match Report
220,Le Havre,2025-02-23,2.9,,Toulouse,fr Ligue 1,L 1-4,1,4,-3,54,1,0,0,0,2.9,0.41,-1.1,Match Report
221,Le Havre,2024-10-20,2.9,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,2.9,0.37,-1.1,Match Report
222,Werder Bremen,2025-02-21,2.9,@,Freiburg,de Bundesliga,L 0-5,0,5,-5,63,0,0,1,1,2.9,0.49,-2.1,Match Report
223,Genoa,2024-08-17,2.9,,Inter,it Serie A,D 2-2,2,2,0,32,2,0,1,1,2.9,0.41,+0.9,Match Report
224,Union Berlin,2024-12-21,2.9,@,Werder Bremen,de Bundesliga,L 1-4,1,4,-3,46,1,0,0,0,2.9,0.58,-1.1,Match Report
225,West Ham,2024-11-02,2.9,@,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,2.9,0.48,-0.1,Match Report
226,West Ham,2024-08-31,2.9,,Manchester City,eng Premier League,L 1-3,1,3,-2,33,0,0,0,0,2.9,0.36,-0.1,Match Report
227,Reims,2025-04-06,2.9,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,2.9,0.72,+1.9,Match Report
228,Wolves,2024-11-02,2.9,,Crystal Palace,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,2.9,0.48,+0.9,Match Report
229,Leicester City,2025-04-07,2.9,,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,58,0,0,0,0,2.9,0.59,-0.1,Match Report
230,RB Leipzig,2025-01-18,2.9,@,Bochum,de Bundesliga,D 3-3,3,3,0,55,3,0,0,0,2.9,0.65,-0.1,Match Report
231,Venezia,2024-11-30,2.9,@,Bologna,it Serie A,L 0-3,0,3,-3,40,0,0,0,0,2.9,0.13,-0.1,Match Report
232,Cagliari,2025-02-23,2.9,,Juventus,it Serie A,L 0-1,0,1,-1,40,0,0,0,0,2.9,0.41,+1.9,Match Report
233,Lille,2024-09-01,2.9,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,2.9,0.30,-0.1,Match Report
234,Everton,2025-01-04,2.9,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,42,0,0,0,0,2.9,0.38,+1.9,Match Report
235,Nantes,2024-11-09,2.9,@,Lens,fr Ligue 1,L 2-3,2,3,-1,33,1,1,1,0,2.9,0.64,-0.1,Match Report
236,Nantes,2024-10-27,2.9,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,2.9,0.58,-0.1,Match Report
237,Valencia,2024-09-28,2.9,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,39,0,0,0,0,2.9,0.48,-0.1,Match Report
238,Nott'ham Forest,2025-04-05,2.9,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,2.9,0.36,+0.9,Match Report
239,Brest,2024-11-10,2.9,@,Montpellier,fr Ligue 1,L 1-3,1,3,-2,67,1,0,0,0,2.9,0.16,-0.1,Match Report
240,Brest,2024-09-14,2.9,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,33,0,1,1,0,2.9,0.32,-0.1,Match Report
241,Lens,2024-11-02,2.9,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,32,0,0,0,0,2.9,0.36,+1.9,Match Report
242,Lecce,2024-12-30,2.9,@,Como,it Serie A,L 0-2,0,2,-2,44,0,0,0,0,2.9,0.33,+0.9,Match Report
243,Hoffenheim,2024-08-31,2.8,@,Eint Frankfurt,de Bundesliga,L 1-3,1,3,-2,50,1,0,0,0,2.8,0.40,-0.2,Match Report
244,Hellas Verona,2024-12-30,2.8,@,Bologna,it Serie A,W 3-2,3,2,+1,33,2,0,0,0,2.8,0.40,+0.8,Match Report
245,Valladolid,2025-02-16,2.8,,Sevilla,es La Liga,L 0-4,0,4,-4,52,0,0,0,0,2.8,0.47,-1.2,Match Report
246,Valladolid,2024-09-27,2.8,,Mallorca,es La Liga,L 1-2,1,2,-1,51,1,0,0,0,2.8,0.47,+0.8,Match Report
247,Heidenheim,2024-12-07,2.8,@,Bayern Munich,de Bundesliga,L 2-4,2,4,-2,18,2,0,0,0,2.8,0.28,-1.2,Match Report
248,Barcelona,2024-12-07,2.8,@,Betis,es La Liga,D 2-2,2,2,0,62,2,0,0,0,2.8,0.38,+0.8,Match Report
249,Montpellier,2025-02-16,2.8,,Lyon,fr Ligue 1,L 1-4,1,4,-3,38,1,0,0,0,2.8,0.46,-1.2,Match Report
250,Montpellier,2024-10-06,2.8,@,Reims,fr Ligue 1,L 2-4,2,4,-2,52,2,0,0,0,2.8,0.42,-1.2,Match Report
251,Villarreal,2024-08-26,2.8,,Celta Vigo,es La Liga,W 4-3,4,3,+1,45,3,0,1,1,2.8,0.40,-0.2,Match Report
252,Crystal Palace,2024-11-23,2.8,@,Aston Villa,eng Premier League,D 2-2,2,2,0,31,2,0,0,0,2.8,0.45,+0.8,Match Report
253,Wolfsburg,2024-10-20,2.8,,Werder Bremen,de Bundesliga,L 2-4,2,4,-2,43,2,0,0,0,2.8,0.42,-1.2,Match Report
254,Real Madrid,2024-10-26,2.8,,Barcelona,es La Liga,L 0-4,0,4,-4,43,0,0,0,0,2.8,0.39,-1.2,Match Report
255,Marseille,2024-09-22,2.8,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,37,3,0,0,0,2.8,0.27,+0.8,Match Report
256,Stuttgart,2024-12-21,2.8,,St. Pauli,de Bundesliga,L 0-1,0,1,-1,72,0,0,0,0,2.8,0.38,+1.8,Match Report
257,Genoa,2024-10-27,2.8,@,Lazio,it Serie A,L 0-3,0,3,-3,39,0,0,0,0,2.8,0.69,-0.2,Match Report
258,Genoa,2024-10-05,2.8,@,Atalanta,it Serie A,L 1-5,1,5,-4,37,1,0,0,0,2.8,0.27,-2.2,Match Report
259,Union Berlin,2024-11-02,2.8,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,23,0,0,0,0,2.8,0.28,-0.2,Match Report
260,Reims,2025-02-21,2.8,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,2.8,0.37,+1.8,Match Report
261,Aston Villa,2024-11-03,2.8,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,2.8,0.47,-1.2,Match Report
262,Mainz 05,2024-08-31,2.8,@,Stuttgart,de Bundesliga,D 3-3,3,3,0,37,2,1,1,0,2.8,0.26,-0.2,Match Report
263,Empoli,2025-02-02,2.8,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,2.8,0.35,-1.2,Match Report
264,Espanyol,2025-03-15,2.8,@,Mallorca,es La Liga,L 1-2,1,2,-1,38,0,0,0,0,2.8,0.18,+0.8,Match Report
265,Sevilla,2025-02-09,2.8,,Barcelona,es La Liga,L 1-4,1,4,-3,40,1,0,0,0,2.8,0.48,-1.2,Match Report
266,Venezia,2024-09-14,2.8,@,Milan,it Serie A,L 0-4,0,4,-4,38,0,0,0,0,2.8,0.17,-1.2,Match Report
267,Newcastle Utd,2025-02-15,2.8,@,Manchester City,eng Premier League,L 0-4,0,4,-4,39,0,0,0,0,2.8,0.39,-1.2,Match Report
268,Rennes,2024-09-27,2.8,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,39,0,1,1,0,2.8,0.40,-0.2,Match Report
269,Ipswich Town,2025-02-15,2.8,@,Aston Villa,eng Premier League,D 1-1,1,1,0,25,1,0,0,0,2.8,0.47,+1.8,Match Report
270,Ipswich Town,2025-01-25,2.8,@,Liverpool,eng Premier League,L 1-4,1,4,-3,30,1,0,0,0,2.8,0.51,-1.2,Match Report
271,Cagliari,2025-02-03,2.8,,Lazio,it Serie A,L 1-2,1,2,-1,40,1,0,0,0,2.8,0.47,+0.8,Match Report
272,Brentford,2024-08-25,2.8,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,2.8,0.35,+0.8,Match Report
273,Chelsea,2024-12-26,2.8,,Fulham,eng Premier League,L 1-2,1,2,-1,47,1,0,0,0,2.8,0.39,+0.8,Match Report
274,Saint-Étienne,2025-02-08,2.8,,Rennes,fr Ligue 1,L 0-2,0,2,-2,53,0,0,0,0,2.8,0.35,+0.8,Match Report
275,Parma,2025-01-26,2.8,@,Milan,it Serie A,L 2-3,2,3,-1,39,2,0,0,0,2.8,0.38,-0.2,Match Report
276,Las Palmas,2024-09-15,2.7,,Athletic Club,es La Liga,L 2-3,2,3,-1,64,2,0,0,0,2.7,0.67,-0.3,Match Report
277,Osasuna,2025-04-07,2.7,@,Leganés,es La Liga,D 1-1,1,1,0,44,1,0,0,0,2.7,0.26,+1.7,Match Report
278,Osasuna,2024-10-19,2.7,,Betis,es La Liga,L 1-2,1,2,-1,55,1,0,0,0,2.7,0.46,+0.7,Match Report
279,Valladolid,2025-04-06,2.7,,Getafe,es La Liga,L 0-4,0,4,-4,51,0,0,0,0,2.7,0.34,-1.3,Match Report
280,Valladolid,2024-09-15,2.7,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,46,1,0,0,0,2.7,0.31,-0.3,Match Report
281,Como,2024-10-31,2.7,,Lazio,it Serie A,L 1-5,1,5,-4,51,1,0,0,0,2.7,0.28,-2.3,Match Report
282,Southampton,2025-01-25,2.7,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,53,1,0,0,0,2.7,0.24,-0.3,Match Report
283,Southampton,2024-10-05,2.7,@,Arsenal,eng Premier League,L 1-3,1,3,-2,41,1,0,0,0,2.7,0.44,-0.3,Match Report
284,Toulouse,2025-03-30,2.7,,Brest,fr Ligue 1,L 2-4,2,4,-2,53,2,0,0,0,2.7,0.58,-1.3,Match Report
285,Crystal Palace,2024-09-01,2.7,@,Chelsea,eng Premier League,D 1-1,1,1,0,38,1,0,0,0,2.7,0.39,+1.7,Match Report
286,Wolfsburg,2025-03-01,2.7,@,Werder Bremen,de Bundesliga,W 2-1,2,1,+1,44,2,0,0,0,2.7,0.38,+1.7,Match Report
287,Wolfsburg,2024-12-08,2.7,,Mainz 05,de Bundesliga,W 4-3,4,3,+1,44,4,0,0,0,2.7,0.58,-0.3,Match Report
288,Marseille,2025-03-16,2.7,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,2.7,0.54,+0.7,Match Report
289,Marseille,2025-02-22,2.7,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,79,0,0,0,0,2.7,0.36,-0.3,Match Report
290,Lazio,2024-12-16,2.7,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,2.7,0.30,-3.3,Match Report
291,West Ham,2024-09-21,2.7,,Chelsea,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,2.7,0.55,-0.3,Match Report
292,Leganés,2025-02-15,2.7,,Alavés,es La Liga,D 3-3,3,3,0,43,1,2,2,0,2.7,0.24,-0.3,Match Report
293,Wolves,2025-01-06,2.7,,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,2.7,0.90,-0.3,Match Report
294,Leicester City,2025-04-02,2.7,@,Manchester City,eng Premier League,L 0-2,0,2,-2,28,0,0,0,0,2.7,0.54,+0.7,Match Report
295,Espanyol,2024-09-14,2.7,,Alavés,es La Liga,W 3-2,3,2,+1,39,2,1,1,0,2.7,0.51,+0.7,Match Report
296,Bochum,2025-01-11,2.7,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,2.7,0.55,+0.7,Match Report
297,Ipswich Town,2025-03-15,2.7,,Nott'ham Forest,eng Premier League,L 2-4,2,4,-2,55,2,0,0,0,2.7,0.44,-1.3,Match Report
298,Ipswich Town,2025-02-22,2.7,,Tottenham,eng Premier League,L 1-4,1,4,-3,42,1,0,0,0,2.7,0.44,-1.3,Match Report
299,Brentford,2025-01-01,2.7,,Arsenal,eng Premier League,L 1-3,1,3,-2,50,1,0,0,0,2.7,0.79,-0.3,Match Report
300,Saint-Étienne,2025-03-01,2.7,,Nice,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,2.7,0.34,+0.7,Match Report
301,Lyon,2024-12-15,2.7,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,32,1,0,0,0,2.7,0.34,-0.3,Match Report
302,Milan,2025-03-02,2.7,,Lazio,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,2.7,0.24,+0.7,Match Report
303,Real Sociedad,2025-03-02,2.7,@,Barcelona,es La Liga,L 0-4,0,4,-4,24,0,0,0,0,2.7,0.27,-1.3,Match Report
304,Hoffenheim,2024-12-01,2.6,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,48,0,0,0,0,2.6,0.41,+0.6,Match Report
305,Hoffenheim,2024-11-23,2.6,,RB Leipzig,de Bundesliga,W 4-3,4,3,+1,59,4,0,0,0,2.6,0.44,+0.6,Match Report
306,Udinese,2024-09-22,2.6,@,Roma,it Serie A,L 0-3,0,3,-3,38,0,0,0,0,2.6,0.21,-0.4,Match Report
307,Valladolid,2025-02-01,2.6,@,Villarreal,es La Liga,L 1-5,1,5,-4,47,1,0,0,0,2.6,0.33,-2.4,Match Report
308,Heidenheim,2025-02-23,2.6,@,RB Leipzig,de Bundesliga,D 2-2,2,2,0,26,1,1,1,0,2.6,0.30,+0.6,Match Report
309,Heidenheim,2025-02-01,2.6,,Dortmund,de Bundesliga,L 1-2,1,2,-1,37,1,0,0,0,2.6,0.53,+0.6,Match Report
310,Barcelona,2024-11-23,2.6,@,Celta Vigo,es La Liga,D 2-2,2,2,0,59,2,0,0,0,2.6,0.33,+0.6,Match Report
311,Monza,2024-09-01,2.6,@,Fiorentina,it Serie A,D 2-2,2,2,0,32,2,0,0,0,2.6,0.45,+0.6,Match Report
312,Como,2024-10-04,2.6,@,Napoli,it Serie A,L 1-3,1,3,-2,59,1,0,0,0,2.6,0.28,-0.4,Match Report
313,Southampton,2025-02-15,2.6,,Bournemouth,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,2.6,0.40,-0.4,Match Report
314,Southampton,2025-01-16,2.6,@,Manchester Utd,eng Premier League,L 1-3,1,3,-2,40,0,0,0,0,2.6,0.29,-0.4,Match Report
315,Bournemouth,2024-08-25,2.6,,Newcastle Utd,eng Premier League,D 1-1,1,1,0,39,1,0,0,0,2.6,0.53,+1.6,Match Report
316,Auxerre,2025-01-05,2.6,@,Strasbourg,fr Ligue 1,L 1-3,1,3,-2,40,1,0,0,0,2.6,0.45,-0.4,Match Report
317,Auxerre,2024-09-14,2.6,,Monaco,fr Ligue 1,L 0-3,0,3,-3,41,0,0,0,0,2.6,0.32,-0.4,Match Report
318,Werder Bremen,2025-03-15,2.6,,Gladbach,de Bundesliga,L 2-4,2,4,-2,53,1,1,1,0,2.6,0.27,-1.4,Match Report
319,Werder Bremen,2024-11-03,2.6,@,Gladbach,de Bundesliga,L 1-4,1,4,-3,53,1,0,0,0,2.6,0.37,-0.4,Match Report
320,Angers,2025-04-05,2.6,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,19,0,0,0,0,2.6,0.44,+1.6,Match Report
321,Angers,2025-02-09,2.6,,Marseille,fr Ligue 1,L 0-2,0,2,-2,22,0,0,0,0,2.6,0.33,+0.6,Match Report
322,Reims,2025-01-04,2.6,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,47,1,0,0,0,2.6,0.65,-0.4,Match Report
323,Reims,2024-11-23,2.6,,Lyon,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,2.6,0.37,+1.6,Match Report
324,Alavés,2025-02-15,2.6,@,Leganés,es La Liga,D 3-3,3,3,0,57,2,1,1,0,2.6,0.22,-0.4,Match Report
325,Alavés,2024-10-18,2.6,,Valladolid,es La Liga,L 2-3,2,3,-1,62,2,0,0,0,2.6,0.24,-0.4,Match Report
326,Mainz 05,2024-09-20,2.6,@,Augsburg,de Bundesliga,W 3-2,3,2,+1,27,3,0,0,0,2.6,0.38,+0.6,Match Report
327,Leicester City,2024-10-19,2.6,@,Southampton,eng Premier League,W 3-2,3,2,+1,58,2,1,1,0,2.6,0.37,+0.6,Match Report
328,Espanyol,2024-10-05,2.6,,Mallorca,es La Liga,W 2-1,2,1,+1,40,2,0,0,0,2.6,0.52,+1.6,Match Report
329,RB Leipzig,2025-03-15,2.6,,Dortmund,de Bundesliga,W 2-0,2,0,+2,34,2,0,0,0,2.6,0.30,+2.6,Match Report
330,RB Leipzig,2024-11-23,2.6,@,Hoffenheim,de Bundesliga,L 3-4,3,4,-1,41,2,0,0,0,2.6,0.37,-1.4,Match Report
331,Sevilla,2024-12-08,2.6,@,Atlético Madrid,es La Liga,L 3-4,3,4,-1,43,3,0,0,0,2.6,0.28,-1.4,Match Report
332,Venezia,2025-03-08,2.6,@,Como,it Serie A,D 1-1,1,1,0,45,0,1,1,0,2.6,0.39,+1.6,Match Report
333,Bochum,2024-08-31,2.6,,Gladbach,de Bundesliga,L 0-2,0,2,-2,39,0,0,0,0,2.6,0.52,+0.6,Match Report
334,Strasbourg,2024-11-09,2.6,,Monaco,fr Ligue 1,L 1-3,1,3,-2,43,1,0,0,0,2.6,0.21,-0.4,Match Report
335,Cagliari,2024-11-09,2.6,,Milan,it Serie A,D 3-3,3,3,0,45,3,0,0,0,2.6,0.45,-0.4,Match Report
336,Cagliari,2024-09-15,2.6,,Napoli,it Serie A,L 0-4,0,4,-4,51,0,0,0,0,2.6,0.51,-1.4,Match Report
337,Brighton,2024-11-09,2.6,,Manchester City,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,2.6,0.50,+1.6,Match Report
338,Everton,2024-08-24,2.6,@,Tottenham,eng Premier League,L 0-4,0,4,-4,30,0,0,0,0,2.6,0.37,-1.4,Match Report
339,Napoli,2025-01-18,2.6,@,Atalanta,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,2.6,0.44,+0.6,Match Report
340,Lyon,2024-08-18,2.6,@,Rennes,fr Ligue 1,L 0-3,0,3,-3,53,0,0,1,1,2.6,0.33,-0.4,Match Report
341,Milan,2025-04-05,2.6,,Fiorentina,it Serie A,D 2-2,2,2,0,52,2,0,0,0,2.6,0.32,+1.6,Match Report
342,Nott'ham Forest,2025-02-23,2.6,@,Newcastle Utd,eng Premier League,L 3-4,3,4,-1,43,3,0,0,0,2.6,0.34,-1.4,Match Report
343,Brest,2024-12-06,2.6,@,Lille,fr Ligue 1,L 1-3,1,3,-2,39,1,0,0,0,2.6,0.34,-0.4,Match Report
344,Lens,2025-01-05,2.6,,Toulouse,fr Ligue 1,L 0-1,0,1,-1,66,0,0,0,0,2.6,0.46,+1.6,Match Report
345,Monaco,2025-02-01,2.6,,Auxerre,fr Ligue 1,W 4-2,4,2,+2,57,4,0,0,0,2.6,0.33,+0.6,Match Report
346,Osasuna,2025-03-27,2.5,@,Barcelona,es La Liga,L 0-3,0,3,-3,26,0,0,0,0,2.5,0.36,-0.5,Match Report
347,Osasuna,2024-11-24,2.5,,Villarreal,es La Liga,D 2-2,2,2,0,41,1,1,1,0,2.5,0.24,+0.5,Match Report
348,Nice,2025-03-29,2.5,@,Monaco,fr Ligue 1,L 1-2,1,2,-1,42,1,0,0,0,2.5,0.26,+0.5,Match Report
349,Heidenheim,2025-02-16,2.5,,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,2.5,0.50,+0.5,Match Report
350,Heidenheim,2024-09-21,2.5,,Freiburg,de Bundesliga,L 0-3,0,3,-3,42,0,0,0,0,2.5,0.50,-0.5,Match Report
351,Manchester Utd,2024-08-24,2.5,@,Brighton,eng Premier League,L 1-2,1,2,-1,52,1,0,0,0,2.5,0.63,+0.5,Match Report
352,Monza,2024-12-22,2.5,,Juventus,it Serie A,L 1-2,1,2,-1,45,1,0,0,0,2.5,0.29,+0.5,Match Report
353,Montpellier,2025-03-08,2.5,@,Lille,fr Ligue 1,L 0-1,0,1,-1,24,0,0,0,0,2.5,0.36,+1.5,Match Report
354,Holstein Kiel,2024-11-24,2.5,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,38,0,0,0,0,2.5,0.27,-0.5,Match Report
355,Tottenham,2025-03-09,2.5,,Bournemouth,eng Premier League,D 2-2,2,2,0,61,1,1,1,0,2.5,0.32,+0.5,Match Report
356,Wolfsburg,2024-09-14,2.5,,Eint Frankfurt,de Bundesliga,L 1-2,1,2,-1,60,1,0,0,0,2.5,0.26,+0.5,Match Report
357,Stuttgart,2025-02-28,2.5,,Bayern Munich,de Bundesliga,L 1-3,1,3,-2,53,1,0,0,0,2.5,0.31,-0.5,Match Report
358,Stuttgart,2024-09-14,2.5,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,56,3,0,0,0,2.5,0.36,+1.5,Match Report
359,Stuttgart,2024-08-31,2.5,,Mainz 05,de Bundesliga,D 3-3,3,3,0,63,3,0,0,0,2.5,0.25,-0.5,Match Report
360,Auxerre,2024-09-01,2.5,@,Le Havre,fr Ligue 1,L 1-3,1,3,-2,50,1,0,0,0,2.5,0.21,+0.5,Match Report
361,Angers,2024-09-15,2.5,@,Strasbourg,fr Ligue 1,D 1-1,1,1,0,48,1,0,0,0,2.5,0.50,+1.5,Match Report
362,West Ham,2025-01-04,2.5,@,Manchester City,eng Premier League,L 1-4,1,4,-3,44,1,0,0,0,2.5,0.36,-0.5,Match Report
363,Leganés,2025-03-29,2.5,@,Real Madrid,es La Liga,L 2-3,2,3,-1,30,2,0,0,0,2.5,0.19,-0.5,Match Report
364,Leganés,2025-03-16,2.5,,Betis,es La Liga,L 2-3,2,3,-1,36,2,0,0,0,2.5,0.32,-0.5,Match Report
