Rk,Team,Date,PKA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,PKA,FK,CK,OG,Match Report
2447,Atlético Madrid,2024-08-28,0,,Espanyol,es La Liga,D 0-0,0,0,0,63,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2448,Atlético Madrid,2024-08-25,0,,Girona,es La Liga,W 3-0,3,0,+3,43,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2449,Atlético Madrid,2024-08-19,0,@,Villarreal,es La Liga,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2450,Milan,2025-04-05,0,,Fiorentina,it Serie A,D 2-2,2,2,0,52,2,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2451,Milan,2025-03-30,0,@,Napoli,it Serie A,L 1-2,1,2,-1,49,1,0,1,1,0,0,0,0,,0,0,0,0,Match Report
2452,Milan,2025-03-15,0,,Como,it Serie A,W 2-1,2,1,+1,42,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2453,Milan,2025-03-08,0,@,Lecce,it Serie A,W 3-2,3,2,+1,70,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2454,Milan,2025-02-27,0,@,Bologna,it Serie A,L 1-2,1,2,-1,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2455,Milan,2025-02-22,0,@,Torino,it Serie A,L 1-2,1,2,-1,64,1,0,1,1,0,0,0,0,,0,0,0,1,Match Report
2456,Milan,2025-02-15,0,,Hellas Verona,it Serie A,W 1-0,1,0,+1,73,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2457,Milan,2025-02-08,0,@,Empoli,it Serie A,W 2-0,2,0,+2,61,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2458,Milan,2025-02-02,0,,Inter,it Serie A,D 1-1,1,1,0,37,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2459,Milan,2025-01-26,0,,Parma,it Serie A,W 3-2,3,2,+1,61,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2460,Milan,2025-01-18,0,@,Juventus,it Serie A,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2461,Milan,2025-01-14,0,@,Como,it Serie A,W 2-1,2,1,+1,48,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2462,Milan,2025-01-11,0,,Cagliari,it Serie A,D 1-1,1,1,0,68,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2463,Milan,2024-12-29,0,,Roma,it Serie A,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2464,Milan,2024-12-20,0,@,Hellas Verona,it Serie A,W 1-0,1,0,+1,64,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2465,Milan,2024-12-15,0,,Genoa,it Serie A,D 0-0,0,0,0,57,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2466,Milan,2024-12-06,0,@,Atalanta,it Serie A,L 1-2,1,2,-1,48,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2467,Milan,2024-11-30,0,,Empoli,it Serie A,W 3-0,3,0,+3,55,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2468,Milan,2024-11-23,0,,Juventus,it Serie A,D 0-0,0,0,0,44,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2469,Milan,2024-11-09,0,@,Cagliari,it Serie A,D 3-3,3,3,0,55,3,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2470,Milan,2024-11-02,0,@,Monza,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2471,Milan,2024-10-29,0,,Napoli,it Serie A,L 0-2,0,2,-2,61,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2472,Milan,2024-10-19,0,,Udinese,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2473,Milan,2024-10-06,0,@,Fiorentina,it Serie A,L 1-2,1,2,-1,59,1,0,2,2,1,0,1,0,100.0,0,0,0,0,Match Report
2474,Milan,2024-09-27,0,,Lecce,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2475,Milan,2024-09-22,0,@,Inter,it Serie A,W 2-1,2,1,+1,43,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2476,Milan,2024-09-14,0,,Venezia,it Serie A,W 4-0,4,0,+4,62,2,2,2,0,0,0,0,0,,0,0,0,0,Match Report
2477,Milan,2024-08-31,0,@,Lazio,it Serie A,D 2-2,2,2,0,57,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2478,Milan,2024-08-24,0,@,Parma,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2479,Milan,2024-08-17,0,,Torino,it Serie A,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2480,Valencia,2025-04-05,0,@,Real Madrid,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,1,0,1,0,100.0,0,0,1,0,Match Report
2481,Valencia,2025-03-30,0,,Mallorca,es La Liga,W 1-0,1,0,+1,44,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2482,Valencia,2025-03-15,0,@,Girona,es La Liga,D 1-1,1,1,0,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2483,Valencia,2025-03-08,0,,Valladolid,es La Liga,W 2-1,2,1,+1,62,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2484,Valencia,2025-02-22,0,,Atlético Madrid,es La Liga,L 0-3,0,3,-3,49,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2485,Valencia,2025-02-15,0,@,Villarreal,es La Liga,D 1-1,1,1,0,50,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2486,Valencia,2025-02-09,0,,Leganés,es La Liga,W 2-0,2,0,+2,44,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2487,Valencia,2025-02-02,0,,Celta Vigo,es La Liga,W 2-1,2,1,+1,46,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2488,Valencia,2025-01-26,0,@,Barcelona,es La Liga,L 1-7,1,7,-6,29,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2489,Valencia,2025-01-19,0,,Real Sociedad,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2490,Valencia,2025-01-11,0,@,Sevilla,es La Liga,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2491,Valencia,2025-01-03,0,,Real Madrid,es La Liga,L 1-2,1,2,-1,38,1,0,0,0,1,0,0,1,,0,0,0,0,Match Report
2492,Valencia,2024-12-18,0,@,Espanyol,es La Liga,D 1-1,1,1,0,54,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2493,Valencia,2024-12-13,0,@,Valladolid,es La Liga,L 0-1,0,1,-1,67,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2494,Valencia,2024-12-07,0,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,60,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2495,Valencia,2024-11-29,0,@,Mallorca,es La Liga,L 1-2,1,2,-1,52,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2496,Valencia,2024-11-23,0,,Betis,es La Liga,W 4-2,4,2,+2,48,4,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2497,Valencia,2024-10-21,0,,Las Palmas,es La Liga,L 2-3,2,3,-1,48,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2498,Valencia,2024-10-04,0,@,Leganés,es La Liga,D 0-0,0,0,0,41,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2499,Valencia,2024-09-28,0,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,39,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2500,Valencia,2024-09-24,0,,Osasuna,es La Liga,D 0-0,0,0,0,52,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2501,Valencia,2024-09-21,0,,Girona,es La Liga,W 2-0,2,0,+2,33,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2502,Valencia,2024-09-15,0,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,47,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2503,Valencia,2024-08-31,0,,Villarreal,es La Liga,D 1-1,1,1,0,58,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2504,Valencia,2024-08-28,0,@,Athletic Club,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2505,Valencia,2024-08-23,0,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,51,1,0,0,0,1,0,1,0,100.0,0,0,1,0,Match Report
2506,Juventus,2025-04-06,0,@,Roma,it Serie A,D 1-1,1,1,0,59,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2507,Juventus,2025-03-29,0,,Genoa,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2508,Juventus,2025-03-16,0,@,Fiorentina,it Serie A,L 0-3,0,3,-3,62,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2509,Juventus,2025-03-03,0,,Hellas Verona,it Serie A,W 2-0,2,0,+2,75,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2510,Juventus,2025-02-23,0,@,Cagliari,it Serie A,W 1-0,1,0,+1,60,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2511,Juventus,2025-02-16,0,,Inter,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2512,Juventus,2025-02-07,0,@,Como,it Serie A,W 2-1,2,1,+1,48,1,1,1,0,0,0,0,0,,0,0,1,0,Match Report
2513,Juventus,2025-02-02,0,,Empoli,it Serie A,W 4-1,4,1,+3,55,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2514,Juventus,2025-01-18,0,,Milan,it Serie A,W 2-0,2,0,+2,60,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2515,Juventus,2025-01-14,0,@,Atalanta,it Serie A,D 1-1,1,1,0,40,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2516,Juventus,2025-01-11,0,@,Torino,it Serie A,D 1-1,1,1,0,59,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2517,Juventus,2024-12-29,0,,Fiorentina,it Serie A,D 2-2,2,2,0,62,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2518,Juventus,2024-12-22,0,@,Monza,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2519,Juventus,2024-12-14,0,,Venezia,it Serie A,D 2-2,2,2,0,69,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2520,Juventus,2024-12-07,0,,Bologna,it Serie A,D 2-2,2,2,0,54,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2521,Juventus,2024-12-01,0,@,Lecce,it Serie A,D 1-1,1,1,0,61,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2522,Juventus,2024-11-23,0,@,Milan,it Serie A,D 0-0,0,0,0,56,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2523,Juventus,2024-11-09,0,,Torino,it Serie A,W 2-0,2,0,+2,54,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2524,Juventus,2024-11-02,0,@,Udinese,it Serie A,W 2-0,2,0,+2,61,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2525,Juventus,2024-10-30,0,,Parma,it Serie A,D 2-2,2,2,0,61,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2526,Juventus,2024-10-19,0,,Lazio,it Serie A,W 1-0,1,0,+1,69,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2527,Juventus,2024-09-28,0,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2528,Juventus,2024-09-21,0,,Napoli,it Serie A,D 0-0,0,0,0,64,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2529,Juventus,2024-09-14,0,@,Empoli,it Serie A,D 0-0,0,0,0,65,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2530,Juventus,2024-09-01,0,,Roma,it Serie A,D 0-0,0,0,0,49,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2531,Juventus,2024-08-26,0,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,60,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2532,Juventus,2024-08-19,0,,Como,it Serie A,W 3-0,3,0,+3,57,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2533,Paris S-G,2025-04-05,0,,Angers,fr Ligue 1,W 1-0,1,0,+1,81,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2534,Paris S-G,2025-03-29,0,@,Saint-Étienne,fr Ligue 1,W 6-1,6,1,+5,53,5,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2535,Paris S-G,2025-03-16,0,,Marseille,fr Ligue 1,W 3-1,3,1,+2,60,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2536,Paris S-G,2025-03-08,0,@,Rennes,fr Ligue 1,W 4-1,4,1,+3,68,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2537,Paris S-G,2025-03-01,0,,Lille,fr Ligue 1,W 4-1,4,1,+3,58,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2538,Paris S-G,2025-02-23,0,@,Lyon,fr Ligue 1,W 3-2,3,2,+1,65,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2539,Paris S-G,2025-02-15,0,@,Toulouse,fr Ligue 1,W 1-0,1,0,+1,76,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2540,Paris S-G,2025-02-07,0,,Monaco,fr Ligue 1,W 4-1,4,1,+3,63,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2541,Paris S-G,2025-02-01,0,@,Brest,fr Ligue 1,W 5-2,5,2,+3,65,5,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2542,Paris S-G,2025-01-25,0,,Reims,fr Ligue 1,D 1-1,1,1,0,78,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2543,Paris S-G,2025-01-18,0,@,Lens,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2544,Paris S-G,2025-01-12,0,,Saint-Étienne,fr Ligue 1,W 2-1,2,1,+1,59,1,1,1,0,0,0,0,0,,0,1,0,0,Match Report
2545,Paris S-G,2024-12-15,0,,Lyon,fr Ligue 1,W 3-1,3,1,+2,68,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2546,Paris S-G,2024-12-06,0,@,Auxerre,fr Ligue 1,D 0-0,0,0,0,73,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2547,Paris S-G,2024-11-30,0,,Nantes,fr Ligue 1,D 1-1,1,1,0,84,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2548,Paris S-G,2024-11-22,0,,Toulouse,fr Ligue 1,W 3-0,3,0,+3,72,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2549,Paris S-G,2024-11-09,0,@,Angers,fr Ligue 1,W 4-2,4,2,+2,70,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2550,Paris S-G,2024-11-02,0,,Lens,fr Ligue 1,W 1-0,1,0,+1,68,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2551,Paris S-G,2024-10-27,0,@,Marseille,fr Ligue 1,W 3-0,3,0,+3,74,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2552,Paris S-G,2024-10-19,0,,Strasbourg,fr Ligue 1,W 4-2,4,2,+2,55,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2553,Paris S-G,2024-10-06,0,@,Nice,fr Ligue 1,D 1-1,1,1,0,71,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2554,Paris S-G,2024-09-21,0,@,Reims,fr Ligue 1,D 1-1,1,1,0,78,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2555,Paris S-G,2024-09-01,0,@,Lille,fr Ligue 1,W 3-1,3,1,+2,58,2,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2556,Paris S-G,2024-08-23,0,,Montpellier,fr Ligue 1,W 6-0,6,0,+6,68,6,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2557,Paris S-G,2024-08-16,0,@,Le Havre,fr Ligue 1,W 4-1,4,1,+3,76,3,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2558,Real Sociedad,2025-04-06,0,@,Las Palmas,es La Liga,W 3-1,3,1,+2,49,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2559,Real Sociedad,2025-03-29,0,,Valladolid,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2560,Real Sociedad,2025-03-16,0,@,Rayo Vallecano,es La Liga,D 2-2,2,2,0,45,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2561,Real Sociedad,2025-03-09,0,,Sevilla,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2562,Real Sociedad,2025-03-02,0,@,Barcelona,es La Liga,L 0-4,0,4,-4,24,0,0,0,0,0,0,0,0,,0,0,2,0,Match Report
2563,Real Sociedad,2025-02-23,0,,Leganés,es La Liga,W 3-0,3,0,+3,55,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2564,Real Sociedad,2025-02-16,0,@,Betis,es La Liga,L 0-3,0,3,-3,32,0,0,0,0,1,0,1,0,100.0,0,0,1,0,Match Report
2565,Real Sociedad,2025-02-02,0,@,Osasuna,es La Liga,L 1-2,1,2,-1,62,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2566,Real Sociedad,2025-01-26,0,,Getafe,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2567,Real Sociedad,2025-01-19,0,@,Valencia,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2568,Real Sociedad,2025-01-13,0,,Villarreal,es La Liga,W 1-0,1,0,+1,56,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2569,Real Sociedad,2024-12-21,0,@,Celta Vigo,es La Liga,L 0-2,0,2,-2,58,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2570,Real Sociedad,2024-12-15,0,,Las Palmas,es La Liga,D 0-0,0,0,0,61,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2571,Real Sociedad,2024-12-08,0,@,Leganés,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2572,Real Sociedad,2024-12-01,0,,Betis,es La Liga,W 2-0,2,0,+2,41,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2573,Real Sociedad,2024-11-24,0,@,Athletic Club,es La Liga,L 0-1,0,1,-1,59,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2574,Real Sociedad,2024-11-10,0,,Barcelona,es La Liga,W 1-0,1,0,+1,31,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2575,Real Sociedad,2024-11-03,0,@,Sevilla,es La Liga,W 2-0,2,0,+2,45,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2576,Real Sociedad,2024-10-27,0,,Osasuna,es La Liga,L 0-2,0,2,-2,74,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2577,Real Sociedad,2024-10-19,0,@,Girona,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2578,Real Sociedad,2024-10-06,0,,Atlético Madrid,es La Liga,D 1-1,1,1,0,66,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2579,Real Sociedad,2024-09-28,0,,Valencia,es La Liga,W 3-0,3,0,+3,61,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2580,Real Sociedad,2024-09-21,0,@,Valladolid,es La Liga,D 0-0,0,0,0,64,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2581,Real Sociedad,2024-09-01,0,@,Getafe,es La Liga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2582,Real Sociedad,2024-08-24,0,@,Espanyol,es La Liga,W 1-0,1,0,+1,66,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2583,Real Sociedad,2024-08-18,0,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,66,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2584,Nott'ham Forest,2025-04-05,0,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2585,Nott'ham Forest,2025-04-01,0,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2586,Nott'ham Forest,2025-03-15,0,@,Ipswich Town,eng Premier League,W 4-2,4,2,+2,45,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2587,Nott'ham Forest,2025-03-08,0,,Manchester City,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2588,Nott'ham Forest,2025-02-26,0,,Arsenal,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2589,Nott'ham Forest,2025-02-15,0,@,Fulham,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2590,Nott'ham Forest,2025-02-01,0,,Brighton,eng Premier League,W 7-0,7,0,+7,38,5,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2591,Nott'ham Forest,2025-01-25,0,@,Bournemouth,eng Premier League,L 0-5,0,5,-5,50,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2592,Nott'ham Forest,2025-01-19,0,,Southampton,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2593,Nott'ham Forest,2025-01-14,0,,Liverpool,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2594,Nott'ham Forest,2025-01-06,0,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2595,Nott'ham Forest,2024-12-29,0,@,Everton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2596,Nott'ham Forest,2024-12-26,0,,Tottenham,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2597,Nott'ham Forest,2024-12-21,0,@,Brentford,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2598,Nott'ham Forest,2024-12-14,0,,Aston Villa,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2599,Nott'ham Forest,2024-12-07,0,@,Manchester Utd,eng Premier League,W 3-2,3,2,+1,29,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2600,Nott'ham Forest,2024-12-04,0,@,Manchester City,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2601,Nott'ham Forest,2024-11-30,0,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,45,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2602,Nott'ham Forest,2024-11-23,0,@,Arsenal,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2603,Nott'ham Forest,2024-11-10,0,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2604,Nott'ham Forest,2024-11-02,0,,West Ham,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2605,Nott'ham Forest,2024-10-25,0,@,Leicester City,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2606,Nott'ham Forest,2024-10-21,0,,Crystal Palace,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2607,Nott'ham Forest,2024-10-06,0,@,Chelsea,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2608,Nott'ham Forest,2024-09-22,0,@,Brighton,eng Premier League,D 2-2,2,2,0,30,1,1,1,0,0,0,0,0,,0,1,0,0,Match Report
2609,Nott'ham Forest,2024-09-14,0,@,Liverpool,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2610,Nott'ham Forest,2024-08-31,0,,Wolves,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2611,Nott'ham Forest,2024-08-24,0,@,Southampton,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2612,Nott'ham Forest,2024-08-17,0,,Bournemouth,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2613,Parma,2025-04-05,0,,Inter,it Serie A,D 2-2,2,2,0,37,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2614,Parma,2025-03-31,0,@,Hellas Verona,it Serie A,D 0-0,0,0,0,58,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2615,Parma,2025-03-15,0,@,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2616,Parma,2025-03-08,0,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2617,Parma,2025-02-22,0,,Bologna,it Serie A,W 2-0,2,0,+2,26,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2618,Parma,2025-02-16,0,,Roma,it Serie A,L 0-1,0,1,-1,29,0,0,0,0,0,0,0,0,,0,1,0,0,Match Report
2619,Parma,2025-02-09,0,@,Cagliari,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
2620,Parma,2025-01-31,0,,Lecce,it Serie A,L 1-3,1,3,-2,47,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2621,Parma,2025-01-12,0,@,Genoa,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2622,Parma,2025-01-05,0,@,Torino,it Serie A,D 0-0,0,0,0,38,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2623,Parma,2024-12-28,0,,Monza,it Serie A,W 2-1,2,1,+1,44,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
2624,Parma,2024-12-15,0,,Hellas Verona,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2625,Parma,2024-12-06,0,@,Inter,it Serie A,L 1-3,1,3,-2,43,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
2626,Parma,2024-12-01,0,,Lazio,it Serie A,W 3-1,3,1,+2,28,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
2627,Parma,2024-11-23,0,,Atalanta,it Serie A,L 1-3,1,3,-2,45,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
