Rk,Team,Date,PKA,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,PKA,FK,CK,OG,Match Report
1368,Lazio,2024-09-29,0,@,Torino,it Serie A,W 3-2,3,2,+1,43,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1369,Lazio,2024-09-16,0,,Hellas Verona,it Serie A,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1370,Lazio,2024-08-31,0,,Milan,it Serie A,D 2-2,2,2,0,43,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1371,Lazio,2024-08-24,0,@,Udinese,it Serie A,L 1-2,1,2,-1,66,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1372,Lazio,2024-08-18,0,,Venezia,it Serie A,W 3-1,3,1,+2,67,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1373,Getafe,2025-04-06,0,@,Valladolid,es La Liga,W 4-0,4,0,+4,49,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1374,Getafe,2025-03-30,0,,Villarreal,es La Liga,L 1-2,1,2,-1,55,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1375,Getafe,2025-03-02,0,@,Leganés,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1376,Getafe,2025-02-14,0,@,Girona,es La Liga,W 2-1,2,1,+1,29,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1377,Getafe,2025-02-09,0,@,Alavés,es La Liga,W 1-0,1,0,+1,35,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1378,Getafe,2025-02-01,0,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1379,Getafe,2025-01-26,0,@,Real Sociedad,es La Liga,W 3-0,3,0,+3,44,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1380,Getafe,2025-01-18,0,,Barcelona,es La Liga,D 1-1,1,1,0,23,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1381,Getafe,2025-01-12,0,@,Las Palmas,es La Liga,W 2-1,2,1,+1,37,2,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
1382,Getafe,2024-12-15,0,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1383,Getafe,2024-12-09,0,,Espanyol,es La Liga,W 1-0,1,0,+1,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1384,Getafe,2024-11-22,0,,Valladolid,es La Liga,W 2-0,2,0,+2,57,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1385,Getafe,2024-11-10,0,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1386,Getafe,2024-11-04,0,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1387,Getafe,2024-10-27,0,,Valencia,es La Liga,D 1-1,1,1,0,64,0,1,1,0,0,0,0,0,,0,0,1,0,Match Report
1388,Getafe,2024-10-20,0,@,Villarreal,es La Liga,D 1-1,1,1,0,44,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1389,Getafe,2024-10-05,0,,Osasuna,es La Liga,D 1-1,1,1,0,41,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1390,Getafe,2024-09-28,0,,Alavés,es La Liga,W 2-0,2,0,+2,46,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1391,Getafe,2024-09-25,0,@,Barcelona,es La Liga,L 0-1,0,1,-1,24,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1392,Getafe,2024-09-22,0,,Leganés,es La Liga,D 1-1,1,1,0,59,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1393,Getafe,2024-09-14,0,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1394,Getafe,2024-09-01,0,,Real Sociedad,es La Liga,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1395,Getafe,2024-08-24,0,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,48,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1396,Getafe,2024-08-15,0,@,Athletic Club,es La Liga,D 1-1,1,1,0,32,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1397,Union Berlin,2025-04-06,0,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1398,Union Berlin,2025-03-30,0,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,28,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1399,Union Berlin,2025-03-15,0,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,20,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1400,Union Berlin,2025-03-09,0,@,Eint Frankfurt,de Bundesliga,W 2-1,2,1,+1,34,2,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
1401,Union Berlin,2025-03-02,0,,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1402,Union Berlin,2025-02-22,0,@,Dortmund,de Bundesliga,L 0-6,0,6,-6,36,0,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1403,Union Berlin,2025-02-15,0,,Gladbach,de Bundesliga,L 1-2,1,2,-1,52,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1404,Union Berlin,2025-02-08,0,@,Hoffenheim,de Bundesliga,W 4-0,4,0,+4,36,4,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1405,Union Berlin,2025-02-01,0,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1406,Union Berlin,2025-01-26,0,@,St. Pauli,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1407,Union Berlin,2025-01-15,0,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1408,Union Berlin,2025-01-11,0,@,Heidenheim,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1409,Union Berlin,2024-12-21,0,@,Werder Bremen,de Bundesliga,L 1-4,1,4,-3,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1410,Union Berlin,2024-12-14,0,,Bochum,de Bundesliga,L 0-2,0,2,-2,69,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1411,Union Berlin,2024-12-06,0,@,Stuttgart,de Bundesliga,L 2-3,2,3,-1,36,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1412,Union Berlin,2024-11-30,0,,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1413,Union Berlin,2024-11-23,0,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1414,Union Berlin,2024-11-08,0,,Freiburg,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
1415,Union Berlin,2024-10-27,0,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1416,Union Berlin,2024-10-20,0,@,Holstein Kiel,de Bundesliga,W 2-0,2,0,+2,52,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1417,Union Berlin,2024-10-05,0,,Dortmund,de Bundesliga,W 2-1,2,1,+1,33,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1418,Union Berlin,2024-09-28,0,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1419,Union Berlin,2024-09-21,0,,Hoffenheim,de Bundesliga,W 2-1,2,1,+1,51,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1420,Union Berlin,2024-09-14,0,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,33,0,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
1421,Union Berlin,2024-08-30,0,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,39,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1422,Union Berlin,2024-08-24,0,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,0,0,0,0,,0,1,0,0,Match Report
1423,West Ham,2025-04-05,0,,Bournemouth,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1424,West Ham,2025-04-01,0,@,Wolves,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1425,West Ham,2025-03-15,0,@,Everton,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1426,West Ham,2025-03-10,0,,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1427,West Ham,2025-02-27,0,,Leicester City,eng Premier League,W 2-0,2,0,+2,58,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1428,West Ham,2025-02-22,0,@,Arsenal,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1429,West Ham,2025-02-15,0,,Brentford,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1430,West Ham,2025-02-03,0,@,Chelsea,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1431,West Ham,2025-01-26,0,@,Aston Villa,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1432,West Ham,2025-01-14,0,,Fulham,eng Premier League,W 3-2,3,2,+1,44,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1433,West Ham,2025-01-04,0,@,Manchester City,eng Premier League,L 1-4,1,4,-3,44,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1434,West Ham,2024-12-29,0,,Liverpool,eng Premier League,L 0-5,0,5,-5,46,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1435,West Ham,2024-12-26,0,@,Southampton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1436,West Ham,2024-12-21,0,,Brighton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1437,West Ham,2024-12-16,0,@,Bournemouth,eng Premier League,D 1-1,1,1,0,48,0,1,1,0,0,0,0,0,,0,1,0,0,Match Report
1438,West Ham,2024-12-09,0,,Wolves,eng Premier League,W 2-1,2,1,+1,54,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1439,West Ham,2024-12-03,0,@,Leicester City,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1440,West Ham,2024-11-25,0,@,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,47,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1441,West Ham,2024-11-09,0,,Everton,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1442,West Ham,2024-11-02,0,@,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,46,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1443,West Ham,2024-10-27,0,,Manchester Utd,eng Premier League,W 2-1,2,1,+1,42,1,1,1,0,0,0,0,0,,0,0,1,0,Match Report
1444,West Ham,2024-10-19,0,@,Tottenham,eng Premier League,L 1-4,1,4,-3,43,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1445,West Ham,2024-10-05,0,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,52,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1446,West Ham,2024-09-28,0,@,Brentford,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1447,West Ham,2024-09-21,0,,Chelsea,eng Premier League,L 0-3,0,3,-3,53,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1448,West Ham,2024-09-14,0,@,Fulham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1449,West Ham,2024-08-31,0,,Manchester City,eng Premier League,L 1-3,1,3,-2,33,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1450,West Ham,2024-08-24,0,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,42,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1451,West Ham,2024-08-17,0,,Aston Villa,eng Premier League,L 1-2,1,2,-1,52,0,1,1,0,0,0,0,0,,0,0,1,0,Match Report
1452,Leganés,2025-04-07,0,,Osasuna,es La Liga,D 1-1,1,1,0,56,0,1,1,0,0,0,0,0,,0,0,1,0,Match Report
1453,Leganés,2025-03-08,0,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1454,Leganés,2025-03-02,0,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1455,Leganés,2025-02-23,0,@,Real Sociedad,es La Liga,L 0-3,0,3,-3,45,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1456,Leganés,2025-02-09,0,@,Valencia,es La Liga,L 0-2,0,2,-2,56,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1457,Leganés,2025-01-31,0,,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,34,0,0,1,1,0,0,0,0,,0,0,1,0,Match Report
1458,Leganés,2025-01-26,0,@,Athletic Club,es La Liga,D 0-0,0,0,0,32,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1459,Leganés,2025-01-18,0,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,1,0,0,1,,0,0,0,0,Match Report
1460,Leganés,2025-01-11,0,@,Espanyol,es La Liga,D 1-1,1,1,0,47,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1461,Leganés,2024-12-15,0,@,Barcelona,es La Liga,W 1-0,1,0,+1,21,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1462,Leganés,2024-12-08,0,,Real Sociedad,es La Liga,L 0-3,0,3,-3,56,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1463,Leganés,2024-11-30,0,@,Alavés,es La Liga,D 1-1,1,1,0,40,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1464,Leganés,2024-11-24,0,,Real Madrid,es La Liga,L 0-3,0,3,-3,33,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1465,Leganés,2024-11-09,0,,Sevilla,es La Liga,W 1-0,1,0,+1,43,0,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1466,Leganés,2024-10-27,0,,Celta Vigo,es La Liga,W 3-0,3,0,+3,39,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1467,Leganés,2024-10-20,0,@,Atlético Madrid,es La Liga,L 1-3,1,3,-2,37,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1468,Leganés,2024-10-04,0,,Valencia,es La Liga,D 0-0,0,0,0,59,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1469,Leganés,2024-09-28,0,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1470,Leganés,2024-09-19,0,,Athletic Club,es La Liga,L 0-2,0,2,-2,48,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1471,Leganés,2024-09-13,0,@,Betis,es La Liga,L 0-2,0,2,-2,36,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1472,Leganés,2024-08-31,0,,Mallorca,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1473,Leganés,2024-08-28,0,@,Valladolid,es La Liga,D 0-0,0,0,0,42,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1474,Leganés,2024-08-25,0,,Las Palmas,es La Liga,W 2-1,2,1,+1,39,2,0,1,1,0,0,0,0,,0,0,0,0,Match Report
1475,Leganés,2024-08-17,0,@,Osasuna,es La Liga,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,0,0,0,1,Match Report
1476,Reims,2025-04-06,0,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1477,Reims,2025-03-29,0,,Marseille,fr Ligue 1,W 3-1,3,1,+2,20,3,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1478,Reims,2025-03-16,0,@,Brest,fr Ligue 1,D 0-0,0,0,0,29,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1479,Reims,2025-03-09,0,,Auxerre,fr Ligue 1,L 0-2,0,2,-2,57,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1480,Reims,2025-02-28,0,@,Monaco,fr Ligue 1,L 0-3,0,3,-3,44,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1481,Reims,2025-02-16,0,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,1,1,0,0,0,0,,0,1,0,0,Match Report
1482,Reims,2025-02-09,0,@,Lyon,fr Ligue 1,L 0-4,0,4,-4,33,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1483,Reims,2025-02-02,0,,Nantes,fr Ligue 1,L 1-2,1,2,-1,55,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1484,Reims,2025-01-25,0,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1485,Reims,2025-01-19,0,,Le Havre,fr Ligue 1,D 1-1,1,1,0,55,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1486,Reims,2025-01-04,0,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,47,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1487,Reims,2024-12-14,0,,Monaco,fr Ligue 1,D 0-0,0,0,0,36,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1488,Reims,2024-12-08,0,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1489,Reims,2024-11-29,0,,Lens,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1490,Reims,2024-11-23,0,,Lyon,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1491,Reims,2024-11-10,0,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,45,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1492,Reims,2024-11-03,0,@,Toulouse,fr Ligue 1,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1493,Reims,2024-10-20,0,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,65,1,0,0,0,1,0,1,0,100.0,0,0,0,0,Match Report
1494,Reims,2024-10-06,0,,Montpellier,fr Ligue 1,W 4-2,4,2,+2,48,3,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1495,Reims,2024-09-29,0,@,Angers,fr Ligue 1,W 3-1,3,1,+2,47,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1496,Reims,2024-09-21,0,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1497,Reims,2024-09-15,0,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1498,Reims,2024-09-01,0,,Rennes,fr Ligue 1,W 2-1,2,1,+1,53,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1499,Reims,2024-08-25,0,@,Marseille,fr Ligue 1,D 2-2,2,2,0,34,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1500,Reims,2024-08-17,0,,Lille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1501,Liverpool,2025-04-06,0,@,Fulham,eng Premier League,L 2-3,2,3,-1,63,2,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1502,Liverpool,2025-04-02,0,,Everton,eng Premier League,W 1-0,1,0,+1,73,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1503,Liverpool,2025-03-08,0,,Southampton,eng Premier League,W 3-1,3,1,+2,71,1,2,2,0,0,0,0,0,,0,0,0,0,Match Report
1504,Liverpool,2025-02-26,0,,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1505,Liverpool,2025-02-23,0,@,Manchester City,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1506,Liverpool,2025-02-19,0,@,Aston Villa,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1507,Liverpool,2025-02-16,0,,Wolves,eng Premier League,W 2-1,2,1,+1,50,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1508,Liverpool,2025-02-12,0,@,Everton,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1509,Liverpool,2025-02-01,0,@,Bournemouth,eng Premier League,W 2-0,2,0,+2,51,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1510,Liverpool,2025-01-25,0,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,70,4,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1511,Liverpool,2025-01-18,0,@,Brentford,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1512,Liverpool,2025-01-14,0,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1513,Liverpool,2025-01-05,0,,Manchester Utd,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1514,Liverpool,2024-12-29,0,@,West Ham,eng Premier League,W 5-0,5,0,+5,54,5,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1515,Liverpool,2024-12-26,0,,Leicester City,eng Premier League,W 3-1,3,1,+2,68,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1516,Liverpool,2024-12-22,0,@,Tottenham,eng Premier League,W 6-3,6,3,+3,48,6,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1517,Liverpool,2024-12-14,0,,Fulham,eng Premier League,D 2-2,2,2,0,61,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1518,Liverpool,2024-12-04,0,@,Newcastle Utd,eng Premier League,D 3-3,3,3,0,58,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1519,Liverpool,2024-12-01,0,,Manchester City,eng Premier League,W 2-0,2,0,+2,44,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1520,Liverpool,2024-11-24,0,@,Southampton,eng Premier League,W 3-2,3,2,+1,62,2,1,1,0,1,0,1,0,100.0,0,0,0,0,Match Report
1521,Liverpool,2024-11-09,0,,Aston Villa,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1522,Liverpool,2024-11-02,0,,Brighton,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1523,Liverpool,2024-10-27,0,@,Arsenal,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1524,Liverpool,2024-10-20,0,,Chelsea,eng Premier League,W 2-1,2,1,+1,43,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1525,Liverpool,2024-10-05,0,@,Crystal Palace,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1526,Liverpool,2024-09-28,0,@,Wolves,eng Premier League,W 2-1,2,1,+1,55,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1527,Liverpool,2024-09-21,0,,Bournemouth,eng Premier League,W 3-0,3,0,+3,58,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1528,Liverpool,2024-09-14,0,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1529,Liverpool,2024-09-01,0,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1530,Liverpool,2024-08-25,0,,Brentford,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1531,Liverpool,2024-08-17,0,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1532,Aston Villa,2025-04-05,0,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1533,Aston Villa,2025-04-02,0,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1534,Aston Villa,2025-03-08,0,@,Brentford,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1535,Aston Villa,2025-02-25,0,@,Crystal Palace,eng Premier League,L 1-4,1,4,-3,64,1,0,0,0,0,0,0,0,,0,0,1,0,Match Report
1536,Aston Villa,2025-02-22,0,,Chelsea,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1537,Aston Villa,2025-02-19,0,,Liverpool,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1538,Aston Villa,2025-02-15,0,,Ipswich Town,eng Premier League,D 1-1,1,1,0,75,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1539,Aston Villa,2025-02-01,0,@,Wolves,eng Premier League,L 0-2,0,2,-2,68,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1540,Aston Villa,2025-01-26,0,,West Ham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1541,Aston Villa,2025-01-18,0,@,Arsenal,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1542,Aston Villa,2025-01-15,0,@,Everton,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1543,Aston Villa,2025-01-04,0,,Leicester City,eng Premier League,W 2-1,2,1,+1,60,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1544,Aston Villa,2024-12-30,0,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,0,0,0,0,,0,0,0,0,Match Report
1545,Aston Villa,2024-12-26,0,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,38,0,0,0,0,0,0,0,0,,0,0,0,0,Match Report
1546,Aston Villa,2024-12-21,0,,Manchester City,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,0,0,0,0,,0,0,0,0,Match Report
