Rk,Team,Date,Gls,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Gls,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
1525,Getafe,2024-10-27,1,,Valencia,es La Liga,D 1-1,1,1,0,64,0,1,1,0,1,14,0.00,0.00,3,21.4,14.2,0,Match Report
1526,Getafe,2024-10-20,1,@,Villarreal,es La Liga,D 1-1,1,1,0,44,0,1,1,0,1,20,0.00,0.00,3,15.0,17.7,0,Match Report
1527,Getafe,2024-10-05,1,,Osasuna,es La Liga,D 1-1,1,1,0,41,1,0,0,0,1,11,0.09,0.33,3,27.3,18.2,1,Match Report
1528,Getafe,2024-09-22,1,,Leganés,es La Liga,D 1-1,1,1,0,59,0,1,1,0,1,12,0.00,0.00,3,25.0,21.9,1,Match Report
1529,Getafe,2024-09-18,1,@,Betis,es La Liga,L 1-2,1,2,-1,35,1,0,0,0,1,15,0.07,0.20,5,33.3,21.7,0,Match Report
1530,Getafe,2024-08-15,1,@,Athletic Club,es La Liga,D 1-1,1,1,0,32,1,0,0,0,1,9,0.11,0.50,2,22.2,19.7,0,Match Report
1531,Union Berlin,2025-04-06,1,,Wolfsburg,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,1,13,0.08,0.33,3,23.1,19.2,1,Match Report
1532,Union Berlin,2025-03-15,1,,Bayern Munich,de Bundesliga,D 1-1,1,1,0,20,1,0,0,0,1,7,0.14,0.33,3,42.9,17.6,0,Match Report
1533,Union Berlin,2025-02-15,1,,Gladbach,de Bundesliga,L 1-2,1,2,-1,52,0,1,1,0,1,17,0.00,0.00,2,11.8,15.6,0,Match Report
1534,Union Berlin,2024-12-21,1,@,Werder Bremen,de Bundesliga,L 1-4,1,4,-3,46,1,0,0,0,1,16,0.06,0.25,4,25.0,17.5,0,Match Report
1535,Union Berlin,2024-12-14,1,,Bochum,de Bundesliga,L 0-2,0,2,-2,69,1,0,0,0,1,22,0.05,0.25,4,18.2,14.5,0,Match Report
1536,Union Berlin,2024-11-30,1,,Leverkusen,de Bundesliga,L 1-2,1,2,-1,38,1,0,0,0,1,8,0.13,0.50,2,25.0,15.1,0,Match Report
1537,Union Berlin,2024-10-27,1,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,1,13,0.08,0.25,4,30.8,14.8,0,Match Report
1538,Union Berlin,2024-08-30,1,,St. Pauli,de Bundesliga,W 1-0,1,0,+1,39,1,0,0,0,1,11,0.09,0.20,5,45.5,21.5,0,Match Report
1539,Union Berlin,2024-08-24,1,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,1,15,0.07,0.20,5,33.3,19.8,0,Match Report
1540,West Ham,2025-03-15,1,@,Everton,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,1,10,0.10,0.20,5,50.0,13.6,0,Match Report
1541,West Ham,2025-02-27,1,,Leicester City,eng Premier League,W 2-0,2,0,+2,58,1,0,0,0,1,8,0.13,0.50,2,25.0,10.6,0,Match Report
1542,West Ham,2025-02-22,1,@,Arsenal,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,1,5,0.20,0.50,2,40.0,11.8,0,Match Report
1543,West Ham,2025-02-03,1,@,Chelsea,eng Premier League,L 1-2,1,2,-1,32,1,0,0,0,1,14,0.07,0.20,5,35.7,20.4,1,Match Report
1544,West Ham,2025-01-26,1,@,Aston Villa,eng Premier League,D 1-1,1,1,0,54,1,0,0,0,1,14,0.07,0.33,3,21.4,14.6,0,Match Report
1545,West Ham,2025-01-04,1,@,Manchester City,eng Premier League,L 1-4,1,4,-3,44,1,0,0,0,1,17,0.06,0.25,4,23.5,15.3,1,Match Report
1546,West Ham,2024-12-26,1,@,Southampton,eng Premier League,W 1-0,1,0,+1,46,1,0,0,0,1,16,0.06,0.50,2,12.5,15.3,1,Match Report
1547,West Ham,2024-12-21,1,,Brighton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,1,11,0.09,0.25,4,36.4,13.7,0,Match Report
1548,West Ham,2024-12-16,1,@,Bournemouth,eng Premier League,D 1-1,1,1,0,48,0,1,1,0,1,15,0.00,0.00,2,13.3,15.2,0,Match Report
1549,West Ham,2024-12-03,1,@,Leicester City,eng Premier League,L 1-3,1,3,-2,61,1,0,0,0,1,31,0.03,0.13,8,25.8,14.7,0,Match Report
1550,West Ham,2024-10-19,1,@,Tottenham,eng Premier League,L 1-4,1,4,-3,43,1,0,0,0,1,11,0.09,0.33,3,27.3,16.9,0,Match Report
1551,West Ham,2024-09-28,1,@,Brentford,eng Premier League,D 1-1,1,1,0,43,1,0,0,0,1,19,0.05,0.33,3,15.8,18.7,0,Match Report
1552,West Ham,2024-09-14,1,@,Fulham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,1,11,0.09,0.33,3,27.3,18.0,0,Match Report
1553,West Ham,2024-08-17,1,,Aston Villa,eng Premier League,L 1-2,1,2,-1,52,0,1,1,0,1,13,0.00,0.00,2,15.4,13.6,0,Match Report
1554,Leganés,2025-04-07,1,,Osasuna,es La Liga,D 1-1,1,1,0,56,0,1,1,0,1,12,0.00,0.00,6,50.0,21.0,1,Match Report
1555,Leganés,2025-03-08,1,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,44,1,0,0,0,1,12,0.08,0.17,6,50.0,16.1,0,Match Report
1556,Leganés,2025-03-02,1,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,1,6,0.17,1.00,1,16.7,12.3,1,Match Report
1557,Leganés,2025-01-18,1,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,33,1,0,0,0,1,9,0.11,0.33,3,33.3,17.8,1,Match Report
1558,Leganés,2025-01-11,1,@,Espanyol,es La Liga,D 1-1,1,1,0,47,1,0,0,0,1,14,0.07,0.17,6,42.9,18.5,0,Match Report
1559,Leganés,2024-12-15,1,@,Barcelona,es La Liga,W 1-0,1,0,+1,21,1,0,0,0,1,6,0.17,0.25,4,66.7,19.3,0,Match Report
1560,Leganés,2024-11-30,1,@,Alavés,es La Liga,D 1-1,1,1,0,40,1,0,0,0,1,6,0.17,0.33,3,50.0,11.7,0,Match Report
1561,Leganés,2024-11-09,1,,Sevilla,es La Liga,W 1-0,1,0,+1,43,0,1,1,0,1,7,0.00,0.00,3,42.9,24.9,2,Match Report
1562,Leganés,2024-10-20,1,@,Atlético Madrid,es La Liga,L 1-3,1,3,-2,37,1,0,0,0,1,5,0.20,0.50,2,40.0,24.0,1,Match Report
1563,Leganés,2024-09-28,1,@,Rayo Vallecano,es La Liga,D 1-1,1,1,0,46,1,0,0,0,1,13,0.08,0.33,3,23.1,17.8,1,Match Report
1564,Leganés,2024-09-22,1,@,Getafe,es La Liga,D 1-1,1,1,0,41,1,0,0,0,1,6,0.17,0.50,2,33.3,23.6,0,Match Report
1565,Leganés,2024-08-17,1,@,Osasuna,es La Liga,D 1-1,1,1,0,39,1,0,0,0,1,10,0.10,0.25,4,40.0,17.0,1,Match Report
1566,Reims,2025-01-25,1,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,1,6,0.17,0.33,3,50.0,16.4,0,Match Report
1567,Reims,2025-01-19,1,,Le Havre,fr Ligue 1,D 1-1,1,1,0,55,1,0,0,0,1,11,0.09,0.33,3,27.3,17.6,0,Match Report
1568,Reims,2025-01-04,1,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,47,1,0,0,0,1,11,0.09,1.00,1,9.1,18.1,0,Match Report
1569,Reims,2024-11-23,1,,Lyon,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,1,14,0.07,0.17,6,42.9,17.8,0,Match Report
1570,Reims,2024-10-26,1,,Brest,fr Ligue 1,L 1-2,1,2,-1,53,1,0,0,0,1,11,0.09,0.33,3,27.3,15.8,0,Match Report
1571,Reims,2024-10-20,1,@,Auxerre,fr Ligue 1,L 1-2,1,2,-1,65,1,0,0,0,1,15,0.07,0.33,3,20.0,16.6,1,Match Report
1572,Reims,2024-09-21,1,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,1,8,0.13,1.00,1,12.5,21.6,0,Match Report
1573,Liverpool,2025-04-02,1,,Everton,eng Premier League,W 1-0,1,0,+1,73,1,0,0,0,1,17,0.06,0.33,3,17.6,17.2,1,Match Report
1574,Liverpool,2025-01-14,1,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,1,23,0.04,0.17,6,26.1,17.0,0,Match Report
1575,Liverpool,2024-10-05,1,@,Crystal Palace,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,1,16,0.06,0.25,4,25.0,18.9,0,Match Report
1576,Aston Villa,2025-03-08,1,@,Brentford,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,1,12,0.08,0.25,4,33.3,16.9,1,Match Report
1577,Aston Villa,2025-02-25,1,@,Crystal Palace,eng Premier League,L 1-4,1,4,-3,64,1,0,0,0,1,6,0.17,0.50,2,33.3,10.0,0,Match Report
1578,Aston Villa,2025-02-15,1,,Ipswich Town,eng Premier League,D 1-1,1,1,0,75,1,0,0,0,1,25,0.04,0.17,6,24.0,18.6,2,Match Report
1579,Aston Villa,2025-01-26,1,,West Ham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,1,14,0.07,0.25,4,28.6,18.0,1,Match Report
1580,Aston Villa,2025-01-15,1,@,Everton,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,1,11,0.09,0.33,3,27.3,20.5,1,Match Report
1581,Aston Villa,2024-12-14,1,@,Nott'ham Forest,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,1,8,0.13,0.50,2,25.0,15.6,0,Match Report
1582,Aston Villa,2024-12-07,1,,Southampton,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,1,18,0.06,0.25,4,22.2,14.2,0,Match Report
1583,Aston Villa,2024-11-03,1,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,1,12,0.08,1.00,1,8.3,16.2,0,Match Report
1584,Aston Villa,2024-10-26,1,,Bournemouth,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,1,18,0.06,0.13,8,44.4,15.1,0,Match Report
1585,Wolves,2025-04-01,1,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,1,9,0.11,0.50,2,22.2,21.5,1,Match Report
1586,Wolves,2025-03-08,1,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,1,11,0.09,0.33,3,27.3,18.3,1,Match Report
1587,Wolves,2025-02-25,1,,Fulham,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,1,18,0.06,0.20,5,27.8,17.9,3,Match Report
1588,Wolves,2025-02-22,1,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,1,13,0.08,0.20,5,38.5,17.5,1,Match Report
1589,Wolves,2025-02-16,1,@,Liverpool,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,1,16,0.06,0.25,4,25.0,22.0,2,Match Report
1590,Wolves,2025-01-20,1,@,Chelsea,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,1,9,0.11,0.25,4,44.4,16.7,0,Match Report
1591,Wolves,2024-12-14,1,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,1,16,0.06,0.17,6,37.5,18.4,0,Match Report
1592,Wolves,2024-12-09,1,@,West Ham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,1,19,0.05,0.20,5,26.3,17.9,0,Match Report
1593,Wolves,2024-10-20,1,,Manchester City,eng Premier League,L 1-2,1,2,-1,23,1,0,0,0,1,3,0.33,0.50,2,66.7,17.6,0,Match Report
1594,Wolves,2024-09-28,1,,Liverpool,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,1,8,0.13,0.33,3,37.5,22.9,0,Match Report
1595,Wolves,2024-09-21,1,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,1,10,0.10,0.25,4,40.0,14.9,0,Match Report
1596,Wolves,2024-09-15,1,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,1,12,0.08,0.20,5,41.7,15.2,0,Match Report
1597,Wolves,2024-08-31,1,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,1,11,0.09,0.50,2,18.2,20.7,0,Match Report
1598,Alavés,2025-04-05,1,@,Girona,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,1,9,0.11,0.25,4,44.4,16.6,0,Match Report
1599,Alavés,2025-03-08,1,,Villarreal,es La Liga,W 1-0,1,0,+1,32,1,0,0,0,1,5,0.20,0.33,3,60.0,17.1,0,Match Report
1600,Alavés,2025-03-02,1,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,1,19,0.05,0.14,7,36.8,16.7,0,Match Report
1601,Alavés,2025-01-27,1,,Celta Vigo,es La Liga,D 1-1,1,1,0,49,0,1,1,0,1,2,0.00,,0,0.0,20.4,0,Match Report
1602,Alavés,2024-12-15,1,,Athletic Club,es La Liga,D 1-1,1,1,0,52,1,0,0,0,1,6,0.17,0.33,3,50.0,16.5,0,Match Report
1603,Alavés,2024-11-30,1,,Leganés,es La Liga,D 1-1,1,1,0,60,1,0,0,0,1,18,0.06,0.14,7,38.9,17.5,0,Match Report
1604,Alavés,2024-11-23,1,@,Atlético Madrid,es La Liga,L 1-2,1,2,-1,30,0,1,1,0,1,3,0.00,,0,0.0,33.0,0,Match Report
1605,Alavés,2024-11-01,1,,Mallorca,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,1,13,0.08,0.33,3,23.1,16.3,0,Match Report
1606,Alavés,2024-08-16,1,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,1,10,0.10,0.50,2,20.0,14.5,0,Match Report
1607,Girona,2025-03-30,1,@,Barcelona,es La Liga,L 1-4,1,4,-3,31,1,0,0,0,1,4,0.25,0.50,2,50.0,14.0,0,Match Report
1608,Girona,2025-03-15,1,,Valencia,es La Liga,D 1-1,1,1,0,57,1,0,0,0,1,14,0.07,0.25,4,28.6,17.2,0,Match Report
1609,Girona,2025-03-10,1,@,Espanyol,es La Liga,D 1-1,1,1,0,67,0,1,1,0,1,17,0.00,0.00,3,17.6,18.1,2,Match Report
1610,Girona,2025-02-14,1,,Getafe,es La Liga,L 1-2,1,2,-1,71,1,0,0,0,1,14,0.07,0.25,4,28.6,18.9,1,Match Report
1611,Girona,2025-01-26,1,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,1,12,0.08,0.20,5,41.7,16.7,1,Match Report
1612,Girona,2025-01-18,1,,Sevilla,es La Liga,L 1-2,1,2,-1,60,1,0,0,0,1,7,0.14,0.25,4,57.1,12.1,0,Match Report
1613,Girona,2025-01-11,1,@,Alavés,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,1,3,0.33,1.00,1,33.3,18.9,0,Match Report
1614,Girona,2024-12-14,1,@,Mallorca,es La Liga,L 1-2,1,2,-1,68,1,0,0,0,1,13,0.08,1.00,1,7.7,17.3,0,Match Report
1615,Girona,2024-11-10,1,@,Getafe,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,1,3,0.33,0.50,2,66.7,19.6,0,Match Report
1616,Girona,2024-09-29,1,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,1,9,0.11,0.25,4,44.4,12.9,0,Match Report
1617,Girona,2024-09-15,1,,Barcelona,es La Liga,L 1-4,1,4,-3,45,1,0,0,0,1,9,0.11,0.25,4,44.4,15.7,0,Match Report
1618,Girona,2024-08-15,1,@,Betis,es La Liga,D 1-1,1,1,0,61,1,0,0,0,1,13,0.08,0.50,2,15.4,17.5,0,Match Report
1619,Atalanta,2025-02-01,1,,Torino,it Serie A,D 1-1,1,1,0,65,1,0,1,1,1,21,0.05,0.11,9,42.9,15.9,0,Match Report
1620,Atalanta,2025-01-14,1,,Juventus,it Serie A,D 1-1,1,1,0,60,1,0,0,0,1,17,0.06,0.20,5,29.4,16.0,0,Match Report
1621,Atalanta,2024-12-28,1,@,Lazio,it Serie A,D 1-1,1,1,0,60,1,0,0,0,1,14,0.07,0.33,3,21.4,11.0,0,Match Report
1622,Atalanta,2024-12-14,1,@,Cagliari,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,1,12,0.08,0.50,2,16.7,13.9,0,Match Report
1623,Atalanta,2024-11-10,1,,Udinese,it Serie A,W 2-1,2,1,+1,54,1,0,0,0,1,10,0.10,0.33,3,30.0,12.4,0,Match Report
1624,Atalanta,2024-09-28,1,@,Bologna,it Serie A,D 1-1,1,1,0,64,1,0,0,0,1,23,0.04,0.25,4,17.4,16.2,0,Match Report
1625,Atalanta,2024-08-25,1,@,Torino,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,1,24,0.04,0.13,8,33.3,16.0,1,Match Report
1626,Rayo Vallecano,2025-03-09,1,@,Real Madrid,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,1,20,0.05,0.17,6,30.0,19.7,0,Match Report
1627,Rayo Vallecano,2025-03-01,1,,Sevilla,es La Liga,D 1-1,1,1,0,64,1,0,0,0,1,20,0.05,0.13,8,40.0,17.0,0,Match Report
1628,Rayo Vallecano,2025-02-07,1,,Valladolid,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,1,20,0.05,0.20,5,25.0,18.5,1,Match Report
1629,Rayo Vallecano,2025-01-31,1,@,Leganés,es La Liga,W 1-0,1,0,+1,66,1,0,0,0,1,19,0.05,0.33,3,15.8,17.4,1,Match Report
1630,Rayo Vallecano,2025-01-19,1,@,Osasuna,es La Liga,D 1-1,1,1,0,48,1,0,0,0,1,8,0.13,0.33,3,37.5,24.1,1,Match Report
1631,Rayo Vallecano,2024-12-22,1,@,Betis,es La Liga,D 1-1,1,1,0,45,1,0,0,0,1,10,0.10,0.25,4,40.0,16.9,0,Match Report
1632,Rayo Vallecano,2024-12-18,1,@,Villarreal,es La Liga,D 1-1,1,1,0,55,1,0,0,0,1,18,0.06,0.50,2,11.1,17.6,0,Match Report
1633,Rayo Vallecano,2024-12-07,1,@,Valencia,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,1,6,0.17,1.00,1,16.7,15.2,0,Match Report
1634,Rayo Vallecano,2024-12-01,1,,Athletic Club,es La Liga,L 1-2,1,2,-1,48,1,0,0,0,1,7,0.14,0.25,4,57.1,21.1,1,Match Report
1635,Rayo Vallecano,2024-09-28,1,,Leganés,es La Liga,D 1-1,1,1,0,54,1,0,0,0,1,15,0.07,0.17,6,40.0,19.2,0,Match Report
1636,Rayo Vallecano,2024-09-22,1,,Atlético Madrid,es La Liga,D 1-1,1,1,0,54,1,0,0,0,1,16,0.06,0.25,4,25.0,20.8,1,Match Report
1637,Rayo Vallecano,2024-08-31,1,@,Espanyol,es La Liga,L 1-2,1,2,-1,53,1,0,0,0,1,17,0.06,0.20,5,29.4,23.0,2,Match Report
1638,Rayo Vallecano,2024-08-27,1,,Barcelona,es La Liga,L 1-2,1,2,-1,36,1,0,0,0,1,8,0.13,0.25,4,50.0,20.9,0,Match Report
1639,Mainz 05,2025-04-05,1,,Holstein Kiel,de Bundesliga,D 1-1,1,1,0,58,1,0,0,0,1,13,0.08,0.33,3,23.1,14.5,1,Match Report
1640,Mainz 05,2025-03-30,1,@,Dortmund,de Bundesliga,L 1-3,1,3,-2,56,1,0,0,0,1,12,0.08,0.50,2,16.7,14.5,0,Match Report
1641,Mainz 05,2025-01-19,1,@,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,0,1,1,0,1,8,0.00,,0,0.0,20.7,0,Match Report
1642,Mainz 05,2024-09-15,1,,Werder Bremen,de Bundesliga,L 1-2,1,2,-1,58,1,0,0,0,1,16,0.06,0.20,5,31.3,16.9,1,Match Report
1643,Mainz 05,2024-08-24,1,,Union Berlin,de Bundesliga,D 1-1,1,1,0,53,1,0,0,0,1,14,0.07,0.33,3,21.4,15.4,1,Match Report
1644,Leicester City,2025-01-04,1,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,40,1,0,0,0,1,4,0.25,0.50,2,50.0,12.5,0,Match Report
1645,Leicester City,2024-12-26,1,@,Liverpool,eng Premier League,L 1-3,1,3,-2,32,1,0,0,0,1,4,0.25,1.00,1,25.0,16.2,0,Match Report
1646,Leicester City,2024-11-30,1,@,Brentford,eng Premier League,L 1-4,1,4,-3,40,1,0,0,0,1,7,0.14,0.33,3,42.9,16.9,0,Match Report
1647,Leicester City,2024-11-23,1,,Chelsea,eng Premier League,L 1-2,1,2,-1,37,0,1,1,0,1,3,0.00,,0,0.0,18.8,0,Match Report
1648,Leicester City,2024-11-02,1,@,Ipswich Town,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,1,20,0.05,0.20,5,25.0,16.7,0,Match Report
1649,Leicester City,2024-10-25,1,,Nott'ham Forest,eng Premier League,L 1-3,1,3,-2,65,1,0,0,0,1,11,0.09,1.00,1,9.1,21.5,0,Match Report
1650,Leicester City,2024-10-05,1,,Bournemouth,eng Premier League,W 1-0,1,0,+1,45,1,0,0,0,1,6,0.17,0.50,2,33.3,18.8,0,Match Report
1651,Leicester City,2024-09-21,1,,Everton,eng Premier League,D 1-1,1,1,0,58,1,0,0,0,1,12,0.08,0.50,2,16.7,16.0,0,Match Report
1652,Leicester City,2024-08-31,1,,Aston Villa,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,1,9,0.11,0.33,3,33.3,20.6,0,Match Report
1653,Leicester City,2024-08-24,1,@,Fulham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,1,10,0.10,0.25,4,40.0,22.5,1,Match Report
1654,Leicester City,2024-08-19,1,,Tottenham,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,1,7,0.14,0.33,3,42.9,16.4,0,Match Report
1655,Empoli,2025-03-29,1,@,Como,it Serie A,D 1-1,1,1,0,29,1,0,0,0,1,14,0.07,0.25,4,28.6,17.1,1,Match Report
1656,Empoli,2025-03-02,1,@,Genoa,it Serie A,D 1-1,1,1,0,40,1,0,0,0,1,7,0.14,1.00,1,14.3,16.9,1,Match Report
1657,Empoli,2025-02-02,1,@,Juventus,it Serie A,L 1-4,1,4,-3,45,1,0,0,0,1,10,0.10,0.33,3,30.0,20.5,0,Match Report
1658,Empoli,2025-01-25,1,,Bologna,it Serie A,D 1-1,1,1,0,37,1,0,0,0,1,5,0.20,1.00,1,20.0,17.0,0,Match Report
1659,Empoli,2025-01-19,1,@,Inter,it Serie A,L 1-3,1,3,-2,32,1,0,0,0,1,5,0.20,1.00,1,20.0,22.7,1,Match Report
1660,Empoli,2025-01-11,1,,Lecce,it Serie A,L 1-3,1,3,-2,50,1,0,0,0,1,15,0.07,0.20,5,33.3,17.3,1,Match Report
1661,Empoli,2025-01-04,1,@,Venezia,it Serie A,D 1-1,1,1,0,50,1,0,0,0,1,18,0.06,0.20,5,27.8,18.4,0,Match Report
1662,Empoli,2024-12-28,1,,Genoa,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,1,11,0.09,0.14,7,63.6,23.8,1,Match Report
1663,Empoli,2024-11-25,1,,Udinese,it Serie A,D 1-1,1,1,0,30,1,0,0,0,1,4,0.25,0.50,2,50.0,24.9,0,Match Report
1664,Empoli,2024-11-08,1,@,Lecce,it Serie A,D 1-1,1,1,0,42,1,0,0,0,1,11,0.09,0.17,6,54.5,22.1,0,Match Report
1665,Empoli,2024-11-04,1,,Como,it Serie A,W 1-0,1,0,+1,42,1,0,0,0,1,9,0.11,0.25,4,44.4,19.4,0,Match Report
1666,Empoli,2024-10-06,1,@,Lazio,it Serie A,L 1-2,1,2,-1,42,1,0,0,0,1,7,0.14,0.50,2,28.6,14.5,0,Match Report
1667,Empoli,2024-08-31,1,@,Bologna,it Serie A,D 1-1,1,1,0,31,1,0,0,0,1,3,0.33,0.50,2,66.7,7.3,0,Match Report
1668,Freiburg,2025-04-05,1,,Dortmund,de Bundesliga,L 1-4,1,4,-3,54,1,0,0,0,1,12,0.08,0.50,2,16.7,14.5,0,Match Report
1669,Freiburg,2025-03-30,1,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,72,1,0,0,0,1,9,0.11,0.33,3,33.3,19.5,1,Match Report
1670,Freiburg,2025-02-08,1,,Heidenheim,de Bundesliga,W 1-0,1,0,+1,53,1,0,0,0,1,9,0.11,0.33,3,33.3,13.7,0,Match Report
1671,Freiburg,2025-02-01,1,@,Bochum,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,1,13,0.08,0.25,4,30.8,14.1,1,Match Report
1672,Freiburg,2025-01-25,1,,Bayern Munich,de Bundesliga,L 1-2,1,2,-1,35,1,0,0,0,1,7,0.14,0.50,2,28.6,14.8,0,Match Report
1673,Freiburg,2025-01-14,1,@,Eint Frankfurt,de Bundesliga,L 1-4,1,4,-3,36,1,0,0,0,1,7,0.14,0.20,5,71.4,25.0,1,Match Report
1674,Freiburg,2024-12-21,1,@,Leverkusen,de Bundesliga,L 1-5,1,5,-4,33,1,0,0,0,1,8,0.13,0.50,2,25.0,17.7,0,Match Report
1675,Freiburg,2024-12-08,1,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,50,1,0,0,0,1,11,0.09,0.25,4,36.4,15.1,0,Match Report
1676,Freiburg,2024-10-26,1,@,RB Leipzig,de Bundesliga,L 1-3,1,3,-2,57,1,0,0,0,1,15,0.07,0.20,5,33.3,18.0,2,Match Report
1677,Freiburg,2024-10-05,1,@,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,42,1,0,0,0,1,15,0.07,0.33,3,20.0,20.6,0,Match Report
1678,Espanyol,2025-03-29,1,,Atlético Madrid,es La Liga,D 1-1,1,1,0,39,0,1,1,0,1,7,0.00,,0,0.0,21.6,0,Match Report
1679,Espanyol,2025-03-10,1,,Girona,es La Liga,D 1-1,1,1,0,33,1,0,0,0,1,7,0.14,0.25,4,57.1,21.2,0,Match Report
1680,Espanyol,2025-02-22,1,@,Alavés,es La Liga,W 1-0,1,0,+1,38,1,0,0,0,1,9,0.11,0.50,2,22.2,22.0,0,Match Report
1681,Espanyol,2025-02-16,1,,Athletic Club,es La Liga,D 1-1,1,1,0,39,1,0,0,0,1,12,0.08,0.25,4,33.3,20.4,0,Match Report
1682,Espanyol,2025-02-09,1,@,Real Sociedad,es La Liga,L 1-2,1,2,-1,32,0,1,1,0,1,3,0.00,,0,0.0,22.4,0,Match Report
1683,Espanyol,2025-02-01,1,,Real Madrid,es La Liga,W 1-0,1,0,+1,24,1,0,0,0,1,5,0.20,0.50,2,40.0,18.4,0,Match Report
1684,Espanyol,2025-01-25,1,@,Sevilla,es La Liga,D 1-1,1,1,0,26,1,0,0,0,1,6,0.17,1.00,1,16.7,13.4,1,Match Report
1685,Espanyol,2025-01-11,1,,Leganés,es La Liga,D 1-1,1,1,0,53,1,0,0,0,1,15,0.07,0.20,5,33.3,20.5,0,Match Report
1686,Espanyol,2024-12-18,1,,Valencia,es La Liga,D 1-1,1,1,0,46,1,0,0,0,1,10,0.10,0.33,3,30.0,15.5,0,Match Report
1687,Espanyol,2024-11-23,1,@,Girona,es La Liga,L 1-4,1,4,-3,25,1,0,0,0,1,9,0.11,1.00,1,11.1,19.3,0,Match Report
1688,Espanyol,2024-11-03,1,@,Barcelona,es La Liga,L 1-3,1,3,-2,24,1,0,0,0,1,10,0.10,0.33,3,30.0,16.3,1,Match Report
1689,Espanyol,2024-10-19,1,@,Athletic Club,es La Liga,L 1-4,1,4,-3,44,1,0,0,0,1,5,0.20,0.50,2,40.0,19.0,1,Match Report
