Rk,Team,Date,Gls,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Gls,Sh,G/Sh,G/SoT,SoT,SoT%,Dist,FK,Match Report
2285,Gladbach,2024-11-09,0,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,39,0,0,0,0,0,14,0.00,0.00,4,28.6,19.2,0,Match Report
2286,Gladbach,2024-09-21,0,@,Eint Frankfurt,de Bundesliga,L 0-2,0,2,-2,63,0,0,0,0,0,25,0.00,0.00,7,28.0,17.6,1,Match Report
2287,Southampton,2025-02-25,0,@,Chelsea,eng Premier League,L 0-4,0,4,-4,40,0,0,0,0,0,7,0.00,0.00,2,28.6,17.0,0,Match Report
2288,Southampton,2025-02-22,0,,Brighton,eng Premier League,L 0-4,0,4,-4,50,0,0,0,0,0,6,0.00,0.00,1,16.7,24.5,0,Match Report
2289,Southampton,2025-01-16,0,@,Manchester Utd,eng Premier League,L 1-3,1,3,-2,40,0,0,0,0,0,13,0.00,0.00,5,38.5,17.0,1,Match Report
2290,Southampton,2025-01-04,0,,Brentford,eng Premier League,L 0-5,0,5,-5,50,0,0,0,0,0,8,0.00,0.00,1,12.5,22.1,0,Match Report
2291,Southampton,2024-12-26,0,,West Ham,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,0,18,0.00,0.00,5,27.8,12.8,0,Match Report
2292,Southampton,2024-12-22,0,@,Fulham,eng Premier League,D 0-0,0,0,0,43,0,0,0,0,0,5,0.00,0.00,1,20.0,20.1,1,Match Report
2293,Southampton,2024-12-15,0,,Tottenham,eng Premier League,L 0-5,0,5,-5,42,0,0,0,0,0,9,0.00,0.00,3,33.3,18.1,0,Match Report
2294,Southampton,2024-12-07,0,@,Aston Villa,eng Premier League,L 0-1,0,1,-1,53,0,0,0,0,0,4,0.00,,0,0.0,14.5,0,Match Report
2295,Southampton,2024-11-09,0,@,Wolves,eng Premier League,L 0-2,0,2,-2,71,0,0,0,0,0,9,0.00,,0,0.0,20.6,1,Match Report
2296,Southampton,2024-10-26,0,@,Manchester City,eng Premier League,L 0-1,0,1,-1,43,0,0,0,0,0,5,0.00,0.00,2,40.0,13.8,0,Match Report
2297,Southampton,2024-09-14,0,,Manchester Utd,eng Premier League,L 0-3,0,3,-3,44,0,0,1,1,0,5,0.00,0.00,2,40.0,17.4,0,Match Report
2298,Southampton,2024-08-24,0,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,64,0,0,0,0,0,5,0.00,0.00,1,20.0,19.7,0,Match Report
2299,Southampton,2024-08-17,0,@,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,77,0,0,0,0,0,19,0.00,0.00,3,15.8,17.0,1,Match Report
2300,Tottenham,2025-04-03,0,@,Chelsea,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,0,8,0.00,0.00,2,25.0,15.6,1,Match Report
2301,Tottenham,2025-03-16,0,@,Fulham,eng Premier League,L 0-2,0,2,-2,43,0,0,0,0,0,12,0.00,0.00,4,33.3,14.5,0,Match Report
2302,Tottenham,2025-02-26,0,,Manchester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,0,11,0.00,0.00,6,54.5,10.9,0,Match Report
2303,Tottenham,2024-12-26,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,70,0,0,0,0,0,13,0.00,0.00,4,30.8,20.0,1,Match Report
2304,Tottenham,2024-12-05,0,@,Bournemouth,eng Premier League,L 0-1,0,1,-1,65,0,0,0,0,0,12,0.00,0.00,4,33.3,17.0,0,Match Report
2305,Tottenham,2024-10-27,0,@,Crystal Palace,eng Premier League,L 0-1,0,1,-1,66,0,0,0,0,0,11,0.00,0.00,3,27.3,12.9,0,Match Report
2306,Tottenham,2024-09-15,0,,Arsenal,eng Premier League,L 0-1,0,1,-1,63,0,0,0,0,0,15,0.00,0.00,5,33.3,18.1,0,Match Report
2307,Tottenham,2024-09-01,0,@,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,65,0,0,0,0,0,20,0.00,0.00,6,30.0,19.9,1,Match Report
2308,Toulouse,2025-02-15,0,,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,24,0,0,0,0,0,14,0.00,0.00,4,28.6,15.0,0,Match Report
2309,Toulouse,2025-01-18,0,@,Lyon,fr Ligue 1,D 0-0,0,0,0,38,0,0,0,0,0,13,0.00,0.00,4,30.8,14.6,0,Match Report
2310,Toulouse,2025-01-12,0,,Strasbourg,fr Ligue 1,L 1-2,1,2,-1,53,0,0,0,0,0,19,0.00,0.00,5,26.3,17.0,2,Match Report
2311,Toulouse,2024-12-07,0,@,Monaco,fr Ligue 1,L 0-2,0,2,-2,42,0,0,0,0,0,6,0.00,0.00,3,50.0,17.1,0,Match Report
2312,Toulouse,2024-11-22,0,@,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,28,0,0,0,0,0,11,0.00,0.00,2,18.2,18.2,0,Match Report
2313,Toulouse,2024-09-22,0,@,Brest,fr Ligue 1,L 0-2,0,2,-2,57,0,0,1,1,0,10,0.00,0.00,1,10.0,14.2,0,Match Report
2314,Toulouse,2024-08-18,0,,Nantes,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,0,12,0.00,0.00,6,50.0,12.4,0,Match Report
2315,Fiorentina,2025-02-23,0,@,Hellas Verona,it Serie A,L 0-1,0,1,-1,57,0,0,0,0,0,8,0.00,0.00,3,37.5,17.2,2,Match Report
2316,Fiorentina,2025-02-16,0,,Como,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,0,5,0.00,0.00,3,60.0,18.0,0,Match Report
2317,Fiorentina,2025-01-04,0,,Napoli,it Serie A,L 0-3,0,3,-3,48,0,0,0,0,0,14,0.00,0.00,2,14.3,17.2,0,Match Report
2318,Fiorentina,2024-12-15,0,@,Bologna,it Serie A,L 0-1,0,1,-1,50,0,0,0,0,0,10,0.00,0.00,4,40.0,17.4,2,Match Report
2319,Fiorentina,2024-09-29,0,@,Empoli,it Serie A,D 0-0,0,0,0,62,0,0,0,0,0,13,0.00,,0,0.0,18.4,1,Match Report
2320,Fiorentina,2024-08-25,0,,Venezia,it Serie A,D 0-0,0,0,0,54,0,0,0,0,0,14,0.00,0.00,8,57.1,19.6,1,Match Report
2321,Crystal Palace,2024-12-26,0,@,Bournemouth,eng Premier League,D 0-0,0,0,0,48,0,0,0,0,0,10,0.00,0.00,4,40.0,19.4,0,Match Report
2322,Crystal Palace,2024-11-09,0,,Fulham,eng Premier League,L 0-2,0,2,-2,36,0,0,0,0,0,13,0.00,0.00,4,30.8,17.1,0,Match Report
2323,Crystal Palace,2024-10-21,0,@,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,49,0,0,0,0,0,20,0.00,0.00,7,35.0,21.1,0,Match Report
2324,Crystal Palace,2024-10-05,0,,Liverpool,eng Premier League,L 0-1,0,1,-1,32,0,0,0,0,0,9,0.00,0.00,5,55.6,21.9,0,Match Report
2325,Crystal Palace,2024-09-21,0,,Manchester Utd,eng Premier League,D 0-0,0,0,0,33,0,0,0,0,0,9,0.00,0.00,4,44.4,14.6,0,Match Report
2326,Crystal Palace,2024-08-24,0,,West Ham,eng Premier League,L 0-2,0,2,-2,58,0,0,0,0,0,14,0.00,0.00,2,14.3,19.5,0,Match Report
2327,Crystal Palace,2024-08-18,0,@,Brentford,eng Premier League,L 1-2,1,2,-1,54,0,0,0,0,0,14,0.00,0.00,6,42.9,19.2,1,Match Report
2328,Bournemouth,2025-03-15,0,,Brentford,eng Premier League,L 1-2,1,2,-1,58,0,0,0,0,0,17,0.00,0.00,5,29.4,16.6,0,Match Report
2329,Bournemouth,2025-02-22,0,,Wolves,eng Premier League,L 0-1,0,1,-1,46,0,0,0,0,0,8,0.00,0.00,3,37.5,17.1,0,Match Report
2330,Bournemouth,2025-02-01,0,,Liverpool,eng Premier League,L 0-2,0,2,-2,49,0,0,0,0,0,14,0.00,0.00,3,21.4,17.4,0,Match Report
2331,Bournemouth,2024-12-26,0,,Crystal Palace,eng Premier League,D 0-0,0,0,0,52,0,0,0,0,0,18,0.00,0.00,3,16.7,14.2,1,Match Report
2332,Bournemouth,2024-10-05,0,@,Leicester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,0,19,0.00,0.00,2,10.5,14.3,0,Match Report
2333,Bournemouth,2024-09-21,0,@,Liverpool,eng Premier League,L 0-3,0,3,-3,42,0,0,0,0,0,19,0.00,0.00,6,31.6,18.7,1,Match Report
2334,Bournemouth,2024-09-14,0,,Chelsea,eng Premier League,L 0-1,0,1,-1,34,0,0,1,1,0,18,0.00,0.00,6,33.3,22.4,0,Match Report
2335,Wolfsburg,2025-04-06,0,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0,12,0.00,0.00,3,25.0,13.2,0,Match Report
2336,Wolfsburg,2025-03-29,0,,Heidenheim,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,0,11,0.00,0.00,2,18.2,17.5,1,Match Report
2337,Wolfsburg,2025-03-15,0,@,Augsburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0,13,0.00,0.00,2,15.4,20.5,1,Match Report
2338,Wolfsburg,2025-02-08,0,,Leverkusen,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,0,13,0.00,0.00,8,61.5,20.4,1,Match Report
2339,Wolfsburg,2025-02-02,0,@,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,39,0,0,0,0,0,11,0.00,0.00,2,18.2,18.9,0,Match Report
2340,Wolfsburg,2024-10-26,0,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,46,0,0,0,0,0,9,0.00,0.00,4,44.4,17.1,0,Match Report
2341,Real Madrid,2025-02-01,0,@,Espanyol,es La Liga,L 0-1,0,1,-1,76,0,0,0,0,0,21,0.00,0.00,7,33.3,16.6,2,Match Report
2342,Real Madrid,2024-10-26,0,,Barcelona,es La Liga,L 0-4,0,4,-4,43,0,0,0,0,0,9,0.00,0.00,4,44.4,23.7,0,Match Report
2343,St. Pauli,2025-03-01,0,,Dortmund,de Bundesliga,L 0-2,0,2,-2,43,0,0,0,0,0,7,0.00,0.00,1,14.3,18.1,0,Match Report
2344,St. Pauli,2025-02-22,0,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,47,0,0,0,0,0,12,0.00,,0,0.0,17.0,1,Match Report
2345,St. Pauli,2025-02-15,0,,Freiburg,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0,5,0.00,0.00,1,20.0,20.9,0,Match Report
2346,St. Pauli,2025-02-09,0,@,RB Leipzig,de Bundesliga,L 0-2,0,2,-2,44,0,0,0,0,0,7,0.00,0.00,3,42.9,15.7,1,Match Report
2347,St. Pauli,2025-02-01,0,,Augsburg,de Bundesliga,D 1-1,1,1,0,45,0,0,0,0,0,6,0.00,0.00,1,16.7,13.0,0,Match Report
2348,St. Pauli,2025-01-15,0,@,Bochum,de Bundesliga,L 0-1,0,1,-1,49,0,0,0,0,0,12,0.00,0.00,1,8.3,18.3,1,Match Report
2349,St. Pauli,2025-01-11,0,,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,43,0,0,0,0,0,18,0.00,0.00,4,22.2,16.8,0,Match Report
2350,St. Pauli,2024-12-14,0,,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,0,15,0.00,0.00,4,26.7,23.9,1,Match Report
2351,St. Pauli,2024-11-24,0,@,Gladbach,de Bundesliga,L 0-2,0,2,-2,52,0,0,0,0,0,15,0.00,0.00,3,20.0,16.2,0,Match Report
2352,St. Pauli,2024-11-09,0,,Bayern Munich,de Bundesliga,L 0-1,0,1,-1,25,0,0,0,0,0,3,0.00,,0,0.0,21.8,0,Match Report
2353,St. Pauli,2024-10-26,0,,Wolfsburg,de Bundesliga,D 0-0,0,0,0,54,0,0,0,0,0,14,0.00,0.00,5,35.7,18.7,1,Match Report
2354,St. Pauli,2024-10-05,0,,Mainz 05,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,0,19,0.00,0.00,4,21.1,16.5,0,Match Report
2355,St. Pauli,2024-09-22,0,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,31,0,0,0,0,0,17,0.00,0.00,4,23.5,14.0,0,Match Report
2356,St. Pauli,2024-08-30,0,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,0,8,0.00,0.00,1,12.5,16.0,0,Match Report
2357,St. Pauli,2024-08-25,0,,Heidenheim,de Bundesliga,L 0-2,0,2,-2,60,0,0,0,0,0,11,0.00,0.00,3,27.3,18.5,1,Match Report
2358,Marseille,2025-03-08,0,,Lens,fr Ligue 1,L 0-1,0,1,-1,75,0,0,0,0,0,15,0.00,0.00,6,40.0,17.4,0,Match Report
2359,Marseille,2025-02-22,0,@,Auxerre,fr Ligue 1,L 0-3,0,3,-3,79,0,0,0,0,0,8,0.00,0.00,2,25.0,15.5,0,Match Report
2360,Marseille,2025-01-26,0,@,Nice,fr Ligue 1,L 0-2,0,2,-2,71,0,0,0,0,0,18,0.00,0.00,6,33.3,18.9,1,Match Report
2361,Marseille,2024-10-27,0,,Paris S-G,fr Ligue 1,L 0-3,0,3,-3,26,0,0,0,0,0,5,0.00,0.00,1,20.0,16.3,0,Match Report
2362,Marseille,2024-09-29,0,@,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,59,0,0,0,0,0,10,0.00,0.00,3,30.0,19.2,0,Match Report
2363,Stuttgart,2025-03-29,0,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,54,0,0,0,0,0,8,0.00,0.00,2,25.0,13.9,0,Match Report
2364,Stuttgart,2025-02-01,0,,Gladbach,de Bundesliga,L 1-2,1,2,-1,54,0,0,0,0,0,10,0.00,0.00,3,30.0,12.1,0,Match Report
2365,Stuttgart,2025-01-25,0,@,Mainz 05,de Bundesliga,L 0-2,0,2,-2,56,0,0,0,0,0,10,0.00,0.00,4,40.0,15.7,0,Match Report
2366,Stuttgart,2024-12-21,0,,St. Pauli,de Bundesliga,L 0-1,0,1,-1,72,0,0,0,0,0,25,0.00,0.00,5,20.0,14.2,0,Match Report
2367,Stuttgart,2024-11-01,0,@,Leverkusen,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,4,0.00,0.00,1,25.0,20.5,0,Match Report
2368,Stuttgart,2024-10-19,0,@,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,35,0,0,0,0,0,4,0.00,0.00,1,25.0,17.7,0,Match Report
2369,Auxerre,2025-03-02,0,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,0,14,0.00,0.00,5,35.7,13.4,0,Match Report
2370,Auxerre,2025-01-19,0,@,Angers,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,0,10,0.00,0.00,4,40.0,18.7,1,Match Report
2371,Auxerre,2025-01-10,0,,Lille,fr Ligue 1,D 0-0,0,0,0,30,0,0,0,0,0,13,0.00,0.00,3,23.1,19.8,0,Match Report
2372,Auxerre,2024-12-06,0,,Paris S-G,fr Ligue 1,D 0-0,0,0,0,27,0,0,0,0,0,6,0.00,0.00,2,33.3,18.7,0,Match Report
2373,Auxerre,2024-12-01,0,@,Toulouse,fr Ligue 1,L 0-2,0,2,-2,48,0,0,0,0,0,4,0.00,,0,0.0,20.0,0,Match Report
2374,Auxerre,2024-09-14,0,,Monaco,fr Ligue 1,L 0-3,0,3,-3,41,0,0,0,0,0,13,0.00,0.00,3,23.1,21.7,0,Match Report
2375,Auxerre,2024-08-25,0,@,Nantes,fr Ligue 1,L 0-2,0,2,-2,64,0,0,0,0,0,12,0.00,0.00,3,25.0,16.4,0,Match Report
2376,Le Havre,2025-01-26,0,,Brest,fr Ligue 1,L 0-1,0,1,-1,45,0,0,0,0,0,11,0.00,0.00,1,9.1,15.3,0,Match Report
2377,Le Havre,2024-12-15,0,,Strasbourg,fr Ligue 1,L 0-3,0,3,-3,56,0,0,0,0,0,10,0.00,0.00,1,10.0,14.1,0,Match Report
2378,Le Havre,2024-12-01,0,,Angers,fr Ligue 1,L 0-1,0,1,-1,55,0,0,0,0,0,5,0.00,0.00,1,20.0,21.7,0,Match Report
2379,Le Havre,2024-11-10,0,,Reims,fr Ligue 1,L 0-3,0,3,-3,55,0,0,0,0,0,10,0.00,0.00,3,30.0,14.4,1,Match Report
2380,Le Havre,2024-10-25,0,@,Rennes,fr Ligue 1,L 0-1,0,1,-1,40,0,0,0,0,0,5,0.00,0.00,1,20.0,15.9,0,Match Report
2381,Le Havre,2024-10-20,0,,Lyon,fr Ligue 1,L 0-4,0,4,-4,39,0,0,0,0,0,7,0.00,0.00,1,14.3,20.0,1,Match Report
2382,Le Havre,2024-10-06,0,@,Brest,fr Ligue 1,L 0-2,0,2,-2,47,0,0,0,0,0,14,0.00,,0,0.0,17.3,1,Match Report
2383,Le Havre,2024-09-28,0,,Lille,fr Ligue 1,L 0-3,0,3,-3,38,0,0,0,0,0,7,0.00,0.00,4,57.1,19.1,0,Match Report
2384,Le Havre,2024-09-15,0,@,Toulouse,fr Ligue 1,L 0-2,0,2,-2,46,0,0,0,0,0,5,0.00,0.00,3,60.0,29.0,0,Match Report
2385,Werder Bremen,2025-02-21,0,@,Freiburg,de Bundesliga,L 0-5,0,5,-5,63,0,0,1,1,0,8,0.00,0.00,2,25.0,20.7,0,Match Report
2386,Werder Bremen,2025-02-16,0,,Hoffenheim,de Bundesliga,L 1-3,1,3,-2,63,0,0,0,0,0,14,0.00,0.00,2,14.3,17.1,1,Match Report
2387,Werder Bremen,2025-02-07,0,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,25,0,0,0,0,0,2,0.00,,0,0.0,14.8,0,Match Report
2388,Werder Bremen,2025-01-19,0,,Augsburg,de Bundesliga,L 0-2,0,2,-2,71,0,0,0,0,0,20,0.00,0.00,2,10.0,14.3,0,Match Report
2389,Werder Bremen,2024-11-23,0,@,Eint Frankfurt,de Bundesliga,L 0-1,0,1,-1,50,0,0,0,0,0,8,0.00,0.00,1,12.5,20.3,0,Match Report
2390,Werder Bremen,2024-10-05,0,,Freiburg,de Bundesliga,L 0-1,0,1,-1,58,0,0,0,0,0,12,0.00,0.00,3,25.0,19.6,1,Match Report
2391,Werder Bremen,2024-09-21,0,,Bayern Munich,de Bundesliga,L 0-5,0,5,-5,31,0,0,0,0,0,0,,,0,,,0,Match Report
2392,Werder Bremen,2024-08-31,0,,Dortmund,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,5,0.00,0.00,1,20.0,19.8,1,Match Report
2393,Genoa,2025-03-29,0,@,Juventus,it Serie A,L 0-1,0,1,-1,51,0,0,0,0,0,9,0.00,0.00,3,33.3,20.1,0,Match Report
2394,Genoa,2025-02-22,0,@,Inter,it Serie A,L 0-1,0,1,-1,38,0,0,0,0,0,11,0.00,0.00,2,18.2,17.3,0,Match Report
2395,Genoa,2025-01-05,0,@,Lecce,it Serie A,D 0-0,0,0,0,37,0,0,0,0,0,4,0.00,0.00,1,25.0,12.1,0,Match Report
2396,Genoa,2024-12-15,0,@,Milan,it Serie A,D 0-0,0,0,0,43,0,0,0,0,0,5,0.00,,0,0.0,33.8,1,Match Report
2397,Genoa,2024-12-07,0,,Torino,it Serie A,D 0-0,0,0,0,52,0,0,0,0,0,5,0.00,0.00,1,20.0,22.6,0,Match Report
2398,Genoa,2024-10-31,0,,Fiorentina,it Serie A,L 0-1,0,1,-1,33,0,0,0,0,0,14,0.00,0.00,4,28.6,18.3,1,Match Report
2399,Genoa,2024-10-27,0,@,Lazio,it Serie A,L 0-3,0,3,-3,39,0,0,0,0,0,6,0.00,0.00,2,33.3,21.8,0,Match Report
2400,Genoa,2024-09-28,0,,Juventus,it Serie A,L 0-3,0,3,-3,35,0,0,0,0,0,7,0.00,0.00,2,28.6,21.1,2,Match Report
2401,Genoa,2024-09-21,0,@,Venezia,it Serie A,L 0-2,0,2,-2,51,0,0,0,0,0,9,0.00,,0,0.0,14.8,0,Match Report
2402,Genoa,2024-09-01,0,,Hellas Verona,it Serie A,L 0-2,0,2,-2,58,0,0,0,0,0,11,0.00,0.00,1,9.1,19.3,1,Match Report
2403,Angers,2025-04-05,0,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,19,0,0,0,0,0,4,0.00,,0,0.0,23.3,0,Match Report
2404,Angers,2025-03-30,0,,Rennes,fr Ligue 1,L 0-3,0,3,-3,43,0,0,0,0,0,9,0.00,0.00,4,44.4,15.5,0,Match Report
2405,Angers,2025-03-15,0,,Monaco,fr Ligue 1,L 0-2,0,2,-2,44,0,0,0,0,0,6,0.00,0.00,2,33.3,19.3,0,Match Report
2406,Angers,2025-03-09,0,@,Brest,fr Ligue 1,L 0-2,0,2,-2,50,0,0,0,0,0,7,0.00,0.00,1,14.3,15.0,0,Match Report
2407,Angers,2025-03-02,0,,Toulouse,fr Ligue 1,L 0-4,0,4,-4,46,0,0,0,0,0,5,0.00,0.00,1,20.0,22.3,1,Match Report
2408,Angers,2025-02-09,0,,Marseille,fr Ligue 1,L 0-2,0,2,-2,22,0,0,0,0,0,5,0.00,,0,0.0,16.3,0,Match Report
2409,Angers,2025-01-26,0,@,Lens,fr Ligue 1,L 0-1,0,1,-1,36,0,0,0,0,0,2,0.00,,0,0.0,17.0,0,Match Report
2410,Angers,2024-12-15,0,@,Rennes,fr Ligue 1,L 0-2,0,2,-2,56,0,0,0,0,0,3,0.00,,0,0.0,12.3,0,Match Report
2411,Angers,2024-12-07,0,,Lyon,fr Ligue 1,L 0-3,0,3,-3,37,0,0,0,0,0,10,0.00,0.00,2,20.0,22.1,1,Match Report
2412,Angers,2024-11-24,0,@,Auxerre,fr Ligue 1,L 0-1,0,1,-1,52,0,0,0,0,0,10,0.00,0.00,5,50.0,18.1,1,Match Report
2413,Angers,2024-08-24,0,@,Lille,fr Ligue 1,L 0-2,0,2,-2,36,0,0,0,0,0,6,0.00,0.00,2,33.3,17.7,0,Match Report
2414,Angers,2024-08-18,0,,Lens,fr Ligue 1,L 0-1,0,1,-1,42,0,0,0,0,0,8,0.00,0.00,3,37.5,19.9,0,Match Report
2415,Lazio,2025-03-16,0,@,Bologna,it Serie A,L 0-5,0,5,-5,49,0,0,0,0,0,7,0.00,0.00,2,28.6,18.0,0,Match Report
2416,Lazio,2025-02-22,0,@,Venezia,it Serie A,D 0-0,0,0,0,63,0,0,0,0,0,9,0.00,0.00,3,33.3,18.9,0,Match Report
2417,Lazio,2025-01-05,0,@,Roma,it Serie A,L 0-2,0,2,-2,67,0,0,0,0,0,16,0.00,0.00,6,37.5,19.5,0,Match Report
2418,Lazio,2024-12-16,0,,Inter,it Serie A,L 0-6,0,6,-6,52,0,0,0,0,0,9,0.00,0.00,2,22.2,19.8,0,Match Report
2419,Lazio,2024-10-19,0,@,Juventus,it Serie A,L 0-1,0,1,-1,31,0,0,0,0,0,2,0.00,0.00,1,50.0,26.5,0,Match Report
2420,Getafe,2025-03-02,0,@,Leganés,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,9,0.00,,0,0.0,22.4,0,Match Report
2421,Getafe,2025-02-01,0,,Sevilla,es La Liga,D 0-0,0,0,0,45,0,0,0,0,0,7,0.00,0.00,1,14.3,18.0,0,Match Report
2422,Getafe,2024-12-21,0,,Mallorca,es La Liga,L 0-1,0,1,-1,54,0,0,0,0,0,18,0.00,0.00,5,27.8,20.9,0,Match Report
2423,Getafe,2024-12-15,0,@,Atlético Madrid,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,7,0.00,0.00,1,14.3,21.5,1,Match Report
2424,Getafe,2024-12-01,0,@,Real Madrid,es La Liga,L 0-2,0,2,-2,31,0,0,0,0,0,8,0.00,0.00,3,37.5,18.2,0,Match Report
2425,Getafe,2024-11-10,0,,Girona,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,8,0.00,,0,0.0,23.9,1,Match Report
2426,Getafe,2024-11-04,0,@,Celta Vigo,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,10,0.00,0.00,2,20.0,19.6,1,Match Report
2427,Getafe,2024-09-25,0,@,Barcelona,es La Liga,L 0-1,0,1,-1,24,0,0,0,0,0,7,0.00,0.00,1,14.3,21.7,0,Match Report
2428,Getafe,2024-09-14,0,@,Sevilla,es La Liga,L 0-1,0,1,-1,40,0,0,0,0,0,15,0.00,0.00,4,26.7,21.9,1,Match Report
2429,Getafe,2024-09-01,0,,Real Sociedad,es La Liga,D 0-0,0,0,0,53,0,0,0,0,0,16,0.00,0.00,1,6.3,25.5,0,Match Report
2430,Getafe,2024-08-24,0,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,48,0,0,0,0,0,12,0.00,,0,0.0,16.4,0,Match Report
2431,Union Berlin,2025-03-02,0,,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,0,14,0.00,0.00,3,21.4,10.1,0,Match Report
2432,Union Berlin,2025-02-22,0,@,Dortmund,de Bundesliga,L 0-6,0,6,-6,36,0,0,0,0,0,6,0.00,0.00,1,16.7,10.7,0,Match Report
2433,Union Berlin,2025-02-01,0,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,47,0,0,0,0,0,21,0.00,0.00,5,23.8,21.0,0,Match Report
2434,Union Berlin,2025-01-26,0,@,St. Pauli,de Bundesliga,L 0-3,0,3,-3,56,0,0,0,0,0,14,0.00,0.00,2,14.3,15.2,1,Match Report
2435,Union Berlin,2025-01-15,0,,Augsburg,de Bundesliga,L 0-2,0,2,-2,55,0,0,0,0,0,13,0.00,0.00,2,15.4,17.1,0,Match Report
2436,Union Berlin,2025-01-11,0,@,Heidenheim,de Bundesliga,L 0-2,0,2,-2,42,0,0,0,0,0,10,0.00,0.00,6,60.0,16.4,0,Match Report
2437,Union Berlin,2024-11-23,0,@,Wolfsburg,de Bundesliga,L 0-1,0,1,-1,45,0,0,0,0,0,11,0.00,0.00,4,36.4,17.3,1,Match Report
2438,Union Berlin,2024-11-08,0,,Freiburg,de Bundesliga,D 0-0,0,0,0,41,0,0,0,0,0,12,0.00,0.00,6,50.0,20.2,0,Match Report
2439,Union Berlin,2024-11-02,0,@,Bayern Munich,de Bundesliga,L 0-3,0,3,-3,23,0,0,0,0,0,8,0.00,0.00,1,12.5,12.7,0,Match Report
2440,Union Berlin,2024-09-28,0,@,Gladbach,de Bundesliga,L 0-1,0,1,-1,38,0,0,0,0,0,9,0.00,0.00,2,22.2,19.9,0,Match Report
2441,Union Berlin,2024-09-14,0,@,RB Leipzig,de Bundesliga,D 0-0,0,0,0,33,0,0,0,0,0,10,0.00,0.00,3,30.0,12.9,0,Match Report
2442,West Ham,2025-04-01,0,@,Wolves,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0,10,0.00,0.00,1,10.0,15.4,2,Match Report
2443,West Ham,2025-03-10,0,,Newcastle Utd,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,0,9,0.00,0.00,2,22.2,20.9,0,Match Report
2444,West Ham,2025-02-15,0,,Brentford,eng Premier League,L 0-1,0,1,-1,58,0,0,0,0,0,13,0.00,0.00,3,23.1,20.5,2,Match Report
2445,West Ham,2025-01-18,0,,Crystal Palace,eng Premier League,L 0-2,0,2,-2,53,0,0,0,0,0,7,0.00,,0,0.0,19.6,0,Match Report
2446,West Ham,2024-12-29,0,,Liverpool,eng Premier League,L 0-5,0,5,-5,46,0,0,0,0,0,7,0.00,,0,0.0,17.5,0,Match Report
2447,West Ham,2024-11-09,0,,Everton,eng Premier League,D 0-0,0,0,0,49,0,0,0,0,0,11,0.00,0.00,6,54.5,17.0,0,Match Report
