Rk,Team,Date,Att,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,Att,Succ,Succ%,Tkld,Tkld%,Match Report
1296,Fiorentina,2024-12-08,17,,Cagliari,it Serie A,W 1-0,1,0,+1,49,1,0,0,0,17,7,41.2,8,47.1,Match Report
1297,Fiorentina,2024-09-15,17,@,Atalanta,it Serie A,L 2-3,2,3,-1,49,2,0,0,0,17,7,41.2,8,47.1,Match Report
1298,Crystal Palace,2025-04-05,17,,Brighton,eng Premier League,W 2-1,2,1,+1,38,2,0,0,0,17,5,29.4,10,58.8,Match Report
1299,Crystal Palace,2025-02-15,17,,Everton,eng Premier League,L 1-2,1,2,-1,58,1,0,0,0,17,10,58.8,5,29.4,Match Report
1300,Bournemouth,2025-01-25,17,,Nott'ham Forest,eng Premier League,W 5-0,5,0,+5,50,5,0,0,0,17,11,64.7,3,17.6,Match Report
1301,Bournemouth,2024-11-30,17,@,Wolves,eng Premier League,W 4-2,4,2,+2,40,1,3,3,0,17,3,17.6,11,64.7,Match Report
1302,Bournemouth,2024-10-05,17,@,Leicester City,eng Premier League,L 0-1,0,1,-1,55,0,0,0,0,17,9,52.9,4,23.5,Match Report
1303,Bournemouth,2024-09-30,17,,Southampton,eng Premier League,W 3-1,3,1,+2,40,3,0,0,0,17,8,47.1,5,29.4,Match Report
1304,Wolfsburg,2024-11-10,17,@,Heidenheim,de Bundesliga,W 3-1,3,1,+2,35,3,0,0,0,17,6,35.3,11,64.7,Match Report
1305,Wolfsburg,2024-11-02,17,,Augsburg,de Bundesliga,D 1-1,1,1,0,69,1,0,0,0,17,7,41.2,8,47.1,Match Report
1306,Real Madrid,2025-01-25,17,@,Valladolid,es La Liga,W 3-0,3,0,+3,68,2,1,1,0,17,10,58.8,6,35.3,Match Report
1307,Real Madrid,2025-01-19,17,,Las Palmas,es La Liga,W 4-1,4,1,+3,61,3,1,1,0,17,9,52.9,7,41.2,Match Report
1308,Real Madrid,2024-12-22,17,,Sevilla,es La Liga,W 4-2,4,2,+2,59,4,0,0,0,17,7,41.2,6,35.3,Match Report
1309,St. Pauli,2024-08-30,17,@,Union Berlin,de Bundesliga,L 0-1,0,1,-1,61,0,0,0,0,17,8,47.1,6,35.3,Match Report
1310,Auxerre,2025-01-24,17,,Saint-Étienne,fr Ligue 1,D 1-1,1,1,0,37,1,0,0,0,17,9,52.9,8,47.1,Match Report
1311,Auxerre,2024-11-24,17,,Angers,fr Ligue 1,W 1-0,1,0,+1,48,1,0,0,0,17,6,35.3,11,64.7,Match Report
1312,Auxerre,2024-10-20,17,,Reims,fr Ligue 1,W 2-1,2,1,+1,35,2,0,1,1,17,6,35.3,10,58.8,Match Report
1313,Auxerre,2024-08-18,17,,Nice,fr Ligue 1,W 2-1,2,1,+1,45,2,0,0,0,17,7,41.2,8,47.1,Match Report
1314,Le Havre,2024-11-10,17,,Reims,fr Ligue 1,L 0-3,0,3,-3,55,0,0,0,0,17,6,35.3,10,58.8,Match Report
1315,Werder Bremen,2025-02-21,17,@,Freiburg,de Bundesliga,L 0-5,0,5,-5,63,0,0,1,1,17,7,41.2,8,47.1,Match Report
1316,Werder Bremen,2024-12-21,17,,Union Berlin,de Bundesliga,W 4-1,4,1,+3,54,4,0,0,0,17,4,23.5,11,64.7,Match Report
1317,Lazio,2025-03-16,17,@,Bologna,it Serie A,L 0-5,0,5,-5,49,0,0,0,0,17,3,17.6,9,52.9,Match Report
1318,Lazio,2025-01-19,17,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,64,3,0,0,0,17,9,52.9,7,41.2,Match Report
1319,Getafe,2025-02-23,17,,Betis,es La Liga,L 1-2,1,2,-1,49,1,0,0,0,17,11,64.7,6,35.3,Match Report
1320,Getafe,2025-02-14,17,@,Girona,es La Liga,W 2-1,2,1,+1,29,2,0,0,0,17,9,52.9,5,29.4,Match Report
1321,Union Berlin,2025-03-30,17,@,Freiburg,de Bundesliga,W 2-1,2,1,+1,28,2,0,0,0,17,8,47.1,7,41.2,Match Report
1322,Union Berlin,2025-03-02,17,,Holstein Kiel,de Bundesliga,L 0-1,0,1,-1,52,0,0,0,0,17,9,52.9,6,35.3,Match Report
1323,Union Berlin,2024-10-27,17,,Eint Frankfurt,de Bundesliga,D 1-1,1,1,0,48,1,0,0,0,17,8,47.1,9,52.9,Match Report
1324,West Ham,2025-03-15,17,@,Everton,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,17,10,58.8,5,29.4,Match Report
1325,West Ham,2025-01-04,17,@,Manchester City,eng Premier League,L 1-4,1,4,-3,44,1,0,0,0,17,6,35.3,9,52.9,Match Report
1326,West Ham,2024-10-05,17,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,52,4,0,0,0,17,8,47.1,8,47.1,Match Report
1327,West Ham,2024-08-31,17,,Manchester City,eng Premier League,L 1-3,1,3,-2,33,0,0,0,0,17,10,58.8,5,29.4,Match Report
1328,Leganés,2025-03-16,17,,Betis,es La Liga,L 2-3,2,3,-1,36,2,0,0,0,17,5,29.4,12,70.6,Match Report
1329,Leganés,2024-08-28,17,@,Valladolid,es La Liga,D 0-0,0,0,0,42,0,0,0,0,17,10,58.8,6,35.3,Match Report
1330,Reims,2024-11-10,17,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,45,3,0,0,0,17,7,41.2,10,58.8,Match Report
1331,Liverpool,2024-12-29,17,@,West Ham,eng Premier League,W 5-0,5,0,+5,54,5,0,0,0,17,10,58.8,7,41.2,Match Report
1332,Liverpool,2024-12-04,17,@,Newcastle Utd,eng Premier League,D 3-3,3,3,0,58,3,0,0,0,17,7,41.2,9,52.9,Match Report
1333,Liverpool,2024-11-24,17,@,Southampton,eng Premier League,W 3-2,3,2,+1,62,2,1,1,0,17,10,58.8,4,23.5,Match Report
1334,Aston Villa,2025-04-02,17,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,17,5,29.4,6,35.3,Match Report
1335,Aston Villa,2024-12-26,17,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,38,0,0,0,0,17,10,58.8,4,23.5,Match Report
1336,Aston Villa,2024-12-04,17,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,17,9,52.9,8,47.1,Match Report
1337,Aston Villa,2024-12-01,17,@,Chelsea,eng Premier League,L 0-3,0,3,-3,36,0,0,0,0,17,5,29.4,9,52.9,Match Report
1338,Aston Villa,2024-10-19,17,@,Fulham,eng Premier League,W 3-1,3,1,+2,48,2,0,0,0,17,8,47.1,6,35.3,Match Report
1339,Wolves,2025-02-01,17,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,17,7,41.2,8,47.1,Match Report
1340,Alavés,2024-08-25,17,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,17,6,35.3,10,58.8,Match Report
1341,Girona,2025-03-15,17,,Valencia,es La Liga,D 1-1,1,1,0,57,1,0,0,0,17,9,52.9,8,47.1,Match Report
1342,Girona,2024-11-02,17,,Leganés,es La Liga,W 4-3,4,3,+1,54,2,1,1,0,17,8,47.1,6,35.3,Match Report
1343,Girona,2024-09-15,17,,Barcelona,es La Liga,L 1-4,1,4,-3,45,1,0,0,0,17,9,52.9,8,47.1,Match Report
1344,Atalanta,2025-03-09,17,@,Juventus,it Serie A,W 4-0,4,0,+4,37,3,1,1,0,17,4,23.5,11,64.7,Match Report
1345,Atalanta,2024-12-28,17,@,Lazio,it Serie A,D 1-1,1,1,0,60,1,0,0,0,17,7,41.2,8,47.1,Match Report
1346,Atalanta,2024-08-19,17,@,Lecce,it Serie A,W 4-0,4,0,+4,52,3,1,1,0,17,6,35.3,8,47.1,Match Report
1347,Rayo Vallecano,2025-04-04,17,,Espanyol,es La Liga,L 0-4,0,4,-4,69,0,0,0,0,17,7,41.2,9,52.9,Match Report
1348,Rayo Vallecano,2024-08-24,17,@,Getafe,es La Liga,D 0-0,0,0,0,52,0,0,0,0,17,6,35.3,8,47.1,Match Report
1349,Mainz 05,2025-03-07,17,@,Gladbach,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,17,9,52.9,8,47.1,Match Report
1350,Mainz 05,2025-02-16,17,@,Heidenheim,de Bundesliga,W 2-0,2,0,+2,44,2,0,0,0,17,6,35.3,10,58.8,Match Report
1351,Leicester City,2025-04-07,17,,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,58,0,0,0,0,17,9,52.9,7,41.2,Match Report
1352,Leicester City,2025-02-15,17,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,17,9,52.9,6,35.3,Match Report
1353,Leicester City,2024-09-28,17,@,Arsenal,eng Premier League,L 2-4,2,4,-2,26,2,0,0,0,17,4,23.5,11,64.7,Match Report
1354,Leicester City,2024-08-31,17,,Aston Villa,eng Premier League,L 1-2,1,2,-1,57,1,0,0,0,17,6,35.3,7,41.2,Match Report
1355,Empoli,2024-12-28,17,,Genoa,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,17,7,41.2,7,41.2,Match Report
1356,Empoli,2024-09-29,17,,Fiorentina,it Serie A,D 0-0,0,0,0,38,0,0,0,0,17,12,70.6,4,23.5,Match Report
1357,Freiburg,2025-04-05,17,,Dortmund,de Bundesliga,L 1-4,1,4,-3,54,1,0,0,0,17,5,29.4,10,58.8,Match Report
1358,Freiburg,2025-03-08,17,,RB Leipzig,de Bundesliga,D 0-0,0,0,0,53,0,0,0,0,17,4,23.5,12,70.6,Match Report
1359,Freiburg,2025-01-18,17,@,Stuttgart,de Bundesliga,L 0-4,0,4,-4,44,0,0,0,0,17,9,52.9,7,41.2,Match Report
1360,Freiburg,2024-12-13,17,,Wolfsburg,de Bundesliga,W 3-2,3,2,+1,53,3,0,0,0,17,11,64.7,4,23.5,Match Report
1361,Espanyol,2025-01-11,17,,Leganés,es La Liga,D 1-1,1,1,0,53,1,0,0,0,17,7,41.2,8,47.1,Match Report
1362,Espanyol,2024-10-25,17,,Sevilla,es La Liga,L 0-2,0,2,-2,43,0,0,0,0,17,4,23.5,11,64.7,Match Report
1363,Espanyol,2024-09-29,17,@,Betis,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,17,5,29.4,10,58.8,Match Report
1364,RB Leipzig,2024-10-26,17,,Freiburg,de Bundesliga,W 3-1,3,1,+2,43,3,0,0,0,17,10,58.8,6,35.3,Match Report
1365,RB Leipzig,2024-09-22,17,@,St. Pauli,de Bundesliga,D 0-0,0,0,0,69,0,0,0,0,17,8,47.1,8,47.1,Match Report
1366,Sevilla,2024-12-08,17,@,Atlético Madrid,es La Liga,L 3-4,3,4,-1,43,3,0,0,0,17,9,52.9,8,47.1,Match Report
1367,Sevilla,2024-11-03,17,,Real Sociedad,es La Liga,L 0-2,0,2,-2,55,0,0,0,0,17,6,35.3,11,64.7,Match Report
1368,Dortmund,2025-01-10,17,,Leverkusen,de Bundesliga,L 2-3,2,3,-1,70,1,1,1,0,17,6,35.3,8,47.1,Match Report
1369,Venezia,2025-04-06,17,@,Lecce,it Serie A,D 1-1,1,1,0,50,0,0,0,0,17,5,29.4,10,58.8,Match Report
1370,Rennes,2025-03-30,17,@,Angers,fr Ligue 1,W 3-0,3,0,+3,57,3,0,0,0,17,3,17.6,12,70.6,Match Report
1371,Bochum,2025-02-15,17,,Dortmund,de Bundesliga,W 2-0,2,0,+2,31,2,0,0,0,17,7,41.2,10,58.8,Match Report
1372,Ipswich Town,2025-03-15,17,,Nott'ham Forest,eng Premier League,L 2-4,2,4,-2,55,2,0,0,0,17,9,52.9,6,35.3,Match Report
1373,Ipswich Town,2025-01-25,17,@,Liverpool,eng Premier League,L 1-4,1,4,-3,30,1,0,0,0,17,8,47.1,8,47.1,Match Report
1374,Ipswich Town,2024-12-03,17,,Crystal Palace,eng Premier League,L 0-1,0,1,-1,54,0,0,0,0,17,9,52.9,6,35.3,Match Report
1375,Ipswich Town,2024-11-10,17,@,Tottenham,eng Premier League,W 2-1,2,1,+1,34,2,0,0,0,17,13,76.5,3,17.6,Match Report
1376,Ipswich Town,2024-09-21,17,@,Southampton,eng Premier League,D 1-1,1,1,0,47,1,0,0,0,17,8,47.1,8,47.1,Match Report
1377,Manchester City,2024-11-02,17,@,Bournemouth,eng Premier League,L 1-2,1,2,-1,64,1,0,0,0,17,6,35.3,6,35.3,Match Report
1378,Strasbourg,2024-11-30,17,@,Brest,fr Ligue 1,L 1-3,1,3,-2,62,1,0,0,0,17,10,58.8,5,29.4,Match Report
1379,Strasbourg,2024-08-30,17,@,Lyon,fr Ligue 1,L 3-4,3,4,-1,52,3,0,0,0,17,9,52.9,7,41.2,Match Report
1380,Cagliari,2025-01-05,17,@,Monza,it Serie A,W 2-1,2,1,+1,47,2,0,0,0,17,7,41.2,10,58.8,Match Report
1381,Cagliari,2024-10-29,17,,Bologna,it Serie A,L 0-2,0,2,-2,42,0,0,0,0,17,6,35.3,5,29.4,Match Report
1382,Lille,2024-11-24,17,,Rennes,fr Ligue 1,W 1-0,1,0,+1,52,1,0,0,0,17,5,29.4,12,70.6,Match Report
1383,Lille,2024-10-18,17,@,Monaco,fr Ligue 1,D 0-0,0,0,0,48,0,0,0,0,17,7,41.2,8,47.1,Match Report
1384,Lille,2024-09-13,17,@,Saint-Étienne,fr Ligue 1,L 0-1,0,1,-1,70,0,0,0,0,17,10,58.8,7,41.2,Match Report
1385,Lille,2024-09-01,17,,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,42,1,0,0,0,17,8,47.1,9,52.9,Match Report
1386,Brentford,2024-09-21,17,@,Tottenham,eng Premier League,L 1-3,1,3,-2,52,1,0,0,0,17,8,47.1,8,47.1,Match Report
1387,Roma,2025-03-29,17,@,Lecce,it Serie A,W 1-0,1,0,+1,55,1,0,0,0,17,5,29.4,10,58.8,Match Report
1388,Roma,2025-03-16,17,,Cagliari,it Serie A,W 1-0,1,0,+1,61,1,0,0,0,17,6,35.3,9,52.9,Match Report
1389,Roma,2025-01-17,17,,Genoa,it Serie A,W 3-1,3,1,+2,52,2,0,0,0,17,8,47.1,3,17.6,Match Report
1390,Roma,2024-11-03,17,@,Hellas Verona,it Serie A,L 2-3,2,3,-1,66,2,0,0,0,17,6,35.3,9,52.9,Match Report
1391,Chelsea,2024-12-15,17,,Brentford,eng Premier League,W 2-1,2,1,+1,62,2,0,0,0,17,5,29.4,11,64.7,Match Report
1392,Chelsea,2024-12-01,17,,Aston Villa,eng Premier League,W 3-0,3,0,+3,64,3,0,0,0,17,8,47.1,7,41.2,Match Report
1393,Chelsea,2024-10-27,17,,Newcastle Utd,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,17,7,41.2,7,41.2,Match Report
1394,Brighton,2025-02-14,17,,Chelsea,eng Premier League,W 3-0,3,0,+3,31,3,0,0,0,17,7,41.2,7,41.2,Match Report
1395,Brighton,2024-11-23,17,@,Bournemouth,eng Premier League,W 2-1,2,1,+1,45,2,0,0,0,17,8,47.1,8,47.1,Match Report
1396,Everton,2025-04-05,17,,Arsenal,eng Premier League,D 1-1,1,1,0,31,0,1,1,0,17,7,41.2,10,58.8,Match Report
1397,Everton,2024-11-02,17,@,Southampton,eng Premier League,L 0-1,0,1,-1,35,0,0,0,0,17,11,64.7,4,23.5,Match Report
1398,Everton,2024-09-28,17,,Crystal Palace,eng Premier League,W 2-1,2,1,+1,41,2,0,0,0,17,8,47.1,9,52.9,Match Report
1399,Napoli,2025-03-16,17,@,Venezia,it Serie A,D 0-0,0,0,0,57,0,0,0,0,17,8,47.1,6,35.3,Match Report
1400,Napoli,2025-01-18,17,@,Atalanta,it Serie A,W 3-2,3,2,+1,44,3,0,0,0,17,6,35.3,7,41.2,Match Report
1401,Napoli,2024-11-24,17,,Roma,it Serie A,W 1-0,1,0,+1,63,1,0,0,0,17,4,23.5,12,70.6,Match Report
1402,Napoli,2024-10-29,17,@,Milan,it Serie A,W 2-0,2,0,+2,39,2,0,0,0,17,5,29.4,10,58.8,Match Report
1403,Lyon,2025-03-09,17,@,Nice,fr Ligue 1,W 2-0,2,0,+2,63,2,0,0,0,17,11,64.7,6,35.3,Match Report
1404,Lyon,2024-11-23,17,@,Reims,fr Ligue 1,D 1-1,1,1,0,59,1,0,0,0,17,9,52.9,8,47.1,Match Report
1405,Lyon,2024-11-01,17,@,Lille,fr Ligue 1,D 1-1,1,1,0,53,1,0,0,0,17,10,58.8,7,41.2,Match Report
1406,Lyon,2024-09-29,17,@,Toulouse,fr Ligue 1,W 2-1,2,1,+1,54,1,0,0,0,17,8,47.1,8,47.1,Match Report
1407,Lyon,2024-08-30,17,,Strasbourg,fr Ligue 1,W 4-3,4,3,+1,48,4,0,0,0,17,7,41.2,9,52.9,Match Report
1408,Inter,2025-01-26,17,@,Lecce,it Serie A,W 4-0,4,0,+4,51,3,1,1,0,17,8,47.1,8,47.1,Match Report
1409,Nantes,2025-03-30,17,@,Le Havre,fr Ligue 1,L 2-3,2,3,-1,48,2,0,0,0,17,4,23.5,13,76.5,Match Report
1410,Nantes,2025-03-15,17,,Lille,fr Ligue 1,W 1-0,1,0,+1,32,1,0,0,0,17,5,29.4,10,58.8,Match Report
1411,Nantes,2025-02-15,17,@,Monaco,fr Ligue 1,L 1-7,1,7,-6,35,1,0,0,0,17,7,41.2,9,52.9,Match Report
1412,Atlético Madrid,2025-03-01,17,,Athletic Club,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,17,8,47.1,7,41.2,Match Report
1413,Atlético Madrid,2025-02-01,17,,Mallorca,es La Liga,W 2-0,2,0,+2,53,2,0,0,0,17,8,47.1,7,41.2,Match Report
1414,Atlético Madrid,2025-01-12,17,,Osasuna,es La Liga,W 1-0,1,0,+1,50,1,0,0,0,17,5,29.4,9,52.9,Match Report
1415,Atlético Madrid,2024-10-27,17,@,Betis,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,17,5,29.4,11,64.7,Match Report
1416,Atlético Madrid,2024-09-29,17,,Real Madrid,es La Liga,D 1-1,1,1,0,51,1,0,0,0,17,6,35.3,9,52.9,Match Report
1417,Milan,2024-12-29,17,,Roma,it Serie A,D 1-1,1,1,0,46,1,0,0,0,17,8,47.1,6,35.3,Match Report
1418,Milan,2024-10-19,17,,Udinese,it Serie A,W 1-0,1,0,+1,44,1,0,0,0,17,9,52.9,7,41.2,Match Report
1419,Valencia,2024-10-04,17,@,Leganés,es La Liga,D 0-0,0,0,0,41,0,0,0,0,17,5,29.4,8,47.1,Match Report
1420,Valencia,2024-08-28,17,@,Athletic Club,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,17,8,47.1,6,35.3,Match Report
1421,Valencia,2024-08-17,17,,Barcelona,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,17,6,35.3,9,52.9,Match Report
1422,Juventus,2024-10-06,17,,Cagliari,it Serie A,D 1-1,1,1,0,73,0,1,1,0,17,11,64.7,4,23.5,Match Report
1423,Juventus,2024-09-28,17,@,Genoa,it Serie A,W 3-0,3,0,+3,65,2,1,1,0,17,11,64.7,6,35.3,Match Report
1424,Juventus,2024-08-26,17,@,Hellas Verona,it Serie A,W 3-0,3,0,+3,60,2,1,1,0,17,6,35.3,7,41.2,Match Report
1425,Paris S-G,2025-01-18,17,@,Lens,fr Ligue 1,W 2-1,2,1,+1,66,2,0,0,0,17,8,47.1,8,47.1,Match Report
1426,Paris S-G,2024-12-15,17,,Lyon,fr Ligue 1,W 3-1,3,1,+2,68,2,1,1,0,17,9,52.9,6,35.3,Match Report
1427,Real Sociedad,2025-03-09,17,,Sevilla,es La Liga,L 0-1,0,1,-1,61,0,0,0,0,17,9,52.9,6,35.3,Match Report
1428,Real Sociedad,2025-02-09,17,,Espanyol,es La Liga,W 2-1,2,1,+1,68,2,0,0,0,17,10,58.8,5,29.4,Match Report
1429,Nott'ham Forest,2025-01-19,17,,Southampton,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,17,7,41.2,5,29.4,Match Report
1430,Parma,2025-01-05,17,@,Torino,it Serie A,D 0-0,0,0,0,38,0,0,0,0,17,6,35.3,10,58.8,Match Report
1431,Parma,2024-12-22,17,@,Roma,it Serie A,L 0-5,0,5,-5,41,0,0,0,0,17,6,35.3,10,58.8,Match Report
1432,Parma,2024-12-06,17,@,Inter,it Serie A,L 1-3,1,3,-2,43,0,0,0,0,17,6,35.3,10,58.8,Match Report
1433,Parma,2024-10-30,17,@,Juventus,it Serie A,D 2-2,2,2,0,39,2,0,0,0,17,6,35.3,10,58.8,Match Report
1434,Eint Frankfurt,2024-10-19,17,@,Leverkusen,de Bundesliga,L 1-2,1,2,-1,46,0,1,1,0,17,8,47.1,6,35.3,Match Report
1435,Eint Frankfurt,2024-10-06,17,,Bayern Munich,de Bundesliga,D 3-3,3,3,0,26,3,0,0,0,17,9,52.9,8,47.1,Match Report
1436,Celta Vigo,2025-03-01,17,@,Girona,es La Liga,D 2-2,2,2,0,49,1,1,1,0,17,8,47.1,7,41.2,Match Report
1437,Brest,2024-11-02,17,,Nice,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,17,7,41.2,10,58.8,Match Report
1438,Betis,2025-03-16,17,@,Leganés,es La Liga,W 3-2,3,2,+1,64,2,1,1,0,17,10,58.8,7,41.2,Match Report
1439,Betis,2025-03-09,17,,Las Palmas,es La Liga,W 1-0,1,0,+1,67,1,0,1,1,17,1,5.9,15,88.2,Match Report
1440,Betis,2024-11-10,17,,Celta Vigo,es La Liga,D 2-2,2,2,0,56,2,0,0,0,17,11,64.7,5,29.4,Match Report
1441,Betis,2024-11-03,17,@,Athletic Club,es La Liga,D 1-1,1,1,0,50,1,0,0,0,17,7,41.2,10,58.8,Match Report
1442,Betis,2024-09-13,17,,Leganés,es La Liga,W 2-0,2,0,+2,64,2,0,0,0,17,7,41.2,9,52.9,Match Report
1443,Betis,2024-08-25,17,@,Alavés,es La Liga,D 0-0,0,0,0,62,0,0,0,0,17,8,47.1,9,52.9,Match Report
1444,Lens,2025-03-30,17,@,Lille,fr Ligue 1,L 0-1,0,1,-1,55,0,0,0,0,17,6,35.3,9,52.9,Match Report
1445,Monaco,2025-01-17,17,@,Montpellier,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,17,9,52.9,8,47.1,Match Report
1446,Fulham,2025-04-01,17,@,Arsenal,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,17,7,41.2,10,58.8,Match Report
1447,Fulham,2024-11-09,17,@,Crystal Palace,eng Premier League,W 2-0,2,0,+2,64,2,0,0,0,17,10,58.8,6,35.3,Match Report
1448,Fulham,2024-10-26,17,@,Everton,eng Premier League,D 1-1,1,1,0,60,1,0,0,0,17,7,41.2,9,52.9,Match Report
1449,Fulham,2024-09-21,17,,Newcastle Utd,eng Premier League,W 3-1,3,1,+2,39,3,0,0,0,17,4,23.5,7,41.2,Match Report
1450,Lecce,2024-10-20,17,,Fiorentina,it Serie A,L 0-6,0,6,-6,39,0,0,0,0,17,5,29.4,9,52.9,Match Report
1451,Hoffenheim,2025-02-16,16,@,Werder Bremen,de Bundesliga,W 3-1,3,1,+2,37,3,0,0,0,16,7,43.8,7,43.8,Match Report
1452,Osasuna,2024-12-14,16,@,Espanyol,es La Liga,D 0-0,0,0,0,58,0,0,0,0,16,8,50.0,7,43.8,Match Report
1453,Osasuna,2024-11-02,16,,Valladolid,es La Liga,W 1-0,1,0,+1,49,0,1,1,0,16,8,50.0,7,43.8,Match Report
1454,Osasuna,2024-09-01,16,,Celta Vigo,es La Liga,W 3-2,3,2,+1,50,2,0,0,0,16,9,56.3,7,43.8,Match Report
1455,Udinese,2025-04-04,16,@,Genoa,it Serie A,L 0-1,0,1,-1,46,0,0,0,0,16,5,31.3,9,56.3,Match Report
1456,Udinese,2024-11-10,16,@,Atalanta,it Serie A,L 1-2,1,2,-1,46,1,0,0,0,16,7,43.8,7,43.8,Match Report
1457,Augsburg,2025-03-29,16,@,Hoffenheim,de Bundesliga,D 1-1,1,1,0,44,1,0,0,0,16,4,25.0,10,62.5,Match Report
1458,Torino,2025-03-08,16,@,Parma,it Serie A,D 2-2,2,2,0,47,2,0,0,0,16,5,31.3,7,43.8,Match Report
1459,Torino,2025-02-08,16,,Genoa,it Serie A,D 1-1,1,1,0,57,0,0,0,0,16,7,43.8,8,50.0,Match Report
1460,Torino,2025-01-19,16,@,Fiorentina,it Serie A,D 1-1,1,1,0,47,1,0,0,0,16,5,31.3,9,56.3,Match Report
1461,Nice,2025-03-09,16,,Lyon,fr Ligue 1,L 0-2,0,2,-2,37,0,0,0,0,16,6,37.5,8,50.0,Match Report
1462,Nice,2025-01-11,16,@,Reims,fr Ligue 1,W 4-2,4,2,+2,46,3,1,1,0,16,7,43.8,7,43.8,Match Report
1463,Valladolid,2025-02-28,16,,Las Palmas,es La Liga,D 1-1,1,1,0,64,1,0,0,0,16,7,43.8,6,37.5,Match Report
1464,Valladolid,2024-09-15,16,@,Celta Vigo,es La Liga,L 1-3,1,3,-2,46,1,0,0,0,16,8,50.0,6,37.5,Match Report
1465,Arsenal,2025-04-01,16,,Fulham,eng Premier League,W 2-1,2,1,+1,51,2,0,0,0,16,8,50.0,8,50.0,Match Report
1466,Arsenal,2025-03-16,16,,Chelsea,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,16,6,37.5,7,43.8,Match Report
1467,Arsenal,2024-11-10,16,@,Chelsea,eng Premier League,D 1-1,1,1,0,51,1,0,0,0,16,8,50.0,3,18.8,Match Report
1468,Arsenal,2024-08-31,16,,Brighton,eng Premier League,D 1-1,1,1,0,36,1,0,0,0,16,8,50.0,7,43.8,Match Report
1469,Manchester Utd,2024-12-15,16,@,Manchester City,eng Premier League,W 2-1,2,1,+1,48,1,1,1,0,16,8,50.0,7,43.8,Match Report
1470,Manchester Utd,2024-09-21,16,@,Crystal Palace,eng Premier League,D 0-0,0,0,0,67,0,0,0,0,16,7,43.8,8,50.0,Match Report
1471,Bologna,2025-01-18,16,,Monza,it Serie A,W 3-1,3,1,+2,58,3,0,0,0,16,9,56.3,6,37.5,Match Report
1472,Bologna,2024-12-30,16,,Hellas Verona,it Serie A,L 2-3,2,3,-1,67,2,0,0,0,16,6,37.5,8,50.0,Match Report
1473,Bologna,2024-12-07,16,@,Juventus,it Serie A,D 2-2,2,2,0,46,2,0,0,0,16,8,50.0,7,43.8,Match Report
1474,Bologna,2024-10-29,16,@,Cagliari,it Serie A,W 2-0,2,0,+2,58,2,0,0,0,16,6,37.5,7,43.8,Match Report
1475,Barcelona,2024-09-22,16,@,Villarreal,es La Liga,W 5-1,5,1,+4,63,5,0,1,1,16,9,56.3,5,31.3,Match Report
1476,Montpellier,2025-02-16,16,,Lyon,fr Ligue 1,L 1-4,1,4,-3,38,1,0,0,0,16,12,75.0,4,25.0,Match Report
1477,Como,2025-01-10,16,@,Lazio,it Serie A,D 1-1,1,1,0,63,1,0,0,0,16,7,43.8,8,50.0,Match Report
1478,Como,2024-11-24,16,,Fiorentina,it Serie A,L 0-2,0,2,-2,57,0,0,0,0,16,6,37.5,8,50.0,Match Report
1479,Como,2024-10-25,16,@,Torino,it Serie A,L 0-1,0,1,-1,68,0,0,0,0,16,8,50.0,7,43.8,Match Report
1480,Villarreal,2025-03-15,16,,Real Madrid,es La Liga,L 1-2,1,2,-1,46,1,0,0,0,16,4,25.0,12,75.0,Match Report
1481,Mallorca,2024-10-28,16,,Athletic Club,es La Liga,D 0-0,0,0,0,33,0,0,0,0,16,5,31.3,11,68.8,Match Report
1482,Holstein Kiel,2025-04-05,16,@,Mainz 05,de Bundesliga,D 1-1,1,1,0,42,1,0,0,0,16,7,43.8,9,56.3,Match Report
