Rk,Team,Date,PKatt,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,Match Report
1519,Leganés,2024-08-17,0,@,Osasuna,es La Liga,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,Match Report
1520,Reims,2025-04-06,0,,Strasbourg,fr Ligue 1,L 0-1,0,1,-1,48,0,0,0,0,0,0,0,0,,Match Report
1521,Reims,2025-03-29,0,,Marseille,fr Ligue 1,W 3-1,3,1,+2,20,3,0,0,0,0,0,0,0,,Match Report
1522,Reims,2025-03-16,0,@,Brest,fr Ligue 1,D 0-0,0,0,0,29,0,0,0,0,0,0,0,0,,Match Report
1523,Reims,2025-03-09,0,,Auxerre,fr Ligue 1,L 0-2,0,2,-2,57,0,0,0,0,0,0,0,0,,Match Report
1524,Reims,2025-02-28,0,@,Monaco,fr Ligue 1,L 0-3,0,3,-3,44,0,0,0,0,0,0,0,0,,Match Report
1525,Reims,2025-02-16,0,,Angers,fr Ligue 1,L 0-1,0,1,-1,63,0,0,1,1,0,0,0,0,,Match Report
1526,Reims,2025-02-09,0,@,Lyon,fr Ligue 1,L 0-4,0,4,-4,33,0,0,0,0,0,0,0,0,,Match Report
1527,Reims,2025-02-02,0,,Nantes,fr Ligue 1,L 1-2,1,2,-1,55,0,0,0,0,0,0,0,0,,Match Report
1528,Reims,2025-01-25,0,@,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,0,0,0,0,,Match Report
1529,Reims,2025-01-19,0,,Le Havre,fr Ligue 1,D 1-1,1,1,0,55,1,0,0,0,0,0,0,0,,Match Report
1530,Reims,2025-01-04,0,@,Saint-Étienne,fr Ligue 1,L 1-3,1,3,-2,47,1,0,0,0,0,0,0,0,,Match Report
1531,Reims,2024-12-14,0,,Monaco,fr Ligue 1,D 0-0,0,0,0,36,0,0,0,0,0,0,0,0,,Match Report
1532,Reims,2024-12-08,0,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,52,0,0,0,0,0,0,0,0,,Match Report
1533,Reims,2024-11-29,0,,Lens,fr Ligue 1,L 0-2,0,2,-2,52,0,0,0,0,0,0,0,0,,Match Report
1534,Reims,2024-11-23,0,,Lyon,fr Ligue 1,D 1-1,1,1,0,41,1,0,0,0,0,0,0,0,,Match Report
1535,Reims,2024-11-10,0,@,Le Havre,fr Ligue 1,W 3-0,3,0,+3,45,3,0,0,0,0,0,0,0,,Match Report
1536,Reims,2024-11-03,0,@,Toulouse,fr Ligue 1,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,,Match Report
1537,Reims,2024-10-06,0,,Montpellier,fr Ligue 1,W 4-2,4,2,+2,48,3,1,1,0,0,0,0,0,,Match Report
1538,Reims,2024-09-29,0,@,Angers,fr Ligue 1,W 3-1,3,1,+2,47,3,0,0,0,0,0,0,0,,Match Report
1539,Reims,2024-09-21,0,,Paris S-G,fr Ligue 1,D 1-1,1,1,0,22,1,0,0,0,0,0,0,0,,Match Report
1540,Reims,2024-09-15,0,@,Nantes,fr Ligue 1,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,,Match Report
1541,Reims,2024-09-01,0,,Rennes,fr Ligue 1,W 2-1,2,1,+1,53,2,0,0,0,0,0,0,0,,Match Report
1542,Reims,2024-08-25,0,@,Marseille,fr Ligue 1,D 2-2,2,2,0,34,2,0,0,0,0,0,0,0,,Match Report
1543,Reims,2024-08-17,0,,Lille,fr Ligue 1,L 0-2,0,2,-2,32,0,0,0,0,0,0,0,0,,Match Report
1544,Liverpool,2025-04-06,0,@,Fulham,eng Premier League,L 2-3,2,3,-1,63,2,0,0,0,0,0,0,0,,Match Report
1545,Liverpool,2025-04-02,0,,Everton,eng Premier League,W 1-0,1,0,+1,73,1,0,0,0,0,0,0,0,,Match Report
1546,Liverpool,2025-03-08,0,,Southampton,eng Premier League,W 3-1,3,1,+2,71,1,2,2,0,0,0,0,0,,Match Report
1547,Liverpool,2025-02-26,0,,Newcastle Utd,eng Premier League,W 2-0,2,0,+2,61,2,0,0,0,0,0,0,0,,Match Report
1548,Liverpool,2025-02-23,0,@,Manchester City,eng Premier League,W 2-0,2,0,+2,34,2,0,0,0,0,0,0,0,,Match Report
1549,Liverpool,2025-02-19,0,@,Aston Villa,eng Premier League,D 2-2,2,2,0,48,2,0,0,0,0,0,0,0,,Match Report
1550,Liverpool,2025-02-16,0,,Wolves,eng Premier League,W 2-1,2,1,+1,50,1,1,1,0,0,0,0,0,,Match Report
1551,Liverpool,2025-02-12,0,@,Everton,eng Premier League,D 2-2,2,2,0,63,2,0,0,0,0,0,0,0,,Match Report
1552,Liverpool,2025-02-01,0,@,Bournemouth,eng Premier League,W 2-0,2,0,+2,51,1,1,1,0,0,0,0,0,,Match Report
1553,Liverpool,2025-01-25,0,,Ipswich Town,eng Premier League,W 4-1,4,1,+3,70,4,0,0,0,0,0,0,0,,Match Report
1554,Liverpool,2025-01-18,0,@,Brentford,eng Premier League,W 2-0,2,0,+2,60,2,0,0,0,0,0,0,0,,Match Report
1555,Liverpool,2025-01-14,0,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,70,1,0,0,0,0,0,0,0,,Match Report
1556,Liverpool,2025-01-05,0,,Manchester Utd,eng Premier League,D 2-2,2,2,0,53,1,1,1,0,0,0,0,0,,Match Report
1557,Liverpool,2024-12-29,0,@,West Ham,eng Premier League,W 5-0,5,0,+5,54,5,0,0,0,0,0,0,0,,Match Report
1558,Liverpool,2024-12-26,0,,Leicester City,eng Premier League,W 3-1,3,1,+2,68,3,0,0,0,0,0,0,0,,Match Report
1559,Liverpool,2024-12-22,0,@,Tottenham,eng Premier League,W 6-3,6,3,+3,48,6,0,0,0,0,0,0,0,,Match Report
1560,Liverpool,2024-12-14,0,,Fulham,eng Premier League,D 2-2,2,2,0,61,2,0,0,0,0,0,0,0,,Match Report
1561,Liverpool,2024-12-04,0,@,Newcastle Utd,eng Premier League,D 3-3,3,3,0,58,3,0,0,0,0,0,0,0,,Match Report
1562,Liverpool,2024-12-01,0,,Manchester City,eng Premier League,W 2-0,2,0,+2,44,1,1,1,0,0,0,0,0,,Match Report
1563,Liverpool,2024-11-09,0,,Aston Villa,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,0,0,0,0,,Match Report
1564,Liverpool,2024-11-02,0,,Brighton,eng Premier League,W 2-1,2,1,+1,49,2,0,0,0,0,0,0,0,,Match Report
1565,Liverpool,2024-10-27,0,@,Arsenal,eng Premier League,D 2-2,2,2,0,55,2,0,0,0,0,0,0,0,,Match Report
1566,Liverpool,2024-10-20,0,,Chelsea,eng Premier League,W 2-1,2,1,+1,43,1,1,1,0,0,0,0,0,,Match Report
1567,Liverpool,2024-10-05,0,@,Crystal Palace,eng Premier League,W 1-0,1,0,+1,68,1,0,0,0,0,0,0,0,,Match Report
1568,Liverpool,2024-09-28,0,@,Wolves,eng Premier League,W 2-1,2,1,+1,55,1,1,1,0,0,0,0,0,,Match Report
1569,Liverpool,2024-09-21,0,,Bournemouth,eng Premier League,W 3-0,3,0,+3,58,3,0,0,0,0,0,0,0,,Match Report
1570,Liverpool,2024-09-14,0,,Nott'ham Forest,eng Premier League,L 0-1,0,1,-1,68,0,0,0,0,0,0,0,0,,Match Report
1571,Liverpool,2024-09-01,0,@,Manchester Utd,eng Premier League,W 3-0,3,0,+3,47,3,0,0,0,0,0,0,0,,Match Report
1572,Liverpool,2024-08-25,0,,Brentford,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,0,0,0,0,,Match Report
1573,Liverpool,2024-08-17,0,@,Ipswich Town,eng Premier League,W 2-0,2,0,+2,62,2,0,0,0,0,0,0,0,,Match Report
1574,Aston Villa,2025-04-05,0,,Nott'ham Forest,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,0,0,0,0,,Match Report
1575,Aston Villa,2025-04-02,0,@,Brighton,eng Premier League,W 3-0,3,0,+3,44,3,0,0,0,0,0,0,0,,Match Report
1576,Aston Villa,2025-03-08,0,@,Brentford,eng Premier League,W 1-0,1,0,+1,41,1,0,0,0,0,0,0,0,,Match Report
1577,Aston Villa,2025-02-25,0,@,Crystal Palace,eng Premier League,L 1-4,1,4,-3,64,1,0,0,0,0,0,0,0,,Match Report
1578,Aston Villa,2025-02-22,0,,Chelsea,eng Premier League,W 2-1,2,1,+1,52,2,0,0,0,0,0,0,0,,Match Report
1579,Aston Villa,2025-02-19,0,,Liverpool,eng Premier League,D 2-2,2,2,0,52,2,0,0,0,0,0,0,0,,Match Report
1580,Aston Villa,2025-02-15,0,,Ipswich Town,eng Premier League,D 1-1,1,1,0,75,1,0,0,0,0,0,0,0,,Match Report
1581,Aston Villa,2025-02-01,0,@,Wolves,eng Premier League,L 0-2,0,2,-2,68,0,0,0,0,0,0,0,0,,Match Report
1582,Aston Villa,2025-01-26,0,,West Ham,eng Premier League,D 1-1,1,1,0,46,1,0,0,0,0,0,0,0,,Match Report
1583,Aston Villa,2025-01-18,0,@,Arsenal,eng Premier League,D 2-2,2,2,0,34,2,0,0,0,0,0,0,0,,Match Report
1584,Aston Villa,2025-01-15,0,@,Everton,eng Premier League,W 1-0,1,0,+1,50,1,0,0,0,0,0,0,0,,Match Report
1585,Aston Villa,2025-01-04,0,,Leicester City,eng Premier League,W 2-1,2,1,+1,60,2,0,0,0,0,0,0,0,,Match Report
1586,Aston Villa,2024-12-30,0,,Brighton,eng Premier League,D 2-2,2,2,0,59,1,1,1,0,0,0,0,0,,Match Report
1587,Aston Villa,2024-12-26,0,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,38,0,0,0,0,0,0,0,0,,Match Report
1588,Aston Villa,2024-12-21,0,,Manchester City,eng Premier League,W 2-1,2,1,+1,44,2,0,0,0,0,0,0,0,,Match Report
1589,Aston Villa,2024-12-14,0,@,Nott'ham Forest,eng Premier League,L 1-2,1,2,-1,50,1,0,0,0,0,0,0,0,,Match Report
1590,Aston Villa,2024-12-07,0,,Southampton,eng Premier League,W 1-0,1,0,+1,47,1,0,0,0,0,0,0,0,,Match Report
1591,Aston Villa,2024-12-04,0,,Brentford,eng Premier League,W 3-1,3,1,+2,49,2,1,1,0,0,0,0,0,,Match Report
1592,Aston Villa,2024-12-01,0,@,Chelsea,eng Premier League,L 0-3,0,3,-3,36,0,0,0,0,0,0,0,0,,Match Report
1593,Aston Villa,2024-11-23,0,,Crystal Palace,eng Premier League,D 2-2,2,2,0,69,2,0,1,1,0,0,0,0,,Match Report
1594,Aston Villa,2024-11-09,0,@,Liverpool,eng Premier League,L 0-2,0,2,-2,38,0,0,0,0,0,0,0,0,,Match Report
1595,Aston Villa,2024-11-03,0,@,Tottenham,eng Premier League,L 1-4,1,4,-3,49,1,0,0,0,0,0,0,0,,Match Report
1596,Aston Villa,2024-10-26,0,,Bournemouth,eng Premier League,D 1-1,1,1,0,57,1,0,0,0,0,0,0,0,,Match Report
1597,Aston Villa,2024-10-06,0,,Manchester Utd,eng Premier League,D 0-0,0,0,0,53,0,0,0,0,0,0,0,0,,Match Report
1598,Aston Villa,2024-09-29,0,@,Ipswich Town,eng Premier League,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,,Match Report
1599,Aston Villa,2024-09-21,0,,Wolves,eng Premier League,W 3-1,3,1,+2,53,3,0,0,0,0,0,0,0,,Match Report
1600,Aston Villa,2024-09-14,0,,Everton,eng Premier League,W 3-2,3,2,+1,72,3,0,0,0,0,0,0,0,,Match Report
1601,Aston Villa,2024-08-31,0,@,Leicester City,eng Premier League,W 2-1,2,1,+1,43,2,0,0,0,0,0,0,0,,Match Report
1602,Aston Villa,2024-08-24,0,,Arsenal,eng Premier League,L 0-2,0,2,-2,40,0,0,0,0,0,0,0,0,,Match Report
1603,Wolves,2025-04-05,0,@,Ipswich Town,eng Premier League,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,,Match Report
1604,Wolves,2025-04-01,0,,West Ham,eng Premier League,W 1-0,1,0,+1,42,1,0,0,0,0,0,0,0,,Match Report
1605,Wolves,2025-03-15,0,@,Southampton,eng Premier League,W 2-1,2,1,+1,40,2,0,0,0,0,0,0,0,,Match Report
1606,Wolves,2025-03-08,0,,Everton,eng Premier League,D 1-1,1,1,0,66,1,0,0,0,0,0,0,0,,Match Report
1607,Wolves,2025-02-25,0,,Fulham,eng Premier League,L 1-2,1,2,-1,60,1,0,0,0,0,0,0,0,,Match Report
1608,Wolves,2025-02-22,0,@,Bournemouth,eng Premier League,W 1-0,1,0,+1,54,1,0,0,0,0,0,0,0,,Match Report
1609,Wolves,2025-02-01,0,,Aston Villa,eng Premier League,W 2-0,2,0,+2,32,2,0,0,0,0,0,0,0,,Match Report
1610,Wolves,2025-01-25,0,,Arsenal,eng Premier League,L 0-1,0,1,-1,51,0,0,0,0,0,0,0,0,,Match Report
1611,Wolves,2025-01-20,0,@,Chelsea,eng Premier League,L 1-3,1,3,-2,37,1,0,0,0,0,0,0,0,,Match Report
1612,Wolves,2025-01-15,0,@,Newcastle Utd,eng Premier League,L 0-3,0,3,-3,40,0,0,0,0,0,0,0,0,,Match Report
1613,Wolves,2025-01-06,0,,Nott'ham Forest,eng Premier League,L 0-3,0,3,-3,60,0,0,0,0,0,0,0,0,,Match Report
1614,Wolves,2024-12-26,0,,Manchester Utd,eng Premier League,W 2-0,2,0,+2,51,2,0,0,0,0,0,0,0,,Match Report
1615,Wolves,2024-12-22,0,@,Leicester City,eng Premier League,W 3-0,3,0,+3,46,3,0,0,0,0,0,0,0,,Match Report
1616,Wolves,2024-12-14,0,,Ipswich Town,eng Premier League,L 1-2,1,2,-1,54,1,0,0,0,0,0,0,0,,Match Report
1617,Wolves,2024-12-09,0,@,West Ham,eng Premier League,L 1-2,1,2,-1,46,1,0,0,0,0,0,0,0,,Match Report
1618,Wolves,2024-12-04,0,@,Everton,eng Premier League,L 0-4,0,4,-4,56,0,0,0,0,0,0,0,0,,Match Report
1619,Wolves,2024-11-23,0,@,Fulham,eng Premier League,W 4-1,4,1,+3,41,4,0,0,0,0,0,0,0,,Match Report
1620,Wolves,2024-11-09,0,,Southampton,eng Premier League,W 2-0,2,0,+2,29,2,0,0,0,0,0,0,0,,Match Report
1621,Wolves,2024-11-02,0,,Crystal Palace,eng Premier League,D 2-2,2,2,0,57,2,0,0,0,0,0,0,0,,Match Report
1622,Wolves,2024-10-26,0,@,Brighton,eng Premier League,D 2-2,2,2,0,49,2,0,0,0,0,0,0,0,,Match Report
1623,Wolves,2024-10-20,0,,Manchester City,eng Premier League,L 1-2,1,2,-1,23,1,0,0,0,0,0,0,0,,Match Report
1624,Wolves,2024-09-21,0,@,Aston Villa,eng Premier League,L 1-3,1,3,-2,47,1,0,0,0,0,0,0,0,,Match Report
1625,Wolves,2024-09-15,0,,Newcastle Utd,eng Premier League,L 1-2,1,2,-1,49,1,0,0,0,0,0,0,0,,Match Report
1626,Wolves,2024-08-31,0,@,Nott'ham Forest,eng Premier League,D 1-1,1,1,0,48,1,0,0,0,0,0,0,0,,Match Report
1627,Wolves,2024-08-25,0,,Chelsea,eng Premier League,L 2-6,2,6,-4,40,2,0,0,0,0,0,0,0,,Match Report
1628,Wolves,2024-08-17,0,@,Arsenal,eng Premier League,L 0-2,0,2,-2,47,0,0,0,0,0,0,0,0,,Match Report
1629,Alavés,2025-04-05,0,@,Girona,es La Liga,W 1-0,1,0,+1,36,1,0,0,0,0,0,0,0,,Match Report
1630,Alavés,2025-03-29,0,,Rayo Vallecano,es La Liga,L 0-2,0,2,-2,55,0,0,1,1,0,0,0,0,,Match Report
1631,Alavés,2025-03-08,0,,Villarreal,es La Liga,W 1-0,1,0,+1,32,1,0,0,0,0,0,0,0,,Match Report
1632,Alavés,2025-03-02,0,@,Mallorca,es La Liga,D 1-1,1,1,0,56,1,0,0,0,0,0,0,0,,Match Report
1633,Alavés,2025-02-22,0,,Espanyol,es La Liga,L 0-1,0,1,-1,62,0,0,0,0,0,0,0,0,,Match Report
1634,Alavés,2025-02-02,0,@,Barcelona,es La Liga,L 0-1,0,1,-1,31,0,0,0,0,0,0,0,0,,Match Report
1635,Alavés,2025-01-27,0,,Celta Vigo,es La Liga,D 1-1,1,1,0,49,0,1,1,0,0,0,0,0,,Match Report
1636,Alavés,2025-01-18,0,@,Betis,es La Liga,W 3-1,3,1,+2,50,2,1,1,0,0,0,0,0,,Match Report
1637,Alavés,2025-01-11,0,,Girona,es La Liga,L 0-1,0,1,-1,43,0,0,0,0,0,0,0,0,,Match Report
1638,Alavés,2024-12-15,0,,Athletic Club,es La Liga,D 1-1,1,1,0,52,1,0,0,0,0,0,0,0,,Match Report
1639,Alavés,2024-12-08,0,@,Osasuna,es La Liga,D 2-2,2,2,0,40,2,0,0,0,0,0,0,0,,Match Report
1640,Alavés,2024-11-30,0,,Leganés,es La Liga,D 1-1,1,1,0,60,1,0,0,0,0,0,0,0,,Match Report
1641,Alavés,2024-11-01,0,,Mallorca,es La Liga,W 1-0,1,0,+1,51,1,0,0,0,0,0,0,0,,Match Report
1642,Alavés,2024-10-26,0,@,Rayo Vallecano,es La Liga,L 0-1,0,1,-1,49,0,0,0,0,0,0,0,0,,Match Report
1643,Alavés,2024-10-06,0,,Barcelona,es La Liga,L 0-3,0,3,-3,29,0,0,0,0,0,0,0,0,,Match Report
1644,Alavés,2024-09-24,0,@,Real Madrid,es La Liga,L 2-3,2,3,-1,32,2,0,0,0,0,0,0,0,,Match Report
1645,Alavés,2024-09-20,0,,Sevilla,es La Liga,W 2-1,2,1,+1,35,2,0,0,0,0,0,0,0,,Match Report
1646,Alavés,2024-09-01,0,,Las Palmas,es La Liga,W 2-0,2,0,+2,30,2,0,1,1,0,0,0,0,,Match Report
1647,Alavés,2024-08-28,0,@,Real Sociedad,es La Liga,W 2-1,2,1,+1,47,1,1,1,0,0,0,0,0,,Match Report
1648,Alavés,2024-08-25,0,,Betis,es La Liga,D 0-0,0,0,0,38,0,0,0,0,0,0,0,0,,Match Report
1649,Alavés,2024-08-16,0,@,Celta Vigo,es La Liga,L 1-2,1,2,-1,37,1,0,0,0,0,0,0,0,,Match Report
1650,Girona,2025-04-05,0,,Alavés,es La Liga,L 0-1,0,1,-1,64,0,0,0,0,0,0,0,0,,Match Report
1651,Girona,2025-03-30,0,@,Barcelona,es La Liga,L 1-4,1,4,-3,31,1,0,0,0,0,0,0,0,,Match Report
1652,Girona,2025-03-15,0,,Valencia,es La Liga,D 1-1,1,1,0,57,1,0,0,0,0,0,0,0,,Match Report
1653,Girona,2025-03-10,0,@,Espanyol,es La Liga,D 1-1,1,1,0,67,0,1,1,0,0,0,0,0,,Match Report
1654,Girona,2025-02-23,0,@,Real Madrid,es La Liga,L 0-2,0,2,-2,37,0,0,0,0,0,0,0,0,,Match Report
1655,Girona,2025-02-14,0,,Getafe,es La Liga,L 1-2,1,2,-1,71,1,0,0,0,0,0,0,0,,Match Report
1656,Girona,2025-02-03,0,,Las Palmas,es La Liga,W 2-1,2,1,+1,47,2,0,1,1,0,0,0,0,,Match Report
1657,Girona,2025-01-26,0,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,43,1,0,0,0,0,0,0,0,,Match Report
1658,Girona,2025-01-11,0,@,Alavés,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,,Match Report
1659,Girona,2024-12-20,0,,Valladolid,es La Liga,W 3-0,3,0,+3,70,3,0,0,0,0,0,0,0,,Match Report
1660,Girona,2024-12-14,0,@,Mallorca,es La Liga,L 1-2,1,2,-1,68,1,0,0,0,0,0,0,0,,Match Report
1661,Girona,2024-12-07,0,,Real Madrid,es La Liga,L 0-3,0,3,-3,42,0,0,0,0,0,0,0,0,,Match Report
1662,Girona,2024-12-01,0,@,Villarreal,es La Liga,D 2-2,2,2,0,64,2,0,0,0,0,0,0,0,,Match Report
1663,Girona,2024-11-23,0,,Espanyol,es La Liga,W 4-1,4,1,+3,75,4,0,0,0,0,0,0,0,,Match Report
1664,Girona,2024-11-10,0,@,Getafe,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,0,0,0,0,,Match Report
1665,Girona,2024-11-02,0,,Leganés,es La Liga,W 4-3,4,3,+1,54,2,1,1,0,0,0,0,0,,Match Report
1666,Girona,2024-10-26,0,@,Las Palmas,es La Liga,L 0-1,0,1,-1,57,0,0,0,0,0,0,0,0,,Match Report
1667,Girona,2024-10-19,0,,Real Sociedad,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,,Match Report
1668,Girona,2024-09-29,0,@,Celta Vigo,es La Liga,D 1-1,1,1,0,52,1,0,0,0,0,0,0,0,,Match Report
1669,Girona,2024-09-25,0,,Rayo Vallecano,es La Liga,D 0-0,0,0,0,71,0,0,0,0,0,0,0,0,,Match Report
1670,Girona,2024-09-21,0,@,Valencia,es La Liga,L 0-2,0,2,-2,67,0,0,0,0,0,0,0,0,,Match Report
1671,Girona,2024-09-15,0,,Barcelona,es La Liga,L 1-4,1,4,-3,45,1,0,0,0,0,0,0,0,,Match Report
1672,Girona,2024-09-01,0,@,Sevilla,es La Liga,W 2-0,2,0,+2,50,1,1,1,0,0,0,0,0,,Match Report
1673,Girona,2024-08-29,0,,Osasuna,es La Liga,W 4-0,4,0,+4,60,4,0,0,0,0,0,0,0,,Match Report
1674,Girona,2024-08-25,0,@,Atlético Madrid,es La Liga,L 0-3,0,3,-3,57,0,0,0,0,0,0,0,0,,Match Report
1675,Girona,2024-08-15,0,@,Betis,es La Liga,D 1-1,1,1,0,61,1,0,0,0,0,0,0,0,,Match Report
1676,Atalanta,2025-04-06,0,,Lazio,it Serie A,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,,Match Report
1677,Atalanta,2025-03-30,0,@,Fiorentina,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,,Match Report
1678,Atalanta,2025-03-16,0,,Inter,it Serie A,L 0-2,0,2,-2,49,0,0,0,0,0,0,0,0,,Match Report
1679,Atalanta,2025-03-09,0,@,Juventus,it Serie A,W 4-0,4,0,+4,37,3,1,1,0,0,0,0,0,,Match Report
1680,Atalanta,2025-03-01,0,,Venezia,it Serie A,D 0-0,0,0,0,60,0,0,0,0,0,0,0,0,,Match Report
1681,Atalanta,2025-02-23,0,@,Empoli,it Serie A,W 5-0,5,0,+5,54,4,0,0,0,0,0,0,0,,Match Report
1682,Atalanta,2025-02-15,0,,Cagliari,it Serie A,D 0-0,0,0,0,59,0,0,0,0,0,0,0,0,,Match Report
1683,Atalanta,2025-02-08,0,@,Hellas Verona,it Serie A,W 5-0,5,0,+5,62,5,0,0,0,0,0,0,0,,Match Report
1684,Atalanta,2025-02-01,0,,Torino,it Serie A,D 1-1,1,1,0,65,1,0,1,1,0,0,0,0,,Match Report
1685,Atalanta,2025-01-25,0,@,Como,it Serie A,W 2-1,2,1,+1,46,2,0,0,0,0,0,0,0,,Match Report
1686,Atalanta,2025-01-18,0,,Napoli,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,0,0,0,0,,Match Report
1687,Atalanta,2025-01-14,0,,Juventus,it Serie A,D 1-1,1,1,0,60,1,0,0,0,0,0,0,0,,Match Report
1688,Atalanta,2025-01-11,0,@,Udinese,it Serie A,D 0-0,0,0,0,54,0,0,0,0,0,0,0,0,,Match Report
1689,Atalanta,2024-12-28,0,@,Lazio,it Serie A,D 1-1,1,1,0,60,1,0,0,0,0,0,0,0,,Match Report
1690,Atalanta,2024-12-14,0,@,Cagliari,it Serie A,W 1-0,1,0,+1,56,1,0,0,0,0,0,0,0,,Match Report
1691,Atalanta,2024-12-06,0,,Milan,it Serie A,W 2-1,2,1,+1,52,2,0,0,0,0,0,0,0,,Match Report
1692,Atalanta,2024-12-02,0,@,Roma,it Serie A,W 2-0,2,0,+2,52,2,0,0,0,0,0,0,0,,Match Report
1693,Atalanta,2024-11-23,0,@,Parma,it Serie A,W 3-1,3,1,+2,55,3,0,0,0,0,0,0,0,,Match Report
1694,Atalanta,2024-11-10,0,,Udinese,it Serie A,W 2-1,2,1,+1,54,1,0,0,0,0,0,0,0,,Match Report
1695,Atalanta,2024-11-03,0,@,Napoli,it Serie A,W 3-0,3,0,+3,50,3,0,0,0,0,0,0,0,,Match Report
1696,Atalanta,2024-10-30,0,,Monza,it Serie A,W 2-0,2,0,+2,53,2,0,0,0,0,0,0,0,,Match Report
1697,Atalanta,2024-10-26,0,,Hellas Verona,it Serie A,W 6-1,6,1,+5,69,6,0,0,0,0,0,0,0,,Match Report
1698,Atalanta,2024-10-20,0,@,Venezia,it Serie A,W 2-0,2,0,+2,57,2,0,0,0,0,0,0,0,,Match Report
1699,Atalanta,2024-10-05,0,,Genoa,it Serie A,W 5-1,5,1,+4,63,4,1,1,0,0,0,0,0,,Match Report
1700,Atalanta,2024-09-28,0,@,Bologna,it Serie A,D 1-1,1,1,0,64,1,0,0,0,0,0,0,0,,Match Report
1701,Atalanta,2024-09-24,0,,Como,it Serie A,L 2-3,2,3,-1,59,1,1,1,0,0,0,0,0,,Match Report
1702,Atalanta,2024-09-15,0,,Fiorentina,it Serie A,W 3-2,3,2,+1,51,3,0,0,0,0,0,0,0,,Match Report
1703,Atalanta,2024-08-30,0,@,Inter,it Serie A,L 0-4,0,4,-4,45,0,0,0,0,0,0,0,0,,Match Report
1704,Atalanta,2024-08-25,0,@,Torino,it Serie A,L 1-2,1,2,-1,58,1,0,1,1,0,0,0,0,,Match Report
1705,Atalanta,2024-08-19,0,@,Lecce,it Serie A,W 4-0,4,0,+4,52,3,1,1,0,0,0,0,0,,Match Report
1706,Rayo Vallecano,2025-03-16,0,,Real Sociedad,es La Liga,D 2-2,2,2,0,55,2,0,0,0,0,0,0,0,,Match Report
1707,Rayo Vallecano,2025-03-09,0,@,Real Madrid,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,0,0,0,0,,Match Report
1708,Rayo Vallecano,2025-03-01,0,,Sevilla,es La Liga,D 1-1,1,1,0,64,1,0,0,0,0,0,0,0,,Match Report
1709,Rayo Vallecano,2025-02-22,0,,Villarreal,es La Liga,L 0-1,0,1,-1,50,0,0,0,0,0,0,0,0,,Match Report
1710,Rayo Vallecano,2025-02-07,0,,Valladolid,es La Liga,W 1-0,1,0,+1,69,1,0,0,0,0,0,0,0,,Match Report
1711,Rayo Vallecano,2025-01-26,0,,Girona,es La Liga,W 2-1,2,1,+1,57,2,0,0,0,0,0,0,0,,Match Report
1712,Rayo Vallecano,2025-01-19,0,@,Osasuna,es La Liga,D 1-1,1,1,0,48,1,0,0,0,0,0,0,0,,Match Report
1713,Rayo Vallecano,2025-01-10,0,,Celta Vigo,es La Liga,W 2-1,2,1,+1,50,2,0,0,0,0,0,0,0,,Match Report
1714,Rayo Vallecano,2024-12-18,0,@,Villarreal,es La Liga,D 1-1,1,1,0,55,1,0,0,0,0,0,0,0,,Match Report
1715,Rayo Vallecano,2024-12-14,0,,Real Madrid,es La Liga,D 3-3,3,3,0,34,3,0,0,0,0,0,0,0,,Match Report
1716,Rayo Vallecano,2024-12-07,0,@,Valencia,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,0,0,0,0,,Match Report
1717,Rayo Vallecano,2024-12-01,0,,Athletic Club,es La Liga,L 1-2,1,2,-1,48,1,0,0,0,0,0,0,0,,Match Report
1718,Rayo Vallecano,2024-11-24,0,@,Sevilla,es La Liga,L 0-1,0,1,-1,47,0,0,0,0,0,0,0,0,,Match Report
1719,Rayo Vallecano,2024-11-08,0,,Las Palmas,es La Liga,L 1-3,1,3,-2,64,0,0,0,0,0,0,0,0,,Match Report
1720,Rayo Vallecano,2024-10-26,0,,Alavés,es La Liga,W 1-0,1,0,+1,51,0,0,0,0,0,0,0,0,,Match Report
