Rk,Team,Date,PKatt,,Opp,Comp,Result,GF,GA,GD,Poss,G-PK,PK,PKatt,PKm,PKatt,PKA,PKsv,PKm,Save%,Match Report
2580,Real Sociedad,2024-11-24,0,@,Athletic Club,es La Liga,L 0-1,0,1,-1,59,0,0,0,0,0,0,0,0,,Match Report
2581,Real Sociedad,2024-11-10,0,,Barcelona,es La Liga,W 1-0,1,0,+1,31,1,0,0,0,0,0,0,0,,Match Report
2582,Real Sociedad,2024-11-03,0,@,Sevilla,es La Liga,W 2-0,2,0,+2,45,1,1,1,0,0,0,0,0,,Match Report
2583,Real Sociedad,2024-10-27,0,,Osasuna,es La Liga,L 0-2,0,2,-2,74,0,0,0,0,0,0,0,0,,Match Report
2584,Real Sociedad,2024-10-19,0,@,Girona,es La Liga,W 1-0,1,0,+1,53,1,0,0,0,0,0,0,0,,Match Report
2585,Real Sociedad,2024-10-06,0,,Atlético Madrid,es La Liga,D 1-1,1,1,0,66,1,0,0,0,0,0,0,0,,Match Report
2586,Real Sociedad,2024-09-28,0,,Valencia,es La Liga,W 3-0,3,0,+3,61,3,0,0,0,0,0,0,0,,Match Report
2587,Real Sociedad,2024-09-21,0,@,Valladolid,es La Liga,D 0-0,0,0,0,64,0,0,0,0,0,0,0,0,,Match Report
2588,Real Sociedad,2024-09-01,0,@,Getafe,es La Liga,D 0-0,0,0,0,47,0,0,0,0,0,0,0,0,,Match Report
2589,Real Sociedad,2024-08-24,0,@,Espanyol,es La Liga,W 1-0,1,0,+1,66,1,0,0,0,0,0,0,0,,Match Report
2590,Real Sociedad,2024-08-18,0,,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,66,1,0,0,0,0,0,0,0,,Match Report
2591,Nott'ham Forest,2025-04-05,0,@,Aston Villa,eng Premier League,L 1-2,1,2,-1,48,1,0,0,0,0,0,0,0,,Match Report
2592,Nott'ham Forest,2025-04-01,0,,Manchester Utd,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,0,0,0,0,,Match Report
2593,Nott'ham Forest,2025-03-15,0,@,Ipswich Town,eng Premier League,W 4-2,4,2,+2,45,4,0,0,0,0,0,0,0,,Match Report
2594,Nott'ham Forest,2025-03-08,0,,Manchester City,eng Premier League,W 1-0,1,0,+1,31,1,0,0,0,0,0,0,0,,Match Report
2595,Nott'ham Forest,2025-02-26,0,,Arsenal,eng Premier League,D 0-0,0,0,0,36,0,0,0,0,0,0,0,0,,Match Report
2596,Nott'ham Forest,2025-02-15,0,@,Fulham,eng Premier League,L 1-2,1,2,-1,45,1,0,0,0,0,0,0,0,,Match Report
2597,Nott'ham Forest,2025-02-01,0,,Brighton,eng Premier League,W 7-0,7,0,+7,38,5,1,1,0,0,0,0,0,,Match Report
2598,Nott'ham Forest,2025-01-25,0,@,Bournemouth,eng Premier League,L 0-5,0,5,-5,50,0,0,0,0,0,0,0,0,,Match Report
2599,Nott'ham Forest,2025-01-19,0,,Southampton,eng Premier League,W 3-2,3,2,+1,45,3,0,0,0,0,0,0,0,,Match Report
2600,Nott'ham Forest,2025-01-14,0,,Liverpool,eng Premier League,D 1-1,1,1,0,30,1,0,0,0,0,0,0,0,,Match Report
2601,Nott'ham Forest,2025-01-06,0,@,Wolves,eng Premier League,W 3-0,3,0,+3,40,3,0,0,0,0,0,0,0,,Match Report
2602,Nott'ham Forest,2024-12-29,0,@,Everton,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,0,0,0,0,,Match Report
2603,Nott'ham Forest,2024-12-26,0,,Tottenham,eng Premier League,W 1-0,1,0,+1,30,1,0,0,0,0,0,0,0,,Match Report
2604,Nott'ham Forest,2024-12-21,0,@,Brentford,eng Premier League,W 2-0,2,0,+2,36,2,0,0,0,0,0,0,0,,Match Report
2605,Nott'ham Forest,2024-12-14,0,,Aston Villa,eng Premier League,W 2-1,2,1,+1,50,2,0,0,0,0,0,0,0,,Match Report
2606,Nott'ham Forest,2024-12-07,0,@,Manchester Utd,eng Premier League,W 3-2,3,2,+1,29,3,0,0,0,0,0,0,0,,Match Report
2607,Nott'ham Forest,2024-12-04,0,@,Manchester City,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,0,0,0,0,,Match Report
2608,Nott'ham Forest,2024-11-30,0,,Ipswich Town,eng Premier League,W 1-0,1,0,+1,45,0,1,1,0,0,0,0,0,,Match Report
2609,Nott'ham Forest,2024-11-23,0,@,Arsenal,eng Premier League,L 0-3,0,3,-3,34,0,0,0,0,0,0,0,0,,Match Report
2610,Nott'ham Forest,2024-11-10,0,,Newcastle Utd,eng Premier League,L 1-3,1,3,-2,44,1,0,0,0,0,0,0,0,,Match Report
2611,Nott'ham Forest,2024-11-02,0,,West Ham,eng Premier League,W 3-0,3,0,+3,54,3,0,0,0,0,0,0,0,,Match Report
2612,Nott'ham Forest,2024-10-25,0,@,Leicester City,eng Premier League,W 3-1,3,1,+2,35,3,0,0,0,0,0,0,0,,Match Report
2613,Nott'ham Forest,2024-10-21,0,,Crystal Palace,eng Premier League,W 1-0,1,0,+1,51,1,0,0,0,0,0,0,0,,Match Report
2614,Nott'ham Forest,2024-10-06,0,@,Chelsea,eng Premier League,D 1-1,1,1,0,35,1,0,0,0,0,0,0,0,,Match Report
2615,Nott'ham Forest,2024-09-22,0,@,Brighton,eng Premier League,D 2-2,2,2,0,30,1,1,1,0,0,0,0,0,,Match Report
2616,Nott'ham Forest,2024-09-14,0,@,Liverpool,eng Premier League,W 1-0,1,0,+1,32,1,0,0,0,0,0,0,0,,Match Report
2617,Nott'ham Forest,2024-08-31,0,,Wolves,eng Premier League,D 1-1,1,1,0,52,1,0,0,0,0,0,0,0,,Match Report
2618,Nott'ham Forest,2024-08-24,0,@,Southampton,eng Premier League,W 1-0,1,0,+1,36,1,0,0,0,0,0,0,0,,Match Report
2619,Nott'ham Forest,2024-08-17,0,,Bournemouth,eng Premier League,D 1-1,1,1,0,53,1,0,0,0,0,0,0,0,,Match Report
2620,Parma,2025-04-05,0,,Inter,it Serie A,D 2-2,2,2,0,37,2,0,0,0,0,0,0,0,,Match Report
2621,Parma,2025-03-31,0,@,Hellas Verona,it Serie A,D 0-0,0,0,0,58,0,0,0,0,0,0,0,0,,Match Report
2622,Parma,2025-03-15,0,@,Monza,it Serie A,D 1-1,1,1,0,55,1,0,0,0,0,0,0,0,,Match Report
2623,Parma,2025-03-08,0,,Torino,it Serie A,D 2-2,2,2,0,53,2,0,0,0,0,0,0,0,,Match Report
2624,Parma,2025-02-22,0,,Bologna,it Serie A,W 2-0,2,0,+2,26,1,1,1,0,0,0,0,0,,Match Report
2625,Parma,2025-02-16,0,,Roma,it Serie A,L 0-1,0,1,-1,29,0,0,0,0,0,0,0,0,,Match Report
2626,Parma,2025-02-09,0,@,Cagliari,it Serie A,L 1-2,1,2,-1,61,1,0,0,0,0,0,0,0,,Match Report
2627,Parma,2025-01-31,0,,Lecce,it Serie A,L 1-3,1,3,-2,47,0,1,1,0,0,0,0,0,,Match Report
2628,Parma,2025-01-12,0,@,Genoa,it Serie A,L 0-1,0,1,-1,39,0,0,0,0,0,0,0,0,,Match Report
2629,Parma,2025-01-05,0,@,Torino,it Serie A,D 0-0,0,0,0,38,0,0,0,0,0,0,0,0,,Match Report
2630,Parma,2024-12-28,0,,Monza,it Serie A,W 2-1,2,1,+1,44,1,1,1,0,0,0,0,0,,Match Report
2631,Parma,2024-12-15,0,,Hellas Verona,it Serie A,L 2-3,2,3,-1,56,2,0,0,0,0,0,0,0,,Match Report
2632,Parma,2024-12-06,0,@,Inter,it Serie A,L 1-3,1,3,-2,43,0,0,0,0,0,0,0,0,,Match Report
2633,Parma,2024-12-01,0,,Lazio,it Serie A,W 3-1,3,1,+2,28,3,0,0,0,0,0,0,0,,Match Report
2634,Parma,2024-11-23,0,,Atalanta,it Serie A,L 1-3,1,3,-2,45,1,0,0,0,0,0,0,0,,Match Report
2635,Parma,2024-11-09,0,@,Venezia,it Serie A,W 2-1,2,1,+1,33,2,0,0,0,0,0,0,0,,Match Report
2636,Parma,2024-11-04,0,,Genoa,it Serie A,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,,Match Report
2637,Parma,2024-10-30,0,@,Juventus,it Serie A,D 2-2,2,2,0,39,2,0,0,0,0,0,0,0,,Match Report
2638,Parma,2024-10-27,0,,Empoli,it Serie A,D 1-1,1,1,0,60,1,0,1,1,0,0,0,0,,Match Report
2639,Parma,2024-10-19,0,@,Como,it Serie A,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,Match Report
2640,Parma,2024-10-06,0,@,Bologna,it Serie A,D 0-0,0,0,0,29,0,0,0,0,0,0,0,0,,Match Report
2641,Parma,2024-09-30,0,,Cagliari,it Serie A,L 2-3,2,3,-1,60,1,1,1,0,0,0,0,0,,Match Report
2642,Parma,2024-09-21,0,@,Lecce,it Serie A,D 2-2,2,2,0,61,2,0,0,0,0,0,0,0,,Match Report
2643,Parma,2024-09-16,0,,Udinese,it Serie A,L 2-3,2,3,-1,47,2,0,0,0,0,0,0,0,,Match Report
2644,Parma,2024-08-31,0,@,Napoli,it Serie A,L 1-2,1,2,-1,45,0,1,1,0,0,0,0,0,,Match Report
2645,Parma,2024-08-24,0,,Milan,it Serie A,W 2-1,2,1,+1,39,2,0,0,0,0,0,0,0,,Match Report
2646,Parma,2024-08-17,0,,Fiorentina,it Serie A,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,Match Report
2647,Eint Frankfurt,2025-04-05,0,@,Werder Bremen,de Bundesliga,L 0-2,0,2,-2,62,0,0,0,0,0,0,0,0,,Match Report
2648,Eint Frankfurt,2025-03-29,0,,Stuttgart,de Bundesliga,W 1-0,1,0,+1,46,1,0,0,0,0,0,0,0,,Match Report
2649,Eint Frankfurt,2025-03-16,0,@,Bochum,de Bundesliga,W 3-1,3,1,+2,49,3,0,0,0,0,0,0,0,,Match Report
2650,Eint Frankfurt,2025-03-09,0,,Union Berlin,de Bundesliga,L 1-2,1,2,-1,66,1,0,1,1,0,0,0,0,,Match Report
2651,Eint Frankfurt,2025-03-01,0,,Leverkusen,de Bundesliga,L 1-4,1,4,-3,41,1,0,0,0,0,0,0,0,,Match Report
2652,Eint Frankfurt,2025-02-23,0,@,Bayern Munich,de Bundesliga,L 0-4,0,4,-4,37,0,0,0,0,0,0,0,0,,Match Report
2653,Eint Frankfurt,2025-02-16,0,,Holstein Kiel,de Bundesliga,W 3-1,3,1,+2,51,3,0,1,1,0,0,0,0,,Match Report
2654,Eint Frankfurt,2025-02-08,0,@,Gladbach,de Bundesliga,D 1-1,1,1,0,47,1,0,0,0,0,0,0,0,,Match Report
2655,Eint Frankfurt,2025-02-02,0,,Wolfsburg,de Bundesliga,D 1-1,1,1,0,61,1,0,0,0,0,0,0,0,,Match Report
2656,Eint Frankfurt,2025-01-26,0,@,Hoffenheim,de Bundesliga,D 2-2,2,2,0,49,1,1,1,0,0,0,0,0,,Match Report
2657,Eint Frankfurt,2025-01-17,0,,Dortmund,de Bundesliga,W 2-0,2,0,+2,33,2,0,0,0,0,0,0,0,,Match Report
2658,Eint Frankfurt,2025-01-14,0,,Freiburg,de Bundesliga,W 4-1,4,1,+3,64,4,0,0,0,0,0,0,0,,Match Report
2659,Eint Frankfurt,2025-01-11,0,@,St. Pauli,de Bundesliga,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,,Match Report
2660,Eint Frankfurt,2024-12-21,0,,Mainz 05,de Bundesliga,L 1-3,1,3,-2,70,1,0,0,0,0,0,0,0,,Match Report
2661,Eint Frankfurt,2024-12-15,0,@,RB Leipzig,de Bundesliga,L 1-2,1,2,-1,56,1,0,0,0,0,0,0,0,,Match Report
2662,Eint Frankfurt,2024-12-07,0,,Augsburg,de Bundesliga,D 2-2,2,2,0,66,2,0,0,0,0,0,0,0,,Match Report
2663,Eint Frankfurt,2024-12-01,0,@,Heidenheim,de Bundesliga,W 4-0,4,0,+4,54,4,0,0,0,0,0,0,0,,Match Report
2664,Eint Frankfurt,2024-11-23,0,,Werder Bremen,de Bundesliga,W 1-0,1,0,+1,50,1,0,0,0,0,0,0,0,,Match Report
2665,Eint Frankfurt,2024-11-02,0,,Bochum,de Bundesliga,W 7-2,7,2,+5,64,7,0,0,0,0,0,0,0,,Match Report
2666,Eint Frankfurt,2024-10-27,0,@,Union Berlin,de Bundesliga,D 1-1,1,1,0,52,1,0,0,0,0,0,0,0,,Match Report
2667,Eint Frankfurt,2024-10-06,0,,Bayern Munich,de Bundesliga,D 3-3,3,3,0,26,3,0,0,0,0,0,0,0,,Match Report
2668,Eint Frankfurt,2024-09-21,0,,Gladbach,de Bundesliga,W 2-0,2,0,+2,37,2,0,0,0,0,0,0,0,,Match Report
2669,Eint Frankfurt,2024-09-14,0,@,Wolfsburg,de Bundesliga,W 2-1,2,1,+1,40,1,1,1,0,0,0,0,0,,Match Report
2670,Eint Frankfurt,2024-08-31,0,,Hoffenheim,de Bundesliga,W 3-1,3,1,+2,50,3,0,0,0,0,0,0,0,,Match Report
2671,Eint Frankfurt,2024-08-24,0,@,Dortmund,de Bundesliga,L 0-2,0,2,-2,31,0,0,0,0,0,0,0,0,,Match Report
2672,Celta Vigo,2025-04-05,0,@,Mallorca,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,,Match Report
2673,Celta Vigo,2025-03-31,0,,Las Palmas,es La Liga,D 1-1,1,1,0,61,1,0,0,0,0,0,0,0,,Match Report
2674,Celta Vigo,2025-03-15,0,@,Valladolid,es La Liga,W 1-0,1,0,+1,61,0,1,1,0,0,0,0,0,,Match Report
2675,Celta Vigo,2025-03-08,0,,Leganés,es La Liga,W 2-1,2,1,+1,56,2,0,0,0,0,0,0,0,,Match Report
2676,Celta Vigo,2025-03-01,0,@,Girona,es La Liga,D 2-2,2,2,0,49,1,1,1,0,0,0,0,0,,Match Report
2677,Celta Vigo,2025-02-21,0,,Osasuna,es La Liga,W 1-0,1,0,+1,46,0,1,1,0,0,0,0,0,,Match Report
2678,Celta Vigo,2025-02-15,0,@,Atlético Madrid,es La Liga,D 1-1,1,1,0,66,0,1,1,0,0,0,0,0,,Match Report
2679,Celta Vigo,2025-02-08,0,,Betis,es La Liga,W 3-2,3,2,+1,55,3,0,0,0,0,0,0,0,,Match Report
2680,Celta Vigo,2025-02-02,0,@,Valencia,es La Liga,L 1-2,1,2,-1,54,1,0,0,0,0,0,0,0,,Match Report
2681,Celta Vigo,2025-01-19,0,,Athletic Club,es La Liga,L 1-2,1,2,-1,59,1,0,0,0,0,0,0,0,,Match Report
2682,Celta Vigo,2025-01-10,0,@,Rayo Vallecano,es La Liga,L 1-2,1,2,-1,50,1,0,0,0,0,0,0,0,,Match Report
2683,Celta Vigo,2024-12-21,0,,Real Sociedad,es La Liga,W 2-0,2,0,+2,42,2,0,0,0,0,0,0,0,,Match Report
2684,Celta Vigo,2024-12-14,0,@,Sevilla,es La Liga,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,,Match Report
2685,Celta Vigo,2024-12-06,0,,Mallorca,es La Liga,W 2-0,2,0,+2,50,2,0,0,0,0,0,0,0,,Match Report
2686,Celta Vigo,2024-11-30,0,@,Espanyol,es La Liga,L 1-3,1,3,-2,78,0,1,1,0,0,0,0,0,,Match Report
2687,Celta Vigo,2024-11-23,0,,Barcelona,es La Liga,D 2-2,2,2,0,41,2,0,0,0,0,0,0,0,,Match Report
2688,Celta Vigo,2024-11-10,0,@,Betis,es La Liga,D 2-2,2,2,0,44,2,0,0,0,0,0,0,0,,Match Report
2689,Celta Vigo,2024-11-04,0,,Getafe,es La Liga,W 1-0,1,0,+1,57,1,0,0,0,0,0,0,0,,Match Report
2690,Celta Vigo,2024-10-27,0,@,Leganés,es La Liga,L 0-3,0,3,-3,61,0,0,0,0,0,0,0,0,,Match Report
2691,Celta Vigo,2024-10-19,0,,Real Madrid,es La Liga,L 1-2,1,2,-1,47,1,0,0,0,0,0,0,0,,Match Report
2692,Celta Vigo,2024-10-05,0,@,Las Palmas,es La Liga,W 1-0,1,0,+1,40,1,0,0,0,0,0,0,0,,Match Report
2693,Celta Vigo,2024-09-29,0,,Girona,es La Liga,D 1-1,1,1,0,48,1,0,0,0,0,0,0,0,,Match Report
2694,Celta Vigo,2024-09-26,0,,Atlético Madrid,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,,Match Report
2695,Celta Vigo,2024-09-22,0,@,Athletic Club,es La Liga,L 1-3,1,3,-2,67,0,1,1,0,0,0,0,0,,Match Report
2696,Celta Vigo,2024-09-15,0,,Valladolid,es La Liga,W 3-1,3,1,+2,54,3,0,0,0,0,0,0,0,,Match Report
2697,Celta Vigo,2024-09-01,0,@,Osasuna,es La Liga,L 2-3,2,3,-1,50,1,0,0,0,0,0,0,0,,Match Report
2698,Celta Vigo,2024-08-23,0,,Valencia,es La Liga,W 3-1,3,1,+2,49,3,0,1,1,0,0,0,0,,Match Report
2699,Celta Vigo,2024-08-16,0,,Alavés,es La Liga,W 2-1,2,1,+1,63,2,0,0,0,0,0,0,0,,Match Report
2700,Brest,2025-03-30,0,@,Toulouse,fr Ligue 1,W 4-2,4,2,+2,47,4,0,0,0,0,0,0,0,,Match Report
2701,Brest,2025-03-16,0,,Reims,fr Ligue 1,D 0-0,0,0,0,71,0,0,0,0,0,0,0,0,,Match Report
2702,Brest,2025-03-09,0,,Angers,fr Ligue 1,W 2-0,2,0,+2,50,2,0,0,0,0,0,0,0,,Match Report
2703,Brest,2025-03-02,0,@,Lyon,fr Ligue 1,L 1-2,1,2,-1,34,0,1,1,0,0,0,0,0,,Match Report
2704,Brest,2025-02-23,0,@,Strasbourg,fr Ligue 1,D 0-0,0,0,0,43,0,0,0,0,0,0,0,0,,Match Report
2705,Brest,2025-02-14,0,,Auxerre,fr Ligue 1,D 2-2,2,2,0,64,2,0,0,0,0,0,0,0,,Match Report
2706,Brest,2025-02-07,0,@,Nantes,fr Ligue 1,W 2-0,2,0,+2,42,2,0,0,0,0,0,0,0,,Match Report
2707,Brest,2025-02-01,0,,Paris S-G,fr Ligue 1,L 2-5,2,5,-3,35,2,0,0,0,0,0,0,0,,Match Report
2708,Brest,2025-01-26,0,@,Le Havre,fr Ligue 1,W 1-0,1,0,+1,55,1,0,0,0,0,0,0,0,,Match Report
2709,Brest,2025-01-18,0,@,Rennes,fr Ligue 1,W 2-1,2,1,+1,32,2,0,0,0,0,0,0,0,,Match Report
2710,Brest,2025-01-11,0,,Lyon,fr Ligue 1,W 2-1,2,1,+1,33,2,0,0,0,0,0,0,0,,Match Report
2711,Brest,2025-01-05,0,@,Angers,fr Ligue 1,L 0-2,0,2,-2,61,0,0,0,0,0,0,0,0,,Match Report
2712,Brest,2024-12-15,0,,Nantes,fr Ligue 1,W 4-1,4,1,+3,51,4,0,0,0,0,0,0,0,,Match Report
2713,Brest,2024-11-30,0,,Strasbourg,fr Ligue 1,W 3-1,3,1,+2,38,2,1,2,1,0,0,0,0,,Match Report
2714,Brest,2024-11-22,0,@,Monaco,fr Ligue 1,L 2-3,2,3,-1,49,2,0,0,0,0,0,0,0,,Match Report
2715,Brest,2024-11-02,0,,Nice,fr Ligue 1,L 0-1,0,1,-1,63,0,0,0,0,0,0,0,0,,Match Report
2716,Brest,2024-10-26,0,@,Reims,fr Ligue 1,W 2-1,2,1,+1,47,1,1,1,0,0,0,0,0,,Match Report
2717,Brest,2024-10-19,0,,Rennes,fr Ligue 1,D 1-1,1,1,0,56,0,1,1,0,0,0,0,0,,Match Report
2718,Brest,2024-10-06,0,,Le Havre,fr Ligue 1,W 2-0,2,0,+2,53,2,0,0,0,0,0,0,0,,Match Report
2719,Brest,2024-09-14,0,@,Paris S-G,fr Ligue 1,L 1-3,1,3,-2,33,0,1,1,0,0,0,0,0,,Match Report
2720,Brest,2024-08-31,0,,Saint-Étienne,fr Ligue 1,W 4-0,4,0,+4,47,2,2,2,0,0,0,0,0,,Match Report
2721,Brest,2024-08-25,0,@,Lens,fr Ligue 1,L 0-2,0,2,-2,48,0,0,0,0,0,0,0,0,,Match Report
2722,Betis,2025-04-05,0,@,Barcelona,es La Liga,D 1-1,1,1,0,27,1,0,0,0,0,0,0,0,,Match Report
2723,Betis,2025-03-30,0,,Sevilla,es La Liga,W 2-1,2,1,+1,55,2,0,0,0,0,0,0,0,,Match Report
2724,Betis,2025-03-16,0,@,Leganés,es La Liga,W 3-2,3,2,+1,64,2,1,1,0,0,0,0,0,,Match Report
2725,Betis,2025-03-09,0,,Las Palmas,es La Liga,W 1-0,1,0,+1,67,1,0,1,1,0,0,0,0,,Match Report
2726,Betis,2025-03-01,0,,Real Madrid,es La Liga,W 2-1,2,1,+1,42,1,1,1,0,0,0,0,0,,Match Report
2727,Betis,2025-02-23,0,@,Getafe,es La Liga,W 2-1,2,1,+1,51,1,1,1,0,0,0,0,0,,Match Report
2728,Betis,2025-02-16,0,,Real Sociedad,es La Liga,W 3-0,3,0,+3,68,3,0,1,1,0,0,0,0,,Match Report
2729,Betis,2025-02-08,0,@,Celta Vigo,es La Liga,L 2-3,2,3,-1,45,2,0,0,0,0,0,0,0,,Match Report
2730,Betis,2025-02-02,0,,Athletic Club,es La Liga,D 2-2,2,2,0,53,2,0,0,0,0,0,0,0,,Match Report
2731,Betis,2025-01-25,0,@,Mallorca,es La Liga,W 1-0,1,0,+1,52,1,0,0,0,0,0,0,0,,Match Report
2732,Betis,2025-01-11,0,@,Valladolid,es La Liga,L 0-1,0,1,-1,58,0,0,0,0,0,0,0,0,,Match Report
2733,Betis,2024-12-22,0,,Rayo Vallecano,es La Liga,D 1-1,1,1,0,55,0,1,1,0,0,0,0,0,,Match Report
2734,Betis,2024-12-15,0,@,Villarreal,es La Liga,W 2-1,2,1,+1,38,2,0,0,0,0,0,0,0,,Match Report
2735,Betis,2024-12-07,0,,Barcelona,es La Liga,D 2-2,2,2,0,38,1,1,1,0,0,0,0,0,,Match Report
2736,Betis,2024-11-23,0,@,Valencia,es La Liga,L 2-4,2,4,-2,52,1,0,0,0,0,0,0,0,,Match Report
2737,Betis,2024-11-10,0,,Celta Vigo,es La Liga,D 2-2,2,2,0,56,2,0,0,0,0,0,0,0,,Match Report
2738,Betis,2024-11-03,0,@,Athletic Club,es La Liga,D 1-1,1,1,0,50,1,0,0,0,0,0,0,0,,Match Report
2739,Betis,2024-10-27,0,,Atlético Madrid,es La Liga,W 1-0,1,0,+1,42,0,0,0,0,0,0,0,0,,Match Report
2740,Betis,2024-10-19,0,@,Osasuna,es La Liga,W 2-1,2,1,+1,45,2,0,0,0,0,0,0,0,,Match Report
2741,Betis,2024-09-29,0,,Espanyol,es La Liga,W 1-0,1,0,+1,53,1,0,1,1,0,0,0,0,,Match Report
2742,Betis,2024-09-26,0,@,Las Palmas,es La Liga,D 1-1,1,1,0,45,1,0,0,0,0,0,0,0,,Match Report
2743,Betis,2024-09-23,0,,Mallorca,es La Liga,L 1-2,1,2,-1,61,1,0,0,0,0,0,0,0,,Match Report
2744,Betis,2024-09-18,0,,Getafe,es La Liga,W 2-1,2,1,+1,65,1,1,1,0,0,0,0,0,,Match Report
2745,Betis,2024-09-13,0,,Leganés,es La Liga,W 2-0,2,0,+2,64,2,0,0,0,0,0,0,0,,Match Report
2746,Betis,2024-08-25,0,@,Alavés,es La Liga,D 0-0,0,0,0,62,0,0,0,0,0,0,0,0,,Match Report
2747,Betis,2024-08-15,0,,Girona,es La Liga,D 1-1,1,1,0,39,1,0,0,0,0,0,0,0,,Match Report
2748,Lens,2025-03-30,0,@,Lille,fr Ligue 1,L 0-1,0,1,-1,55,0,0,0,0,0,0,0,0,,Match Report
2749,Lens,2025-03-15,0,,Rennes,fr Ligue 1,W 1-0,1,0,+1,46,1,0,0,0,0,0,0,0,,Match Report
2750,Lens,2025-03-08,0,@,Marseille,fr Ligue 1,W 1-0,1,0,+1,25,1,0,0,0,0,0,0,0,,Match Report
2751,Lens,2025-02-16,0,,Strasbourg,fr Ligue 1,L 0-2,0,2,-2,56,0,0,0,0,0,0,0,0,,Match Report
2752,Lens,2025-01-31,0,@,Montpellier,fr Ligue 1,W 2-0,2,0,+2,51,2,0,0,0,0,0,0,0,,Match Report
2753,Lens,2025-01-26,0,,Angers,fr Ligue 1,W 1-0,1,0,+1,64,1,0,0,0,0,0,0,0,,Match Report
2754,Lens,2025-01-18,0,,Paris S-G,fr Ligue 1,L 1-2,1,2,-1,34,1,0,0,0,0,0,0,0,,Match Report
2755,Lens,2025-01-12,0,@,Le Havre,fr Ligue 1,W 2-1,2,1,+1,69,2,0,0,0,0,0,0,0,,Match Report
2756,Lens,2024-12-14,0,@,Auxerre,fr Ligue 1,D 2-2,2,2,0,60,2,0,0,0,0,0,0,0,,Match Report
2757,Lens,2024-12-08,0,,Montpellier,fr Ligue 1,W 2-0,2,0,+2,55,1,0,0,0,0,0,0,0,,Match Report
2758,Lens,2024-11-29,0,@,Reims,fr Ligue 1,W 2-0,2,0,+2,48,2,0,0,0,0,0,0,0,,Match Report
2759,Lens,2024-11-23,0,,Marseille,fr Ligue 1,L 1-3,1,3,-2,45,1,0,0,0,0,0,0,0,,Match Report
2760,Lens,2024-11-02,0,@,Paris S-G,fr Ligue 1,L 0-1,0,1,-1,32,0,0,0,0,0,0,0,0,,Match Report
2761,Lens,2024-10-19,0,@,Saint-Étienne,fr Ligue 1,W 2-0,2,0,+2,63,2,0,0,0,0,0,0,0,,Match Report
2762,Lens,2024-09-28,0,,Nice,fr Ligue 1,D 0-0,0,0,0,56,0,0,0,0,0,0,0,0,,Match Report
2763,Lens,2024-09-15,0,,Lyon,fr Ligue 1,D 0-0,0,0,0,54,0,0,0,0,0,0,0,0,,Match Report
2764,Lens,2024-09-01,0,@,Monaco,fr Ligue 1,D 1-1,1,1,0,38,0,1,1,0,0,0,0,0,,Match Report
2765,Lens,2024-08-25,0,,Brest,fr Ligue 1,W 2-0,2,0,+2,52,1,0,0,0,0,0,0,0,,Match Report
2766,Lens,2024-08-18,0,@,Angers,fr Ligue 1,W 1-0,1,0,+1,58,1,0,0,0,0,0,0,0,,Match Report
2767,Monaco,2025-04-05,0,@,Brest,fr Ligue 1,L 1-2,1,2,-1,59,0,1,1,0,0,0,0,0,,Match Report
2768,Monaco,2025-03-29,0,,Nice,fr Ligue 1,W 2-1,2,1,+1,58,2,0,1,1,0,0,0,0,,Match Report
2769,Monaco,2025-03-15,0,@,Angers,fr Ligue 1,W 2-0,2,0,+2,56,1,1,1,0,0,0,0,0,,Match Report
2770,Monaco,2025-03-07,0,@,Toulouse,fr Ligue 1,D 1-1,1,1,0,50,1,0,0,0,0,0,0,0,,Match Report
2771,Monaco,2025-02-28,0,,Reims,fr Ligue 1,W 3-0,3,0,+3,56,3,0,0,0,0,0,0,0,,Match Report
2772,Monaco,2025-02-22,0,@,Lille,fr Ligue 1,L 1-2,1,2,-1,57,1,0,0,0,0,0,0,0,,Match Report
2773,Monaco,2025-02-15,0,,Nantes,fr Ligue 1,W 7-1,7,1,+6,65,6,1,1,0,0,0,0,0,,Match Report
2774,Monaco,2025-02-07,0,@,Paris S-G,fr Ligue 1,L 1-4,1,4,-3,37,1,0,0,0,0,0,0,0,,Match Report
2775,Monaco,2025-01-25,0,,Rennes,fr Ligue 1,W 3-2,3,2,+1,52,3,0,0,0,0,0,0,0,,Match Report
2776,Monaco,2025-01-17,0,@,Montpellier,fr Ligue 1,L 1-2,1,2,-1,67,1,0,0,0,0,0,0,0,,Match Report
